window,kind,rise,pullback,tp,stop,breakout_veto,exit_mode,signals,executed,execution_rate,net_win_rate,win_wilson_low95,avg_net_per_trade,median_net_per_trade,avg_net_per_signal,total_pnl_1000,pf,worst_pnl_1000,max_losing_streak,tp_count,trail_count,stop_count
full,pullback,0.003,0.003,0.02,,0.02,fixed,61,47,0.7704918032786885,0.5531914893617021,0.41245459838219095,-0.0009433648250048145,0.0021939721845175126,-0.000726854865167644,895.9170668434622,1.1616236936840834,-2534.525123660989,6,8,0,0
full,pullback,0.003,0.003,0.02,0.04,0.02,trail005,61,47,0.7704918032786885,0.5531914893617021,0.41245459838219095,-0.001045271259043543,0.0021939721845175126,-0.0008053729372958446,846.7191494180925,1.15739656600325,-2404.441212209994,6,0,43,4
full,pullback,0.003,0.003,0.025,,,fixed,61,53,0.8688524590163934,0.5849056603773585,0.4509442218134474,-9.85983939032914e-05,0.002392369514991387,-8.56674569979417e-05,2146.1249179085935,1.2908307339075655,-2534.525123660989,6,7,0,0
full,pullback,0.003,0.003,0.025,,0.02,fixed,61,47,0.7704918032786885,0.5531914893617021,0.41245459838219095,-0.0012691834828027846,0.0021939721845175126,-0.0009778954703562439,731.3251201875687,1.1319312596925035,-2534.525123660989,6,5,0,0
full,pullback,0.003,0.003,0.03,,,fixed,61,53,0.8688524590163934,0.5849056603773585,0.4509442218134474,-0.0006433833433471372,0.002392369514991387,-0.0005590051999573486,1780.5945142937135,1.241296117044517,-2534.525123660989,6,2,0,0
full,pullback,0.003,0.003,0.03,,0.02,fixed,61,47,0.7704918032786885,0.5531914893617021,0.41245459838219095,-0.0018224892082206834,0.0021939721845175126,-0.0014042129964979037,227.18167949009649,1.0409836395972558,-2534.525123660989,6,1,0,0
full,pullback,0.003,0.004,,,,fixed,61,53,0.8688524590163934,0.5849056603773585,0.4509442218134474,-0.0009484604393396113,0.002392369514991387,-0.0008240721849999901,1767.1270407691209,1.2629643274580689,-1836.063523044005,6,0,0,0
full,pullback,0.003,0.004,,,0.02,fixed,61,46,0.7540983606557377,0.5652173913043478,0.42247433694295355,-0.0013398502688178298,0.0022094789475079262,-0.001010378891239675,2507.723142879091,1.7626058636609185,-642.9295030499992,6,0,0,0
full,pullback,0.003,0.004,0.015,,,fixed,61,53,0.8688524590163934,0.6037735849056604,0.4694147867320587,-0.00015460053001730114,0.0024932179367203305,-0.00013432505067076982,3929.808357717465,1.8046352958941112,-1595.6014963229904,6,15,0,0
full,pullback,0.003,0.004,0.015,,0.02,fixed,61,46,0.7540983606557377,0.5652173913043478,0.42247433694295355,-0.00119573688642267,0.0022094789475079262,-0.0009017032258269314,2496.35033280583,1.7591473592112548,-642.9295030499992,6,10,0,0
full,pullback,0.003,0.004,0.015,0.04,0.02,trail005,61,46,0.7540983606557377,0.5652173913043478,0.42247433694295355,-0.0010624975969606154,0.0022094789475079262,-0.0008012276960686608,2401.232302068082,1.737763901659958,-630.6098439879977,6,0,43,3
full,pullback,0.003,0.004,0.02,,,fixed,61,53,0.8688524590163934,0.5849056603773585,0.4509442218134474,-4.808721613363148e-05,0.002392369514991387,-4.1780695984958504e-05,2632.981864585485,1.391811278564706,-1836.063523044005,6,11,0,0
full,pullback,0.003,0.004,0.02,,0.02,fixed,61,46,0.7540983606557377,0.5652173913043478,0.42247433694295355,-0.00041239688310041494,0.0022094789475079262,-0.0003109878134855588,3169.855164199461,1.9639621271744603,-642.9295030499992,6,8,0,0
full,pullback,0.003,0.004,0.02,0.04,0.02,trail005,61,46,0.7540983606557377,0.5652173913043478,0.42247433694295355,-0.0006566041709947181,0.0022094789475079262,-0.0004951441289468367,2941.548345078094,1.9037726929281809,-630.6098439879977,6,0,43,3
full,pullback,0.003,0.004,0.025,,,fixed,61,53,0.8688524590163934,0.5849056603773585,0.4509442218134474,-0.0004528151217686726,0.002392369514991387,-0.00039342953202851883,2630.6530954728514,1.3914647368677135,-1836.063523044005,6,6,0,0
full,pullback,0.003,0.004,0.025,,0.02,fixed,61,46,0.7540983606557377,0.5652173913043478,0.42247433694295355,-0.0010667349041123112,0.0022094789475079262,-0.0008044230424453495,2831.4246041748156,1.8610444146471783,-642.9295030499992,6,4,0,0
full,pullback,0.003,0.004,0.03,,,fixed,61,53,0.8688524590163934,0.5849056603773585,0.4509442218134474,-0.0007978567275990473,0.002392369514991387,-0.000693219779717205,2389.9363149817227,1.3556439244250662,-1836.063523044005,6,2,0,0
full,pullback,0.003,0.004,0.03,,0.02,fixed,61,46,0.7540983606557377,0.5652173913043478,0.42247433694295355,-0.001401929945049861,0.0022094789475079262,-0.0010571930733162887,2452.0947866010924,1.7456891195602455,-642.9295030499992,6,1,0,0
full,pullback,0.003,0.005,,,,fixed,61,52,0.8524590163934426,0.5961538461538461,0.4606757548486188,-0.0011588636261325802,0.0024427937258558585,-0.0009878837468671176,955.3127448471121,1.137910744224545,-1915.235071586994,6,0,0,0
full,pullback,0.003,0.005,,,0.02,fixed,61,43,0.7049180327868853,0.5581395348837209,0.4110761445282448,-0.0015268463732127846,0.00222498571049834,-0.0010763015417729466,2315.9021914580917,1.7292485511177125,-642.9295030499992,6,0,0,0
full,pullback,0.003,0.005,0.015,,,fixed,61,52,0.8524590163934426,0.6153846153846154,0.4795987371581977,-3.0914123940359252e-06,0.0036370263209571886,-2.6353023686863623e-06,4238.466829851281,1.8325455535490414,-1915.235071586994,6,15,0,0
