id,scale,segment,start,end,n,oracle_profitable,oracle_cash,detected,first_trade,days_missed,traded_days,cash_before_first,all_remaining_cash,actual_mask_cash,actual_mask_mean
D,0.12,25,2024-03-11,2024-04-23,29,False,-1322.0269225999368,False,,29,0,-1322.0269225999368,0.0,0.0,
D,0.12,27,2024-05-20,2024-05-31,9,True,3110.6215427000366,False,,9,0,3110.6215427000366,0.0,0.0,
D,0.12,29,2024-07-09,2024-09-06,43,True,1241.6788731501324,True,2024-08-02,17,25,1104.0723721500435,137.60650100008831,-741.9053960999156,-0.1978900969262006
D,0.12,31,2024-10-08,2024-10-16,6,True,2989.211856400008,False,,6,0,2989.211856400008,0.0,0.0,
D,0.12,33,2024-11-11,2025-01-13,44,True,3943.7350594001255,True,2024-12-10,20,16,3292.540351000063,651.1947084000632,-36.72294179996152,-0.030584487193102472
D,0.12,37,2025-02-19,2025-04-08,33,True,1552.8668146500636,True,2025-03-20,20,13,2.386854300036532,1550.4799603500273,1550.4799603500273,0.661180467313873
D,0.12,41,2025-09-23,2025-10-14,9,True,3613.543202736054,False,,9,0,3613.543202736054,0.0,0.0,
D,0.12,43,2025-10-29,2025-11-24,18,True,8776.806305427173,False,,18,0,8776.806305427173,0.0,0.0,
D,0.12,45,2025-12-09,2025-12-18,7,True,1063.1068870410813,True,2025-12-15,3,3,2248.1547567930575,-1185.0478697519761,-2359.228916807985,-1.3317557865356056
D,0.12,47,2025-12-25,2026-03-23,54,True,2799.5816295453387,True,2026-01-09,8,36,3486.15010188007,-686.5684723347315,2977.8218069582217,0.1304947843983307
D,0.12,49,2026-06-03,2026-06-11,6,True,2930.6199484440617,False,,6,0,2930.6199484440617,0.0,0.0,
D,0.12,51,2026-06-22,2026-07-30,28,True,14363.222838201198,True,2026-07-17,18,10,9976.049158986121,4387.173679215077,4387.173679215077,0.7227993515936296
D,0.2,1,2018-06-13,2018-10-18,84,True,2419.301214850151,True,2018-10-10,77,7,1102.5259220501446,1316.7752928000061,1316.7752928000061,1.5125616384818652
D,0.2,3,2019-04-18,2019-06-18,39,True,2165.3739932500616,True,2019-05-21,19,19,3050.8976791000327,-885.5236858499716,-1068.1706869499715,-0.46457602124860387
D,0.2,5,2020-01-22,2020-03-23,37,True,464.3133507000489,True,2020-03-10,27,10,-1416.8931256999642,1881.2064764000133,1881.2064764000133,1.3251432520023994
D,0.2,11,2023-04-18,2023-05-12,15,True,3471.6085356000262,False,,15,0,3471.6085356000262,0.0,0.0,
D,0.2,13,2023-07-14,2023-10-25,67,True,2588.909810950145,True,2023-08-24,28,32,113.54672840005924,2475.363082550086,-110.84634434992859,-0.050918116478876896
D,0.2,15,2023-11-15,2024-01-17,44,True,1765.3648109000649,True,2023-12-06,14,25,1391.0260818000202,374.3387291000445,-1090.4596665499612,-0.30165491608059575
D,0.2,17,2024-03-11,2024-04-23,29,False,-1322.0269225999368,False,,29,0,-1322.0269225999368,0.0,0.0,
D,0.2,19,2024-07-09,2024-09-06,43,True,1241.6788731501324,True,2024-08-02,17,25,1104.0723721500435,137.60650100008831,-741.9053960999156,-0.1978900969262006
D,0.2,23,2025-10-29,2025-11-24,18,True,8776.806305427173,False,,18,0,8776.806305427173,0.0,0.0,
D,0.2,27,2026-06-03,2026-07-30,40,True,9063.723145257278,True,2026-07-17,30,10,4676.549466042199,4387.173679215077,4387.173679215077,0.7227993515936296
DD2,0.08,1,2018-06-13,2018-07-11,19,True,2602.6259725500513,False,,19,0,2602.6259725500513,0.0,0.0,
DD2,0.08,3,2018-07-24,2018-10-18,56,True,2152.560186950079,True,2018-10-09,48,8,843.5579140000714,1309.002272950007,1309.002272950007,1.3164301874416184
DD2,0.08,5,2018-11-19,2018-11-29,8,True,1183.883747300011,True,2018-11-26,4,4,838.7977849000101,345.0859624000008,345.0859624000008,0.7231167928862879
DD2,0.08,7,2019-03-07,2019-03-26,13,True,1686.7071411000184,True,2019-03-14,4,9,1019.6827209500029,667.0244201500155,667.0244201500155,0.49095782483270095
DD2,0.08,9,2019-04-18,2019-06-18,39,True,2165.3739932500616,True,2019-04-23,2,32,1187.445931400003,977.928061850059,830.8968201500472,0.09090553565510956
DD2,0.08,11,2019-07-03,2019-07-22,13,True,444.62125455001706,True,2019-07-19,11,2,354.7646187500143,89.85663580000278,89.85663580000278,0.35088149641918176
DD2,0.08,13,2019-07-31,2019-08-07,5,True,281.06738230001133,True,2019-08-06,3,2,210.89782660000714,70.16955570000421,70.16955570000421,0.2828272584798009
DD2,0.08,15,2019-09-24,2019-10-09,6,True,1178.7874521000135,False,,6,0,1178.7874521000135,0.0,0.0,
DD2,0.08,17,2019-12-16,2019-12-27,9,True,687.9746505500234,True,2019-12-24,5,4,572.7409690500131,115.23368150001028,115.23368150001028,0.1536360109455951
DD2,0.08,21,2020-02-24,2020-03-23,20,True,3691.0958327500257,True,2020-03-02,4,16,1077.3272663500074,2613.768566400018,2613.768566400018,1.0934270734924287
DD2,0.08,23,2020-05-06,2020-05-25,13,True,933.6649871500254,True,2020-05-15,6,7,676.0802795500085,257.5847076000167,257.5847076000167,0.2692956231008452
DD2,0.08,25,2020-07-09,2020-07-27,12,True,2543.3990402000227,True,2020-07-17,5,7,1725.1278747000056,818.2711655000168,818.2711655000168,0.7867205647878696
DD2,0.08,27,2020-08-17,2020-11-02,49,False,-367.6967274499161,True,2020-09-07,14,18,571.065570650019,-938.762298099935,-456.1193388999716,-0.19363020547613888
DD2,0.08,29,2020-11-10,2020-12-28,34,False,-184.21310444995498,True,2020-11-18,5,28,483.9936384000081,-668.2067428499631,-940.9400343999657,-0.2512776429997892
DD2,0.08,31,2021-01-18,2021-02-05,14,True,1770.255351600024,True,2021-01-29,8,6,1126.9454672500174,643.3098843500065,643.3098843500065,0.7601993892860133
