id,direction,window,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters,episodes,delete5_pct,delete5_cash,double_slip_pct,double_slip_cash,matched_n,excluded_n,matched_open_pct,matched_open_cash,delayed_pct,delayed_cash,month_ci_low,month_ci_high
DD3,rt,2021,78,-0.3519794635500939,-0.440459443390427,37.17948717948718,-3276.0142575498894,0.5423935009166567,0.5611954884456433,-5.552225427361832,-3830.5973606998928,6,8,-0.5633136807891914,-5043.317867299894,-0.4519645532488465,-4259.06761509988,78,0,-0.3519794635500939,-3276.0142575498894,-0.3227856955432714,-2956.4972959498846,-0.7387121981450016,-0.13903789708154354
DD3,rt,2022,67,-0.32249552701991807,-0.5457094513172942,29.850746268656714,-2032.5389402499238,0.5765669530052764,0.5823396058210351,-3.622442537927325,-2288.8030351499538,7,11,-0.6472038567788193,-3777.1928946999287,-0.42245382324238784,-2682.158980499936,67,0,-0.32249552701991807,-2032.5389402499238,-0.32300560464309847,-2052.508750349931,-0.7053556958806912,-0.1060515741204605
DD3,rt,2023,45,-1.0805363140516695,-0.4063791559945414,44.44444444444444,-7613.714654199922,0.3563814534604159,0.39207668844295007,-9.975888697771572,-7635.423365099925,6,9,-1.612347372838793,-10685.397938149928,-1.1809238481085287,-8375.831508399917,44,1,-1.0823433201685704,-7472.169288649927,-0.9062635629404462,-6413.834320849939,-1.4993449036742186,-0.7909355894309781
DD3,rt,2024,85,-0.7158319403401615,-0.2933325134243727,44.70588235294118,-11610.390775599786,0.4736142318100785,0.49392265229658017,-11.124780081111952,-12389.224200249788,7,11,-0.9603790769077296,-15180.36398204981,-0.8160633241646517,-13348.67715119979,85,0,-0.7158319403401615,-11610.390775599786,-0.6135653682229721,-10002.01646504981,-1.5332806506399819,-0.32279571373010535
DD3,rt,2025,50,-0.4364817853733643,-0.5244361522078287,38.0,-3732.910604536784,0.6151703919447238,0.7799676943604958,-12.229427049039757,-6933.116610512943,4,6,-0.9978064990124761,-14470.013265998823,-0.5365766605184907,-5263.917783073833,50,0,-0.4364817853733643,-3732.910604536784,-0.3211961481987723,-2694.006752318785,-1.0165885520650224,-0.08231698399947104
DD3,rt,2026,53,-0.17881525582032998,-0.7303748196694055,43.39622641509434,-3599.3615613206857,0.8489258538531579,0.898597962329075,-6.235135426079971,-11521.041979409823,3,3,-0.7500988926772704,-20046.70526822073,-0.2787901360081452,-6597.086592641648,53,0,-0.17881525582032998,-3599.3615613206857,-0.17552304497978205,-3909.006587357737,-1.5241347874774558,0.26470417803117074
BR10,rt,full_available,646,-0.4842716360520566,-0.4052771120269154,40.71207430340557,-61752.08463182149,0.5633253642425645,0.6353687325445827,-12.229427049039757,-63312.99509336864,73,82,-0.5500183792563836,-83350.04335308052,-0.5843480742499078,-75272.20565764455,559,87,-0.46985724917395744,-55144.4745194716,-0.43880930875270086,-55763.97785684967,-0.6583011106037449,-0.3224824214249245
BR10,rt,full_2020,560,-0.4708057684520539,-0.4149580650990905,40.89285714285714,-55286.01988502159,0.575087229386358,0.6473718288014513,-12.229427049039757,-58161.8897361688,62,69,-0.54171987460203,-76883.9786062806,-0.5708792292004736,-67693.67656404467,559,1,-0.46985724917395744,-55144.4745194716,-0.43880930875270086,-55763.97785684967,-0.6749520023130031,-0.30067796959916976
BR10,rt,primary,209,-0.56347857507824,-0.5531564553884558,41.62679425837321,-35648.918083672106,0.5965304586904724,0.6821870433580881,-12.229427049039757,-36400.4437503693,23,25,-0.7429849595764398,-57246.876804931126,-0.6636392451003745,-43518.15366134516,209,0,-0.56347857507824,-35648.918083672106,-0.5139157120544812,-37096.89367770016,-0.872101094519371,-0.2838171268810773
BR10,rt,2020,95,-0.28436905071452073,-0.3512417914178881,45.26315789473684,-3396.9581836498414,0.683117521769633,0.7159024291030479,-5.559304685674537,-6020.919846199871,8,11,-0.5646206767938419,-6908.538917199849,-0.38432477586013797,-4741.580467299852,95,0,-0.28436905071452073,-3396.9581836498414,-0.24028260015975156,-2787.8789755998614,-1.0938574160615469,0.18821670599764936
BR10,rt,2021,87,-0.3827853211686406,-0.4516188860232848,39.08045977011494,-3905.604709199883,0.5154770189109595,0.5378313550809027,-5.552225427361832,-4642.865638649891,11,11,-0.5733529877999649,-5676.159713949888,-0.48278545727594874,-4992.471218399871,87,0,-0.3827853211686406,-3905.604709199883,-0.3762905239818498,-3845.695278899869,-0.6536368202249643,-0.18334509591303286
BR10,rt,2022,99,-0.23302842968288473,-0.3019499999999636,38.38383838383838,-1977.1278151498866,0.6664081381325205,0.6961476707007237,-4.524291825285871,-2806.697632249953,11,12,-0.4473338253662871,-3799.338584999888,-0.3329424061853209,-2945.5181302998953,99,0,-0.23302842968288473,-1977.1278151498866,-0.24307618023199776,-2126.9013908999004,-0.6152833950950727,-0.016347909741746852
BR10,rt,2023,70,-0.8928144406234463,-0.4088026536597482,38.57142857142858,-10357.411093349881,0.4073686012155148,0.4147953518633831,-9.975888697771572,-10357.411093349883,11,11,-1.2379158845343814,-13557.405647949889,-0.9931039917745647,-11495.953086699883,69,1,-0.8912461275178726,-10215.865727799886,-0.8443094975189583,-9906.608533749886,-1.4666731184466348,-0.44489411802445944
BR10,rt,2024,79,-0.8126627716627352,-0.5260700870726301,43.037974683544306,-13255.711602199803,0.44727907042285575,0.45793810211489494,-8.358010529574145,-13755.329080299807,9,11,-1.0754139493530985,-16925.999311699827,-0.9129432388007687,-14918.857004399819,79,0,-0.8126627716627352,-13255.711602199803,-0.6675907684747823,-11137.852261599814,-1.1580248599603373,-0.5238040552188271
BR10,rt,2025,65,-0.3985422920192928,-0.505664900505041,38.46153846153847,-6143.6802831387095,0.7061165939704147,0.826061526745479,-12.229427049039757,-9339.548731955907,7,7,-0.9479567698053638,-25246.16690914774,-0.49861984147783145,-8535.202476277742,65,0,-0.3985422920192928,-6143.6802831387095,-0.4097225970305108,-9339.93889636771,-0.867985491896305,-0.051211143964338846
BR10,rt,2026,65,-0.4255602192114162,-0.7895331279705751,43.07692307692308,-16249.526198333591,0.6841743086782266,0.689860540649763,-8.628950102799992,-17104.775853041814,7,7,-0.879847426695616,-32140.104726248643,-0.5256584102255155,-20064.094180667606,65,0,-0.4255602192114162,-16249.526198333591,-0.4313345277368545,-16619.102519732638,-1.3810704203214814,0.149761954859375
BR20,rt,full_available,436,-0.44319111789261406,-0.42677388963803786,41.74311926605505,-33590.71522405209,0.5949534852646999,0.6572102446230502,-12.229427049039757,-35931.46007048221,51,56,-0.5347032864798367,-50306.32275962713,-0.5432474881775269,-41968.8554901051,382,54,-0.4410896882508793,-30745.594254452153,-0.36215358328465824,-23693.495327822202,-0.6412792252565205,-0.25906463548704495
