id,direction,window,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters,episodes,delete5_pct,delete5_cash,double_slip_pct,double_slip_cash,matched_n,excluded_n,matched_open_pct,matched_open_cash,delayed_pct,delayed_cash,month_ci_low,month_ci_high
DD2,rt,full_available,818,-0.5148775573468436,-0.37599046720467133,41.19804400977995,-92723.94239377699,0.5469714483028755,0.5909049668971569,-12.229427049039757,-94068.73277563183,58,112,-0.565122071511899,-113027.15259029903,-0.614971560960432,-110605.01853355605,716,102,-0.5311148517947987,-87914.84193352713,-0.4903099333878808,-86127.20890117521,-0.6836925025658059,-0.3570343216914419
DD2,rt,full_2020,717,-0.5317702397907725,-0.3816903418688087,40.86471408647141,-88056.38729907713,0.5381877736029271,0.5867036913468963,-12.229427049039757,-88092.175407982,49,94,-0.5854419382257062,-108359.59749559918,-0.6318763116161853,-104592.24614415619,716,1,-0.5311148517947987,-87914.84193352713,-0.4903099333878808,-86127.20890117521,-0.7163602198387876,-0.3480956866460474
DD2,rt,primary,278,-0.6222440561192537,-0.45776223334733,42.44604316546763,-57355.797960577795,0.5525646773671576,0.614150395241065,-12.229427049039757,-58369.09312278287,20,33,-0.7509402422952972,-77659.00815709983,-0.7224340662404823,-67928.26066715684,278,0,-0.6222440561192537,-57355.797960577795,-0.567980097727563,-55967.10136022583,-1.008965360693796,-0.30350896187229254
DD2,rt,2020,125,-0.357159902993413,-0.3512417914178881,46.400000000000006,-6682.775748699798,0.6406592267929045,0.640571000850215,-5.643290377777764,-6682.775748699797,8,15,-0.5703815747311911,-10292.5985077998,-0.4571528863069192,-8510.851697399805,125,0,-0.357159902993413,-6682.775748699798,-0.3279581213488046,-6203.5003062998185,-0.9545684100224161,0.0864258316763692
DD2,rt,2021,102,-0.37291203221495123,-0.440459443390427,39.21568627450981,-4531.556864649858,0.5074619799082895,0.525832049778179,-5.552225427361832,-5268.817794099866,8,12,-0.5330363693466875,-6298.860474399864,-0.47290734027443626,-5809.462829299849,102,0,-0.37291203221495123,-4531.556864649858,-0.339864638660179,-4092.221042449848,-0.6746757165705813,-0.1840109714068236
DD2,rt,2022,110,-0.32062954707908936,-0.3814487553878051,30.909090909090907,-3212.830229699875,0.5524204976638251,0.5687257088905018,-4.524291825285871,-3369.7318060999264,7,17,-0.515538458062285,-4986.5907092998805,-0.4205872250908373,-4288.20225939988,110,0,-0.32062954707908936,-3212.830229699875,-0.2712581363783019,-2783.4793125498827,-0.6225956642895141,-0.10545473867885798
DD2,rt,2023,102,-0.8857269508826465,-0.32191880911522325,42.15686274509804,-16273.426495449794,0.43085092031982414,0.4351745644154607,-9.975888697771572,-16273.426495449796,8,18,-1.117759509550497,-19830.96221694981,-0.986013634878444,-18055.468690899805,101,1,-0.8845853558922961,-16131.881129899797,-0.8679613051872098,-17080.906879649825,-1.4423516025718264,-0.4955544497544446
DD2,rt,2024,108,-0.7675247392672245,-0.2978608997572866,45.370370370370374,-16382.801494499712,0.4649601198354608,0.48149498789054984,-11.124780081111952,-17360.308547799716,8,15,-0.9645512579492276,-20196.701622199744,-0.8677822967282942,-18623.25278899974,108,0,-0.7675247392672245,-16382.801494499712,-0.6488496309781197,-14155.053225849744,-1.3053754048136617,-0.4334176361131842
DD2,rt,2025,75,-0.6874455553087758,-0.5958516813978499,36.0,-19421.69159857164,0.5054320005871821,0.5210161698581512,-12.229427049039757,-20681.13051882165,8,11,-1.0895400830588728,-32936.1744536877,-0.787667231559371,-22089.732101143698,75,0,-0.6874455553087758,-19421.69159857164,-0.7061498787039446,-21569.243215606657,-1.364460438079122,-0.26891130330064816
DD2,rt,2026,95,-0.40560799065404285,-0.3087562926377102,44.21052631578947,-21551.304867506446,0.697627033697497,0.7182988542014114,-11.91543918827798,-22190.434442522477,4,7,-0.747228621282179,-39873.81000408249,-0.5056962105394266,-27215.275777013412,95,0,-0.40560799065404285,-21551.304867506446,-0.3669628012613653,-20242.80491876943,-1.2805761384027452,0.22556953033029942
DD3,rt,full_available,538,-0.4476111315411029,-0.4015211957750455,41.44981412639405,-38061.752919256774,0.5877475998402951,0.6889595092215592,-12.229427049039757,-45659.987539754904,45,72,-0.5236194953068836,-57319.64183371681,-0.5476706180381502,-48919.493282514784,461,77,-0.46051709848455524,-35004.85690800688,-0.3969231759876643,-30660.322823725972,-0.627275627250604,-0.28359672041618833
DD3,rt,full_2020,462,-0.461687035598026,-0.42408335708469275,40.909090909090914,-35146.402273556865,0.5776395739401814,0.687166121945359,-12.229427049039757,-42055.50564390503,38,57,-0.5445400624354635,-54404.2911880169,-0.5617577050755346,-45006.661591114884,461,1,-0.46051709848455524,-35004.85690800688,-0.3969231759876643,-30660.322823725972,-0.6684249824702615,-0.28962275995597464
DD3,rt,primary,188,-0.4901436848726565,-0.3869423114884549,42.5531914893617,-18942.66294145726,0.6079429455023129,0.7487815858735419,-12.229427049039757,-26010.728713655386,14,20,-0.678523777603951,-38200.55185591731,-0.5902664510018704,-25209.68152691527,188,0,-0.4901436848726565,-18942.66294145726,-0.41231694198308344,-16605.02980472633,-0.9008986864094755,-0.22225640391804907
DD3,rt,2020,84,-0.2793650606031144,-0.1629507198317363,47.61904761904761,-3281.471480099874,0.7186604953946665,0.7285548861509552,-5.643290377777764,-3901.3425028999045,6,9,-0.5983223567623788,-6891.294239199877,-0.37931848191680373,-4479.921960199871,84,0,-0.2793650606031144,-3281.471480099874,-0.2234731250553708,-2632.4526518498838,-0.9435797571423238,0.17300942995395693
