scale,segment,label,start,end,start_confirm,end_confirm,start_i,end_i,efficiency,n,overnight_log_pct,intraday_log_pct,total_log_pct,linked_overnight_pct,linked_intraday_pct,linked_total_pct,raw_overnight_log_pct,action_adjustment_log_pct,gross_rt_cash,rt_cash,rt_mean_pct,pt_cash,pt_mean_pct,cost_cash
0.08,10,U,2019-06-18,2019-07-03,2019-07-01,2019-07-22,248,259,0.7082376144181117,11,8.442040117936575,6.731456794874548,15.173496912811114,8.808623040418198,6.963189717031495,16.38517389121215,7.3379949333132215,-1.1040451846233523,-850.0000000000015,-1234.7219942499842,-0.9245613159021581,464.4284392500155,0.3571038518717178,384.7219942499829
0.08,11,D,2019-07-03,2019-07-22,2019-07-22,2019-07-25,259,272,0.6137060239839316,13,-1.9358467085959858,-7.1116293216891275,-9.047476030285138,-1.917229523140048,-6.86464242739016,-8.650260999254307,-1.9358467085959858,0.0,909.9999999999981,444.62125455001706,0.25668799183001983,-1374.4692095499759,-0.8159211098105769,465.3787454499813
0.08,12,U,2019-07-22,2019-07-31,2019-07-25,2019-08-06,272,279,0.8204251137011461,7,-0.041483627532922125,11.009255002045116,10.96777137451222,-0.041475024265845886,11.638138679801234,11.591836734693876,-0.041483627532922125,0.0,-1429.9999999999995,-1684.6855621499874,-1.8793197124980858,1173.8851671500106,1.318328028904165,254.68556214998787
0.08,13,D,2019-07-31,2019-08-07,2019-08-06,2019-08-13,279,284,0.9999999999999994,5,-7.458858201141516,-3.5905791640262987,-11.04943736516782,-7.187474478447034,-3.526882505626224,-10.460863204096565,-7.458858201141516,0.0,460.0000000000009,281.06738230001133,0.4347871668555621,-638.4728522999942,-0.9937762068913412,178.93261769998952
0.08,14,U,2019-08-07,2019-09-24,2019-08-13,2019-10-09,284,317,0.33023981785682494,33,-1.254738921276929,25.446779519827405,24.19204059855055,-1.2468998931729678,28.977501372583493,27.36928104575168,-1.254738921276929,0.0,-3529.999999999999,-4819.467412649951,-1.08186532361888,2237.004387650054,0.5366086297418042,1289.467412649952
0.08,15,D,2019-09-24,2019-10-09,2019-10-09,2019-10-22,317,323,0.7350427947163519,6,0.2962924351587057,-9.42401953195113,-9.127727096792416,0.29673181503697954,-8.993585716142544,-8.723540731237973,0.2962924351587057,0.0,1419.9999999999998,1178.7874521000135,1.269700456965713,-1659.7932720999847,-1.803839290208667,241.21254789998653
0.08,16,U,2019-10-09,2019-12-16,2019-10-22,2019-12-27,323,371,0.36882362713586947,48,-6.521260927578694,36.216291280068056,29.695030352489404,-6.313174467985795,43.64329362121331,34.57484188334505,-6.521260927578694,0.0,-6010.000000000004,-8052.098935049934,-1.041330972830941,3961.8941300500696,0.5111279037862393,2042.09893504993
0.08,17,D,2019-12-16,2019-12-27,2019-12-27,2020-01-17,371,380,0.7930314353418242,9,-2.8705414934053133,-6.082515439484144,-8.953056932889442,-2.8297328596073417,-5.901224703349934,-8.563968668407302,-2.8705414934053133,0.0,1109.9999999999995,687.9746505500234,0.4048578686995176,-1530.915915549991,-0.9167904533598382,422.02534944997615
0.08,18,U,2019-12-27,2020-01-22,2020-01-17,2020-02-03,380,397,0.45796184011690705,17,-3.575750337934172,21.03393053263923,17.458180194704997,-3.5125756140615123,23.409672451708087,19.07481439177613,-3.575750337934172,0.0,-4000.0,-4799.013989999962,-1.5444596107481439,3196.9880500000336,1.0283612360610972,799.0139899999625
0.08,19,R,2020-01-22,2020-02-03,2020-02-03,2020-02-21,397,399,1.0,2,-12.228957775827437,-2.469261259037152,-14.698219034864582,-11.510791366906483,-2.4390243902439046,-13.669064748201443,-12.228957775827437,0.0,500.0,402.5042525000037,0.9660161307588163,-596.9960024999964,-1.4717893692411836,97.4957474999963
