scale,segment,label,start,end,start_confirm,end_confirm,start_i,end_i,efficiency,n,overnight_log_pct,intraday_log_pct,total_log_pct,linked_overnight_pct,linked_intraday_pct,linked_total_pct,raw_overnight_log_pct,action_adjustment_log_pct,gross_rt_cash,rt_cash,rt_mean_pct,pt_cash,pt_mean_pct,cost_cash
0.08,20,U,2020-02-03,2020-02-24,2020-02-21,2020-02-28,399,414,0.34977475906899713,15,-4.570964591220231,15.804577530645375,11.233612939425155,-4.4680697210005045,17.121980642617753,11.888888888888891,-4.570964591220231,0.0,-2910.0000000000105,-3629.286734549979,-1.3488429136952742,2187.8047495500346,0.8359049202043063,719.286734549969
0.08,21,D,2020-02-24,2020-03-23,2020-02-28,2020-03-25,414,434,0.7388711595743561,20,-17.78741358809403,-29.750638573752365,-47.53805216184638,-16.295222886079028,-25.733215927625796,-37.83515392254221,-17.78741358809403,0.0,4549.999999999998,3691.0958327500257,1.1667360394548176,-5404.35648774997,-1.6915919042263479,858.9041672499719
0.08,22,U,2020-03-23,2020-05-06,2020-03-25,2020-05-18,434,462,0.32492523056847505,28,6.610289454729534,9.849055895307876,16.459345350037403,6.833663752547074,10.350398611230109,17.891373801916938,6.610289454729534,0.0,-1380.0000000000005,-2440.452951899949,-0.6461672972429684,318.1677519000572,0.09631521999423942,1060.4529518999477
0.08,23,D,2020-05-06,2020-05-25,2020-05-18,2020-06-03,462,475,0.576267321595916,13,-1.5061200903901606,-10.272183475248172,-11.778303565638371,-1.4948348293229619,-9.76220512409303,-11.111111111111134,-1.5061200903901606,0.0,1430.0000000000032,933.6649871500254,0.5047881093522467,-1924.90574214998,-1.0503012404091905,496.33501284997794
0.08,24,U,2020-05-25,2020-07-09,2020-06-03,2020-07-16,475,506,0.4977466397307457,31,3.5619630320419406,22.007589991774346,25.569553023816354,3.6261609021501813,24.61713112980231,29.135948816212515,2.2391924222868202,-1.3227706097551202,-3259.9999999999964,-4480.518396299934,-1.0053215613983109,2036.2232663000545,0.4616333061742222,1220.5183962999367
0.08,25,D,2020-07-09,2020-07-27,2020-07-16,2020-08-12,506,518,0.5354795394605651,12,2.145522815358567,-19.828947546122507,-17.68342473076398,2.1687046497842246,-17.986758943522396,-16.208133971291854,2.145522815358567,0.0,3040.0000000000023,2543.3990402000227,1.3253366028901346,-3533.562510199987,-1.8545167593513137,496.60095979998033
0.08,26,U,2020-07-27,2020-08-17,2020-08-12,2020-09-07,518,533,0.34470007576886497,15,3.72195251032146,4.955389828624457,8.677342338945923,3.792084551136416,5.080222712777242,9.064953604568213,3.72195251032146,0.0,-729.9999999999986,-1322.7235836499735,-0.6191747560725477,136.54678865002296,0.07753587163901918,592.7235836499749
0.08,27,D,2020-08-17,2020-11-02,2020-09-07,2020-11-09,533,582,0.275063213020943,49,-4.469483388687139,-10.46680239543318,-14.93628578412031,-4.3710735612398715,-9.937654162189249,-13.874345549738203,-4.469483388687139,0.0,1510.0000000000034,-367.6967274499161,-0.06772546456960395,-3386.187497549929,-0.47851862093439146,1877.6967274499193
0.08,28,U,2020-11-02,2020-11-10,2020-11-09,2020-11-27,582,588,1.0000000000000024,6,3.6998279915413463,9.786201655916292,13.486029647457642,3.7691235919921477,10.281060500771163,14.43768996960487,3.6998279915413463,0.0,-1390.000000000004,-1617.7821419499955,-1.930705120216393,1160.8285669500135,1.3782740488876808,227.78214194999143
0.08,29,D,2020-11-10,2020-12-28,2020-11-27,2021-01-11,588,622,0.36198226370326025,34,-4.820263306338575,-7.83337409642457,-12.65363740276312,-4.705932977499674,-7.534422046912768,-11.885790172642748,-4.820263306338575,0.0,1109.9999999999977,-184.21310444995498,-0.05168513215570362,-2403.103670549951,-0.4957080850188692,1294.2131044499527
0.08,30,U,2020-12-28,2021-01-18,2021-01-11,2021-01-28,622,636,0.6758194349607387,14,-2.0622806858099203,20.017741433297275,17.95546074748733,-2.0411611084900776,22.1619471739279,19.668425018839457,-2.0622806858099203,0.0,-2919.999999999998,-3462.2589895999768,-1.7299777622110866,2374.8224996000167,1.1817377090216952,542.2589895999781
0.08,31,D,2021-01-18,2021-02-05,2021-01-28,2021-03-30,636,650,0.593781774634393,14,-2.4726780483074045,-15.935955680168185,-18.408633728475543,-2.442357786242609,-14.731028654200246,-16.813602015113325,-2.4726780483074045,0.0,2319.9999999999986,1770.255351600024,0.8406212757175002,-2867.4258315999778,-1.3802486729623582,549.7446483999747
0.08,32,R,2021-02-05,2021-04-19,2021-03-30,2021-05-07,650,695,0.19529863431292338,45,-1.9515483026870482,12.706889910598262,10.755341607911197,-1.9326288726302803,13.549524969395252,11.355034065102169,-1.9515483026870482,0.0,-1760.0000000000016,-3472.7014037999315,-0.5702411616814456,45.539493800072364,0.021606126762491514,1712.70140379993
0.08,33,D,2021-04-19,2021-07-29,2021-05-07,2021-08-04,695,764,0.37956977156743826,69,-3.9783196490615973,-23.000912604587946,-26.97923225364953,-3.900223574349862,-20.547364841368903,-23.646195248268015,-6.153264015193642,-2.1749443661320447,2929.9999999999973,471.7458796500835,0.042470785221648245,-5385.325614649905,-0.6039310098591943,2458.254120349912
0.08,34,U,2021-07-29,2021-08-16,2021-08-04,2021-10-27,764,776,0.5830537028255997,12,0.873719887121054,10.143429143607932,11.017149030729025,0.8775479600828395,10.675719257687438,11.646951774340328,0.873719887121054,0.0,-1169.9999999999982,-1575.527960849979,-1.159941323699043,763.302635850017,0.5840347767263969,405.5279608499811
0.08,35,R,2021-08-16,2021-11-29,2021-10-27,2021-12-10,776,844,0.15855421414263998,68,4.152627915969035,-15.260810180112546,-11.1081822641436,4.240055490218228,-14.153391279003571,-10.513447432762883,4.152627915969035,0.0,1790.0000000000045,-505.9593760499025,-0.07051740360838012,-4084.170288949919,-0.5028990434195617,2295.959376049907
0.08,36,U,2021-11-29,2021-12-21,2021-12-10,2022-01-27,844,860,0.7391384681447399,16,-0.8480910311837463,10.973464401701042,10.125373370517336,-0.8445048842887876,11.598189869140809,10.655737704918083,-0.8480910311837463,0.0,-1269.9999999999995,-1805.7092463499762,-0.9793749314988416,733.0214013500186,0.40159249829325805,535.7092463499764
0.08,37,D,2021-12-21,2022-05-24,2022-01-27,2022-06-28,860,959,0.2844363708011923,99,-5.265908399566311,-23.639567226808968,-28.905475626375264,-5.129661447486251,-21.053175856323232,-25.102880658436177,-5.265908399566311,0.0,2480.000000000006,-641.8320625998729,-0.06585530792335309,-5599.353327399908,-0.526454498298632,3121.8320625998795
0.08,38,R,2022-05-24,2022-08-11,2022-06-28,2022-09-19,959,1015,0.22874354926697452,56,-3.607699175887634,16.308370422779248,12.700671246891657,-3.543397301076454,17.713521675916947,13.542463925850507,-8.795584417332561,-5.187885241444926,-1550.0000000000061,-3200.0886127499357,-0.6055246675629882,-101.63782224992087,-0.00676664964629446,1650.0886127499296
0.08,39,D,2022-08-11,2022-10-10,2022-09-19,2022-11-11,1015,1051,0.4856245059755479,36,-4.031788297926626,-14.384022162198926,-18.4158104601256,-3.951593091849668,-13.397389074760154,-16.819571865443418,-4.031788297926626,0.0,1259.9999999999961,232.14771630002963,0.07863934656086509,-2286.5929262999593,-0.6996222041582448,1027.8522836999664
0.08,40,U,2022-10-10,2023-03-24,2022-11-11,2023-03-29,1051,1164,0.4311348583466711,113,18.919077050482375,58.2867255694975,77.20580261997975,20.827143304900268,79.11668082834983,116.4215686274508,18.919077050482375,0.0,-6979.999999999981,-10314.572494899863,-0.8480344922159556,3638.451064900125,0.23194327194846828,3334.572494899882
0.08,41,R,2023-03-24,2023-03-29,2023-03-29,2023-04-03,1164,1167,0.9999999999999986,3,-5.000457265341688,-3.875856942944792,-8.876314208286459,-4.877492513181949,-3.8017066799330244,-8.493771234428083,-5.000457265341688,0.0,619.9999999999974,487.60443309999897,0.9736595823336912,-751.7758830999902,-1.49305174737128,132.3955668999984
0.08,42,U,2023-03-29,2023-04-06,2023-04-03,2023-04-10,1167,1172,0.8026454649383479,5,-1.1598957174961566,17.34988832484524,16.189992607349126,-1.1531948597950952,18.945935843828742,17.574257425742587,-1.1598957174961566,0.0,-3030.0000000000014,-3253.6874951499976,-3.804301099063546,2803.284050150008,3.2757906016242586,223.6874951499962
0.08,43,R,2023-04-06,2023-04-11,2023-04-10,2023-04-18,1172,1175,1.0,3,-1.8981930191838519,-7.186454258173375,-9.084647277357218,-1.8802907874158952,-6.934304833862344,-8.684210526315784,-1.8981930191838519,0.0,1289.999999999999,1150.635546450001,2.108837402415954,-1428.0751114499956,-2.618167565509036,139.36445354999825
0.08,44,U,2023-04-11,2023-04-18,2023-04-18,2023-04-19,1175,1180,0.502421214578902,5,-1.1291249115435391,11.208805274217582,10.079680362674024,-1.1227742210972185,11.86113531057859,10.605187319884713,-1.1291249115435391,0.0,-2050.0000000000077,-2281.225300249988,-2.5960900188567613,1816.7257452500194,2.0753627345438734,231.2253002499802
0.08,45,R,2023-04-18,2023-04-19,2023-04-19,2023-04-20,1180,1181,1.000000000000001,1,-0.5748643999468221,-9.96697738615532,-10.541841786102136,-0.5732152162584825,-9.486373165618446,-10.005211047420538,-0.5748643999468221,0.0,1809.9999999999986,1762.391049050001,9.23685036189728,-1855.799874049996,-9.726414434224296,47.608950949997734
0.08,46,R,2023-04-19,2023-04-20,2023-04-20,2023-04-26,1181,1182,1.000000000000002,1,0.0,9.546808700785327,9.546808700785327,0.0,10.017371163867983,10.017371163867983,0.0,0.0,-1730.0000000000005,-1775.7590736499983,-10.282333952808328,1682.5118086500015,9.742396112623055,45.759073649997845
0.08,47,D,2023-04-20,2023-05-12,2023-04-26,2023-05-17,1182,1195,0.9220539913390655,13,-4.462209447461647,-23.53703210717456,-27.999241554636228,-4.3641173163426314,-20.97218612137482,-24.421052631578945,-4.462209447461647,0.0,4040.000000000001,3484.9765602000234,1.4716721749760517,-4590.9855001999795,-1.9964327582108155,555.023439799978
0.08,48,R,2023-05-12,2023-05-18,2023-05-17,2023-05-24,1195,1199,0.7404726071516419,4,4.356994618303018,8.621138754015412,12.978133372318467,4.453305285700941,9.003672413465939,13.857938718662998,4.356994618303018,0.0,-1330.0000000000018,-1492.7974716499912,-2.4805415248481895,1165.8732066500106,1.939744847153587,162.7974716499894
0.08,49,R,2023-05-18,2023-05-24,2023-05-24,2023-05-25,1199,1203,0.999999999999999,4,-0.8068646673347581,-9.018163080197404,-9.825027747532161,-0.8036182516392434,-8.623479770863453,-9.357798165137618,-0.8068646673347581,0.0,1410.0000000000018,1243.4300220500065,1.9599408935218596,-1575.160697049999,-2.4864173017557163,166.56997794999532
0.08,50,U,2023-05-24,2023-06-19,2023-05-25,2023-06-26,1203,1221,0.7887780567989298,18,8.610134763456855,49.35551911843003,57.96565388188688,8.991678319571664,63.812974416228045,78.54251012145748,8.610134763456855,0.0,-10250.000000000004,-11131.066471249971,-3.088797155310597,9358.688756250047,2.573227544368719,881.0664712499672
0.08,51,D,2023-06-19,2023-06-28,2023-06-26,2023-06-30,1221,1226,1.0000000000000002,5,-9.949352928837133,-4.151635697782872,-14.100988626620017,-9.470419224233378,-4.066635658599926,-13.151927437641739,-9.949352928837133,0.0,1059.9999999999952,766.847540300015,0.5366346018781917,-1352.0930002999776,-1.0221212638489932,293.15245969998
0.08,52,R,2023-06-28,2023-06-30,2023-06-30,2023-07-12,1226,1228,0.9999999999999991,2,-0.9255128588337267,10.147485068510523,9.221972209676801,-0.9212431708975918,10.680208272780858,9.660574412532638,-0.9255128588337267,0.0,-2439.9999999999977,-2555.2723321999915,-5.467402894832469,2322.2889122000015,4.9670392383497095,115.27233219999391
0.08,53,D,2023-06-30,2023-07-12,2023-07-12,2023-07-13,1228,1236,0.6247382497021945,8,-2.047713344356643,-9.151910662965792,-11.199624007322443,-2.026890070514907,-8.745611965252637,-10.595238095238084,-2.047713344356643,0.0,2180.000000000003,1711.1463609000123,0.858324132624862,-2646.674750899984,-1.3428950144769296,468.85363909999074
0.08,54,R,2023-07-12,2023-07-14,2023-07-13,2023-07-20,1236,1238,0.999999999999999,2,5.661966305325839,13.39530087709753,19.057267182423345,5.825324103777702,14.333909147318009,20.994229915667994,5.661966305325839,0.0,-3350.0000000000014,-3470.037971749994,-7.177530873047476,3226.613736750006,6.677222568504865,120.03797174999272
0.08,55,D,2023-07-14,2023-07-27,2023-07-20,2023-08-07,1238,1247,0.6925833979952013,9,-3.7118734079279148,-14.681821332955616,-18.393694740883536,-3.643827905702151,-13.654907298067117,-16.801173881144546,-3.7118734079279148,0.0,3689.9999999999973,3156.9860684500204,1.3398722200712503,-4219.325813449966,-1.8225599784681634,533.0139315499778
0.08,56,U,2023-07-27,2023-08-07,2023-08-07,2023-08-09,1247,1254,0.7956216139308935,7,-5.904763439545806,18.018898502993164,12.114135063447353,-5.733813504044263,19.74436406618748,12.878445549028491,-8.35969591920511,-2.454932479659304,-4170.000000000002,-4558.501590849988,-2.8904395693321314,3777.3305358500193,2.391784790566233,388.5015908499861
0.08,57,D,2023-08-07,2023-08-18,2023-08-09,2023-08-22,1254,1263,0.9912715850882029,9,-9.029204004477224,-12.7063649587629,-21.73556896324016,-8.633568026342914,-11.932238395390774,-19.535628502802247,-9.029204004477224,0.0,2839.9999999999964,2353.687694200021,1.1292264787957318,-3323.473754199972,-1.6220247281159343,486.3123057999752
0.08,58,R,2023-08-18,2023-08-22,2023-08-22,2023-08-25,1263,1265,1.0000000000000004,2,4.046067818387504,7.011012093935791,11.057079912323307,4.129036346927759,7.262629336579421,11.691542288557194,4.046067818387504,0.0,-1510.0000000000016,-1614.2764325499998,-3.845455887272051,1404.214337550004,3.337501666539583,104.27643254999805
0.08,59,D,2023-08-22,2023-09-15,2023-08-25,2023-09-22,1265,1283,0.4244985830496462,18,-2.460136173348658,-18.912122768801723,-21.372258942150353,-2.4301214614272193,-17.231383786725228,-19.24276169265033,-2.460136173348658,0.0,3850.000000000005,3077.8165092500462,0.8076347545116821,-4619.369936749948,-1.2243186132359096,772.1834907499592
0.08,60,U,2023-09-15,2023-09-22,2023-09-22,2023-10-13,1283,1288,0.8373556675426407,5,-0.9312479505786518,10.447221927271894,9.515973976693257,-0.9269252655632437,11.012455337036785,9.983452840595696,-0.9312479505786518,0.0,-1980.0000000000005,-2169.990947399988,-2.375557729485149,1789.0195674000086,1.9589582171982411,189.99094739998748
0.08,61,D,2023-09-22,2023-10-25,2023-10-13,2023-10-31,1288,1305,0.8202986986925245,17,-22.954511682388844,-15.753438022567531,-38.70794970495635,-20.51048953136348,-14.575255611628979,-32.09628886659981,-22.954511682388844,0.0,2969.999999999992,2343.1885098500334,0.6952582323591232,-3595.3272623499615,-1.112402772062282,626.8114901499584
0.08,62,U,2023-10-25,2023-11-15,2023-10-31,2023-11-27,1305,1320,0.7593054562996162,15,7.075659607393233,12.148604154393816,19.224263761787054,7.331994378286118,12.917360429501215,21.196454948301323,7.075659607393233,0.0,-1790.000000000001,-2282.6438939499812,-1.046670799644019,1296.4615714500226,0.6076664688100302,492.64389394998005
0.08,63,D,2023-11-15,2023-12-05,2023-11-27,2023-12-08,1320,1334,0.5304434422683291,14,-2.559330839761348,-12.258297261513952,-14.817628101275282,-2.5268575904905357,-11.536749837380427,-13.772090188909194,-2.559330839761348,0.0,1859.9999999999977,1391.0260818000202,0.6375506473427729,-2328.044401799976,-1.0693302840330536,468.97391819997745
0.08,64,R,2023-12-05,2023-12-08,2023-12-08,2023-12-22,1334,1337,1.0000000000000007,3,1.0465803737418846,9.729465660306749,10.776046034048663,1.0520761820861106,10.218509189359862,11.378091872791542,1.0465803737418846,0.0,-1459.999999999999,-1555.9114872999914,-3.6168500981625527,1363.358892300003,3.167809802818105,95.91148729999232
0.08,65,D,2023-12-08,2023-12-26,2023-12-22,2023-12-29,1337,1349,0.6996612451316943,12,-0.8393371389554884,-11.935347871343787,-12.774685010299303,-0.8358245391794781,-11.250596493922817,-11.992385786802046,-0.8393371389554884,0.0,1779.9999999999975,1388.5534114000163,0.7591542311842602,-2170.5570513999783,-1.1956882955016759,391.44658859998094
0.08,66,R,2023-12-26,2023-12-29,2023-12-29,2024-01-03,1349,1352,1.0000000000000024,3,2.4243977320871393,6.204615910377546,8.629013642464686,2.4540251986060717,6.401145740980713,9.012256669069952,2.4243977320871393,0.0,-910.0000000000002,-1005.722169549995,-2.32882209454984,813.8230670500031,1.881855493652093,95.72216954999475
0.08,67,D,2023-12-29,2024-01-17,2024-01-03,2024-01-18,1352,1364,0.678893887023613,12,-3.870207494103318,-13.729034680127361,-17.59924217423071,-3.796271853048099,-12.828291088331417,-16.13756613756614,-3.870207494103318,0.0,1909.9999999999982,1547.4189745500141,0.8954553008125291,-2271.6265220499786,-1.347780196077559,362.58102544998405
0.08,68,U,2024-01-17,2024-01-25,2024-01-18,2024-01-29,1364,1370,0.9999999999999979,6,2.4904785846247406,14.843862772448269,17.334341357073026,2.5217500660368493,16.0021602424349,18.9274447949527,2.4904785846247406,0.0,-2040.000000000001,-2229.2313226999936,-2.784375052191084,1849.7492077000084,2.3339089453605526,189.23132269999246
0.08,69,R,2024-01-25,2024-01-31,2024-01-29,2024-02-01,1370,1374,0.9999999999999962,4,-4.786352312032315,-7.69902070524666,-12.485373017278976,-4.673612332041078,-7.410107915834914,-11.73740053050398,-4.786352312032315,0.0,1090.0000000000016,965.6018804500112,1.6663758087721765,-1213.853402949994,-2.1108264295256967,124.39811954999035
0.08,70,U,2024-01-31,2024-03-11,2024-02-01,2024-03-14,1374,1396,0.58570303690758,22,2.686792856669977,63.57658244447767,66.26337530114762,2.723212578497564,88.84678226408398,93.98948159278739,2.686792856669977,0.0,-12150.0,-12986.05703824996,-3.2386061722866955,11307.871120750042,2.817306912877937,836.0570382499617
0.08,71,R,2024-03-11,2024-03-14,2024-03-14,2024-03-18,1396,1399,1.0000000000000009,3,-5.961304051564524,-6.2585227562637264,-12.219826807828268,-5.787097117955583,-6.066699766044943,-11.502711076684736,-5.961304051564524,0.0,1569.9999999999968,1428.9927003500036,1.8512067434660502,-1710.2227078499964,-2.233825177286892,141.007299649993
0.08,72,R,2024-03-14,2024-03-19,2024-03-18,2024-03-27,1399,1402,0.9999999999999993,3,-2.4668910706971636,13.478832552047775,11.011941481350606,-2.436711983971539,14.429454076249016,11.641137855579839,-2.4668910706971636,0.0,-3260.0000000000055,-3398.561831299994,-4.805362697227294,3119.8090163000097,4.409014681504377,138.56183129998874
0.08,73,D,2024-03-19,2024-04-10,2024-03-27,2024-04-18,1402,1416,0.5670894662851772,14,-4.099497228123675,-14.880251939046229,-18.979749167169896,-4.016604428914365,-13.826072510597584,-17.287338298706366,-4.099497228123675,0.0,3470.0000000000036,2834.2643573500295,0.8371237641595517,-4104.001544849975,-1.2252617269573294,635.7356426499736
0.08,74,U,2024-04-10,2024-04-18,2024-04-18,2024-04-22,1416,1422,0.6671360888430531,6,-1.5678314107112183,9.75421841852851,8.186387007817311,-1.5556049143947137,10.245794687272483,8.530805687203786,-1.5678314107112183,0.0,-2159.9999999999964,-2419.8849107999795,-1.8499856095090326,1899.0356508000136,1.4517542489870996,259.884910799983
0.08,75,R,2024-04-18,2024-04-23,2024-04-22,2024-04-24,1422,1425,0.9999999999999987,3,-9.036185360241026,-1.5969535918085598,-10.633138952049595,-8.639946419355942,-1.5842698952753138,-10.087336244541492,-9.036185360241026,0.0,359.99999999999943,233.16276180000375,0.3127483670552567,-486.6573317999926,-0.7100520309392223,126.83723819999568
0.08,76,U,2024-04-23,2024-05-20,2024-04-24,2024-05-28,1425,1441,0.630983014249952,16,12.616770383098114,11.55492534648753,24.171695729585522,13.447240769955323,12.248979969869787,27.343370568236946,12.616770383098114,0.0,-2620.0000000000014,-3370.4521030999495,-0.9483957680462471,1868.2385781000467,0.5605032891448897,750.4521030999484
0.08,77,D,2024-05-20,2024-05-31,2024-05-28,2024-06-06,1441,1450,0.6269796378160203,9,0.9443046136989267,-14.439202800713863,-13.49489818701496,0.9487772370267907,-13.445163766037215,-12.62395118230358,0.9443046136989267,0.0,3540.0000000000027,3110.6215427000366,1.3891700073853184,-3967.609377699985,-1.7709751734467603,429.3784572999658
0.08,78,U,2024-05-31,2024-07-09,2024-06-06,2024-07-17,1450,1476,0.35173974738104685,26,-1.961364940688891,25.5335982927959,23.572233352107013,-1.9422553189473533,29.089526679142292,26.58227848101269,-1.961364940688891,0.0,-6849.999999999989,-8157.440204249903,-1.2130498960041498,5539.136576750068,0.8315733238484833,1307.4402042499155
0.08,79,D,2024-07-09,2024-09-06,2024-07-17,2024-09-24,1476,1519,0.4455171484224105,43,-30.775843349686,-12.186009240764326,-42.96185259045026,-26.490712962296687,-11.472778385684663,-34.92427055702917,-33.52613523864868,-2.750291888962674,3130.000000000002,1241.6788731501324,0.059523854992508,-5016.756940649893,-0.4540076259230923,1888.3211268498708
0.08,80,U,2024-09-06,2024-10-08,2024-09-24,2024-10-11,1519,1534,0.8496112660833527,15,21.926701691666658,19.235195676587633,41.16189736825431,24.51637120777637,21.20970476571377,50.925925925925995,21.926701691666658,0.0,-4090.000000000007,-4704.971375449972,-1.5308877872931368,3472.984687950029,1.1250990408628276,614.9713754499638
0.08,81,D,2024-10-08,2024-10-16,2024-10-11,2024-10-18,1534,1540,0.7810770395530777,6,-3.8103486542447684,-12.541366959316791,-16.351715613561584,-3.7386681787530747,-11.7868084052927,-15.084806928906524,-3.8103486542447684,0.0,3279.999999999994,2989.211856400008,1.8423387127114565,-3569.1489963999743,-2.2218601830451794,290.7881435999864
0.08,82,R,2024-10-16,2024-10-22,2024-10-18,2024-11-01,1540,1544,1.0000000000000033,4,6.008543586122856,4.968523027415086,10.97706661353791,6.192726934063257,5.094024013572042,11.602209944751388,6.008543586122856,0.0,-1200.0000000000027,-1394.182743499991,-1.5327028305346009,1005.2175685000168,1.1473054186573246,194.18274349998788
0.08,83,D,2024-10-22,2024-11-01,2024-11-01,2024-11-08,1544,1552,0.8096754908014786,8,-8.674332234057196,-1.6672736518273494,-10.341605885884517,-8.308758363599408,-1.6534515686049727,-9.824828636709821,-8.674332234057196,0.0,399.999999999995,16.102027000020314,0.013918919805974705,-783.6980769999724,-0.3975572304114962,383.8979729999747
0.08,84,U,2024-11-01,2024-11-11,2024-11-08,2024-11-15,1552,1558,0.738464325246203,6,-1.0490674778751776,14.206703256747083,13.157635778871935,-1.0435839570391447,15.265391129849506,14.062500000000009,-1.0490674778751776,0.0,-3609.9999999999995,-3895.6698980499814,-2.6359209723052524,3322.5260405500153,2.2467400528493666,285.6698980499816
0.08,85,D,2024-11-11,2024-12-16,2024-11-15,2024-12-24,1558,1583,0.46166278567966273,25,-2.2469033078180773,-22.63626280205138,-24.883166109869464,-2.2218484391730584,-20.257112082720134,-22.028878193261747,-2.2469033078180773,0.0,5430.000000000015,4305.311269650078,0.6745106208476238,-6551.975142149951,-1.064056810966564,1124.6887303499361
0.08,86,U,2024-12-16,2024-12-26,2024-12-24,2025-01-02,1583,1591,0.6401248524997398,8,-0.9512225362673145,11.187680469018249,10.236457932750929,-0.946712725473108,11.837507359417664,10.778727445394127,-0.9512225362673145,0.0,-2469.999999999999,-2818.5077498499813,-1.6328000466242218,2120.2578923500155,1.2356044841950378,348.50774984998213
0.08,87,D,2024-12-26,2025-01-13,2025-01-02,2025-01-22,1591,1602,0.7150476615781329,11,-3.250665908445237,-13.560007777439722,-16.810673685884943,-3.198399629047651,-12.680822853352966,-15.473639091298775,-3.250665908445237,0.0,2919.9999999999977,2456.9315396000293,1.0081993937657534,-3381.60921959996,-1.404835754659606,463.06846039996935
0.08,88,U,2025-01-13,2025-01-24,2025-01-22,2025-01-27,1602,1611,0.6573015097880739,9,3.944046441602055,12.95231705243965,16.89636349404169,4.022856642620941,13.828548582884926,18.4077079107505,3.944046441602055,0.0,-2779.9999999999973,-3161.826841399977,-1.7070141410214825,2396.783881400015,1.3062935548172687,381.82684139998014
0.08,89,R,2025-01-24,2025-02-05,2025-01-27,2025-02-10,1611,1613,0.9999999999999989,2,-7.723912295328061,-7.7625587607634685,-15.486471056091533,-7.433152144072917,-7.4689190471671205,-14.346895074946467,-7.723912295328061,0.0,1660.0,1575.3301858000118,3.6043635533466762,-1743.8402457999878,-3.9955211778861215,84.6698141999882
0.08,90,U,2025-02-05,2025-02-19,2025-02-10,2025-02-28,1613,1623,0.7424637150713748,10,4.010149999634537,11.004115843337365,15.014265842971922,4.091642184369239,11.632401566097052,16.19999999999997,4.010149999634537,0.0,-2399.999999999995,-2832.499116999953,-1.3179061608213327,1966.3015070000324,0.9203873607612152,432.49911699995795
0.08,91,D,2025-02-19,2025-04-08,2025-02-28,2025-04-10,1623,1656,0.6495706328879218,33,-25.781621562494085,-15.109717176213975,-40.89133873870803,-22.72627639125088,-14.023585019748447,-33.56282271944922,-25.781621562494085,0.0,2929.9999999999936,1552.8668146500636,0.24353486888521544,-4305.668947149906,-0.6429716113249451,1377.1331853499305
0.08,92,U,2025-04-08,2025-09-05,2025-04-10,2025-09-09,1656,1760,0.4800880856822,104,18.440593965376824,112.0361960928971,130.47679005827402,20.25038680350479,206.5963761563844,268.68332825358107,16.498785379666675,-1.9418085857101512,-38529.99999999996,-43900.97923298566,-1.3374764196310325,33139.773865486306,0.9454785136743212,5370.979232985684
0.08,93,R,2025-09-05,2025-09-09,2025-09-09,2025-09-10,1760,1762,0.9999999999999983,2,-3.4625171473594634,-10.016081402092858,-13.478598549452325,-3.4032579446638644,-9.530808080808079,-12.609708042271182,-3.4625171473594634,0.0,5210.000000000001,5024.6389427670165,4.694037914398879,-5392.758117266991,-5.043428026330673,185.36105723298442
0.08,94,U,2025-09-09,2025-09-23,2025-09-10,2025-09-26,1762,1772,0.8395039181642122,10,10.243192560049241,27.088991339392642,37.33218389944188,10.78618823103862,31.113072450788003,45.25517524082804,10.243192560049241,0.0,-15839.999999999995,-16944.87703006794,-2.9976502374870697,14727.209233068084,2.634496657277946,1104.8770300679416
0.08,95,D,2025-09-23,2025-10-14,2025-09-26,2025-10-21,1772,1781,0.5786776317021084,9,-9.800869285249956,-7.317154729867556,-17.118024015117506,-9.335897757701263,-7.055862680785918,-15.733032312685202,-9.800869285249956,0.0,4679.999999999985,3613.543202736054,0.5662143416746444,-5744.118647735954,-0.9229907604451696,1066.456797263932
0.08,96,U,2025-10-14,2025-10-29,2025-10-21,2025-10-31,1781,1792,0.5600803970181075,11,7.050797443701201,23.1802018419048,30.230999285606025,7.305312639116139,26.087007506488508,35.29805760214336,7.050797443701201,0.0,-16099.999999999989,-17408.88106496992,-2.3765578516227266,14783.075300970058,2.014515651019913,1308.8810649699308
0.08,97,D,2025-10-29,2025-11-24,2025-10-31,2025-11-28,1792,1810,0.6188794452915596,18,-19.75441763139928,-17.015310143924278,-36.76972777532358,-17.925611761260306,-15.646433981400728,-30.76732673267325,-19.75441763139928,0.0,11010.000000000011,8776.806305427173,0.6799524615296659,-13237.69304792685,-1.036525357877843,2233.193694572841
0.08,98,U,2025-11-24,2025-12-09,2025-11-28,2025-12-11,1810,1821,0.8010793052666211,11,-0.8663000440246741,20.37439482048018,19.508094776455454,-0.8625584773864668,22.59841978087388,21.54093671791204,-0.8663000440246741,0.0,-12489.99999999998,-13680.559079522896,-2.0805055778214734,11293.200859023043,1.7189931316754778,1190.559079522916
0.08,99,D,2025-12-09,2025-12-18,2025-12-11,2025-12-24,1821,1828,0.6453255929804228,7,-12.656722364791504,-2.7534430563448975,-15.41016542113641,-11.888508420628856,-2.7158813493384377,-14.281511987056913,-12.656722364791504,0.0,1830.0000000000193,1063.1068870410813,0.18887241045429123,-2595.978836540984,-0.5463240429877064,766.8931129589376
