scale,segment,label,phase,n,overnight_log_pct,intraday_log_pct,total_log_pct,linked_overnight_pct,linked_intraday_pct,linked_total_pct,raw_overnight_log_pct,action_adjustment_log_pct,gross_rt_cash,rt_cash,rt_mean_pct,pt_cash,pt_mean_pct,cost_cash
0.08,8,U,early,6,4.33004116281989,7.822094613879191,12.152135776699042,4.425155304426863,8.136155493770882,12.921348314606721,4.33004116281989,0.0,-1190.0000000000014,-1431.8772259499906,-1.5914740132223475,946.9333809500149,1.0509149910749336,241.8772259499892
0.08,8,U,middle,5,1.1635686713408584,-3.7463894096299093,-2.5828207382890884,1.1703644639325106,-3.6770804646451607,-2.5497512437810976,1.1635686713408584,0.0,590.0000000000016,379.0842179500129,0.47435928013052314,-800.3260829499944,-1.0020368063357794,210.91578204998874
0.08,8,U,late,5,6.5377656285898675,15.891392755442668,22.429158384032554,6.756211980877433,17.22370450290967,25.143586470963637,6.5377656285898675,0.0,-2830.000000000002,-3047.405824149997,-3.576976555810785,2609.765619150008,3.044234869641367,217.4058241499955
0.08,9,D,early,13,-12.929494305038048,-19.20952727827794,-32.139021583316016,-12.128524348918909,-17.477175704482946,-27.485976542580325,-12.929494305038048,0.0,3169.999999999996,2626.690245850024,1.1611961776136996,-3710.141370849975,-1.6899585290329167,543.3097541499727
0.08,9,D,middle,13,-2.8015856778102486,-1.4360321888550724,-4.237617866665367,-2.7627052023068153,-1.4257704260829094,-4.1490857946554245,-2.8015856778102486,0.0,199.99999999999915,-283.1287439999777,-0.18574023330904157,-682.9288459999815,-0.3667139139245269,483.12874399997685
0.08,9,D,late,13,-13.901507476524719,-1.7951990931484525,-15.696706569673166,-12.97850899261104,-1.7791813873508378,-14.526779163609682,-13.901507476524719,0.0,279.99999999999943,-178.18750859998414,-0.15805156004808885,-737.9076513999788,-0.4061938045533529,458.18750859998346
0.08,10,U,early,4,3.1385837029830728,2.9057711888873476,6.044354891870408,3.1883565978265027,2.948400622729652,6.2307627463413,2.03453851835972,-1.1040451846233523,-349.99999999999966,-487.11450174999743,-1.0299911736266893,212.5356767500007,0.457876778937775,137.11450174999771
0.08,10,U,middle,4,0.31930629913695413,-1.8837680138885524,-1.5644617147515936,0.3198166247229829,-1.8661359932758896,-1.5522875816993382,0.31930629913695413,0.0,230.0000000000004,92.00999115000896,0.17894507967580592,-367.76012614999473,-0.7466011240508653,137.99000884999145
0.08,10,U,late,3,4.984150115816547,5.709453619875752,10.693603735692301,5.1104484329051365,5.875589642240917,11.286307053941893,4.984150115816547,0.0,-730.0000000000022,-839.617483649996,-2.255330033040068,619.6528886500095,1.6943465836804192,109.61748364999377
0.08,11,D,early,5,-0.6050568496099665,-4.598871622817232,-5.203928472427221,-0.6032300668686568,-4.494726127289828,-5.070842654735292,-0.6050568496099665,0.0,599.9999999999977,418.7759680000037,0.6295046680902349,-780.6243379999872,-1.1851841724286496,181.22403199999414
0.08,11,D,middle,4,-1.104386353271654,0.5529867679431523,-0.5513995853284989,-1.098310395106122,0.5545185620086219,-0.5498821681068308,-1.104386353271654,0.0,-69.99999999999851,-212.84844534999425,-0.4200705114353167,-72.9184096499979,-0.14125630811384826,142.84844534999576
0.08,11,D,late,4,-0.2264035057143651,-3.0657444668150466,-3.2921479725294187,-0.22614740628651978,-3.01922710096773,-3.238546603475519,-0.2264035057143651,0.0,379.999999999999,238.69373190000755,0.4674256497700876,-520.9264618999907,-1.0290070832347151,141.30626809999143
0.08,12,U,early,3,0.47990788790797256,8.56756814237713,9.047476030285114,0.48106129016369203,8.945294117647045,9.469387755102039,0.47990788790797256,0.0,-1099.9999999999995,-1206.898105499995,-3.1869295432521763,992.0024555000033,2.618318746355389,106.89810549999527
0.08,12,U,middle,2,0.07791766157413996,-0.8264241502308417,-0.7485064886566837,0.077948025269781,-0.8230186535898465,-0.7457121551081228,0.07791766157413996,0.0,109.99999999999943,36.19603555000385,0.13444046578063093,-183.69402054999614,-0.6874923896675444,73.80396444999559
0.08,12,U,late,2,-0.5993091770150347,3.268111009898826,2.6688018328837897,-0.5975169017775234,3.322100295784516,2.7047332832456767,-0.5993091770150347,0.0,-439.9999999999995,-513.9834921999966,-1.9316651446456667,365.5767322000035,1.3741623712990378,73.98349219999704
0.08,13,D,early,2,-4.446744680813725,-1.4284386976624859,-5.875183378476216,-4.34932630658583,-1.4182849164398932,-5.7059253840526685,-4.446744680813725,0.0,189.99999999999952,116.58015095000297,0.4342674208159509,-263.22994594999886,-0.9877516343679164,73.41984904999654
0.08,13,D,middle,2,-3.416808528347498,-1.0248414491368107,-4.441649977484315,-3.3590948154504905,-1.0196078431372602,-4.344453064391006,-3.416808528347498,0.0,130.0000000000008,59.41724065000605,0.22834673743764616,-200.4528256499958,-0.7907515617780474,70.58275934999475
0.08,13,D,late,1,0.40469500801970715,-1.1372990172270023,-0.7326040092072897,0.40551500405514584,-1.1308562197092087,-0.7299270072992692,0.40469500801970715,0.0,140.00000000000057,105.06999070000232,0.8487075177706165,-174.7900806999995,-1.411874642164778,34.93000929999825
0.08,14,U,early,11,1.5738379778443536,17.552996300531746,19.12683427837608,1.5862880365791858,19.187770035411795,21.07843137254902,1.5738379778443536,0.0,-2349.9999999999977,-2765.7593067499806,-1.930978046537364,1931.891891750016,1.376919674730464,415.7593067499827
0.08,14,U,middle,11,0.46748253534843254,2.7853764448167073,3.252858980165167,0.4685769396711656,2.824530740651194,3.3063427800270024,0.46748253534843254,0.0,-419.9999999999981,-855.3335070999826,-0.5392863294603529,-15.753292899980892,-0.0019077110826049117,435.33350709998433
0.08,14,U,late,11,-3.2960594344697154,5.108406774478958,1.8123473400093002,-3.242331316878707,5.241136341432276,1.82887001959506,-3.2960594344697154,0.0,-760.0000000000032,-1198.374598799988,-0.7753315948589224,320.8657888000191,0.23481392557755368,438.3745987999848
0.08,15,D,early,2,1.9295754424427918,-5.5877233729229925,-3.658147930480212,1.9483120677932724,-5.434477667035812,-3.5920461834509387,1.9295754424427918,0.0,860.0000000000013,777.3696193000062,2.473311242925454,-941.7708192999975,-2.999773579027308,82.63038069999509
0.08,15,D,middle,2,-0.6653814198867037,-3.6166182984061095,-4.281999718292812,-0.663172659326333,-3.5519999999999987,-4.191616766467059,-0.6653814198867037,0.0,529.9999999999993,449.6853026500048,1.4989510088333493,-609.7849676499934,-2.0326165588333116,80.31469734999456
0.08,15,D,late,2,-0.9679015873973823,-0.21967786062202554,-1.1875794480193906,-0.9632324961948399,-0.21943674540102492,-1.1805555555555525,-0.9679015873973823,0.0,29.99999999999936,-48.26746984999751,-0.16316088086166367,-108.23748514999389,-0.37912773276538136,78.26746984999687
0.08,16,U,early,16,0.017408835722972776,7.558897357421543,7.57630619314454,0.017410351148716974,7.851918315582429,7.870695713281825,0.017408835722972776,0.0,-1140.000000000006,-1796.8533356999778,-0.7571412128340098,482.0072457000348,0.22187779232011592,656.8533356999717
0.08,16,U,middle,16,-3.4961445316752613,12.641462582834803,9.145318051159554,-3.435735441378987,13.47525684799263,9.576547231270327,-3.4961445316752613,0.0,-2029.9999999999977,-2702.0697851499735,-1.0741068770241213,1355.9012501500176,0.5420636973688077,672.0697851499757
0.08,16,U,late,16,-3.0425252316264055,16.015931339811708,12.973406108185303,-2.9967062927420085,17.369784188948433,13.852556480380503,-3.0425252316264055,0.0,-2840.0,-3553.175814199983,-1.2927448286346923,2123.9856342000176,0.7694422216697941,713.1758141999828
0.08,17,D,early,3,-1.2099617938858191,-4.153253697693699,-5.363215491579522,-1.2026711903031344,-4.068187847792179,-5.221932114882508,-1.2099617938858191,0.0,770.0000000000032,625.5437388500067,1.1066685940843946,-913.6866538500005,-1.6133262391950731,144.45626114999646
0.08,17,D,middle,3,-0.8246081833998674,-0.7301149705524418,-1.5547231539522979,-0.8212176161515624,-0.7274561060590691,-1.542699724517893,-0.8246081833998674,0.0,129.999999999999,-9.0270893499872,-0.015696379621530487,-268.8971556499945,-0.49878612891613194,139.0270893499862
0.08,17,D,late,3,-0.8359715161196265,-1.1991467712380042,-2.035118287357623,-0.8324869908808455,-1.1919856590060298,-2.014549524342477,-0.8359715161196265,0.0,209.99999999999739,71.45800105000387,0.12360139163568877,-348.33210604999607,-0.6382589919683097,138.54199894999348
0.08,18,U,early,6,-0.9274339451646191,2.90657686022389,1.979142915059219,-0.9231465410691031,2.94923005182613,1.9988577955453706,-0.9274339451646191,0.0,-509.99999999999454,-787.8006425499875,-0.757405460545863,231.68961754999435,0.2410442656843604,277.8006425499931
0.08,18,U,middle,6,-0.07284953866671966,4.668844379885536,4.5959948412188,-0.07282300983273533,4.779551103205741,4.703247480403141,-0.07284953866671966,0.0,-850.0000000000014,-1129.953154249989,-1.0639979920462854,569.1972792500217,0.5480233298283808,279.9531542499875
0.08,18,U,late,5,-2.5754668541028343,13.458509292529799,10.883042438426978,-2.5425846018383043,14.406200644339789,11.497326203208585,-2.5754668541028343,0.0,-2640.000000000004,-2881.260193199986,-3.0654785334331116,2396.1011532000175,2.5495470879924413,241.26019319998193
0.08,19,R,early,1,-1.6929062100448082,-2.469261259037152,-4.162167469081955,-1.6786570743405393,-2.4390243902439046,-4.076738609112718,-1.6929062100448082,0.0,500.0,448.8552525000037,2.1895378170731883,-550.6450024999964,-2.686073182926812,51.1447474999963
0.08,19,R,middle,1,-10.536051565782628,0.0,-10.536051565782628,-9.999999999999998,0.0,-9.999999999999998,-10.536051565782628,0.0,0.0,-46.351,-0.2575055555555556,-46.351,-0.2575055555555556,46.351
0.08,19,R,late,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
0.08,20,U,early,5,-2.2055240462886467,7.137436523708794,4.931912477420132,-2.1813801899661516,7.398321259874672,5.055555555555544,-2.2055240462886467,0.0,-1240.0000000000057,-1477.6381061999973,-1.734047512952925,1001.1225262000135,1.2189065354537583,237.63810619999197
0.08,20,U,middle,5,-1.90556023449185,3.3754029694160996,1.4698427349242569,-1.88751921138312,3.4330160930322866,1.4806980433633152,-1.90556023449185,0.0,-640.0000000000041,-879.5535531999931,-0.9655278304858917,399.8067732000141,0.4534354424083517,239.553553199989
0.08,20,U,late,5,-0.45988031043973426,5.291738037520481,4.83185772708077,-0.4588244800788112,5.434253213637376,4.9504950495049505,-0.45988031043973426,0.0,-1030.0000000000014,-1272.0950751499893,-1.3469533976470063,786.8754501500073,0.8353727827508086,242.09507514998796
0.08,21,D,early,7,-7.068947296067909,-11.302331927580019,-18.3712792236479,-6.8248818855098845,-10.687016726771814,-16.782522343594813,-7.068947296067909,0.0,1989.999999999995,1661.9534499500076,1.310011590659752,-2316.0575649499815,-1.8201568389415528,328.0465500499873
0.08,21,D,middle,7,-10.190591573026417,3.338173766248942,-6.8524178067775,-9.688548345833821,3.3945159724178353,-6.622911694510762,-10.190591573026417,0.0,-519.9999999999977,-821.8816575999933,-0.7653944171009869,217.59860760000475,0.2382433110389779,301.8816575999955
0.08,21,D,late,6,-0.5278747189997004,-21.78648041242129,-22.31435513142099,-0.5264839087263329,-19.57658365409082,-20.00000000000001,-0.5278747189997004,0.0,3080.0000000000005,2851.0240404000115,3.253733429030832,-3305.8975303999923,-3.7930738982014884,228.97595959998915
0.08,22,U,early,10,8.102199183109336,4.1365266586200695,12.23872584172942,8.439474413058504,4.22327288176479,13.019169329073485,8.102199183109336,0.0,-550.0000000000025,-920.7117477499813,-0.7136649167221225,178.73853275002423,0.15936642640676432,370.71174774997894
0.08,22,U,middle,9,-0.08278021258657786,2.319071868001189,2.236291655414598,-0.08274595922092007,2.346171420207493,2.261484098939942,-0.08278021258657786,0.0,-330.0,-672.0403416499892,-0.556578459517087,-12.370173349985691,0.007714202796019383,342.04034164998916
0.08,22,U,late,9,-1.4091295157932229,3.393457368686618,1.9843278528933854,-1.3992477558837415,3.451691988594908,2.0041465100207234,-1.4091295157932229,0.0,-499.99999999999824,-847.7008624999778,-0.6607587799920117,151.79939250001866,0.11485934117854289,347.70086249997956
0.08,23,D,early,5,-0.3611395315826612,-3.6476902752518163,-4.008829806834501,-0.36048820707563384,-3.581963644838679,-3.929539295392955,-0.3611395315826612,0.0,529.9999999999993,334.30084265000414,0.4496080095581629,-725.1694276499921,-0.9904328168830032,195.69915734999518
0.08,23,D,middle,4,-1.2112851316142506,-1.6501404202326406,-2.861425551846904,-1.2039786039791873,-1.6366001831445927,-2.8208744710860474,-1.2112851316142506,0.0,230.00000000000222,79.0851911500111,0.12335909686574908,-380.6849261499943,-0.6719937000503198,150.91480884999112
0.08,23,D,late,4,0.06630457280675117,-4.974352779763716,-4.908048206956967,0.06632655914767456,-4.8526580306177145,-4.789550072568955,0.06630457280675117,0.0,670.0000000000017,520.27895335001,0.9551922465813493,-819.0513883499937,-1.5034443101757953,149.72104664999168
0.08,24,U,early,11,4.2790990451076745,6.066221965048131,10.345321010155835,4.371972466272648,6.253994844965725,10.89939024390242,4.2790990451076745,0.0,-830.0000000000018,-1248.0537391499788,-0.8356086763929368,411.1166841500283,0.28602094224040225,418.05373914997716
0.08,24,U,middle,10,-3.314504517566024,0.24378174228810895,-3.0707227752779067,-3.260176703420576,0.24407913158864522,-3.0240549828178866,-3.314504517566024,0.0,-19.99999999999949,-405.36555009997585,-0.30712020717473926,-365.3855398999849,-0.23846161795055143,385.3655500999763
0.08,24,U,late,10,2.597368504500291,15.697586284438106,18.294954788938426,2.631394071292693,16.996737387552567,20.075382598774542,1.2745978947451706,-1.3227706097551202,-2409.999999999995,-2827.099107049978,-1.8902070891277944,1990.4921220500114,1.354901830626198,417.0991070499831
0.08,25,D,early,4,0.9407849601005701,-4.1002215019222685,-3.1594365418217167,0.9452242522830152,-4.017299608981981,-3.1100478468899517,0.9407849601005701,0.0,679.9999999999998,507.059803400002,0.7113565833108458,-852.2605434,-1.2345519468447494,172.9401965999978
0.08,25,D,middle,4,2.292849416737585,-7.162607003064448,-4.8697575863268945,2.3193372637272303,-6.912108573622966,-4.753086419753089,2.292849416737585,0.0,1110.000000000003,946.3870505500132,1.429909535065379,-1272.5035155499959,-1.9606085694295732,163.61294944998969
0.08,25,D,late,4,-1.088111561479587,-8.56611904113579,-9.654230602615371,-1.0822130411742017,-8.209482638367076,-9.202851587815932,-1.088111561479587,0.0,1250.0,1089.9521862500071,1.8347436902941794,-1408.798451249991,-2.3683897617796186,160.04781374999286
0.08,26,U,early,5,1.6096371627754422,4.482211471924799,6.091848634700226,1.622661610030978,4.58418034980217,6.281227694503956,1.6096371627754422,0.0,-650.0000000000005,-845.4123832499936,-1.1817460635687391,453.9379482500083,0.6367845817506893,195.41238324999324
0.08,26,U,middle,5,0.4469300356566494,-3.723673704105346,-3.2767436684486855,0.4479302574826245,-3.6551975485555546,-3.2236400268636625,0.4469300356566494,0.0,550.0000000000007,352.75602775000766,0.46527487780784343,-746.6942527499943,-1.0046248244538343,197.24397224999302
0.08,26,U,late,5,1.665385311889369,4.196852060805004,5.862237372694381,1.6793301573243546,4.286164958342802,6.037473976405285,1.665385311889369,0.0,-629.9999999999989,-830.0672281499874,-1.1410530824567473,429.303093150009,0.6004478576202026,200.06722814998847
0.08,27,D,early,17,-2.1255913874572308,-7.268086392845049,-9.393677780302296,-2.103159908709249,-7.010245347325278,-8.965968586387442,-2.1255913874572308,0.0,1079.9999999999982,406.2008754000229,0.14741683103061892,-1752.7196753999735,-0.6867163609345847,673.7991245999754
0.08,27,D,middle,16,1.250576324335511,-1.682853654535922,-0.4322773302003938,1.258428729348316,-1.6687727699615869,-0.4313443565779918,1.250576324335511,0.0,230.00000000000034,-369.16433884997343,-0.17867804911170887,-828.9344561499771,-0.3721731167494176,599.1643388499738
0.08,27,D,late,16,-3.59446832556542,-1.515862348052209,-5.110330673617616,-3.5306344280477715,-1.5044309888754313,-4.981949458483735,-3.59446832556542,0.0,200.00000000000455,-404.7332639999655,-0.1853615691027359,-804.5333659999783,-0.36365402636915983,604.7332639999702
0.08,28,U,early,2,0.30122554339734314,2.027080909112806,2.32830645251014,0.3016796834180792,2.047765723733371,2.355623100303944,0.30122554339734314,0.0,-270.00000000000136,-343.8160113500001,-1.2976392351632398,195.9141263500053,0.7411801081786827,73.81601134999876
0.08,28,U,middle,2,1.836218698427845,2.0230152208707435,3.8592339192985956,1.8531808556789553,2.0436168640614754,3.934669636228652,1.836218698427845,0.0,-280.00000000000114,-355.7396363999983,-1.2917817378825123,203.98050640000355,0.7405270068065715,75.73963639999712
0.08,28,U,late,2,1.5623837497161577,5.736105525932743,7.298489275648907,1.5746527777777741,5.903811265562865,7.57142857142859,1.5623837497161577,0.0,-840.0000000000017,-918.2264941999972,-3.2026943876034273,760.9339342000046,2.653115031677788,78.22649419999553
0.08,29,D,early,12,-2.403086840936071,-4.8954024347128176,-7.2984892756488815,-2.3744426163906125,-4.777509214604811,-7.03851261620185,-2.403086840936071,0.0,709.999999999999,243.16966355001773,0.13027105988343882,-1176.1206985499805,-0.6729920002048425,466.8303364499814
0.08,29,D,middle,11,-1.5289403033092772,-2.330293615989328,-3.859233919298587,-1.5173113530584101,-2.303351953344875,-3.7857142857142736,-1.5289403033092772,0.0,319.9999999999985,-97.54801339998997,-0.07349285008018988,-737.2281765999863,-0.4744183227541923,417.5480133999886
0.08,29,D,late,11,-0.8882361620932265,-0.607678045722426,-1.4959142078156522,-0.8843029985698951,-0.6058354169922371,-1.484780994803271,-0.8882361620932265,0.0,80.00000000000009,-329.83475459998255,-0.2283750782739182,-489.7547953999844,-0.3235972125352116,409.8347545999826
0.08,30,U,early,5,0.30095285494056867,4.696413137385267,4.997365992325833,0.30140617268854786,4.808441505738218,5.124340617935175,0.30095285494056867,0.0,-639.9999999999987,-827.6120131999938,-1.220782020789977,451.74831320000254,0.6678486552949863,187.61201319999503
0.08,30,U,middle,5,-0.9711314426723914,5.319642636646293,4.348511193973898,-0.966431188797411,5.463678324626631,4.44444444444446,-0.9711314426723914,0.0,-759.9999999999998,-951.7727987999904,-1.3527283733910935,567.467588800006,0.8037890683880141,191.7727987999906
0.08,30,U,late,4,-1.3921020980780978,10.001685659265714,8.609583561187598,-1.3824571644673795,10.518954764864526,8.991077556623175,-1.3921020980780978,0.0,-1519.9999999999995,-1682.874177599992,-2.8380341750124636,1355.6065976000082,2.296534826972182,162.87417759999255
0.08,31,D,early,5,0.5139638118148351,-4.8904666084907475,-4.376502796675902,0.5152868715256588,-4.77280908194108,-4.2821158690176375,0.5139638118148351,0.0,759.9999999999998,556.6228738000124,0.6682934956354493,-962.617513799993,-1.201723283922868,203.3771261999874
0.08,31,D,middle,5,-2.3801246763567896,-6.560534095201658,-8.940658771558436,-2.3520231013282817,-6.349961027921119,-8.552631578947343,-2.3801246763567896,0.0,949.9999999999993,753.0004197500087,1.0307907696423118,-1146.0500647499912,-1.5690772881130317,196.99958024999043
0.08,31,D,late,4,-0.6065171837654499,-4.48495497647578,-5.0914721602412065,-0.6046815812509316,-4.3858677300692595,-4.964028776978411,-0.6065171837654499,0.0,609.9999999999994,460.6320580500026,0.8183191334140492,-758.7582530499938,-1.36736964032338,149.36794194999683
0.08,32,R,early,15,-3.453678219154362,7.460148776989023,4.00647055783461,-3.3947194506350065,7.74546864469616,4.087812263436764,-3.453678219154362,0.0,-1009.999999999998,-1577.1379550499769,-0.7895265996488386,441.85256005002327,0.2391028260309449,567.1379550499787
0.08,32,R,middle,15,0.4946564264177812,1.5925010220906755,2.087157448508449,0.49588187106581244,1.6052488997457541,2.1090909090908814,0.4946564264177812,0.0,-219.99999999999892,-783.281706099977,-0.38707600173825,-343.50159389998254,-0.16370729167854414,563.2817060999781
0.08,32,R,late,15,1.0074734900495323,3.654240111518567,4.6617136015681355,1.0125655903689947,3.7218282297239424,4.7720797720798,1.0074734900495323,0.0,-530.0000000000047,-1112.2817426499773,-0.534120883657248,-52.81147234996865,-0.01057715406492615,582.2817426499728
0.08,33,D,early,23,-3.073129329222936,-12.09298526024052,-15.166114589463453,-3.026388733166834,-11.39038852506926,-14.07205982324947,-3.073129329222936,0.0,1650.0000000000005,781.7101482500375,0.2353624184288258,-2516.6406932499594,-0.7838420958987109,868.2898517499628
0.08,33,D,middle,23,-1.5280196306950498,1.052205886053344,-0.47581374464166126,-1.5164046457403864,1.057761038972382,-0.47468354430376913,-1.5280196306950498,0.0,-129.99999999999727,-938.5924656499708,-0.33238584801190124,-678.7223993499728,-0.2322088033495518,808.5924656499736
0.08,33,D,late,23,0.6228293108563874,-11.960133230400775,-11.337303919544416,0.6247729256476977,-11.272590626467776,-10.718245795073376,-1.5521150552756575,-2.1749443661320447,1409.999999999993,628.6281970500171,0.2244357852480202,-2189.962522049974,-0.7957421303293198,781.371802949976
0.08,34,U,early,4,-0.27392129648072655,8.313182791648588,8.039261495167874,-0.27354647441466035,8.668505453273616,8.371246587807097,-0.27392129648072655,0.0,-950.0000000000011,-1083.0179947499946,-2.410365779097044,816.0324897500072,1.827397926001469,133.0179947499935
0.08,34,U,middle,4,0.3293003160650185,1.5834399103493304,1.9127402264143611,0.3298431051943932,1.5960427517038558,1.9311502938707117,0.3293003160650185,0.0,-189.9999999999977,-326.3462709499919,-0.6888141986950633,53.46382595000442,0.11623258504595345,136.34627094999422
