date,ordinal,open,close,signal_close,stage,rt_cash,rt_pct,pt_cash,pt_pct,later_open,hindsight_8,segment_8,phase_8,hindsight_12,segment_12,phase_12,hindsight_20,segment_20,phase_20,D,DD2,DD3,BR10,BR20,D_I10,DD2_I10,DD3_I10,BR10_I10,BR20_I10,PT_frozen
2019-04-22,211,17.72,17.08,124.03776325344953,U,594.5408632000021,3.355196744921005,-684.8194631999978,-3.864669656884864,,D,9,early,D,5,early,D,3,early,False,False,False,False,False,False,False,False,False,False,False
2019-04-23,212,17.15,17.18,124.76397966594044,U,-74.64972514999724,-0.4352753653061063,-14.679709850000876,-0.0855959758017543,,D,9,early,D,5,early,D,3,early,False,True,True,False,False,False,False,False,False,False,False
2019-04-24,213,16.93,16.93,122.94843863471311,U,-44.19013499999302,-0.261016745422286,-44.19013499999302,-0.261016745422286,,D,9,early,D,5,early,D,3,early,False,False,False,False,False,False,False,False,False,False,False
2019-04-25,214,16.68,16.17,117.42919389978212,U,466.5748425500007,2.7972112862709877,-552.9154175499956,-3.3148406327937385,,D,9,early,D,5,early,D,3,early,False,True,True,False,False,False,False,False,False,False,False
2019-04-26,215,16.1,16.01,116.26724763979664,R,47.53195044999789,0.295229505900608,-132.37809545000212,-0.822224195341628,,D,9,early,D,5,early,D,3,early,False,True,True,False,False,False,False,False,False,False,False
2019-04-29,216,16.15,15.5,112.56354393609293,R,607.7165782500011,3.762950948916416,-691.6337532499971,-4.282561939628465,,D,9,early,D,5,early,D,3,early,False,True,True,False,False,False,False,False,False,False,True
2019-04-30,217,15.46,15.42,111.98257080610018,R,-1.2010697999968727,-0.0077688861578064,-81.16109019999868,-0.5249747102199138,,D,9,early,D,5,early,D,3,early,False,True,True,True,False,False,False,False,False,False,True
2019-05-06,218,15.2,13.92,101.08932461873636,R,1239.9564064000024,8.15760793684212,-1318.764246399996,-8.676080568421026,,D,9,early,D,5,early,D,3,early,False,True,True,True,True,False,True,True,True,True,True
2019-05-07,219,13.96,14.18,102.97748729121274,R,-258.3044210999979,-1.850318202722048,181.4756911000003,1.2999691339541568,,D,9,early,D,5,early,D,3,early,False,True,True,True,True,False,True,True,True,True,False
2019-05-08,220,13.8,13.96,101.37981118373274,R,-197.9507007999992,-1.4344253681159362,121.8893808000008,0.8832563826087014,,D,9,early,D,5,early,D,3,early,False,True,True,True,True,False,True,True,True,True,False
2019-05-09,221,13.77,13.83,100.43572984749454,R,-97.83911529999746,-0.7105237131444987,22.100915300002548,0.1605004742193358,,D,9,early,D,5,early,D,3,early,False,True,True,True,True,False,True,True,True,True,False
2019-05-10,222,14.01,14.22,103.26797385620914,R,-248.40029604999975,-1.7730213850820826,171.38981105000204,1.223339122412577,,D,9,early,D,5,early,D,3,early,False,True,True,True,True,False,True,True,True,True,False
2019-05-13,223,14.0,13.88,100.79883805374,R,81.78820060000132,0.5842014328571523,-158.0918605999969,-1.1292275757142636,,D,9,middle,D,5,middle,D,3,middle,False,True,True,True,True,False,True,True,True,True,False
2019-05-14,224,13.61,13.61,98.83805374001452,R,-37.48539500000058,-0.2754253857457794,-37.48539500000058,-0.2754253857457794,,D,9,middle,D,5,middle,D,3,middle,False,True,True,True,True,False,True,True,True,True,False
2019-05-15,225,13.76,13.89,100.87145969498911,R,-167.8546206499989,-1.2198736965842945,92.01544565000108,0.6687169015261707,,D,9,middle,D,5,middle,D,3,middle,False,True,True,True,True,False,True,True,True,True,False
2019-05-16,226,13.88,13.83,100.43572984749456,R,11.99484025000407,0.0864181574207786,-87.95518524999775,-0.633682890850128,,D,9,middle,D,5,middle,D,3,middle,False,True,True,True,True,False,True,True,True,True,False
2019-05-17,227,13.85,13.2,95.86056644880176,R,612.3614282500022,4.421382153429619,-686.9889032499997,-4.96020868772563,,D,9,middle,D,5,middle,D,3,middle,False,True,True,True,True,False,True,True,True,True,False
2019-05-20,228,13.16,13.2,95.86056644880176,R,-76.59702019999847,-0.5820442264437574,3.3630001999997106,0.0255547127659552,,D,9,middle,D,5,middle,D,3,middle,False,True,True,True,True,False,True,True,True,True,False
2019-05-21,229,13.19,13.5,98.0392156862745,D,-346.7953065499975,-2.629229010993158,272.8948515500025,2.0689526273692382,,D,9,middle,D,5,middle,D,3,middle,True,True,True,True,True,True,True,True,True,True,False
2019-05-22,230,13.55,13.37,97.0951343500363,D,142.72757590000452,1.053340043542469,-217.0925158999991,-1.602158788929883,,D,9,middle,D,5,middle,D,3,middle,True,True,True,True,True,False,False,False,False,False,False
2019-05-23,231,13.37,13.04,94.69862018881626,D,293.1675866500019,2.192726900897546,-366.5025816499981,-2.7412309771877195,,D,9,middle,D,5,middle,D,3,middle,True,True,True,True,True,True,True,True,True,True,False
2019-05-24,232,13.03,12.9,93.68191721132898,D,93.75221565000167,0.7195104808135201,-166.1178506499965,-1.274887572141186,,D,9,middle,D,5,middle,D,3,middle,True,True,True,True,True,True,True,True,True,True,False
2019-05-27,233,12.96,13.26,96.29629629629628,D,-336.32572149999874,-2.5951058757715955,263.37443149999945,2.032210119598761,,D,9,middle,D,5,middle,D,3,middle,True,True,True,True,True,True,True,True,True,True,False
2019-05-28,234,13.26,13.4,97.31299927378356,D,-176.8499706999981,-1.3337101862744951,103.01010070000189,0.7768484215686418,,D,9,middle,D,5,middle,D,3,middle,True,True,True,True,True,True,True,True,True,True,False
2019-05-29,235,13.29,13.63,98.9832970225127,D,-377.01255670000097,-2.836813820165545,302.6476167000027,2.277258214446973,,D,9,middle,D,5,middle,D,3,middle,True,True,True,True,True,True,True,True,True,True,False
2019-05-30,236,13.49,13.47,97.82135076252722,D,-17.232854899999566,-0.1277454032616721,-57.21286509999774,-0.4241131586360099,,D,9,late,D,5,late,D,3,late,True,False,False,False,False,True,False,False,False,False,False
2019-05-31,237,13.49,13.68,99.34640522875814,D,-227.3399559499973,-1.685248005559654,152.4701409500027,1.130245670496684,,D,9,late,D,5,late,D,3,late,True,False,False,False,False,True,False,False,False,False,False
2019-06-03,238,13.6,13.38,97.1677559912854,C,182.6470011000002,1.3429926551470603,-257.13311109999614,-1.890684640441148,,D,9,late,D,5,late,D,3,late,False,False,False,False,False,False,False,False,False,False,False
2019-06-04,239,13.37,13.08,94.9891067538126,D,253.14718645000147,1.8933970564697196,-326.56296144999675,-2.442505321241561,,D,9,late,D,5,late,D,3,late,True,False,False,False,False,False,False,False,False,False,False
2019-06-05,240,13.22,13.08,94.9891067538126,D,103.373610700004,0.7819486437216641,-176.48646069999782,-1.33499592057487,,D,9,late,D,5,late,D,3,late,True,True,False,False,False,True,True,False,False,False,False
2019-06-06,241,13.03,12.83,93.17356572258532,D,163.78791600000153,1.257006262471232,-236.01218599999663,-1.8112984343821688,,D,9,late,D,5,late,D,3,late,True,True,False,False,False,True,True,False,False,False,False
2019-06-10,242,11.55,11.68,84.8220769789397,D,-163.39152564999796,-1.4146452437229262,96.4785406499984,0.8353120402597264,,D,9,late,D,5,late,D,3,late,True,True,True,True,True,True,True,True,True,True,True
2019-06-11,243,11.59,12.1,87.87218591140159,D,-543.6661075499993,-4.690820600086275,475.82415255000063,4.105471549180334,,D,9,late,D,5,late,D,3,late,True,True,True,True,True,False,False,False,False,False,False
2019-06-12,244,12.01,11.91,86.49237472766885,D,65.79680549999905,0.5478501706910829,-134.10324549999913,-1.1165965487094016,,D,9,late,D,5,late,D,3,late,True,True,True,True,True,False,False,False,False,False,False
2019-06-13,245,11.83,11.94,86.71023965141612,D,-143.9467855499984,-1.216794467878262,75.94327054999978,0.6419549497041401,,D,9,late,D,5,late,D,3,late,True,True,True,True,True,False,False,False,False,False,False
2019-06-14,246,11.88,11.81,85.76615831517792,D,36.04404035000248,0.3034010130471589,-103.88599534999936,-0.87446124031986,,D,9,late,D,5,late,D,3,late,True,True,True,True,True,False,False,False,False,False,False
2019-06-17,247,11.82,11.69,84.8946986201888,D,96.1958106500008,0.8138393456006835,-163.6742556499992,-1.3847229750422945,,D,9,late,D,5,late,D,3,late,True,True,True,True,True,True,True,True,True,True,False
2019-06-18,248,11.7,11.65,84.60421205519243,D,16.397350249998908,0.1401482927350334,-83.55267524999746,-0.7141254294871578,,D,9,late,D,5,late,D,3,late,True,True,True,True,True,True,True,True,True,True,False
2019-06-19,249,12.0,11.84,85.9840232389252,D,125.84760079999992,1.048730006666666,-193.99248080000007,-1.6166040066666671,,U,10,early,R,6,early,R,4,early,True,True,True,True,True,True,True,True,True,True,False
2019-06-20,250,11.75,11.95,87.74629186209701,D,-233.83112599999853,-1.9900521361702004,165.96897599999963,1.4125019234042522,,U,10,early,R,6,early,R,4,early,True,True,True,True,True,True,True,True,True,True,False
2019-06-21,251,11.95,12.32,90.46312265615356,D,-404.3217268500002,-3.3834454129707137,335.3084618500016,2.8059285510460388,,U,10,early,R,6,early,R,4,early,True,True,True,False,False,False,False,False,False,False,False
2019-06-24,252,12.3,12.24,89.87569978176296,D,25.190750300001383,0.2048028479674909,-94.74928030000044,-0.7703193520325238,,U,10,early,R,6,early,R,4,early,True,False,False,False,False,False,False,False,False,False,False
2019-06-25,253,12.26,12.04,88.40714259578644,D,185.35313110000217,1.5118526190864778,-254.42698109999964,-2.0752608572593774,,U,10,middle,R,6,early,R,4,early,True,False,False,False,False,False,False,False,False,False,False
2019-06-26,254,11.96,12.11,88.92113761087822,D,-184.2297207499962,-1.540382280518363,115.62035575000014,0.9667253825250848,,U,10,middle,R,6,early,R,4,early,True,True,True,False,False,True,True,True,False,False,False
2019-06-27,255,12.16,12.15,89.21484904807353,D,-24.552019949997018,-0.2019080587993175,-44.54202504999884,-0.3662995481085431,,U,10,middle,R,6,early,R,4,early,True,False,False,False,False,False,False,False,False,False,False
2019-06-28,256,12.2,12.05,88.48057045508527,D,115.43860075,0.9462180389344262,-184.4114757499964,-1.5115694733606255,,U,10,middle,R,6,early,R,4,early,True,True,True,False,False,False,False,False,False,False,False
2019-07-01,257,12.45,13.26,97.3653414302432,D,-845.5558790499996,-6.791613486345379,773.6345340500022,6.213932000401624,,U,10,late,R,6,early,R,4,early,True,False,False,False,False,True,False,False,False,False,False
2019-07-02,258,13.5,13.3,97.6590528674385,C,162.8387510000022,1.2062129703703866,-236.961350999996,-1.755269266666637,,U,10,late,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-07-03,259,13.29,13.41,98.46675931972558,C,-156.90035559999853,-1.180589583145211,82.97970560000327,0.6243770173062699,,U,10,late,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,True
2019-07-04,260,13.37,13.26,97.3653414302432,C,73.05538555000132,0.5464127565445125,-146.83467054999687,-1.098239869483896,,D,11,early,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-07-05,261,13.27,13.15,96.55763497795613,C,83.26243559999905,0.6274486480783651,-156.61762559999733,-1.1802383240391658,,D,11,early,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-07-08,262,13.08,12.68,93.10652559091128,C,363.7889420000008,2.781261024464838,-435.8112619999992,-3.3318903822629906,,D,11,early,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-07-09,263,12.61,12.71,93.32680916880776,C,-135.51689549999986,-1.0746779976209346,64.38315550000378,0.5105722085646612,,D,11,early,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,True
2019-07-10,264,12.8,12.73,93.4736648874054,C,34.1861003500024,0.2670789089843937,-105.7439353499976,-0.8261244949218561,,D,11,early,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-07-11,265,12.84,12.79,93.91423204319834,C,14.095120250003127,0.1097750798286847,-85.8549052499987,-0.6686519100467189,,D,11,middle,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-07-12,266,12.74,12.77,93.76737632460068,C,-65.74373014999921,-0.5160418379120817,-5.773714849999202,-0.0453195828100408,,D,11,middle,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-07-15,267,12.65,12.76,93.69394846530189,C,-145.6027755499981,-1.1510100833991943,74.28728055000008,0.5872512296442693,,D,11,middle,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-07-16,268,12.68,12.66,92.9596698723136,C,-15.597059900000072,-0.1230052042586756,-55.57707010000007,-0.4383049692429028,,D,11,middle,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-07-17,269,12.68,12.81,94.061087761796,C,-165.673560649999,-1.3065738221608751,94.196505650001,0.742874650236601,,D,11,late,R,6,early,R,4,early,False,False,False,True,False,False,False,False,True,False,False
2019-07-18,270,12.71,12.36,90.75683409334884,C,314.51065675000376,2.474513428402862,-385.1395217499981,-3.0302086683713454,,D,11,late,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-07-19,271,12.35,12.46,91.49111268633708,R,-144.99692554999882,-1.1740641744939175,74.89313055000298,0.6064221097166234,,D,11,late,R,6,early,R,4,early,False,True,False,True,False,False,True,False,True,False,False
2019-07-22,272,12.52,12.25,89.94912764106175,R,234.8535613500016,1.875827167332281,-304.8765763499966,-2.4351164245207397,,D,11,late,R,6,early,R,4,early,False,True,False,True,False,False,True,False,True,False,False
2019-07-23,273,12.24,12.43,91.2708291084406,R,-224.8155809499973,-1.8367286025326577,154.99451595000087,1.2662950649509876,,U,12,early,R,6,early,R,4,early,False,True,False,True,False,False,True,False,True,False,False
2019-07-24,274,12.5,13.06,95.89678424426666,R,-595.5293528000007,-4.764234822400005,523.9109328000012,4.19128746240001,,U,12,early,R,6,early,R,4,early,False,True,False,True,False,False,True,False,True,False,False
2019-07-25,275,13.06,13.41,98.46675931972555,C,-386.5531717499969,-2.9598252048238662,313.09700675000124,2.3973737117151703,,U,12,early,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-07-26,276,13.37,13.25,97.29191357094436,C,83.0604856000005,0.6212452176514622,-156.81957559999768,-1.1729212834704388,,U,12,middle,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-07-29,277,13.3,13.31,97.73248072673732,U,-46.864450049996655,-0.3523642860902004,-26.874444949998477,-0.2020634958646501,,U,12,middle,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-07-30,278,13.32,13.39,98.3199036011279,U,-106.93544034999957,-0.802818621246243,32.99459535000226,0.2477071722973142,,U,12,late,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-07-31,279,13.3,13.67,100.37588366149504,U,-407.04805184999697,-3.0605116680450903,332.58213685000123,2.5006175703007614,,U,12,late,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-08-01,280,13.55,13.42,98.5401871790244,U,92.70207565000304,0.6841481597786204,-167.16799065000058,-1.2337121081180855,,D,13,early,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-08-02,281,12.95,12.89,94.6485106361866,U,23.878075299999928,0.1843866818532813,-96.06195529999826,-0.7417911606177472,,D,13,early,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-08-05,282,12.75,12.62,92.6659584351183,R,94.31767565000416,0.739746475686307,-165.55239064999768,-1.29845012274508,,D,13,middle,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-08-06,283,12.33,12.33,90.53655051545236,R,-34.90043499999811,-0.2830530008110147,-34.90043499999811,-0.2830530008110147,,D,13,middle,R,6,early,R,4,early,False,True,False,False,False,False,False,False,False,False,False
2019-08-07,284,12.38,12.24,89.87569978176293,R,105.06999070000232,0.8487075177706165,-174.7900806999995,-1.411874642164778,,D,13,late,R,6,early,R,4,early,False,True,True,True,False,False,False,False,False,False,False
2019-08-08,285,12.3,12.35,90.68340623405,R,-84.86535024999891,-0.6899621971544627,15.084675249999272,0.1226396361788558,,U,14,early,R,6,early,R,4,early,False,True,True,True,True,False,False,False,False,False,True
2019-08-09,286,12.45,12.29,90.24283907825703,R,124.938825800001,1.0035247052208918,-194.90125579999895,-1.565471934136538,,U,14,early,R,6,early,R,4,early,False,True,True,True,True,False,True,True,True,True,False
2019-08-12,287,12.29,12.86,94.42822705829012,R,-605.1103578499989,-4.923599331570373,534.3199328500011,4.347599128152979,,U,14,early,R,6,early,R,4,early,False,True,True,True,True,False,True,True,True,True,False
2019-08-13,288,12.67,13.49,99.05418219411618,R,-856.0052691,-6.756158398579322,783.1751491000019,6.18133503630625,,U,14,early,R,6,early,R,4,early,False,True,True,False,False,False,False,False,False,False,False
2019-08-14,289,13.82,13.69,100.52273938009267,R,92.15681065000264,0.6668365459479206,-167.7132556499992,-1.2135546718523822,,U,14,early,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-08-15,290,13.34,14.29,104.92841093802224,U,-987.4246347499986,-7.40198376874062,911.6258497499996,6.83377698463268,,U,14,early,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,True
2019-08-16,291,14.25,14.36,105.442405953114,U,-148.83397554999848,-1.0444489512280597,71.05608055000152,0.4986391617543966,,U,14,early,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-08-19,292,14.78,15.09,110.80263968192833,U,-350.0063115499977,-2.368107655953976,269.68384655000415,1.8246539008795952,,U,14,early,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-08-20,293,15.0,14.77,108.45294818436588,U,189.82480115000345,1.2654986743333565,-269.9453161499984,-1.7996354409999893,,U,14,early,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-08-21,294,14.78,15.15,111.24320683772126,U,-410.0369118499983,-2.774268686400529,329.59327685000346,2.229995107239536,,U,14,early,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-08-22,295,15.13,14.82,108.82008748086,U,269.6030665500033,1.7819105522141658,-350.08709154999855,-2.313860486120281,,U,14,early,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-08-23,296,14.91,14.95,109.77464965174477,U,-80.13114519999665,-0.5374322280348535,-0.1711247999984735,-0.0011477183098489,,U,14,middle,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-08-26,297,14.48,14.23,104.48784378222928,U,210.88514125000043,1.4563890970303897,-288.86498624999774,-1.994923938190592,,U,14,middle,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-08-27,298,14.4,14.4,105.7361173903093,U,-39.08079999999782,-0.2713944444444293,-39.08079999999782,-0.2713944444444293,,U,14,middle,R,6,early,R,4,early,False,False,False,False,False,False,False,False,False,False,False
2019-08-28,299,14.4,14.08,103.38642589274689,U,281.0824016000002,1.9519611222222235,-358.597761599998,-2.4902622333333198,,U,14,middle,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-08-29,300,14.18,14.37,105.5158338124128,U,-228.73341094999964,-1.6130705990832133,151.0766859499985,1.0654209164315835,,U,14,middle,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-08-30,301,14.47,14.21,104.3409880636316,U,220.9104363000017,1.526678896337261,-298.8296962999983,-2.0651672170006794,,U,14,middle,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-09-02,302,14.12,14.52,106.6172517018952,U,-438.7193419999979,-3.107077492917832,360.8808620000039,2.5558134702549853,,U,14,middle,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-09-03,303,14.53,15.01,110.21521680753769,U,-519.5881373999968,-3.575967910529916,439.9321074000032,3.027750222986946,,U,14,middle,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-09-04,304,14.9,15.13,111.0963511191236,U,-270.20785114999944,-1.8134755110738217,189.5622661500024,1.2722299741610898,,U,14,middle,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-09-05,305,15.21,15.2,111.61034613421536,U,-30.71149494999629,-0.2019164690992524,-50.70150004999993,-0.3333431955950028,,U,14,middle,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-09-06,306,15.39,15.31,112.41805258650244,U,38.96069539999964,0.2531559155295623,-120.95934539999854,-0.7859606588693863,,U,14,middle,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-09-09,307,15.52,15.36,112.7851918829966,U,118.73896080000132,0.7650706237113487,-201.1011207999969,-1.2957546443298766,,U,14,late,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-09-10,308,15.28,15.1,110.8760675412271,U,139.23384090000314,0.9112162362565652,-220.58625089999688,-1.4436272964659482,,U,14,late,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-09-11,309,15.18,15.21,111.6837739935142,U,-70.67131014999971,-0.4655554028326726,-10.701294849997891,-0.0704960135045974,,U,14,late,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-09-12,310,15.27,15.31,112.41805258650244,U,-80.85816519999906,-0.5295230203012381,-0.8981447999972367,-0.0058817603143237,,U,14,late,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-09-16,311,15.06,14.88,109.26065463665292,U,139.67813090000067,0.9274776288180656,-220.1419608999975,-1.4617660086321216,,U,14,late,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-09-17,312,14.41,14.17,104.04727662643629,U,201.0214062000028,1.3950132283136902,-278.73871620000085,-1.9343422359472648,,U,14,late,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-09-18,313,14.17,14.36,105.44240595311398,R,-228.71321595000123,-1.614066449894151,151.09688095000058,1.0663153207480631,,U,14,late,R,6,middle,R,4,middle,False,False,False,True,False,False,False,False,True,False,False
2019-09-19,314,14.45,14.49,106.39696812399872,R,-79.20217519999935,-0.5481119391003415,0.7578452000024711,0.0052446034602247,,U,14,late,R,6,middle,R,4,middle,False,False,False,True,False,False,False,False,True,False,False
2019-09-20,315,14.47,14.49,106.39696812399872,R,-59.23236509999774,-0.4093459923980493,-19.252354899999567,-0.1330501375259127,,U,14,late,R,6,middle,R,4,middle,False,False,False,True,False,False,False,False,True,False,False
2019-09-23,316,14.33,14.21,104.3409880636316,R,81.12176560000138,0.5660974570830523,-158.7582955999968,-1.1078736608513386,,U,14,late,R,6,middle,R,4,middle,False,False,False,True,False,False,False,False,True,False,False
2019-09-24,317,14.27,15.59,114.4740326468696,R,-1359.4914716000003,-9.526919913104416,1279.1892015999997,8.964185014716186,,U,14,late,R,6,middle,R,4,middle,False,False,False,True,False,False,False,False,True,False,False
2019-09-25,318,15.48,15.34,112.63833616439894,R,98.80954070000378,0.6383045264858126,-181.05053069999803,-1.1695770717054137,,D,15,early,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-09-26,319,15.75,15.03,110.36207252613532,U,678.5600786000024,4.308317959365095,-760.7202885999994,-4.829970086349203,,D,15,early,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-09-27,320,15.0,15.07,110.65578396333063,U,-110.32820034999804,-0.7355213356666536,29.601835350003785,0.1973455690000252,,D,15,middle,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-09-30,321,15.0,14.4,105.7361173903093,U,560.0135030000029,3.733423353333352,-639.3868029999971,-4.262578686666648,,D,15,middle,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-10-08,322,14.53,14.6,107.20467457628584,R,-109.37903534999867,-0.7527806975223584,30.55100035000313,0.2102615302821963,,D,15,late,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-10-09,323,14.33,14.23,104.48784378222926,R,61.11156550000116,0.4264589357990311,-138.78848549999702,-0.968516995812959,,D,15,late,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-10-10,324,14.17,14.64,107.49838601348114,R,-508.8560173500007,-3.5910798683839147,430.6742223500012,3.0393381958362817,,U,16,early,R,6,middle,R,4,middle,False,True,False,False,False,False,True,False,False,False,False
2019-10-11,325,14.71,14.82,108.82008748086,R,-149.76294554999578,-1.0181029609109162,70.1271105500024,0.476730867097229,,U,16,early,R,6,middle,R,4,middle,False,True,False,False,False,False,False,False,False,False,False
2019-10-14,326,15.15,15.2,111.6103461342154,R,-90.62092524999564,-0.5981579224422154,9.329100250002549,0.061578219471964,,U,16,early,R,6,middle,R,4,middle,False,True,False,False,False,False,False,False,False,False,False
2019-10-15,327,15.2,14.91,109.48093821454944,R,249.45150145000332,1.64112829901318,-330.25864644999484,-2.1727542529604924,,U,16,early,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-10-16,328,15.0,14.77,108.45294818436588,R,189.82480115000345,1.2654986743333565,-269.9453161499984,-1.7996354409999893,,U,16,early,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-10-17,329,14.78,15.21,111.68377399351424,R,-470.0675121500008,-3.1804297168470965,389.5027071500028,2.635336313599478,,U,16,early,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-10-18,330,15.26,15.23,111.8306297121119,R,-10.802269849998982,-0.0707881379423262,-70.77228514999898,-0.4637764426605438,,U,16,early,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-10-21,331,15.19,15.28,112.19776900860604,R,-130.72210544999697,-0.8605800227122906,49.187940450003055,0.3238179094799411,,U,16,early,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-10-22,332,15.33,15.81,116.08944555144384,R,-521.2037373999979,-3.399893916503573,438.3165074000021,2.859207484670595,,U,16,early,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-10-23,333,15.65,16.11,118.29228133040858,U,-501.83977729999737,-3.206643944408929,417.7004573000008,2.66901250670927,,U,16,early,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-10-24,334,16.08,16.19,118.87970420479922,U,-152.52966055000203,-0.9485675407338436,67.36039555000524,0.4189079325249082,,U,16,early,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-10-25,335,16.1,15.88,116.60344056653562,U,177.59825110000023,1.1030947273291938,-262.1818611000016,-1.628458764596283,,U,16,early,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-10-28,336,16.06,16.01,117.55800273742037,U,7.5923302499983265,0.0472747836238999,-92.35769524999624,-0.5750790488791796,,U,16,early,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-10-29,337,15.85,15.7,115.28173909915674,U,108.06742575000216,0.681813411671938,-191.78265074999783,-1.2099851782334248,,U,16,early,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-10-30,338,15.51,15.77,115.79573411424852,U,-301.4550462999994,-1.9436173197936777,218.2850863000006,1.4073828903932983,,U,16,early,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,True
2019-10-31,339,15.7,15.35,112.71176402369782,U,308.4723517500004,1.96479204936306,-391.17782674999785,-2.4915785143311964,,U,16,early,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-11-01,340,15.4,15.59,114.47403264686965,U,-231.19720094999897,-1.501280525649344,148.6128959499992,0.9650188048701248,,U,16,middle,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-11-04,341,15.46,15.78,115.86916197354734,U,-361.3846715999972,-2.3375463880983,278.2954915999992,1.8001002043984424,,U,16,middle,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
2019-11-05,342,15.81,15.9,116.75029628513325,U,-131.97419544999775,-0.8347513943706373,47.935850450002256,0.3031995600885658,,U,16,middle,R,6,middle,R,4,middle,False,False,False,False,False,False,False,False,False,False,False
