scale,window,label,n,overnight_log_pct,intraday_log_pct,total_log_pct,linked_overnight_pct,linked_intraday_pct,linked_total_pct,raw_overnight_log_pct,action_adjustment_log_pct,gross_rt_cash,rt_cash,rt_mean_pct,pt_cash,pt_mean_pct,cost_cash
0.12,primary,EDGE,24,-2.836694554157462,-4.836862231651787,-7.673556785809275,-2.7968381317061133,-4.721749455793637,-7.386527898236511,-2.836694554157462,0.0,3349.9999999999936,598.9410315451714,-0.0011961027463902318,-6099.385293044845,-0.35659563743313677,2751.058968454823
0.12,2020,U,43,-0.8925018132288286,4.840873153547457,3.948371340318645,-0.8885308382515098,4.959957210733248,4.027355623100312,-0.8925018132288286,0.0,-670.0000000000052,-2303.9435083499448,-0.3971690395575272,-964.6131666499351,-0.15139469312628837,1633.943508349939
0.12,2020,D,37,-34.5873359551417,-16.415322302144148,-51.0026582572858,-29.23979075210405,-15.138801497423582,-39.95203836930456,-34.5873359551417,0.0,2139.9999999999864,464.3133507000489,0.13605700932932085,-3813.5477406999307,-0.6550498113498575,1675.6866492999372
0.12,2020,R,163,7.292766139536513,12.22481827823006,19.51758441776656,7.565272288321312,13.003452209292135,21.552471064128113,5.969995529781394,-1.3227706097551202,-2489.9999999999873,-8942.260702449688,-0.368113691568804,-3964.7494325497246,-0.17366116408540316,6452.260702449699
0.12,2020,EDGE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
0.12,2021,U,11,-2.29021418737832,17.129695839241542,14.839481651863206,-2.2641878471849477,18.684313972725608,15.997078159240314,-2.29021418737832,0.0,-2529.9999999999995,-2960.3107276499827,-1.862085925870347,2097.160562650014,1.315442648492606,430.31072764998316
0.12,2021,D,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
0.12,2021,R,232,-6.132312729057002,-20.377022322989514,-26.509335052046502,-5.948071677739093,-18.43502329741331,-23.286566575614348,-8.307257095189048,-2.1749443661320447,2839.999999999999,-5391.30427079967,-0.20536674218361475,-11068.465719199683,-0.3579937373145698,8231.304270799672
0.12,2021,EDGE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
0.12,2022,U,59,-0.22681271625882232,12.005116281897122,11.778303565638323,-0.22655569057657268,12.755453897239589,12.499999999999975,-0.22681271625882232,0.0,-999.9999999999941,-2649.939704999943,-0.525839571039731,-650.9391949999441,-0.10393482850755109,1649.9397049999495
0.12,2022,D,36,-4.031788297926626,-14.384022162198926,-18.4158104601256,-3.951593091849668,-13.397389074760154,-16.819571865443418,-4.031788297926626,0.0,1259.9999999999961,232.14771630002963,0.07863934656086509,-2286.5929262999593,-0.6996222041582448,1027.8522836999664
0.12,2022,R,147,-6.9655840745466495,-7.32806949000164,-14.293653564548222,-6.728523290675683,-7.0660067568221505,-13.319092137144278,-12.153469315991575,-5.187885241444926,930.0,-3568.5131603498194,-0.2593885792544681,-5427.583634649838,-0.34169431096152014,4498.5131603498185
