candidate,mode,execution,date,buy_base,exit_at,reason,same_bar_ambiguous,rt_cash,baseline_cash,delta_cash
UR_VOL_frozen,stop2,bar_touch_gap_aware,2024-02-21,17.55,15:00,close,False,143.14663340000058,143.14663340000058,0.0
UR_VOL_frozen,stop2,bar_touch_gap_aware,2024-02-28,18.2,15:00,close,False,811.4822667500036,811.4822667500036,0.0
UR_VOL_frozen,stop2,bar_touch_gap_aware,2024-03-14,22.85,15:00,close,False,-124.64550789999768,-124.64550789999768,0.0
UR_VOL_frozen,stop2,bar_touch_gap_aware,2024-03-15,22.939799999999998,2024-03-15 09:55:00,stop,False,-494.2085777489947,-634.4800804499962,140.2715027010015
UR_VOL_frozen,stop2,bar_touch_gap_aware,2024-04-29,24.52,15:00,close,False,192.49339120000423,192.49339120000425,-2.842170943040401e-14
UR_VOL_frozen,stop2,bar_touch_gap_aware,2024-06-07,24.53,15:00,close,False,1271.3876691000014,1271.3876691000014,0.0
UR_VOL_frozen,stop2,bar_touch_gap_aware,2024-06-11,24.990000000000002,2024-06-11 09:40:00,stop,False,-537.4837774499954,242.9140264500041,-780.3978038999994
UR_VOL_frozen,stop2,bar_touch_gap_aware,2024-11-11,25.806,2024-11-11 09:40:00,stop,False,-554.7077375299963,-1759.3217835499988,1204.6140460200027
UR_VOL_frozen,stop2,bar_touch_gap_aware,2024-11-12,25.72,15:00,close,False,1239.6094589500058,1239.6094589500058,0.0
UR_VOL_frozen,stop2,bar_touch_gap_aware,2025-06-06,20.31,15:00,close,False,148.9420259500048,148.9420259500048,0.0
UR_VOL_frozen,stop2,bar_touch_gap_aware,2025-07-04,23.7762,2025-07-04 09:35:00,stop,False,-511.8631368309997,-545.6803749999976,33.81723816899796
UR_VOL_frozen,stop2,bar_touch_gap_aware,2025-07-07,24.276,2025-07-07 09:35:00,stop,False,-522.4128123799968,-226.26185089999575,-296.15096148000106
UR_VOL_frozen,stop2,bar_touch_gap_aware,2025-07-09,26.6,15:00,close,False,349.17075200000437,349.1707520000044,-5.684341886080802e-14
UR_VOL_frozen,stop2,bar_touch_gap_aware,2025-07-10,26.16,15:00,close,False,689.4961287000011,689.4961287000011,0.0
UR_VOL_frozen,stop2,bar_touch_gap_aware,2025-07-16,26.73,15:00,close,False,209.11454879999943,209.11454879999943,0.0
UR_VOL_frozen,stop2,bar_touch_gap_aware,2025-08-01,33.0,15:00,close,False,938.8385050000072,938.8385050000072,0.0
UR_VOL_frozen,stop2,bar_touch_gap_aware,2025-11-25,57.4872,2025-11-25 09:55:00,stop,False,-1228.842974827439,-351.0767661749933,-877.7662086524458
UR_VOL_frozen,stop2,bar_touch_gap_aware,2025-11-27,61.220400000000005,2025-11-27 09:35:00,stop,False,-1308.643636429079,-357.6301791749895,-951.0134572540894
UR_VOL_frozen,stop2,bar_touch_gap_aware,2026-04-23,68.31960000000001,2026-04-23 09:50:00,stop,False,-1460.3957142289105,-1060.5377833379823,-399.8579308909282
UR_VOL_frozen,stop2,bar_touch_gap_aware,2026-04-24,65.01,15:00,close,False,1441.810023911992,1441.810023911992,0.0
UR_VOL_frozen,stop2,bar_touch_gap_aware,2026-05-14,68.6,15:00,close,False,5270.984852580012,5270.984852580012,0.0
UR_VOL_frozen,stop2,bar_touch_gap_aware,2026-05-15,70.89,2026-05-15 10:20:00,stop,False,-1515.3404320529924,1756.7702636759875,-3272.11069572898
UR_VOL_frozen,stop2,bar_touch_gap_aware,2026-06-22,78.88,15:00,close,False,-940.322522159996,-940.322522159996,0.0
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2024-02-21,17.55,15:00,close,False,143.14663340000058,143.14663340000058,0.0
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2024-02-28,18.2,15:00,close,False,811.4822667500036,811.4822667500036,0.0
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2024-03-14,22.85,15:00,close,False,-124.64550789999768,-124.64550789999768,0.0
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2024-03-15,22.97,2024-03-15 10:00:00,stop,False,-524.4239798999996,-634.4800804499962,110.05610054999659
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2024-04-29,24.52,15:00,close,False,192.49339120000423,192.49339120000425,-2.842170943040401e-14
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2024-06-07,24.53,15:00,close,False,1271.3876691000014,1271.3876691000014,0.0
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2024-06-11,24.93,2024-06-11 09:45:00,stop,False,-477.4531771499965,242.9140264500041,-720.3672036000006
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2024-11-11,25.89,2024-11-11 09:45:00,stop,False,-638.7505779499975,-1759.3217835499988,1120.5712056000013
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2024-11-12,25.72,15:00,close,False,1239.6094589500058,1239.6094589500058,0.0
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2025-06-06,20.31,15:00,close,False,148.9420259500048,148.9420259500048,0.0
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2025-07-04,24.17,2025-07-04 09:40:00,stop,False,-905.863976799998,-545.6803749999976,-360.18360180000036
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2025-07-07,24.15,2025-07-07 09:40:00,stop,False,-396.3485517499949,-226.26185089999575,-170.08670084999915
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2025-07-09,26.6,15:00,close,False,349.17075200000437,349.1707520000044,-5.684341886080802e-14
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2025-07-10,26.16,15:00,close,False,689.4961287000011,689.4961287000011,0.0
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2025-07-16,26.73,15:00,close,False,209.11454879999943,209.11454879999943,0.0
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2025-08-01,33.0,15:00,close,False,938.8385050000072,938.8385050000072,0.0
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2025-11-25,57.59,2025-11-25 10:00:00,stop,False,-1331.7093294209985,-351.0767661749933,-980.6325632460052
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2025-11-27,62.22,2025-11-27 09:40:00,stop,False,-2308.8888509399953,-357.6301791749895,-1951.2586717650058
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2026-04-23,67.84,2026-04-23 09:55:00,stop,False,-980.486145521989,-1060.5377833379823,80.05163781599333
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2026-04-24,65.01,15:00,close,False,1441.810023911992,1441.810023911992,0.0
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2026-05-14,68.6,15:00,close,False,5270.984852580012,5270.984852580012,0.0
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2026-05-15,71.13,2026-05-15 10:25:00,stop,False,-1755.4953455009877,1756.7702636759875,-3512.265609176975
UR_VOL_frozen,stop2,confirm_bar_then_next_open,2026-06-22,78.88,15:00,close,False,-940.322522159996,-940.322522159996,0.0
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2024-02-21,17.5527,2024-02-21 09:50:00,tp,False,140.44525638650123,143.14663340000058,-2.7013770134993536
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2024-02-28,18.8595,2024-02-28 10:10:00,tp,False,151.64591845250285,811.4822667500036,-659.8363482975008
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2024-03-14,22.5423,2024-03-14 09:40:00,tp,False,183.21142063850183,-124.64550789999768,307.8569285384995
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2024-03-15,22.939799999999998,2024-03-15 09:55:00,stop,False,-494.2085777489947,-634.4800804499962,140.2715027010015
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2024-04-29,24.512400000000003,2024-04-29 09:35:00,tp,False,200.09726723800136,192.49339120000425,7.603876037997111
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2024-06-07,25.5915,2024-06-07 09:50:00,tp,False,209.34629879250323,1271.3876691000014,-1062.0413703074983
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2024-06-11,24.990000000000002,2024-06-11 09:40:00,stop,False,-537.4837774499954,242.9140264500041,-780.3978038999994
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2024-11-11,25.806,2024-11-11 09:40:00,stop,False,-554.7077375299963,-1759.3217835499988,1204.6140460200027
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2024-11-12,26.739900000000002,2024-11-12 09:35:00,tp,False,219.18930485050092,1239.6094589500058,-1020.4201540995049
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2025-06-06,20.294999999999998,2025-06-06 09:40:00,tp,False,163.94967602500452,148.9420259500048,15.00765007499973
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2025-07-04,23.7762,2025-07-04 09:35:00,stop,False,-511.8631368309997,-545.6803749999976,33.81723816899796
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2025-07-07,24.276,2025-07-07 09:35:00,stop,False,-522.4128123799968,-226.26185089999575,-296.15096148000106
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2025-07-09,26.73,2025-07-09 09:35:00,tp,False,219.10445135000202,349.1707520000044,-130.0663006500024
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2025-07-10,26.630999999999997,2025-07-10 09:35:00,tp,False,218.25591634500594,689.4961287000011,-471.24021235499515
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2025-07-16,26.7201,2025-07-16 13:50:00,tp,False,219.01959784950316,209.11454879999943,9.90504904950373
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2025-08-01,33.66,2025-08-01 09:35:00,tp,False,278.5019017000128,938.8385050000072,-660.3366032999944
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2025-11-25,57.4872,2025-11-25 09:55:00,stop,False,-1228.842974827439,-351.0767661749933,-877.7662086524458
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2025-11-27,61.220400000000005,2025-11-27 09:35:00,stop,False,-1308.643636429079,-357.6301791749895,-951.0134572540894
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2026-04-23,68.31960000000001,2026-04-23 09:50:00,stop,False,-1460.3957142289105,-1060.5377833379823,-399.8579308909282
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2026-04-24,65.90429999999999,2026-04-24 09:40:00,tp,False,546.9327776764007,1441.810023911992,-894.8772462355912
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2026-05-14,73.26,2026-05-14 09:35:00,tp,False,607.9769497980099,5270.984852580012,-4663.007902782002
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2026-05-15,68.80499999999999,2026-05-15 09:50:00,tp,False,571.0053785265035,1756.7702636759875,-1185.7648851494841
UR_VOL_frozen,stop2_tp1,bar_touch_gap_aware,2026-06-22,77.2992,2026-06-22 09:40:00,tp,False,641.4978410841504,-940.322522159996,1581.8203632441464
UR_VOL_frozen,stop2_tp1,confirm_bar_then_next_open,2024-02-21,17.58,2024-02-21 09:55:00,tp,False,113.1313332500048,143.14663340000058,-30.01530014999578
UR_VOL_frozen,stop2_tp1,confirm_bar_then_next_open,2024-02-28,18.85,2024-02-28 10:15:00,tp,False,161.15076349999927,811.4822667500036,-650.3315032500044
UR_VOL_frozen,stop2_tp1,confirm_bar_then_next_open,2024-03-14,22.94,2024-03-14 09:45:00,tp,False,-214.69140834999956,-124.64550789999768,-90.04590045000188
UR_VOL_frozen,stop2_tp1,confirm_bar_then_next_open,2024-03-15,22.97,2024-03-15 10:00:00,stop,False,-524.4239798999996,-634.4800804499962,110.05610054999659
UR_VOL_frozen,stop2_tp1,confirm_bar_then_next_open,2024-04-29,24.47,2024-04-29 09:40:00,tp,False,242.51889145000567,192.49339120000425,50.025500250001414
UR_VOL_frozen,stop2_tp1,confirm_bar_then_next_open,2024-06-07,25.51,2024-06-07 09:55:00,tp,False,290.8878641999997,1271.3876691000014,-980.4998049000017
UR_VOL_frozen,stop2_tp1,confirm_bar_then_next_open,2024-06-11,24.93,2024-06-11 09:45:00,stop,False,-477.4531771499965,242.9140264500041,-720.3672036000006
UR_VOL_frozen,stop2_tp1,confirm_bar_then_next_open,2024-11-11,25.89,2024-11-11 09:45:00,stop,False,-638.7505779499975,-1759.3217835499988,1120.5712056000013
UR_VOL_frozen,stop2_tp1,confirm_bar_then_next_open,2024-11-12,26.37,2024-11-12 09:40:00,tp,False,589.2779557000013,1239.6094589500058,-650.3315032500045
UR_VOL_frozen,stop2_tp1,confirm_bar_then_next_open,2025-06-06,20.39,2025-06-06 09:45:00,tp,False,68.90122555000029,148.9420259500048,-80.0408004000045
UR_VOL_frozen,stop2_tp1,confirm_bar_then_next_open,2025-07-04,24.17,2025-07-04 09:40:00,stop,False,-905.863976799998,-545.6803749999976,-360.18360180000036
UR_VOL_frozen,stop2_tp1,confirm_bar_then_next_open,2025-07-07,24.15,2025-07-07 09:40:00,stop,False,-396.3485517499949,-226.26185089999575,-170.08670084999915
UR_VOL_frozen,stop2_tp1,confirm_bar_then_next_open,2025-07-09,26.74,2025-07-09 09:40:00,tp,False,209.0993513000083,349.1707520000044,-140.07140069999613
UR_VOL_frozen,stop2_tp1,confirm_bar_then_next_open,2025-07-10,26.38,2025-07-10 09:40:00,tp,False,469.38392760000056,689.4961287000011,-220.11220110000056
