id,window,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters
U__gapup_weak,2026_ytd,5,-1.4789673675943242,-2.0587707796515757,40.0,-5199.481160738999,0.3664977528463002,0.3714769081936099,-6.863366757636006,-5199.481160738999,3
R__failed_breakout,primary,1,-6.953841041699601,-6.953841041699601,0.0,-1759.3217835499988,0.0,0.0,-6.953841041699601,-1759.3217835499988,1
R__failed_breakout,2023,3,-0.7701865906146955,-0.3069920168067082,33.33333333333333,-381.4745862999951,0.03115874183278785,0.03407536963949899,-2.0778772818181728,-381.4745862999951,2
R__failed_breakout,early,2,-0.7944772424143085,-0.7944772424143085,0.0,-208.74135069999826,0.0,0.0,-1.1834938027330002,-208.74135069999826,2
R__failed_breakout,2024,1,-6.953841041699601,-6.953841041699601,0.0,-1759.3217835499988,0.0,0.0,-6.953841041699601,-1759.3217835499988,1
R__failed_breakout,2025,0,,,,0.0,,,,0.0,0
R__failed_breakout,2026_ytd,0,,,,0.0,,,,0.0,0
R__failed_rebound,primary,17,0.04176563418132305,0.0564858345833436,52.94117647058824,1279.3489320590866,1.049112413825643,1.2345179836789886,-3.356925709556595,-2989.402295900978,13
R__failed_rebound,2023,3,-0.8214320222604062,0.8198691542553193,66.66666666666666,-154.15885999999415,0.5057072234216972,0.7917747383768123,-4.985498845117839,-740.3465784999989,2
R__failed_rebound,early,20,-0.6023710512288681,-0.4892549143866987,25.0,-1769.169390049969,0.2590836904726052,0.2669680313981649,-3.5332535679800148,-1769.169390049969,15
R__failed_rebound,2024,7,0.019593529766471107,0.5408632928716941,71.42857142857143,92.29228455001896,1.0249711315691639,1.0751585958567103,-3.033222092654406,-838.7145555499851,6
R__failed_rebound,2025,8,-0.4816337582222587,-0.37694683095360315,25.0,-1640.3949797259486,0.5701819212530717,0.6119484326658383,-3.356925709556595,-2989.402295900978,5
R__failed_rebound,2026_ytd,2,2.2129655692476318,2.2129655692476318,100.0,2827.4516272350165,,,1.203098007723434,0.0,2
R__distribution3,primary,8,-1.2417843538149766,-0.6093850016064775,37.5,-4931.360725923958,0.31420078897461956,0.18432775431533033,-6.728208157067416,-4950.793613673962,5
R__distribution3,2023,6,0.24811837231262882,0.44313370526497736,66.66666666666666,282.8808976500186,1.6633293831364437,1.6873363311447946,-1.7200064321953483,-362.749356549999,2
R__distribution3,early,21,-0.5765572093562303,-0.7992313458955186,33.33333333333333,-1556.8155439499715,0.4947040157924304,0.5271661196276279,-5.239305675682906,-1947.453281399978,11
R__distribution3,2024,5,-0.39745933404788836,0.1434161457564871,60.0,-501.28184889998715,0.6960721479196518,0.6897401059855583,-4.630043570564496,-1353.4737410499943,4
R__distribution3,2025,3,-2.648992720093457,-0.6229183218151051,0.0,-4430.078877023971,0.0,0.0,-6.728208157067416,-4430.078877023971,1
R__distribution3,2026_ytd,0,,,,0.0,,,,0.0,0
R__relative_weak,primary,27,-0.7053966315208213,-0.6229183218151051,37.03703703703704,-9807.297299588867,0.48464578484422494,0.4399345049275131,-8.628950102799992,-12743.023436177895,17
R__relative_weak,2023,11,0.5157513169604493,0.1208500021505501,54.54545454545454,1542.5956750000191,1.7590304770610201,2.3103659903547884,-5.077053567829451,-916.915874349999,7
R__relative_weak,early,53,-0.11995986807572231,-0.2018946849240797,49.056603773584904,-706.1104736999199,0.8577959800278356,0.8838844588928777,-4.325499369576979,-3115.921978799948,32
R__relative_weak,2024,13,-0.2651459907428305,0.5113653349907908,53.84615384615385,-862.2733337999593,0.7365442430471973,0.7226005872459017,-5.322547377045629,-2009.4469856499747,7
R__relative_weak,2025,8,-0.9522160043501697,-0.6245222543909573,12.5,-3088.729851383954,0.21992682568503258,0.3139051563760457,-3.356925709556595,-3088.729851383954,5
R__relative_weak,2026_ytd,6,-1.3301805227673362,-0.7869615077400642,33.33333333333333,-5856.294114404952,0.43427610995197796,0.4084949100328918,-8.628950102799992,-8929.06650630899,5
R__gapdown_red,primary,18,-0.20769630526854757,-0.626400186944445,44.44444444444444,269.58799211407745,0.8235068716792574,1.0303052240573014,-3.4166588620090423,-3280.5731393549804,13
R__gapdown_red,2023,8,-0.5221423604555867,-0.6244193055188643,50.0,-738.7042217499921,0.5043001327132605,0.5388920237856825,-3.1055201077225902,-936.4549938999976,5
R__gapdown_red,early,14,0.9195455013718716,0.5216334510841838,64.28571428571429,2030.0330179500233,6.777169189770781,7.566622449464947,-0.7165025371050655,-97.5159952999993,13
R__gapdown_red,2024,7,-0.16611693689667792,0.5192480643606047,57.14285714285714,-186.7714943499742,0.8241125886441866,0.8740039384167034,-2.5705926589443915,-844.3386837999956,5
