candidate,tag,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters
UR_VOL_frozen,gap_negative,12,0.5110259920734885,0.7910774525638483,66.66666666666666,2462.9264765620246,1.5439775447537332,1.8973360296612747,-6.953841041699601,-1836.6416084999898,9
UR_VOL_frozen,gap_nonnegative,11,1.1387779936796842,0.777436959612295,54.54545454545454,6243.277221258056,2.973490439928965,2.917911611910552,-2.34097114972114,-1769.244728687965,7
UR_VOL_frozen,clv_lt04,5,0.9824132062417622,0.9914858222449148,60.0,2213.458144751002,5.197165286731339,5.6528368869313885,-0.6229183218151051,-351.0767661749933,5
UR_VOL_frozen,clv_ge04,18,0.7637113224527543,0.7761111230073321,61.111111111111114,6492.745553069079,1.8356627888806292,2.1753203933363006,-6.953841041699601,-1759.3217835499988,12
UR_VOL_frozen,year2024,9,0.6690442509096531,0.8073696187253275,66.66666666666666,1382.586073950027,1.5833321777068057,1.5489835084014334,-6.953841041699601,-1759.3217835499988,5
UR_VOL_frozen,year2025,9,0.40095643536521686,0.7265464680488039,55.55555555555556,854.9127892000408,1.800060074057188,1.57739051613308,-2.34097114972114,-771.9422258999934,4
UR_VOL_frozen,year2026,5,1.8057727317769117,2.165855526381241,60.0,6468.704834670013,4.2388551100520715,4.2329617499508885,-1.583364860164202,-1060.5377833379823,3
UR_VOL_v3,gap_negative,17,1.034857373692339,1.0750771913824777,70.58823529411765,7188.855323230084,2.5398248882989405,3.5876093038644012,-6.953841041699601,-1792.7967759999965,14
UR_VOL_v3,gap_nonnegative,14,0.8243738761141134,0.36514827623430685,50.0,6097.68010255107,2.2515890547795787,2.657587576668141,-2.8267120072254235,-1769.244728687965,9
UR_VOL_v3,clv_lt04,6,1.2394295710250782,1.7579986085932864,66.66666666666666,2732.4976875510065,7.354259984865785,6.743892679534838,-0.6229183218151051,-351.0767661749933,6
UR_VOL_v3,clv_ge04,25,0.8678892876886755,0.8073696187253275,60.0,10554.037738230147,2.1140505774349325,2.764561935087546,-6.953841041699601,-1759.3217835499988,18
UR_VOL_v3,year2024,13,0.71145734713345,0.8073696187253275,61.53846153846154,2115.2086158500374,1.6953529032748067,1.7186913006224662,-6.953841041699601,-1759.3217835499988,8
UR_VOL_v3,year2025,10,0.7667751418640361,1.0340051469048963,60.0,2736.382064551076,2.7000078442331055,2.8480961713847446,-2.34097114972114,-771.9422258999934,5
UR_VOL_v3,year2026,8,1.5271390858740177,1.6176947176256324,62.5,8434.94474538004,5.309673322746986,5.148925768125875,-1.583364860164202,-1060.5377833379823,6
R_deceleration,gap_negative,10,0.9236576329210354,0.7514255786178528,70.0,3651.3469533380253,5.5652811850697566,9.41083400289803,-1.4995960004644429,-322.8630188999946,8
R_deceleration,gap_nonnegative,5,1.786130256731378,1.9711457004863115,80.0,1525.9572190990275,5.31649567508299,2.2327401290163555,-2.068958700737071,-1237.8579906509894,4
R_deceleration,clv_lt04,7,1.289544049318911,0.9914858222449148,71.42857142857143,3534.1317928940216,18.23904491308106,32.764271767901654,-0.4780020032588211,-111.26122514999133,7
R_deceleration,clv_ge04,8,1.1425524084543586,1.4942748153672794,75.0,1643.1723795430307,3.561378494368417,2.0528290254872443,-2.068958700737071,-1237.8579906509894,6
R_deceleration,year2024,9,1.7523790449131278,1.4668506262921408,88.88888888888889,3971.5869144500257,11.51710687367368,13.301151516148735,-1.4995960004644429,-322.8630188999946,6
R_deceleration,year2025,5,-0.16540338442454705,-0.0456237770988132,40.0,-898.7927764069782,0.6810067605690784,0.33379291771975905,-2.068958700737071,-1237.8579906509894,3
R_deceleration,year2026,1,3.22283313077183,3.22283313077183,100.0,2104.510034394005,,,3.22283313077183,0.0,1
