n,high1m_daily_max,low1m_daily_max,close1m_daily_max,high1m_5m_max,low1m_5m_max
9,1.8310546892053026e-06,1.8310546892053026e-06,1.220703119031441e-06,0.12999969482422102,0.10000000000000142
