id,next_bar_end,status,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters,delta_cash
RT_UR_VOL_FROZEN,09:40,indicative_not_guaranteed,23,1.0162815380999362,0.6383357346305697,73.91304347826086,10703.93790303408,3.031700265767478,3.7209069540613675,-6.24309698675889,-1579.503537649999,12,1997.7342052139993
RT_UR_VOL_FROZEN,09:45,indicative_not_guaranteed,23,0.8420353500565452,0.5903745757503279,69.56521739130434,8156.807777198072,2.705092777948925,2.961476646746436,-4.624179972727262,-1169.9175330999972,12,-549.3959206220097
RT_UR_VOL_V3,09:40,indicative_not_guaranteed,31,0.9912467569905252,0.6383357346305697,67.74193548387096,13646.074478325123,3.1547914950909433,3.726367039296585,-6.24309698675889,-1579.503537649999,19,359.5390525439707
RT_UR_VOL_V3,09:45,indicative_not_guaranteed,31,0.8871898453137735,0.5903745757503279,70.96774193548387,11078.988907203142,3.1427648605502814,3.1917702591946906,-4.624179972727262,-1169.9175330999972,19,-2207.5465185780104
