market,code,time,price,vol,trade_count,bs_flag
1,601138,13:20:03,59.900001525878906,48.0,21,0
1,601138,13:20:06,59.88999938964844,135.0,72,1
1,601138,13:20:09,59.90999984741211,85.0,29,0
1,601138,13:20:12,59.900001525878906,95.0,30,1
1,601138,13:20:15,59.88999938964844,176.0,44,1
1,601138,13:20:18,59.900001525878906,96.0,31,0
1,601138,13:20:21,59.900001525878906,299.0,78,1
1,601138,13:20:24,59.900001525878906,292.0,89,0
1,601138,13:20:27,59.90999984741211,147.0,49,0
1,601138,13:20:30,59.88999938964844,152.0,54,1
1,601138,13:20:33,59.90999984741211,105.0,46,0
1,601138,13:20:36,59.900001525878906,48.0,28,1
1,601138,13:20:39,59.900001525878906,115.0,43,0
1,601138,13:20:42,59.900001525878906,109.0,25,1
1,601138,13:20:45,59.900001525878906,178.0,49,1
1,601138,13:20:48,59.84000015258789,1950.0,371,1
1,601138,13:20:51,59.83000183105469,141.0,63,2
1,601138,13:20:54,59.880001068115234,232.0,34,0
1,601138,13:20:57,59.900001525878906,337.0,61,0
1,601138,13:21:00,59.880001068115234,92.0,35,1
1,601138,13:21:03,59.880001068115234,15.0,10,0
1,601138,13:21:06,59.869998931884766,55.0,28,1
1,601138,13:21:09,59.880001068115234,116.0,37,1
1,601138,13:21:12,59.880001068115234,35.0,23,1
1,601138,13:21:15,59.869998931884766,42.0,16,2
1,601138,13:21:18,59.869998931884766,238.0,46,0
1,601138,13:21:21,59.869998931884766,56.0,20,1
1,601138,13:21:24,59.869998931884766,192.0,48,1
1,601138,13:21:27,59.880001068115234,144.0,46,0
1,601138,13:21:30,59.88999938964844,52.0,15,0
1,601138,13:21:33,59.880001068115234,47.0,25,1
1,601138,13:21:36,59.88999938964844,112.0,45,0
1,601138,13:21:39,59.869998931884766,168.0,32,1
1,601138,13:21:42,59.880001068115234,45.0,23,0
1,601138,13:21:45,59.880001068115234,73.0,17,0
1,601138,13:21:48,59.869998931884766,90.0,29,1
1,601138,13:21:51,59.869998931884766,280.0,41,1
1,601138,13:21:54,59.869998931884766,111.0,44,0
1,601138,13:21:57,59.869998931884766,192.0,72,0
1,601138,13:22:00,59.86000061035156,81.0,32,2
1,601138,13:22:03,59.849998474121094,154.0,68,1
1,601138,13:22:06,59.83000183105469,252.0,80,1
1,601138,13:22:09,59.849998474121094,152.0,53,0
1,601138,13:22:12,59.84000015258789,90.0,42,0
1,601138,13:22:15,59.83000183105469,50.0,26,1
1,601138,13:22:18,59.849998474121094,122.0,33,0
1,601138,13:22:21,59.86000061035156,139.0,26,0
1,601138,13:22:24,59.86000061035156,188.0,41,1
1,601138,13:22:27,59.869998931884766,113.0,17,2
1,601138,13:22:30,59.86000061035156,103.0,31,1
1,601138,13:22:33,59.86000061035156,52.0,25,1
1,601138,13:22:36,59.86000061035156,150.0,48,0
1,601138,13:22:39,59.869998931884766,133.0,23,0
1,601138,13:22:42,59.869998931884766,34.0,10,1
1,601138,13:22:45,59.869998931884766,282.0,62,1
1,601138,13:22:48,59.869998931884766,28.0,18,0
1,601138,13:22:51,59.86000061035156,57.0,25,1
1,601138,13:22:54,59.869998931884766,75.0,14,0
