market,code,time,price,vol,trade_count,bs_flag
1,601138,14:06:56,14.829999923706055,229.0,25,0
1,601138,14:06:59,14.84000015258789,296.0,52,0
1,601138,14:07:02,14.84000015258789,116.0,21,0
1,601138,14:07:05,14.84000015258789,120.0,11,0
1,601138,14:07:08,14.819999694824219,144.0,17,1
1,601138,14:07:11,14.829999923706055,79.0,13,0
1,601138,14:07:17,14.829999923706055,24.0,6,0
1,601138,14:07:20,14.829999923706055,118.0,8,0
1,601138,14:07:23,14.829999923706055,21.0,11,0
1,601138,14:07:26,14.829999923706055,461.0,30,0
1,601138,14:07:29,14.829999923706055,183.0,12,0
1,601138,14:07:32,14.8100004196167,39.0,14,1
1,601138,14:07:35,14.819999694824219,22.0,8,0
1,601138,14:07:38,14.819999694824219,70.0,30,0
1,601138,14:07:41,14.819999694824219,25.0,8,0
1,601138,14:07:44,14.819999694824219,9.0,5,0
1,601138,14:07:47,14.819999694824219,111.0,17,0
1,601138,14:07:50,14.819999694824219,56.0,14,0
1,601138,14:07:53,14.819999694824219,262.0,29,0
1,601138,14:07:56,14.829999923706055,531.0,36,0
1,601138,14:07:59,14.819999694824219,58.0,12,2
1,601138,14:08:02,14.819999694824219,117.0,23,0
1,601138,14:08:05,14.8100004196167,320.0,29,1
1,601138,14:08:08,14.8100004196167,172.0,18,0
1,601138,14:08:11,14.8100004196167,5.0,1,0
1,601138,14:08:14,14.8100004196167,130.0,15,0
1,601138,14:08:17,14.8100004196167,26.0,6,0
1,601138,14:08:20,14.8100004196167,1062.0,83,0
1,601138,14:08:23,14.8100004196167,192.0,31,0
1,601138,14:08:26,14.8100004196167,300.0,30,0
1,601138,14:08:29,14.800000190734863,63.0,17,1
1,601138,14:08:32,14.8100004196167,85.0,8,0
1,601138,14:08:35,14.8100004196167,6.0,2,0
1,601138,14:08:38,14.8100004196167,26.0,5,0
1,601138,14:08:41,14.8100004196167,427.0,13,0
1,601138,14:08:44,14.8100004196167,173.0,19,0
1,601138,14:08:47,14.800000190734863,171.0,32,1
1,601138,14:08:50,14.819999694824219,68.0,21,0
1,601138,14:08:53,14.8100004196167,46.0,15,1
1,601138,14:08:56,14.819999694824219,177.0,11,0
1,601138,14:08:59,14.819999694824219,70.0,14,0
1,601138,14:09:02,14.819999694824219,43.0,8,0
1,601138,14:09:05,14.8100004196167,14.0,5,1
1,601138,14:09:08,14.819999694824219,8.0,2,0
1,601138,14:09:11,14.819999694824219,13.0,2,0
1,601138,14:09:14,14.819999694824219,1.0,1,0
1,601138,14:09:17,14.819999694824219,4.0,1,0
1,601138,14:09:23,14.8100004196167,14.0,3,1
1,601138,14:09:26,14.8100004196167,116.0,14,1
1,601138,14:09:29,14.819999694824219,30.0,6,0
1,601138,14:09:32,14.819999694824219,40.0,14,0
1,601138,14:09:35,14.819999694824219,10.0,6,0
1,601138,14:09:38,14.8100004196167,1.0,1,1
1,601138,14:09:41,14.819999694824219,5.0,1,0
1,601138,14:09:44,14.8100004196167,77.0,17,1
1,601138,14:09:47,14.8100004196167,44.0,7,1
1,601138,14:09:50,14.819999694824219,33.0,10,0
1,601138,14:09:53,14.819999694824219,23.0,5,0
1,601138,14:09:56,14.819999694824219,27.0,6,0
1,601138,14:09:59,14.819999694824219,48.0,9,0
1,601138,14:10:02,14.829999923706055,23.0,5,0
1,601138,14:10:05,14.829999923706055,73.0,14,0
1,601138,14:10:08,14.829999923706055,140.0,16,0
1,601138,14:10:11,14.829999923706055,20.0,6,0
1,601138,14:10:14,14.829999923706055,79.0,8,0
1,601138,14:10:17,14.819999694824219,896.0,53,1
1,601138,14:10:20,14.819999694824219,59.0,7,2
1,601138,14:10:23,14.829999923706055,86.0,18,0
1,601138,14:10:26,14.84000015258789,103.0,13,0
1,601138,14:10:29,14.84000015258789,21.0,7,0
1,601138,14:10:32,14.829999923706055,18.0,9,1
1,601138,14:10:35,14.84000015258789,6.0,2,0
1,601138,14:10:38,14.84000015258789,7.0,2,0
1,601138,14:10:41,14.850000381469727,293.0,51,0
1,601138,14:10:44,14.84000015258789,50.0,6,2
1,601138,14:10:47,14.850000381469727,147.0,18,0
1,601138,14:10:50,14.84000015258789,49.0,20,1
1,601138,14:10:53,14.84000015258789,168.0,27,1
1,601138,14:10:56,14.84000015258789,38.0,6,0
1,601138,14:10:59,14.84000015258789,33.0,6,0
1,601138,14:11:02,14.84000015258789,112.0,12,0
1,601138,14:11:05,14.84000015258789,39.0,21,0
1,601138,14:11:08,14.850000381469727,35.0,22,0
1,601138,14:11:11,14.84000015258789,73.0,14,1
1,601138,14:11:14,14.84000015258789,66.0,13,0
1,601138,14:11:17,14.84000015258789,64.0,13,0
1,601138,14:11:20,14.84000015258789,25.0,6,0
1,601138,14:11:23,14.850000381469727,84.0,24,0
1,601138,14:11:26,14.84000015258789,12.0,5,1
1,601138,14:11:29,14.850000381469727,37.0,5,0
1,601138,14:11:32,14.850000381469727,147.0,11,0
1,601138,14:11:35,14.850000381469727,10.0,2,0
1,601138,14:11:38,14.850000381469727,53.0,9,0
1,601138,14:11:41,14.850000381469727,46.0,6,0
1,601138,14:11:44,14.850000381469727,140.0,12,0
1,601138,14:11:47,14.84000015258789,38.0,6,1
1,601138,14:11:50,14.850000381469727,70.0,13,0
1,601138,14:11:53,14.850000381469727,473.0,39,0
1,601138,14:11:56,14.850000381469727,141.0,25,0
1,601138,14:11:59,14.850000381469727,114.0,15,0
1,601138,14:12:02,14.850000381469727,60.0,12,0
1,601138,14:12:05,14.850000381469727,39.0,14,0
1,601138,14:12:08,14.84000015258789,73.0,11,1
1,601138,14:12:11,14.850000381469727,57.0,11,0
