market,code,time,price,vol,trade_count,bs_flag
1,601138,14:07:06,60.25,30.0,13,0
1,601138,14:07:09,60.2599983215332,418.0,64,0
1,601138,14:07:12,60.279998779296875,136.0,33,0
1,601138,14:07:15,60.279998779296875,62.0,21,0
1,601138,14:07:18,60.25,290.0,59,1
1,601138,14:07:21,60.290000915527344,296.0,23,0
1,601138,14:07:24,60.279998779296875,70.0,40,0
1,601138,14:07:27,60.279998779296875,117.0,31,0
1,601138,14:07:30,60.290000915527344,42.0,19,0
1,601138,14:07:33,60.279998779296875,73.0,30,1
1,601138,14:07:36,60.27000045776367,27.0,13,1
1,601138,14:07:39,60.27000045776367,61.0,18,0
1,601138,14:07:42,60.27000045776367,127.0,35,0
1,601138,14:07:45,60.279998779296875,46.0,17,0
1,601138,14:07:48,60.27000045776367,401.0,71,1
1,601138,14:07:51,60.29999923706055,222.0,62,0
1,601138,14:07:54,60.29999923706055,152.0,30,1
1,601138,14:07:57,60.33000183105469,47.0,29,0
1,601138,14:08:00,60.33000183105469,30.0,9,1
1,601138,14:08:03,60.31999969482422,28.0,12,1
1,601138,14:08:06,60.34000015258789,37.0,20,0
1,601138,14:08:09,60.33000183105469,56.0,10,1
1,601138,14:08:12,60.34000015258789,289.0,40,0
1,601138,14:08:15,60.34000015258789,203.0,42,0
1,601138,14:08:18,60.34000015258789,91.0,24,0
1,601138,14:08:21,60.34000015258789,87.0,37,1
1,601138,14:08:24,60.34000015258789,53.0,27,0
1,601138,14:08:27,60.349998474121094,166.0,37,0
1,601138,14:08:30,60.349998474121094,71.0,23,0
1,601138,14:08:33,60.34000015258789,93.0,22,2
1,601138,14:08:36,60.31999969482422,38.0,18,1
1,601138,14:08:39,60.34000015258789,123.0,32,0
1,601138,14:08:42,60.34000015258789,185.0,48,0
1,601138,14:08:45,60.34000015258789,72.0,15,0
1,601138,14:08:48,60.33000183105469,215.0,27,0
1,601138,14:08:51,60.34000015258789,50.0,28,0
1,601138,14:08:54,60.33000183105469,63.0,24,1
1,601138,14:08:57,60.34000015258789,207.0,42,0
1,601138,14:09:00,60.34000015258789,66.0,22,1
1,601138,14:09:03,60.33000183105469,64.0,28,1
1,601138,14:09:06,60.369998931884766,632.0,144,0
1,601138,14:09:09,60.33000183105469,26.0,9,1
1,601138,14:09:12,60.34000015258789,81.0,29,0
