market,code,time,price,vol,trade_count,bs_flag
1,601138,14:07:02,19.290000915527344,355.0,81,0
1,601138,14:07:05,19.280000686645508,453.0,85,1
1,601138,14:07:09,19.280000686645508,603.0,31,1
1,601138,14:07:11,19.280000686645508,218.0,43,1
1,601138,14:07:14,19.280000686645508,672.0,46,2
1,601138,14:07:17,19.280000686645508,74.0,16,1
1,601138,14:07:20,19.280000686645508,312.0,31,1
1,601138,14:07:23,19.280000686645508,876.0,65,1
1,601138,14:07:26,19.290000915527344,558.0,33,2
1,601138,14:07:29,19.309999465942383,125.0,13,0
1,601138,14:07:33,19.290000915527344,606.0,40,1
1,601138,14:07:35,19.290000915527344,25.0,8,1
1,601138,14:07:38,19.299999237060547,924.0,42,0
1,601138,14:07:41,19.299999237060547,140.0,17,0
1,601138,14:07:44,19.299999237060547,407.0,38,0
1,601138,14:07:48,19.309999465942383,159.0,14,0
1,601138,14:07:51,19.299999237060547,861.0,62,1
1,601138,14:07:53,19.299999237060547,119.0,7,0
1,601138,14:07:56,19.299999237060547,589.0,22,1
1,601138,14:07:59,19.290000915527344,98.0,9,1
1,601138,14:08:02,19.309999465942383,248.0,35,0
1,601138,14:08:05,19.299999237060547,49.0,11,1
1,601138,14:08:08,19.299999237060547,35.0,6,1
1,601138,14:08:11,19.309999465942383,935.0,54,0
1,601138,14:08:15,19.299999237060547,225.0,23,1
1,601138,14:08:17,19.299999237060547,74.0,7,0
1,601138,14:08:20,19.299999237060547,291.0,20,0
1,601138,14:08:24,19.290000915527344,122.0,43,1
1,601138,14:08:26,19.290000915527344,446.0,35,1
1,601138,14:08:29,19.290000915527344,90.0,22,1
1,601138,14:08:32,19.290000915527344,226.0,36,1
1,601138,14:08:35,19.290000915527344,230.0,21,0
1,601138,14:08:38,19.290000915527344,182.0,17,0
1,601138,14:08:41,19.290000915527344,278.0,20,0
1,601138,14:08:45,19.299999237060547,837.0,27,0
1,601138,14:08:48,19.299999237060547,83.0,13,0
1,601138,14:08:50,19.290000915527344,259.0,6,1
1,601138,14:08:54,19.299999237060547,98.0,20,0
1,601138,14:08:56,19.299999237060547,57.0,13,0
1,601138,14:08:59,19.290000915527344,120.0,20,1
1,601138,14:09:02,19.280000686645508,210.0,26,1
1,601138,14:09:05,19.299999237060547,106.0,17,0
1,601138,14:09:09,19.299999237060547,147.0,18,0
1,601138,14:09:11,19.299999237060547,10.0,4,0
1,601138,14:09:14,19.290000915527344,191.0,19,1
1,601138,14:09:17,19.280000686645508,161.0,16,1
1,601138,14:09:21,19.290000915527344,9.0,5,0
1,601138,14:09:23,19.290000915527344,115.0,16,0
1,601138,14:09:26,19.290000915527344,226.0,23,0
1,601138,14:09:29,19.299999237060547,153.0,64,0
1,601138,14:09:33,19.299999237060547,235.0,22,0
1,601138,14:09:35,19.299999237060547,109.0,16,0
1,601138,14:09:38,19.299999237060547,28.0,5,0
1,601138,14:09:42,19.290000915527344,229.0,22,1
1,601138,14:09:44,19.290000915527344,120.0,8,1
1,601138,14:09:47,19.290000915527344,27.0,8,1
1,601138,14:09:50,19.299999237060547,81.0,11,0
1,601138,14:09:53,19.290000915527344,3.0,2,1
1,601138,14:09:57,19.299999237060547,346.0,16,0
1,601138,14:10:00,19.290000915527344,156.0,22,1
1,601138,14:10:02,19.290000915527344,673.0,49,1
1,601138,14:10:05,19.290000915527344,213.0,19,1
1,601138,14:10:09,19.280000686645508,290.0,27,1
1,601138,14:10:12,19.290000915527344,117.0,16,0
1,601138,14:10:15,19.290000915527344,726.0,36,0
1,601138,14:10:18,19.290000915527344,103.0,17,0
1,601138,14:10:20,19.290000915527344,574.0,36,0
1,601138,14:10:23,19.290000915527344,44.0,13,2
1,601138,14:10:26,19.280000686645508,149.0,16,1
1,601138,14:10:30,19.290000915527344,42.0,14,1
1,601138,14:10:33,19.290000915527344,79.0,15,1
1,601138,14:10:36,19.290000915527344,68.0,14,1
1,601138,14:10:38,19.290000915527344,72.0,12,1
1,601138,14:10:41,19.299999237060547,255.0,26,0
1,601138,14:10:44,19.290000915527344,19.0,7,1
1,601138,14:10:47,19.299999237060547,24.0,5,0
1,601138,14:10:50,19.299999237060547,294.0,43,0
1,601138,14:10:54,19.290000915527344,87.0,20,1
1,601138,14:10:57,19.290000915527344,245.0,19,0
1,601138,14:10:59,19.290000915527344,71.0,16,1
1,601138,14:11:03,19.299999237060547,203.0,44,0
1,601138,14:11:05,19.290000915527344,97.0,11,1
1,601138,14:11:09,19.299999237060547,128.0,19,0
1,601138,14:11:12,19.290000915527344,56.0,7,1
1,601138,14:11:14,19.299999237060547,24.0,8,0
1,601138,14:11:17,19.299999237060547,23.0,11,0
1,601138,14:11:20,19.299999237060547,35.0,9,0
1,601138,14:11:23,19.299999237060547,226.0,28,0
1,601138,14:11:26,19.299999237060547,18.0,7,0
1,601138,14:11:29,19.290000915527344,50.0,15,1
1,601138,14:11:32,19.299999237060547,30.0,8,0
1,601138,14:11:35,19.299999237060547,70.0,8,0
1,601138,14:11:38,19.299999237060547,187.0,40,0
1,601138,14:11:41,19.299999237060547,11.0,4,1
1,601138,14:11:44,19.299999237060547,48.0,9,1
1,601138,14:11:47,19.299999237060547,14.0,5,1
1,601138,14:11:50,19.299999237060547,17.0,2,1
1,601138,14:11:53,19.309999465942383,11.0,1,0
1,601138,14:11:56,19.309999465942383,25.0,8,0
1,601138,14:12:00,19.299999237060547,67.0,7,1
1,601138,14:12:03,19.299999237060547,108.0,24,1
1,601138,14:12:05,19.309999465942383,33.0,11,0
1,601138,14:12:08,19.299999237060547,12.0,5,1
1,601138,14:12:11,19.299999237060547,112.0,24,1
1,601138,14:12:14,19.299999237060547,22.0,5,1
1,601138,14:12:17,19.309999465942383,175.0,34,0
1,601138,14:12:21,19.290000915527344,50.0,13,1
1,601138,14:12:23,19.299999237060547,74.0,9,0
1,601138,14:12:26,19.299999237060547,113.0,6,0
1,601138,14:12:29,19.299999237060547,100.0,22,0
1,601138,14:12:33,19.299999237060547,18.0,6,0
1,601138,14:12:36,19.299999237060547,75.0,8,0
1,601138,14:12:38,19.290000915527344,227.0,42,1
1,601138,14:12:41,19.299999237060547,14.0,5,0
1,601138,14:12:44,19.299999237060547,20.0,8,0
1,601138,14:12:47,19.299999237060547,220.0,19,0
1,601138,14:12:50,19.290000915527344,105.0,29,1
1,601138,14:12:54,19.299999237060547,188.0,25,0
