mode,latency,slip,window,delta_mean,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash,bad_n,good_n,delete_worst5,delete_both5
1000_S0,next_bar_open,0.002,all,-0.2994189883868234,61,0.8394392271436909,0.03578520547632603,50.81967213114754,8859.126845860004,2.142146292980351,1.5312311106931271,-4.820734626644185,-3.800639529370083,-6212.606041404003,4,14,4,16,1725.55315414,1.3546293010463188,0.6964027843749886,0.24438202668154216,-0.24346157883642336,-3865.2670013600027,16,24,1.2400570701587532,0.6259371875939489
1000_S0,next_bar_open,0.002,recent2024,-0.2932302906050689,37,0.6079104303129237,-0.12634857324819077,48.64864864864865,4396.68937666001,1.6574571385251153,1.2916482899821509,-4.820734626644185,-4.240323888975201,-6212.606041404001,3,9,3,12,1218.5506233399997,1.1043555352652399,0.3630850035642321,-0.3080570153353517,-1.0017652745901726,-8207.031898559999,12,14,1.2728152810844757,0.3103547623108807
1000_S0,next_bar_close,0.0005,all,-0.11320428659717327,61,1.025653928933341,0.34477078784974613,57.377049180327866,12344.133764159196,2.5496719112980064,1.810653399102676,-4.88046823643432,-3.888446530204472,-4608.962302382988,3,14,4,16,1725.9862358409998,1.237721687352598,0.8802418301666746,0.38767747708020633,-0.08287312779096363,-865.8997325258379,15,26,1.4433550324794755,0.7837829582433017
1000_S0,next_bar_close,0.0005,recent2024,-0.14086810418140602,37,0.7602726167365866,0.02844450636948517,51.35135135135135,7053.918648309159,1.891859725356064,1.5087248417319414,-4.88046823643432,-4.418057847334856,-4608.962302382986,3,9,3,12,1218.696351691,0.9542621704738087,0.510547415675566,-0.16285817465082297,-0.8422461655114439,-6156.114848375879,12,15,1.4494658110514536,0.4830132424283878
1000_S0,next_bar_close,0.001,all,-0.21416160523770675,61,0.9246966102928076,0.2444761389361059,54.09836065573771,10550.740642318206,2.309011310961335,1.6556626436004054,-4.975540279712255,-3.9845102264606638,-5186.98299857391,3,14,4,16,1725.4993576819998,1.237721687352598,0.7794301250314472,0.2873593249858402,-0.18271910709811742,-2401.789841051831,17,25,1.3419818369280117,0.6830708203787146
1000_S0,next_bar_close,0.001,recent2024,-0.24154869529775216,37,0.6595920256202406,-0.07153401821480727,48.64864864864865,5632.890510618166,1.7311463641358478,1.3860618054991778,-4.975540279712255,-4.513592323222168,-5186.982998573913,3,9,3,12,1218.3394893819996,0.9542621704738087,0.4101172006104019,-0.2626115728903034,-0.9413143089771511,-7319.639972751869,12,15,1.3480671023282667,0.3825804442246642
1000_S0,next_bar_close,0.002,all,-0.41577403995018203,61,0.7230841755803322,0.044187021893386746,50.81967213114754,6963.954398636002,1.901483824958589,1.389410677098227,-5.165399719432,-4.176350020627579,-6890.808047147999,5,14,4,16,1724.525601364,1.237721687352598,0.5781084819522406,0.08702331085122725,-0.38211219000925484,-5541.021152607998,21,21,1.139538890709796,0.48194801131405973
1000_S0,next_bar_close,0.002,recent2024,-0.442608481011978,37,0.45853223990601466,-0.27119179793360554,48.64864864864865,2790.834235236007,1.4572184581324783,1.173853710067264,-5.165399719432,-4.7043752786550215,-6890.808047148,3,9,3,12,1217.625764764,0.9542621704738087,0.2095574189793531,-0.4618197500343175,-1.1391540237875195,-9646.690221503992,14,12,1.1455732291201455,0.18201549830459093
1000_S2,original,0.0005,all,-7.280150981148568e-18,61,1.1144505961993554,0.3800977456945471,54.09836065573771,14192.149562025188,2.7921089627688227,2.0078963954807514,-3.084037157135793,-2.491569929226187,-3698.139202010956,3,14,4,16,1727.045437975,1.3266713228807492,0.9714616166218261,0.5171369836165427,0.024381242455902417,863.491072724155,14,25,1.4309500201608842,0.8061056047720636
1000_S2,original,0.0005,recent2024,-2.4754972846371734e-17,37,0.8808243354788478,0.13249063575250986,51.35135135135135,8692.116507625138,2.096845957556851,1.6759734775835629,-3.084037157135793,-2.7776407629339506,-3698.139202010955,3,9,3,12,1219.6784923750001,1.0750269525796465,0.6361457172599372,-0.037980147878591386,-0.7392258702523137,-4607.8125787798945,12,15,1.3966523691060324,0.40322261728002756
1000_S2,original,0.001,all,-0.10104606455819688,61,1.0134045316411584,0.27976778450536377,54.09836065573771,12397.831970050189,2.5191082723849925,1.8296678736771288,-3.1809047346237085,-2.58902990253023,-4127.437430021959,3,14,4,16,1726.5580299500004,1.3266713228807492,0.8705587414501139,0.4166894591348482,-0.07557192820078383,-719.430962551839,15,25,1.3295698709460335,0.7053499226356612
1000_S2,original,0.001,recent2024,-0.10080107463711342,37,0.7800232608417343,0.03240812830956364,51.35135135135135,7270.268861250146,1.9167636459884374,1.5357937985619121,-3.1809047346237085,-2.874814583847466,-4127.4374300219615,3,9,3,12,1219.3211387500003,1.0750269525796465,0.5355899750924507,-0.13785835276010147,-0.8383969791769419,-5772.112241559882,13,15,1.2953064620403405,0.30286958688235077
1000_S2,original,0.002,all,-0.30283572543808374,61,0.8116148707612715,0.0794081786272016,50.81967213114754,8809.196786099985,2.0654052094886546,1.5269749942883635,-3.3743498669124476,-2.7836581074327365,-4986.03388604401,4,14,4,16,1725.5832138999997,1.3266713228807492,0.6690550313924138,0.21609508619196485,-0.275179072935526,-3885.2750331040206,18,24,1.1271130403201617,0.5041401562400298
1000_S2,original,0.002,recent2024,-0.3021014667117405,37,0.5787228687671073,-0.16745730933246103,48.64864864864865,4426.573568499994,1.6086616182660356,1.2946044816030657,-3.3743498669124476,-3.068871286090949,-4986.03388604401,3,9,3,12,1218.6064314999999,1.0750269525796465,0.3347795150355487,-0.3373157695697141,-1.036442316645713,-8137.250768504006,14,14,1.0929180374774028,0.10246394180233584
1000_S2,next_bar_open,0.0005,all,-0.005767028834457766,61,1.1086835673648974,0.3363437255927923,54.09836065573771,14072.296550509198,2.7636323696073823,1.9902523501989613,-3.6312489041018465,-3.100218650530221,-3658.185005102954,3,14,4,16,1726.958449491,1.3208923501922623,0.9646552959054235,0.5088272342483792,0.015916110582891597,713.6710602041776,13,25,1.473719558451746,0.8508416231754561
1000_S2,next_bar_open,0.0005,recent2024,-0.014289029124017711,37,0.8665353063548301,0.13249063575250986,51.35135135135135,8552.268698509155,2.056281027163672,1.6569323301664503,-3.6312489041018465,-3.378938302472925,-3658.1850051029514,3,9,3,12,1219.5963014909998,1.0607116828391958,0.619761846672094,-0.059004688552094064,-0.7641438443838723,-4777.62738889987,11,15,1.4675126249739918,0.481868430754519
1000_S2,next_bar_open,0.001,all,-0.10680732965854188,61,1.0076432665408133,0.23605749329585599,54.09836065573771,12278.03891501818,2.4953100475542502,1.8145760334389471,-3.7275695430386047,-3.1967991562469287,-4087.5032202059756,3,14,4,16,1726.4710849819999,1.3208923501922623,0.863759225550253,0.4083880147481409,-0.08402859975450862,-869.1760275918423,14,25,1.3722966616900705,0.7500412278735338
1000_S2,next_bar_open,0.001,recent2024,-0.11507582354509402,37,0.7657485119337536,0.03240812830956364,51.35135135135135,7130.491011018138,1.8820569763246633,1.5193780901154643,-3.7275695430386047,-3.4755113286391515,-4087.5032202059765,3,9,3,12,1219.2389889820001,1.0607116828391958,0.5192224782104017,-0.15886188179495733,-0.8632900506256599,-5941.842101799888,12,15,1.3660958980376008,0.38143679919317397
1000_S2,next_bar_open,0.002,all,-0.3085854803244042,61,0.8058651158749511,0.03578520547632603,50.81967213114754,8689.523644036006,2.0485654725086806,1.5158150699996462,-3.9199224357655917,-3.3896710389730798,-4946.139650412005,4,14,4,16,1725.496355964,1.3208923501922623,0.6622691045851032,0.20781022690666498,-0.28361884917746494,-4034.8702031839994,17,24,1.169754463285744,0.5487421682824096
1000_S2,next_bar_open,0.002,recent2024,-0.31634769793272965,37,0.5644766375461183,-0.16745730933246103,48.64864864864865,4286.935636036013,1.583093248173966,1.2823125899816228,-3.9199224357655917,-3.6683682755001152,-4946.139650412005,3,9,3,12,1218.5243639639998,1.0607116828391958,0.31844471655390405,-0.3582773382219708,-1.06128565727061,-8316.785639183994,13,14,1.1635660457761259,0.18087418713061437
