gap,mode,event,start,end,sum_net,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash,bad_n,good_n,delete_worst5,delete_both5
3,1000_S2,8,2024-04-11,2024-04-11,6.236866783277787,1,6.236866783277787,6.236866783277787,100.0,1326.3219618500025,,,6.236866783277787,6.236866783277787,0.0,0,1,1,1,21.743038150000004,6.447058823529406,,,,,0,1,,
3,1000_S2,9,2024-04-23,2024-04-23,4.5023360253030695,1,4.5023360253030695,4.5023360253030695,100.0,927.7288948500028,,,4.5023360253030695,4.5023360253030695,0.0,0,1,1,1,21.19610515,4.711024769305472,,,,,0,1,,
3,1000_S2,10,2024-07-31,2024-08-16,5.763475103614401,11,0.5239522821467637,0.3800977456945471,63.63636363636363,1231.3006286500329,1.7858194063750092,1.8043148640857651,-2.1854350439441013,-2.1854350439441013,-891.811004049993,2,2,1,1,230.82437135000004,0.7245002497673144,0.13997614876677386,-1.136960384388183,-2.1854350439441013,-1424.4343481999836,3,5,2.1608891926063407,0.3800977456945471
3,1000_S2,11,2024-08-30,2024-08-30,-2.151310339207092,1,-2.151310339207092,-2.151310339207092,0.0,-440.7053845000004,0.0,0.0,-2.151310339207092,-2.151310339207092,-440.7053845000004,1,1,1,1,20.4353845,-1.9540791402051672,,,,,1,0,,
3,1000_S2,12,2024-12-10,2024-12-10,-0.3322621595516016,1,-0.3322621595516016,-0.3322621595516016,0.0,-73.61697265000001,0.0,0.0,-0.3322621595516016,-0.3322621595516016,-73.61697265000001,1,1,1,1,21.49197265,-0.1355013550135564,,,,,0,0,,
3,1000_S2,13,2025-04-09,2025-04-09,9.689254591359632,1,9.689254591359632,9.689254591359632,100.0,1583.546695600004,,,9.689254591359632,9.689254591359632,0.0,0,1,1,1,19.3133044,9.920391916717698,,,,,0,1,,
3,1000_S2,14,2025-04-17,2025-04-18,-0.41751353143842357,2,-0.20875676571921178,-0.20875676571921178,0.0,-73.1304599999955,0.0,0.0,-0.2656016287920884,-0.2656016287920884,-73.1304599999955,2,1,1,1,38.170460000000006,0.00026182808368635166,-0.2656016287920884,,,,0,0,,
3,1000_S2,15,2025-11-25,2025-12-05,-1.2415812195598837,8,-0.15519765244498546,-1.9742240959565598,37.5,-782.5816356839525,0.8838787233440981,0.8781336432680614,-2.4712443687321075,-2.4712443687321075,-3612.6560791889665,2,2,1,1,380.85163568400003,0.023784406691443355,-1.071347376957913,-2.247886569561023,,-4027.4956927169846,5,2,3.150175560345435,
3,1000_S2,16,2026-07-03,2026-07-06,0.2683054861155727,2,0.13415274305778635,0.13415274305778635,50.0,159.80794935300264,1.2778814684666808,1.2555698791686691,-0.9655393272392456,-0.9655393272392456,-625.3004065769965,1,1,1,1,101.68705064699998,0.3136534924853607,-0.9655393272392456,,,,0,1,,
3,1000_S2,17,2026-07-20,2026-07-30,8.178953866741233,7,1.1684219809630334,0.7868595444341261,57.14285714285714,4534.689613356042,2.454087540058527,2.332312999601004,-3.084037157135793,-3.084037157135793,-2331.573078626985,1,1,1,1,329.800386644,1.3497767641865548,0.29519795019657963,-2.6080926431409566,,-3172.6046176919863,2,3,5.810946675524685,
3,1000_S2_WORSTBAR,1,2023-05-08,2023-05-17,14.19509122945708,7,2.0278701756367257,2.584448469288516,57.14285714285714,2127.2428920500115,6.0718998607339785,6.079756647573369,-2.049383423114986,-2.049383423114986,-310.12727634999874,2,1,1,1,178.00210795,2.302652722662395,1.3729629543247122,-1.3326111002829204,,-399.25377159999823,1,4,5.881448861603451,
3,1000_S2_WORSTBAR,2,2023-05-24,2023-05-24,9.693789370851096,1,9.693789370851096,9.693789370851096,100.0,1437.8369574000003,,,9.693789370851096,9.693789370851096,0.0,0,1,1,1,26.6030426,9.986504723346831,,,,,0,1,,
3,1000_S2_WORSTBAR,3,2023-08-14,2023-08-14,2.735426656425199,1,2.735426656425199,2.735426656425199,100.0,585.8166232000025,,,2.735426656425199,2.735426656425199,0.0,0,1,1,1,32.4633768,2.9906542056074903,,,,,0,1,,
3,1000_S2_WORSTBAR,4,2023-09-20,2023-09-22,-0.26193308192529546,2,-0.13096654096264773,-0.13096654096264773,50.0,-58.28740989999493,0.5985868125174111,0.5523685217641128,-0.6525273461192819,-0.6525273461192819,-130.2129379499968,1,1,1,1,39.937409900000006,0.07323601238498623,-0.6525273461192819,,,,0,0,,
3,1000_S2_WORSTBAR,5,2023-10-25,2023-11-10,8.881180077044739,13,0.6831676982342108,0.2027849479064676,53.84615384615385,1387.4441865500235,2.806219527155187,3.001235192648358,-2.363391551936177,-2.363391551936177,-441.2118543999967,2,2,1,1,230.35081345000003,0.9046956115748521,0.15900211152737115,-0.5067600474829974,-1.3518978317313897,-567.2849640499854,1,4,1.7217896520642064,0.27968558653497766
3,1000_S2_WORSTBAR,6,2024-01-09,2024-01-09,-2.49772306191814,1,-2.49772306191814,-2.49772306191814,0.0,-329.74257899999907,0.0,0.0,-2.49772306191814,-2.49772306191814,-329.74257899999907,1,1,1,1,16.702579,-2.2744503411675443,,,,,1,0,,
