gap,mode,event,start,end,sum_net,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash,bad_n,good_n,delete_worst5,delete_both5
3,1000_S2_WORSTBAR,7,2024-01-18,2024-01-18,4.289014148753826,1,4.289014148753826,4.289014148753826,100.0,588.5381856000014,,,4.289014148753826,4.289014148753826,0.0,0,1,1,1,17.4418144,4.522246535375629,,,,,0,1,,
3,1000_S2_WORSTBAR,8,2024-04-11,2024-04-11,6.236866783277787,1,6.236866783277787,6.236866783277787,100.0,1326.3219618500025,,,6.236866783277787,6.236866783277787,0.0,0,1,1,1,21.743038150000004,6.447058823529406,,,,,0,1,,
3,1000_S2_WORSTBAR,9,2024-04-23,2024-04-23,4.5023360253030695,1,4.5023360253030695,4.5023360253030695,100.0,927.7288948500028,,,4.5023360253030695,4.5023360253030695,0.0,0,1,1,1,21.19610515,4.711024769305472,,,,,0,1,,
3,1000_S2_WORSTBAR,10,2024-07-31,2024-08-16,5.007473426696101,11,0.4552248569723728,0.3800977456945471,63.63636363636363,1071.4621878500345,1.6189437988570496,1.633736039510344,-2.6056515645511285,-2.6056515645511285,-961.7403218999932,2,2,1,1,230.74281215000005,0.6556519857018651,0.06437598107494402,-1.262960663874566,-2.6056515645511285,-1584.272788999982,3,5,2.1608891926063407,0.3800977456945471
3,1000_S2_WORSTBAR,11,2024-08-30,2024-08-30,-3.224159437007704,1,-3.224159437007704,-3.224159437007704,0.0,-660.4832405999998,0.0,0.0,-3.224159437007704,-3.224159437007704,-660.4832405999998,1,1,1,1,20.3232406,-3.0288226673180096,,,,,1,0,,
3,1000_S2_WORSTBAR,12,2024-12-10,2024-12-10,-0.3322621595516016,1,-0.3322621595516016,-0.3322621595516016,0.0,-73.61697265000001,0.0,0.0,-0.3322621595516016,-0.3322621595516016,-73.61697265000001,1,1,1,1,21.49197265,-0.1355013550135564,,,,,0,0,,
3,1000_S2_WORSTBAR,13,2025-04-09,2025-04-09,9.689254591359632,1,9.689254591359632,9.689254591359632,100.0,1583.546695600004,,,9.689254591359632,9.689254591359632,0.0,0,1,1,1,19.3133044,9.920391916717698,,,,,0,1,,
3,1000_S2_WORSTBAR,14,2025-04-17,2025-04-18,-0.41751353143842357,2,-0.20875676571921178,-0.20875676571921178,0.0,-73.1304599999955,0.0,0.0,-0.2656016287920884,-0.2656016287920884,-73.1304599999955,2,1,1,1,38.170460000000006,0.00026182808368635166,-0.2656016287920884,,,,0,0,,
3,1000_S2_WORSTBAR,15,2025-11-25,2025-12-05,-2.7496766367276897,8,-0.3437095795909612,-2.031125351942219,37.5,-1701.528164567946,0.7746204251593046,0.7682026353694933,-3.335336669416381,-3.335336669416381,-4531.602608072961,2,2,1,1,380.25816456800004,-0.16506544743820206,-1.2867895794104567,-2.712650871293185,,-4865.3162537849785,5,2,3.150175560345435,
3,1000_S2_WORSTBAR,16,2026-07-03,2026-07-06,0.2683054861155727,2,0.13415274305778635,0.13415274305778635,50.0,159.80794935300264,1.2778814684666808,1.2555698791686691,-0.9655393272392456,-0.9655393272392456,-625.3004065769965,1,1,1,1,101.68705064699998,0.3136534924853607,-0.9655393272392456,,,,0,1,,
3,1000_S2_WORSTBAR,17,2026-07-20,2026-07-30,7.504837614010166,7,1.0721196591443094,0.7868595444341261,57.14285714285714,4145.136193503042,2.1914487273270966,2.0927879461344316,-3.084037157135793,-3.084037157135793,-2721.1264984799855,1,1,1,1,329.548806497,1.2533018105687428,0.18284524140806843,-2.9451507695064905,,-3562.1580375449867,2,3,5.810946675524685,
3,OPEN,1,2023-05-08,2023-05-17,1.0620885953875963,7,0.15172694219822805,-0.2698403635927298,42.857142857142854,170.20150225000947,1.3905261957833228,1.4270995155863284,-1.0987887903729037,-1.0987887903729037,-328.01593604999476,3,1,1,1,176.02349775,0.42208341652694953,-0.16359520171180378,-0.9919925912851922,,-288.36967604999813,1,2,1.7893032646101479,
3,OPEN,2,2023-05-24,2023-05-24,7.674264849426783,1,7.674264849426783,7.674264849426783,100.0,1138.2898059,,,7.674264849426783,7.674264849426783,0.0,0,1,1,1,26.3001941,7.962213225371117,,,,,0,1,,
