gap,mode,window,variant,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash,bad_n,good_n,delete_worst5,delete_both5,ranking,removed_events
3,1000_S2,all,remove_both_events,46,1.3270459504560719,0.38534600494426674,56.52173913043478,10440.041584353094,3.823909376738032,3.453189735637435,-2.2159598483456966,-2.1988110783269827,-891.8110040499923,3,12,4,14,1016.393415647,1.549744306367136,1.1411183188917382,0.548627676421115,0.007068161766469923,4089.1472391030843,7,20,1.755252117836089,0.9281932734323901,cash,"17,15"
3,1000_S2,all,remove_best_event,54,0.9960443544204369,0.2914413468005073,53.70370370370371,12064.906669975175,2.530848624780939,1.883087180432221,-3.084037157135793,-2.5904137914045324,-3698.139202010955,3,14,4,16,1549.043330025,1.2001552155016464,0.8319359578840092,0.30131795618508805,-0.22366995240226464,-1263.7518193258552,13,21,1.3456757122357639,0.61173396849814,sum_net,1
3,1000_S2,all,remove_worst_event,60,1.1696087451808634,0.38534600494426674,55.00000000000001,14481.932530825183,2.963597496082926,2.050086713719782,-3.084037157135793,-2.5904137914045324,-3698.139202010956,3,14,4,15,1710.322469175,1.38163568319007,1.0251311074576392,0.5664492622766826,0.06876963415884348,1153.2740415241547,13,25,1.4963603930033096,0.8655601265909553,sum_net,6
3,1000_S2,all,remove_both_events,53,1.056253461913108,0.3800977456945471,54.71698113207547,12354.68963877517,2.6994980806048594,1.923894082890381,-3.084037157135793,-2.5904137914045324,-3698.139202010955,3,14,4,15,1532.320361225,1.259991923259763,0.8901470021258395,0.35332537907834305,-0.1778241758839184,-973.9688505258555,12,21,1.4188485497026033,0.6763468627928064,sum_net,"1,6"
3,1000_S2_WORSTBAR,all,all_signals,61,1.0413165164053346,0.3800977456945471,54.09836065573771,12444.093901088192,2.498298220195783,1.7861571177776046,-3.335336669416381,-3.1124494113592664,-4617.08573089495,3,14,4,16,1725.976098912,1.2534062659442202,0.8971086354979053,0.4374730752694846,-0.06309285298400455,-884.5645882128365,14,25,1.4031385126913143,0.7755674789231242,,
3,1000_S2_WORSTBAR,all,first_buyable_signal,17,1.7317232883719094,0.3905942641939864,52.94117647058824,3647.9660907620323,3.371297312793182,1.99487094143103,-3.224159437007704,-3.224159437007704,-2282.645803987992,4,12,4,17,440.183909238,1.9487444159999914,1.2340941582169602,-0.41433041810191257,-1.7518480260280154,-2216.0066045379785,4,8,3.4134461374296525,0.935727532801489,,
3,1000_S2_WORSTBAR,recent2024,all_signals,37,0.764236574293854,0.1324906357525098,51.35135135135135,6964.040651788148,1.8310173286383096,1.4774226616626591,-3.335336669416381,-3.2797480532120424,-4617.085730894949,3,9,3,12,1218.6193482120002,0.958230790804413,0.5163194071531377,-0.17278474674874067,-0.898994283728046,-6335.888434616887,12,15,1.3541313268393995,0.3528273079269813,,
3,1000_S2_WORSTBAR,recent2024,first_buyable_signal,12,1.3665357244583196,-0.2420870310989684,41.66666666666667,1492.9518189620235,2.631448003561969,1.4461248786684497,-3.224159437007704,-3.224159437007704,-2282.645803987992,4,8,3,12,319.218181038,1.5695363918077068,0.6099249183763823,-1.4359223618437522,-2.860941249462922,-3346.4885962379913,3,5,3.709387309172595,-0.2420870310989684,,
3,1000_S2_WORSTBAR,all,remove_best_event,54,1.037323516420653,0.2914413468005073,53.70370370370371,8298.95770758515,2.551844789456819,1.689520376178007,-3.335336669416381,-3.055049223658404,-4617.08573089495,3,14,4,15,1396.427292415,1.2534198064558564,0.8739939719974367,0.3502970200686723,-0.17621380749648893,-1147.987056528868,12,22,1.432260127797804,0.71204159906232,cash,17
3,1000_S2_WORSTBAR,all,remove_worst_event,53,1.2503770591972285,0.3905942641939864,56.60377358490566,14145.622065656138,3.1947506899858804,2.6664588247167123,-3.224159437007704,-3.038153658673562,-2721.1264984799855,3,12,4,15,1345.717934344,1.4675152038132648,1.088003745511577,0.5681073434934697,0.033164603203309405,3180.7732092651127,9,23,1.6769271316772645,0.9649225737381895,cash,15
