gap,mode,removed_event,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash,bad_n,good_n,delete_worst5,delete_both5
3,1000_S2_WORSTBAR,16,59,1.0720678307560991,0.3800977456945471,54.23728813559322,12284.28595173519,2.5267408118893218,1.8079791786754376,-3.335336669416381,-3.2145110878532925,-4531.602608072961,3,14,4,15,1624.2890482650002,1.2852622921631645,0.9234174593751509,0.44870716164769564,-0.07114369363877154,-1044.3725375658405,14,24,1.4501379856407042,0.8017476722237503
3,1000_S2_WORSTBAR,17,54,1.037323516420653,0.2914413468005073,53.70370370370371,8298.95770758515,2.551844789456819,1.689520376178007,-3.335336669416381,-3.055049223658404,-4617.08573089495,3,14,4,15,1396.427292415,1.2534198064558564,0.8739939719974367,0.3502970200686723,-0.17621380749648893,-1147.987056528868,12,22,1.432260127797804,0.71204159906232
3,OPEN,1,54,0.5151019173617356,-0.21393508413805928,46.2962962962963,4273.56054784717,1.9643674132152509,1.3827011490468204,-3.084037157135793,-2.5711503050049216,-4045.7351286709036,5,14,4,16,1544.2894521529997,0.7183239282033993,0.34777123139703087,-0.021027607476926752,-0.27600678507753257,-3791.2350575198557,14,19,0.7867067098310799,0.22051755631408598
3,OPEN,2,60,0.3533887880582422,-0.2207230640188966,45.0,3305.4722441971794,1.6717801089384337,1.2858084701434982,-3.084037157135793,-2.5711503050049216,-4045.7351286709045,5,14,4,16,1694.012755803,0.5630310468883514,0.20033388152548218,-0.04915801504376388,-0.26251739507364513,-4553.94682810486,15,20,0.5806627732306132,0.1605886883356436
3,OPEN,3,60,0.43570275794160196,-0.2207230640188966,45.0,3857.9454268971763,1.8282561758765983,1.333578199694244,-3.084037157135793,-2.5711503050049216,-4045.7351286709045,5,13,4,15,1687.8495731029998,0.6458903638844119,0.2840430034407633,-0.04915801504376388,-0.26251739507364513,-4206.85017846985,15,20,0.6704598312851875,0.1605886883356436
3,OPEN,4,59,0.5245143089178597,-0.209279393074329,47.45762711864407,4841.706146697173,2.049236820418203,1.4335572964831609,-3.084037157135793,-2.5711503050049216,-4045.735128670903,4,13,4,15,1680.548853303,0.7357229445468254,0.37177096470108006,0.038897924486122164,-0.18719989474504328,-3223.0894586698537,14,21,0.7718420272285726,0.2619104727844856
3,OPEN,5,48,0.5314053555461982,-0.24711403362745143,43.75,3935.4292879471586,1.9198146804052594,1.357671904560969,-3.084037157135793,-2.5711503050049216,-4045.7351286709036,4,12,4,15,1490.4107120530002,0.7396704848192964,0.3430601870792857,-0.07763719157408414,-0.37663923745280764,-4129.366317419867,13,17,0.8428042397769002,0.1945980528027257
3,OPEN,6,60,0.49895937964185383,-0.21393508413805928,46.666666666666664,4583.696480647178,1.981465224617564,1.4011845614950913,-3.084037157135793,-2.5711503050049216,-4045.735128670904,5,14,4,15,1703.513519353,0.7096340193961161,0.34837177127152796,0.019849208629238235,-0.20363152580299232,-3481.0991247198485,14,21,0.7394670549581895,0.23649663437594592
3,OPEN,7,60,0.4692647057412818,-0.2207230640188966,45.0,4344.729089447179,1.892056301152047,1.375668068737466,-3.084037157135793,-2.5711503050049216,-4045.7351286709036,5,14,4,15,1703.120910553,0.6799310509241382,0.31817379781331906,-0.012544981080476759,-0.2392651344836788,-3720.0665159198484,15,21,0.7070728652484746,0.20086302569525943
3,OPEN,8,60,0.44154635862046265,-0.2207230640188966,45.0,3936.6120973471766,1.839364662714021,1.3403801326924918,-3.084037157135793,-2.5711503050049216,-4045.7351286709036,5,14,4,15,1698.9879026529998,0.6525973457425761,0.2899856481989267,-0.04278317793955218,-0.26251739507364513,-4128.18350801985,15,20,0.6768346683893992,0.1676010091502765
