date,cash,shares,open_equity,equity
2020-01-02,20218.0,0,20218.0,20218.0
2020-01-03,20218.0,0,20218.0,20218.0
2020-01-06,20218.0,0,20218.0,20218.0
2020-01-07,20218.0,0,20218.0,20218.0
2020-01-08,20218.0,0,20218.0,20218.0
2020-01-09,20218.0,0,20218.0,20218.0
2020-01-10,20218.0,0,20218.0,20218.0
2020-01-13,20218.0,0,20218.0,20218.0
2020-01-14,20218.0,0,20218.0,20218.0
2020-01-15,20218.0,0,20218.0,20218.0
2020-01-16,1793.4266159000035,1000,20218.0,20203.426615900004
2020-01-17,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-01-20,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-01-21,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-01-22,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-01-23,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-02-03,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-02-04,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-02-05,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-02-06,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-02-07,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-02-10,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-02-11,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-02-12,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-02-13,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-02-14,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-02-17,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-02-18,20170.452805000004,0,20170.452805000004,20170.452805000004
2020-02-19,1665.837820100005,1000,20170.452805000004,20155.837820100005
2020-02-20,20222.590501000006,0,20222.590501000006,20222.590501000006
2020-02-21,20222.590501000006,0,20222.590501000006,20222.590501000006
2020-02-24,20222.590501000006,0,20222.590501000006,20222.590501000006
2020-02-25,20222.590501000006,0,20222.590501000006,20222.590501000006
2020-02-26,1497.8611139000059,1000,20222.590501000006,20207.861113900006
2020-02-27,20104.537820300007,0,20104.537820300007,20104.537820300007
2020-02-28,3010.656049500005,1000,20104.537820300007,20090.656049500005
2020-03-02,20279.368872500007,0,20279.368872500007,20279.368872500007
2020-03-03,2825.299898100009,1000,20279.368872500007,20265.29989810001
2020-03-04,20024.119085400012,0,20024.119085400012,20024.119085400012
2020-03-05,20024.119085400012,0,20024.119085400012,20024.119085400012
2020-03-06,20024.119085400012,0,20024.119085400012,20024.119085400012
2020-03-09,20024.119085400012,0,20024.119085400012,20024.119085400012
2020-03-10,20024.119085400012,0,20024.119085400012,20024.119085400012
2020-03-11,3470.5181200000115,1000,20024.119085400012,20010.51812000001
2020-03-12,19690.82640750001,0,19690.82640750001,19690.82640750001
2020-03-13,19690.82640750001,0,19690.82640750001,19690.82640750001
2020-03-16,5378.390264500013,1000,19690.82640750001,19678.390264500013
2020-03-17,19741.52480340001,0,19741.52480340001,19741.52480340001
2020-03-18,6169.473467800011,1000,19741.52480340001,19729.47346780001
2020-03-19,19693.884378300012,0,19693.884378300012,19693.884378300012
2020-03-20,19693.884378300012,0,19693.884378300012,19693.884378300012
2020-03-23,7162.373853100013,1000,19693.884378300012,19682.373853100013
2020-03-24,19888.000355600012,0,19888.000355600012,19888.000355600012
2020-03-25,19888.000355600012,0,19888.000355600012,19888.000355600012
2020-03-26,19888.000355600012,0,19888.000355600012,19888.000355600012
2020-03-27,6806.2038249000125,1000,19888.000355600012,19876.20382490001
2020-03-30,19621.693573300014,0,19621.693573300014,19621.693573300014
2020-03-31,19621.693573300014,0,19621.693573300014,19621.693573300014
2020-04-01,19621.693573300014,0,19621.693573300014,19621.693573300014
2020-04-02,19621.693573300014,0,19621.693573300014,19621.693573300014
2020-04-03,19621.693573300014,0,19621.693573300014,19621.693573300014
2020-04-07,19621.693573300014,0,19621.693573300014,19621.693573300014
