id,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash
B08_strong,311,-0.22685096152060175,-0.30130244937667,27.331189710610932,-20928.496163946216,0.6382620873563242,0.6474318249495751,-5.097540108850419,-3.1870117830859077,-23910.509988513375,17,80,7,112,8721.611163947,0.014060667046691705,-0.2591803361517821,-0.3450524351334325,-0.4127122671351863,-33957.36888188124
B08_weak,411,-0.45990833056211566,-0.3092684456875074,31.143552311435524,-50288.23917809602,0.36133766482200347,0.3919015725676097,-10.213887194477932,-5.0517126732756115,-51515.67209398708,12,80,7,89,10780.174178097,-0.22046480594418155,-0.475708424187392,-0.5138398044232325,-0.5464706868322297,-59473.16531214805
