date,cash,shares,open_equity,equity
2020-01-02,20218.0,0,20218.0,20218.0
2020-01-03,20218.0,0,20218.0,20218.0
2020-01-06,20218.0,0,20218.0,20218.0
2020-01-07,2343.712621399998,1000,20218.0,20203.712621399998
2020-01-08,2397.8286324000037,1000,19931.9392076,19917.828632400004
2020-01-09,1701.4934509000086,1000,20016.009633900005,20001.49345090001
2020-01-10,2034.1438597000088,1000,20078.51964000001,20064.14385970001
2020-01-13,1397.0852638000106,1000,20021.76264990001,20007.08526380001
2020-01-14,20013.74677530001,0,20013.74677530001,20013.74677530001
2020-01-15,1299.0225883000094,1000,20013.74677530001,19999.02258830001
2020-01-16,19915.684099800008,0,19915.684099800008,19915.684099800008
2020-01-17,910.8091099000085,1000,19915.684099800008,19900.80910990001
2020-01-20,402.0641453000135,1000,19757.12113870001,19742.064145300013
2020-01-21,462.96294640001724,1000,19567.889937300017,19552.962946400017
2020-01-22,19329.244585400018,0,19329.244585400018,19329.244585400018
2020-01-23,19329.244585400018,0,19329.244585400018,19329.244585400018
2020-02-03,19329.244585400018,0,19329.244585400018,19329.244585400018
2020-02-04,1294.8740052000212,1000,19329.244585400018,19314.87400520002
2020-02-05,717.5610799000278,1000,19422.280066800024,19407.561079900028
2020-02-06,19224.38973530003,0,19224.38973530003,19224.38973530003
2020-02-07,19224.38973530003,0,19224.38973530003,19224.38973530003
2020-02-10,299.55634620003184,1000,19224.38973530003,19209.556346200032
2020-02-11,19075.974739300033,0,19075.974739300033,19075.974739300033
2020-02-12,19075.974739300033,0,19075.974739300033,19075.974739300033
2020-02-13,19075.974739300033,0,19075.974739300033,19075.974739300033
2020-02-14,19075.974739300033,0,19075.974739300033,19075.974739300033
2020-02-17,19075.974739300033,0,19075.974739300033,19075.974739300033
2020-02-18,211.17255080003451,1000,19075.974739300033,19061.172550800035
2020-02-19,18827.834062300033,0,18827.834062300033,18827.834062300033
2020-02-20,3.052674200032925,1000,18827.834062300033,18813.052674200033
2020-02-21,18639.683795900033,0,18639.683795900033,18639.683795900033
2020-02-24,18639.683795900033,0,18639.683795900033,18639.683795900033
2020-02-25,18639.683795900033,0,18639.683795900033,18639.683795900033
2020-02-26,18639.683795900033,0,18639.683795900033,18639.683795900033
2020-02-27,18639.683795900033,0,18639.683795900033,18639.683795900033
2020-02-28,18639.683795900033,0,18639.683795900033,18639.683795900033
2020-03-02,18639.683795900033,0,18639.683795900033,18639.683795900033
2020-03-03,18639.683795900033,0,18639.683795900033,18639.683795900033
2020-03-04,1865.9684283000352,1000,18639.683795900033,18625.968428300035
2020-03-05,1761.061777700037,1000,18934.985149300035,18921.061777700037
2020-03-06,18560.488761000037,0,18560.488761000037,18560.488761000037
2020-03-09,18560.488761000037,0,18560.488761000037,18560.488761000037
2020-03-10,1956.8617951000379,1000,18560.488761000037,18546.861795100038
2020-03-11,18596.53189680004,0,18596.53189680004,18596.53189680004
2020-03-12,2483.159735800038,1000,18596.53189680004,18583.15973580004
2020-03-13,17635.09387760004,0,17635.09387760004,17635.09387760004
2020-03-16,17635.09387760004,0,17635.09387760004,17635.09387760004
2020-03-17,3712.860538500041,1000,17635.09387760004,17622.86053850004
2020-03-18,17736.51170400004,0,17736.51170400004,17736.51170400004
2020-03-19,4214.486368900041,1000,17736.51170400004,17724.48636890004
2020-03-20,4286.64321000004,1000,17868.69974570004,17856.64321000004
2020-03-23,17361.73789100004,0,17361.73789100004,17361.73789100004
2020-03-24,4329.967360800043,1000,17361.73789100004,17349.967360800045
2020-03-25,4142.560059300044,1000,17704.606194800042,17692.56005930004
2020-03-26,17527.183698400044,0,17527.183698400044,17527.183698400044
2020-03-27,17527.183698400044,0,17527.183698400044,17527.183698400044
2020-03-30,17527.183698400044,0,17527.183698400044,17527.183698400044
2020-03-31,4305.314366300045,1000,17527.183698400044,17515.314366300045
2020-04-01,17410.363462600046,0,17410.363462600046,17410.363462600046
