date,cash,shares,open_equity,equity
2020-01-02,20218.0,0,20218.0,20218.0
2020-01-03,1983.5254177999996,1000,20218.0,20203.5254178
2020-01-06,19961.1594029,0,19961.1594029,19961.1594029
2020-01-07,2086.872024299999,1000,19961.1594029,19946.8720243
2020-01-08,19675.0986105,0,19675.0986105,19675.0986105
2020-01-09,19675.0986105,0,19675.0986105,19675.0986105
2020-01-10,19675.0986105,0,19675.0986105,19675.0986105
2020-01-13,19675.0986105,0,19675.0986105,19675.0986105
2020-01-14,19675.0986105,0,19675.0986105,19675.0986105
2020-01-15,19675.0986105,0,19675.0986105,19675.0986105
2020-01-16,19675.0986105,0,19675.0986105,19675.0986105
2020-01-17,19675.0986105,0,19675.0986105,19675.0986105
2020-01-20,19675.0986105,0,19675.0986105,19675.0986105
2020-01-21,570.1716196000016,1000,19675.0986105,19660.1716196
2020-01-22,19436.453258600002,0,19436.453258600002,19436.453258600002
2020-01-23,19436.453258600002,0,19436.453258600002,19436.453258600002
2020-02-03,19436.453258600002,0,19436.453258600002,19436.453258600002
2020-02-04,19436.453258600002,0,19436.453258600002,19436.453258600002
2020-02-05,19436.453258600002,0,19436.453258600002,19436.453258600002
2020-02-06,19436.453258600002,0,19436.453258600002,19436.453258600002
2020-02-07,121.41706560000603,1000,19436.453258600002,19421.417065600006
2020-02-10,62.86531550001018,1000,18987.698704600007,18972.86531550001
2020-02-11,18839.28370860001,0,18839.28370860001,18839.28370860001
2020-02-12,18839.28370860001,0,18839.28370860001,18839.28370860001
2020-02-13,18839.28370860001,0,18839.28370860001,18839.28370860001
2020-02-14,18839.28370860001,0,18839.28370860001,18839.28370860001
2020-02-17,18839.28370860001,0,18839.28370860001,18839.28370860001
2020-02-18,18839.28370860001,0,18839.28370860001,18839.28370860001
2020-02-19,18839.28370860001,0,18839.28370860001,18839.28370860001
2020-02-20,14.502320500010683,1000,18839.28370860001,18824.50232050001
2020-02-21,18651.13344220001,0,18651.13344220001,18651.13344220001
2020-02-24,18651.13344220001,0,18651.13344220001,18651.13344220001
2020-02-25,18651.13344220001,0,18651.13344220001,18651.13344220001
2020-02-26,18651.13344220001,0,18651.13344220001,18651.13344220001
2020-02-27,18651.13344220001,0,18651.13344220001,18651.13344220001
2020-02-28,18651.13344220001,0,18651.13344220001,18651.13344220001
2020-03-02,18651.13344220001,0,18651.13344220001,18651.13344220001
2020-03-03,18651.13344220001,0,18651.13344220001,18651.13344220001
2020-03-04,18651.13344220001,0,18651.13344220001,18651.13344220001
2020-03-05,1477.2100706000128,1000,18651.13344220001,18637.210070600013
2020-03-06,18276.637053900013,0,18276.637053900013,18276.637053900013
2020-03-09,18276.637053900013,0,18276.637053900013,18276.637053900013
2020-03-10,18276.637053900013,0,18276.637053900013,18276.637053900013
2020-03-11,18276.637053900013,0,18276.637053900013,18276.637053900013
2020-03-12,2163.2648929000115,1000,18276.637053900013,18263.264892900013
2020-03-13,17315.199034700014,0,17315.199034700014,17315.199034700014
2020-03-16,17315.199034700014,0,17315.199034700014,17315.199034700014
2020-03-17,17315.199034700014,0,17315.199034700014,17315.199034700014
2020-03-18,17315.199034700014,0,17315.199034700014,17315.199034700014
2020-03-19,3793.1736996000145,1000,17315.199034700014,17303.173699600015
2020-03-20,3865.330540700017,1000,17447.387076400017,17435.330540700015
2020-03-23,16940.425221700018,0,16940.425221700018,16940.425221700018
2020-03-24,3908.65469150002,1000,16940.425221700018,16928.65469150002
2020-03-25,17283.29352550002,0,17283.29352550002,17283.29352550002
2020-03-26,17283.29352550002,0,17283.29352550002,17283.29352550002
2020-03-27,17283.29352550002,0,17283.29352550002,17283.29352550002
2020-03-30,4451.62699730002,1000,17283.29352550002,17271.62699730002
2020-03-31,4494.56364310002,1000,17716.43297520002,17704.56364310002
2020-04-01,17599.61273940002,0,17599.61273940002,17599.61273940002
2020-04-02,17599.61273940002,0,17599.61273940002,17599.61273940002
2020-04-03,17599.61273940002,0,17599.61273940002,17599.61273940002
2020-04-07,3437.2545979000224,1000,17599.61273940002,17587.25459790002
2020-04-08,3308.5528220000197,1000,17460.90576340002,17448.55282200002
2020-04-09,3489.7675092000227,1000,17452.02164870002,17439.76750920002
2020-04-10,17403.585818600026,0,17403.585818600026,17403.585818600026
2020-04-13,17403.585818600026,0,17403.585818600026,17403.585818600026
2020-04-14,17403.585818600026,0,17403.585818600026,17403.585818600026
2020-04-15,17403.585818600026,0,17403.585818600026,17403.585818600026
2020-04-16,17403.585818600026,0,17403.585818600026,17403.585818600026
2020-04-17,17403.585818600026,0,17403.585818600026,17403.585818600026
2020-04-20,17403.585818600026,0,17403.585818600026,17403.585818600026
2020-04-21,3231.2224770000266,1000,17403.585818600026,17391.222477000025
2020-04-22,3192.547107000026,1000,17264.858447600025,17252.547107000028
2020-04-23,17415.894374500025,0,17415.894374500025,17415.894374500025
2020-04-24,17415.894374500025,0,17415.894374500025,17415.894374500025
2020-04-27,17415.894374500025,0,17415.894374500025,17415.894374500025
2020-04-28,17415.894374500025,0,17415.894374500025,17415.894374500025
2020-04-29,17415.894374500025,0,17415.894374500025,17415.894374500025
2020-04-30,17415.894374500025,0,17415.894374500025,17415.894374500025
2020-05-06,17415.894374500025,0,17415.894374500025,17415.894374500025
2020-05-07,17415.894374500025,0,17415.894374500025,17415.894374500025
2020-05-08,2963.3854301000265,1000,17415.894374500025,17403.385430100025
2020-05-11,2903.8022799000264,1000,17436.352825100024,17423.802279900025
2020-05-12,3084.4459071000274,1000,17326.845649400027,17314.445907100027
2020-05-13,17158.021098100027,0,17158.021098100027,17158.021098100027
2020-05-14,17158.021098100027,0,17158.021098100027,17158.021098100027
2020-05-15,17158.021098100027,0,17158.021098100027,17158.021098100027
2020-05-18,17158.021098100027,0,17158.021098100027,17158.021098100027
2020-05-19,17158.021098100027,0,17158.021098100027,17158.021098100027
2020-05-20,17158.021098100027,0,17158.021098100027,17158.021098100027
2020-05-21,17158.021098100027,0,17158.021098100027,17158.021098100027
2020-05-22,17158.021098100027,0,17158.021098100027,17158.021098100027
2020-05-25,4026.198566900028,1000,17158.021098100027,17146.198566900028
2020-05-26,17181.17168870003,0,17181.17168870003,17181.17168870003
2020-05-27,17181.17168870003,0,17181.17168870003,17181.17168870003
2020-05-28,3709.17235410003,1000,17181.17168870003,17169.172354100032
2020-05-29,17083.81118810003,0,17083.81118810003,17083.81118810003
2020-06-01,17083.81118810003,0,17083.81118810003,17083.81118810003
2020-06-02,17083.81118810003,0,17083.81118810003,17083.81118810003
2020-06-03,17083.81118810003,0,17083.81118810003,17083.81118810003
2020-06-04,17083.81118810003,0,17083.81118810003,17083.81118810003
2020-06-05,2991.4894473000313,1000,17083.81118810003,17071.48944730003
2020-06-08,17214.836714800032,0,17214.836714800032,17214.836714800032
2020-06-09,17214.836714800032,0,17214.836714800032,17214.836714800032
2020-06-10,2922.4109720000324,1000,17214.836714800032,17202.410972000034
2020-06-11,17145.75823950003,0,17145.75823950003,17145.75823950003
2020-06-12,17145.75823950003,0,17145.75823950003,17145.75823950003
2020-06-15,17145.75823950003,0,17145.75823950003,17145.75823950003
2020-06-16,17145.75823950003,0,17145.75823950003,17145.75823950003
2020-06-17,17145.75823950003,0,17145.75823950003,17145.75823950003
2020-06-18,17145.75823950003,0,17145.75823950003,17145.75823950003
2020-06-19,2783.296096000033,1000,17145.75823950003,17133.296096000035
2020-06-22,17116.476219600034,0,17116.476219600034,17116.476219600034
2020-06-23,17116.476219600034,0,17116.476219600034,17116.476219600034
2020-06-24,17116.476219600034,0,17116.476219600034,17116.476219600034
2020-06-29,1883.5616674000357,1000,17116.476219600034,17103.561667400034
2020-06-30,2042.6024628000396,1000,17205.48061430004,17192.602462800038
2020-07-01,1781.4876606000435,1000,17214.506214800043,17201.487660600043
2020-07-02,1470.0613279000481,1000,17093.178684000046,17080.061327900046
2020-07-03,17091.28130940005,0,17091.28130940005,17091.28130940005
2020-07-06,17091.28130940005,0,17091.28130940005,17091.28130940005
2020-07-07,17091.28130940005,0,17091.28130940005,17091.28130940005
2020-07-08,677.7531454000491,1000,17091.28130940005,17077.75314540005
2020-07-09,17027.86389920005,0,17027.86389920005,17027.86389920005
2020-07-10,17027.86389920005,0,17027.86389920005,17027.86389920005
2020-07-13,17027.86389920005,0,17027.86389920005,17027.86389920005
2020-07-14,424.2369333000497,1000,17027.86389920005,17014.23693330005
2020-07-15,17223.66391660005,0,17223.66391660005,17223.66391660005
2020-07-16,17223.66391660005,0,17223.66391660005,17223.66391660005
2020-07-17,17223.66391660005,0,17223.66391660005,17223.66391660005
2020-07-20,17223.66391660005,0,17223.66391660005,17223.66391660005
2020-07-21,1780.640162300051,1000,17223.66391660005,17210.64016230005
2020-07-22,17192.179236700053,0,17192.179236700053,17192.179236700053
2020-07-23,2199.3894869000524,1000,17192.179236700053,17179.38948690005
2020-07-24,17091.718696100055,0,17091.718696100055,17091.718696100055
2020-07-27,3069.433356000056,1000,17091.718696100055,17079.433356000056
2020-07-28,17192.932572500056,0,17192.932572500056,17192.932572500056
2020-07-29,17192.932572500056,0,17192.932572500056,17192.932572500056
2020-07-30,17192.932572500056,0,17192.932572500056,17192.932572500056
2020-07-31,17192.932572500056,0,17192.932572500056,17192.932572500056
2020-08-03,17192.932572500056,0,17192.932572500056,17192.932572500056
2020-08-04,17192.932572500056,0,17192.932572500056,17192.932572500056
2020-08-05,17192.932572500056,0,17192.932572500056,17192.932572500056
2020-08-06,2680.3924275000554,1000,17192.932572500056,17180.392427500054
2020-08-07,17133.390212300055,0,17133.390212300055,17133.390212300055
2020-08-10,17133.390212300055,0,17133.390212300055,17133.390212300055
2020-08-11,17133.390212300055,0,17133.390212300055,17133.390212300055
2020-08-12,17133.390212300055,0,17133.390212300055,17133.390212300055
2020-08-13,17133.390212300055,0,17133.390212300055,17133.390212300055
2020-08-14,2090.574462000055,1000,17133.390212300055,17120.574462000055
2020-08-17,17152.645357900055,0,17152.645357900055,17152.645357900055
2020-08-18,17152.645357900055,0,17152.645357900055,17152.645357900055
2020-08-19,17152.645357900055,0,17152.645357900055,17152.645357900055
2020-08-20,17152.645357900055,0,17152.645357900055,17152.645357900055
