id,initial,final,return_pct,mdd_pct,skipped,completed,open_shares
L1_tail_up,20218.0,8825.397538650364,-56.34881027475337,-57.11048518869144,439,269,0
L2_tail_down,20218.0,8656.435531300398,-57.18451117172619,-58.714934992900226,534,281,0
L3_afternoon_recovery,20218.0,10772.44158960023,-46.71855975071605,-46.71855975071605,168,169,0
L4_afternoon_reversal,20218.0,13541.835795150222,-33.02089328741605,-36.01624078243947,224,191,0
L5_breakout,20218.0,19409.770043800072,-3.9975762004151205,-12.36623251336183,49,48,0
L6_breakdown,20218.0,13363.636140250117,-33.902284398802465,-34.10230750143325,89,92,0
L7_tail_up_volume,20218.0,19080.73742495009,-5.625000371203437,-14.043384077306975,47,59,0
L8_tail_down_volume,20218.0,17203.577930150095,-14.909595755514415,-15.902361697825473,41,65,0
