date,clock,side,quantity,reference,value,fee,tax,deposit,cash,shares,entry
2020-01-16,15:00,SELL,1000,18.41,18400.795000000002,23.768810900000002,0.0,0.0,18377.0261891,2000,2020-01-16
2020-01-17,09:25,BUY,1000,18.41,18419.204999999998,5.3683841,0.0,47.547194999995554,0.0,3000,2020-01-16
2020-02-28,15:00,SELL,1000,17.08,17071.46,22.4128892,0.0,0.0,17049.0471108,2000,2020-02-28
2020-03-02,09:25,BUY,1000,17.3,17308.649999999998,5.346173,0.0,264.9490622000012,0.0,3000,2020-02-28
2020-03-11,15:00,SELL,1000,16.54,16531.73,21.8623646,0.0,0.0,16509.867635399998,2000,2020-03-11
2020-03-12,09:25,BUY,1000,16.25,16258.125,5.3251625,0.0,0.0,246.41747289999876,3000,2020-03-11
2020-04-15,15:00,SELL,1000,13.87,13863.065,19.1403263,0.0,0.0,14090.3421466,2000,2020-04-15
2020-04-16,09:25,BUY,1000,13.75,13756.875,5.2751375,0.0,0.0,328.19200909999927,3000,2020-04-15
2020-04-17,15:00,SELL,1000,13.99,13983.005000000001,19.2626651,0.0,0.0,14291.934344000001,2000,2020-04-17
2020-04-20,09:25,BUY,1000,14.06,14067.029999999999,5.2813406,0.0,0.0,219.62300340000183,3000,2020-04-17
2020-04-23,15:00,SELL,1000,13.96,13953.02,19.2320804,0.0,0.0,14153.410923000003,2000,2020-04-23
2020-04-24,09:25,BUY,1000,13.96,13966.98,5.2793396,0.0,0.0,181.1515834000038,3000,2020-04-23
2020-05-20,15:00,SELL,1000,13.85,13843.075,19.1199365,0.0,0.0,14005.106646900005,2000,2020-05-20
2020-05-21,09:25,BUY,1000,13.88,13886.939999999999,5.2777388,0.0,0.0,112.88890810000703,3000,2020-05-20
2020-05-27,15:00,SELL,1000,13.48,13473.26,18.742725200000002,0.0,0.0,13567.406182900007,2000,2020-05-27
2020-05-28,09:25,BUY,1000,13.5,13506.75,5.270135,0.0,0.0,55.386047900006815,3000,2020-05-27
2020-06-01,15:00,SELL,1000,13.88,13873.060000000001,19.1505212,0.0,0.0,13909.295526700009,2000,2020-06-01
2020-06-02,09:25,BUY,1000,13.9,13906.949999999999,5.278139,0.0,2.932612299990069,0.0,3000,2020-06-01
2020-06-17,15:00,SELL,1000,14.25,14242.875,19.5277325,0.0,0.0,14223.3472675,2000,2020-06-17
2020-06-18,09:25,BUY,1000,14.25,14257.125,5.2851425,0.0,39.06287500000144,0.0,3000,2020-06-17
2020-07-21,15:00,SELL,1000,15.43,15422.285000000002,20.730730700000002,20.0,0.0,15981.554269300002,2000,2020-07-21
2020-07-22,09:25,BUY,1000,15.44,15447.72,5.3089544,0.0,0.0,528.5253149000037,3000,2020-07-21
2020-07-22,15:00,SELL,1000,15.36,15352.320000000002,20.659366400000003,20.0,0.0,15840.185948500006,2000,2020-07-22
2020-07-23,09:25,BUY,1000,15.17,15177.585,5.3035517,0.0,0.0,657.297396800006,3000,2020-07-22
2020-07-30,15:00,SELL,1000,14.29,14282.855000000001,19.568512100000003,20.0,0.0,14900.583884700007,2000,2020-07-30
2020-07-31,09:25,BUY,1000,14.28,14287.14,5.2857428,0.0,0.0,608.1581419000067,3000,2020-07-30
2020-08-28,15:00,SELL,1000,14.75,14742.625,20.0374775,0.0,0.0,15330.745664400007,2000,2020-08-28
2020-08-31,09:25,BUY,1000,14.84,14847.42,5.2969484,0.0,0.0,478.02871600000617,3000,2020-08-28
2020-08-31,15:00,SELL,1000,14.74,14732.630000000001,20.0272826,0.0,0.0,15190.631433400007,2000,2020-08-31
2020-09-01,09:25,BUY,1000,14.67,14677.335,5.2935467,0.0,0.0,508.00288670000737,3000,2020-08-31
2020-09-02,15:00,SELL,1000,14.77,14762.615000000002,20.057867300000005,0.0,0.0,15250.560019400009,2000,2020-09-02
2020-09-03,09:25,BUY,1000,14.84,14847.42,5.2969484,0.0,0.0,397.8430710000084,3000,2020-09-02
2020-09-09,15:00,SELL,1000,13.91,13903.045,19.1811059,0.0,0.0,14281.70696510001,2000,2020-09-09
2020-09-10,09:25,BUY,1000,14.0,14007.0,5.28014,0.0,0.0,269.4268251000085,3000,2020-09-09
2020-09-14,15:00,SELL,1000,13.85,13843.075,19.1199365,0.0,0.0,14093.38188860001,2000,2020-09-14
2020-09-15,09:25,BUY,1000,13.83,13836.914999999999,5.2767383,0.0,0.0,251.19015030001174,3000,2020-09-14
2020-09-15,15:00,SELL,1000,13.73,13723.135,18.9975977,0.0,0.0,13955.327552600012,2000,2020-09-15
2020-09-16,09:25,BUY,1000,13.69,13696.845,5.2739369,0.0,0.0,253.20861570001398,3000,2020-09-15
2020-09-21,15:00,SELL,1000,13.74,13733.130000000001,19.007792600000002,0.0,0.0,13967.330823100016,2000,2020-09-21
2020-09-22,09:25,BUY,1000,13.65,13656.824999999999,5.2731365,0.0,0.0,305.2326866000167,3000,2020-09-21
2020-10-21,15:00,SELL,1000,13.64,13633.18,18.9058436,0.0,0.0,13919.506843000017,2000,2020-10-21
2020-10-22,09:25,BUY,1000,13.58,13586.789999999999,5.2717358,0.0,0.0,327.44510720001745,3000,2020-10-21
2020-10-23,15:00,SELL,1000,13.59,13583.205,18.854869100000002,0.0,0.0,13891.795238100018,2000,2020-10-23
2020-10-26,09:25,BUY,1000,13.57,13576.785,5.2715357,0.0,0.0,309.73870240001816,3000,2020-10-23
2020-10-28,15:00,SELL,1000,13.94,13933.03,19.211690600000004,0.0,0.0,14223.55701180002,2000,2020-10-28
2020-10-29,09:25,BUY,1000,13.76,13766.88,5.2753376,0.0,0.0,451.40167420002035,3000,2020-10-28
2020-11-16,15:00,SELL,1000,14.28,14272.86,19.5583172,0.0,0.0,14704.70335700002,2000,2020-11-16
2020-11-17,09:25,BUY,1000,14.26,14267.13,5.2853426,0.0,0.0,432.288014400021,3000,2020-11-16
2020-12-02,15:00,SELL,1000,14.05,14042.975,19.323834500000004,0.0,0.0,14455.93917990002,2000,2020-12-02
2020-12-03,09:25,BUY,1000,14.0,14007.0,5.28014,0.0,0.0,443.6590399000197,3000,2020-12-02
2020-12-15,15:00,SELL,1000,13.56,13553.220000000001,18.824284400000003,0.0,0.0,13978.054755500021,2000,2020-12-15
2020-12-16,09:25,BUY,1000,13.56,13566.779999999999,5.2713356000000005,0.0,0.0,406.003419900022,3000,2020-12-15
2020-12-18,15:00,SELL,1000,13.65,13643.175000000001,18.916038500000003,0.0,0.0,14030.262381400024,2000,2020-12-18
2020-12-21,09:25,BUY,1000,13.6,13606.8,5.272136,0.0,0.0,418.19024540002465,3000,2020-12-18
2020-12-28,15:00,SELL,1000,13.27,13263.365000000002,18.5286323,0.0,0.0,13663.026613100026,2000,2020-12-28
2020-12-29,09:25,BUY,1000,13.32,13326.66,5.2665332,0.0,0.0,331.1000799000267,3000,2020-12-28
2021-02-05,15:00,SELL,1000,13.21,13203.395,18.4674629,0.0,0.0,13516.027617000027,2000,2021-02-05
2021-02-08,09:25,BUY,1000,13.15,13156.574999999999,5.2631315,0.0,0.0,354.18948550002824,3000,2021-02-05
2021-02-10,15:00,SELL,1000,14.04,14032.980000000001,19.313639600000002,0.0,0.0,14367.855845900029,2000,2021-02-10
2021-02-18,09:25,BUY,1000,14.12,14127.06,5.2825412,0.0,0.0,235.51330470002904,3000,2021-02-10
2021-02-18,15:00,SELL,1000,13.96,13953.02,19.2320804,0.0,0.0,14169.30122430003,2000,2021-02-18
2021-02-19,09:25,BUY,1000,13.89,13896.945,5.2779389,0.0,0.0,267.0782854000299,3000,2021-02-18
2021-02-22,15:00,SELL,1000,13.97,13963.015000000001,19.242275300000003,0.0,0.0,14210.851010100032,2000,2021-02-22
2021-02-23,09:25,BUY,1000,13.85,13856.925,5.2771385,0.0,0.0,348.6488716000331,3000,2021-02-22
2021-02-25,15:00,SELL,1000,13.92,13913.04,19.1913008,0.0,0.0,14242.497570800035,2000,2021-02-25
2021-02-26,09:25,BUY,1000,13.77,13776.884999999998,5.2755377,0.0,0.0,460.33703310003693,3000,2021-02-25
2021-03-04,15:00,SELL,1000,13.63,13623.185000000001,18.895648700000002,0.0,0.0,14064.626384400039,2000,2021-03-04
2021-03-05,09:25,BUY,1000,13.5,13506.75,5.270135,0.0,0.0,552.606249400038,3000,2021-03-04
2021-03-08,15:00,SELL,1000,13.7,13693.150000000001,18.967013,0.0,0.0,14226.78923640004,2000,2021-03-08
2021-03-09,09:25,BUY,1000,13.68,13686.84,5.2737368,0.0,0.0,534.67549960004,3000,2021-03-08
2021-03-17,15:00,SELL,1000,13.55,13543.225,18.8140895,0.0,0.0,14059.08641010004,2000,2021-03-17
2021-03-18,09:25,BUY,1000,13.57,13576.785,5.2715357,0.0,0.0,477.0298744000411,3000,2021-03-17
2021-03-18,15:00,SELL,1000,13.52,13513.240000000002,18.783504800000003,0.0,0.0,13971.486369600043,2000,2021-03-18
2021-03-19,09:25,BUY,1000,13.52,13526.759999999998,5.2705352,0.0,0.0,439.4558344000452,3000,2021-03-18
2021-04-22,15:00,SELL,1000,14.18,14172.910000000002,19.456368200000004,0.0,0.0,14592.909466200046,2000,2021-04-22
2021-04-23,09:25,BUY,1000,14.15,14157.074999999999,5.2831415,0.0,0.0,430.5513247000472,3000,2021-04-22
2021-04-28,15:00,SELL,1000,14.55,14542.725,19.8335795,0.0,0.0,14953.442745200047,2000,2021-04-28
2021-04-29,09:25,BUY,1000,14.65,14657.324999999999,5.2931465,0.0,0.0,290.8245987000482,3000,2021-04-28
2021-05-13,15:00,SELL,1000,13.38,13373.310000000001,18.640776200000005,0.0,0.0,13645.49382250005,2000,2021-05-13
2021-05-14,09:25,BUY,1000,13.4,13406.699999999999,5.268134,0.0,0.0,233.52568850005082,3000,2021-05-13
2021-05-19,15:00,SELL,1000,13.21,13203.395,18.4674629,0.0,0.0,13418.453225600051,2000,2021-05-19
2021-05-20,09:25,BUY,1000,13.2,13206.599999999999,5.264132,0.0,0.0,206.58909360005237,3000,2021-05-19
2021-06-01,15:00,SELL,1000,12.43,12423.785,17.672260700000002,0.0,0.0,12612.701832900053,2000,2021-06-01
2021-06-02,09:25,BUY,1000,12.42,12426.21,5.2485242,0.0,0.0,181.2433087000536,3000,2021-06-01
2021-06-02,15:00,SELL,1000,12.22,12213.890000000001,17.458167800000002,0.0,0.0,12377.675140900055,2000,2021-06-02
2021-06-03,09:25,BUY,1000,12.22,12226.109999999999,5.2445222,0.0,0.0,146.320618700056,3000,2021-06-02
2021-06-18,15:00,SELL,1000,12.49,12483.755000000001,17.7334301,0.0,0.0,12612.342188600058,2000,2021-06-18
2021-06-21,09:25,BUY,1000,12.4,12406.199999999999,5.248124,0.0,0.0,200.8940646000592,3000,2021-06-18
2021-06-25,15:00,SELL,1000,12.61,12603.695000000002,17.8557689,0.0,0.0,12786.73329570006,2000,2021-06-25
2021-06-28,09:25,BUY,1000,12.66,12666.33,5.2533266,0.0,0.0,115.14996910006084,3000,2021-06-25
2021-07-06,15:00,SELL,1000,12.23,12223.885,17.4683627,0.0,0.0,12321.566606400062,2000,2021-07-06
2021-07-07,09:25,BUY,1000,12.19,12196.095,5.2439219,0.0,0.0,120.22768450006151,3000,2021-07-06
2021-07-07,15:00,SELL,1000,12.15,12143.925000000001,17.386803500000003,0.0,0.0,12246.765881000063,2000,2021-07-07
2021-07-08,09:25,BUY,1000,12.16,12166.08,5.2433216,0.0,0.0,75.44255940006224,3000,2021-07-07
2021-07-20,15:00,SELL,1000,11.72,11714.140000000001,16.948422800000003,0.0,0.0,11772.634136600063,2000,2021-07-20
2021-07-21,09:25,BUY,1000,11.7,11705.849999999999,5.234117,0.0,0.0,61.55001960006484,3000,2021-07-20
2021-07-21,15:00,SELL,1000,11.77,11764.115,16.9993973,0.0,0.0,11808.665622300065,2000,2021-07-21
2021-07-22,09:25,BUY,1000,11.76,11765.88,5.2353176,0.0,0.0,37.55030470006568,3000,2021-07-21
2021-08-11,15:00,SELL,1000,11.78,11774.11,17.0095922,25.0,0.0,12519.650712500066,2000,2021-08-11
2021-08-12,09:25,BUY,1000,11.76,11765.88,5.2353176,0.0,0.0,748.5353949000673,3000,2021-08-11
2021-09-02,15:00,SELL,1000,11.75,11744.125,16.9790075,25.0,0.0,12450.681387400067,2000,2021-09-02
2021-09-03,09:25,BUY,1000,11.8,11805.9,5.236118,0.0,0.0,639.5452694000669,3000,2021-09-02
2021-10-14,15:00,SELL,1000,11.86,11854.070000000002,17.0911514,25.0,0.0,12451.524118000068,2000,2021-10-14
2021-10-15,09:25,BUY,1000,11.86,11865.929999999998,5.2373186,0.0,0.0,580.3567994000696,3000,2021-10-14
2021-10-20,15:00,SELL,1000,11.59,11584.205,16.8158891,0.0,0.0,12147.74591030007,2000,2021-10-20
2021-10-21,09:25,BUY,1000,11.6,11605.8,5.232116,0.0,0.0,536.7137943000707,3000,2021-10-20
2021-10-25,15:00,SELL,1000,11.38,11374.310000000001,16.601796200000003,0.0,0.0,11894.421998100072,2000,2021-10-25
2021-10-26,09:25,BUY,1000,11.42,11425.71,5.2285142,0.0,0.0,463.4834839000723,3000,2021-10-25
2021-11-01,15:00,SELL,1000,11.44,11434.28,16.6629656,0.0,0.0,11881.100518300073,2000,2021-11-01
2021-11-02,09:25,BUY,1000,11.5,11505.75,5.230115,0.0,0.0,370.1204033000722,3000,2021-11-01
2021-12-06,15:00,SELL,1000,11.28,11274.36,16.4998472,0.0,0.0,11627.980556100072,2000,2021-12-06
2021-12-07,09:25,BUY,1000,11.32,11325.66,5.2265132,0.0,0.0,297.09404290007296,3000,2021-12-06
2021-12-24,15:00,SELL,1000,11.98,11974.01,17.213490200000003,0.0,0.0,12253.890552700073,2000,2021-12-24
2021-12-27,09:25,BUY,1000,11.98,11985.99,5.2397198,0.0,0.0,262.66083290007373,3000,2021-12-24
2022-01-04,15:00,SELL,1000,12.04,12033.980000000001,17.2746596,0.0,0.0,12279.366173300075,2000,2022-01-04
2022-01-05,09:25,BUY,1000,12.03,12036.015,5.2407202999999996,0.0,0.0,238.11045300007572,3000,2022-01-04
2022-02-09,15:00,SELL,1000,11.35,11344.325,16.571211500000004,0.0,0.0,11565.864241500076,2000,2022-02-09
2022-02-10,09:25,BUY,1000,11.37,11375.685,5.2275137,0.0,0.0,184.9517278000767,3000,2022-02-09
2022-02-11,15:00,SELL,1000,11.33,11324.335000000001,16.5508217,0.0,0.0,11492.735906100077,2000,2022-02-11
2022-02-14,09:25,BUY,1000,11.27,11275.635,5.2255127,0.0,0.0,211.87539340007606,3000,2022-02-11
2022-02-21,15:00,SELL,1000,11.4,11394.300000000001,16.622186000000003,0.0,0.0,11589.553207400077,2000,2022-02-21
2022-02-22,09:25,BUY,1000,11.34,11345.67,5.2269134,0.0,0.0,238.65629400007674,3000,2022-02-21
2022-02-22,15:00,SELL,1000,11.27,11264.365,16.489652300000003,0.0,0.0,11486.531641700076,2000,2022-02-22
2022-02-23,09:25,BUY,1000,11.27,11275.635,5.2255127,0.0,0.0,205.67112900007487,3000,2022-02-22
2022-03-03,15:00,SELL,1000,11.2,11194.400000000001,16.418288000000004,0.0,0.0,11383.652841000076,2000,2022-03-03
2022-03-04,09:25,BUY,1000,11.13,11135.564999999999,5.2227113,0.0,0.0,242.86512970007607,3000,2022-03-03
2022-03-23,15:00,SELL,1000,10.39,10384.805,15.592501100000002,0.0,0.0,10612.077628600076,2000,2022-03-23
2022-03-24,09:25,BUY,1000,10.42,10425.21,5.2085042,0.0,0.0,181.65912440007742,3000,2022-03-23
2022-03-29,15:00,SELL,1000,10.08,10074.960000000001,15.276459200000001,0.0,0.0,10241.342665200078,2000,2022-03-29
2022-03-30,09:25,BUY,1000,10.12,10125.06,5.2025012,0.0,0.0,111.0801640000791,3000,2022-03-29
2022-03-31,15:00,SELL,1000,10.15,10144.925000000001,15.347823500000002,0.0,0.0,10240.65734050008,2000,2022-03-31
2022-04-01,09:25,BUY,1000,10.07,10075.035,5.2015007,0.0,0.0,160.4208398000792,3000,2022-03-31
2022-04-06,15:00,SELL,1000,10.2,10194.900000000001,15.398798000000003,0.0,0.0,10339.92204180008,2000,2022-04-06
2022-04-07,09:25,BUY,1000,10.17,10175.085,5.2035017,0.0,0.0,159.63354010008152,3000,2022-04-06
2022-04-11,15:00,SELL,1000,9.93,9925.035,15.1235357,0.0,0.0,10069.54500440008,2000,2022-04-11
2022-04-12,09:25,BUY,1000,9.93,9934.965,5.1986993,0.0,0.0,129.3813051000816,3000,2022-04-11
2022-04-28,15:00,SELL,1000,9.42,9415.29,14.6035958,0.0,0.0,9530.067709300083,2000,2022-04-28
2022-04-29,09:25,BUY,1000,9.46,9464.73,5.0946473,0.0,0.0,60.24306200008323,3000,2022-04-28
2022-04-29,15:00,SELL,1000,9.52,9515.24,14.6103924,0.0,0.0,9560.872669600083,2000,2022-04-29
2022-05-05,09:25,BUY,1000,9.56,9564.779999999999,5.0956478,0.0,9.00297819991647,0.0,3000,2022-04-29
2022-05-18,15:00,SELL,1000,9.42,9415.29,14.509442900000002,0.0,0.0,9400.7805571,2000,2022-05-18
2022-05-19,09:25,BUY,1000,9.33,9334.664999999999,5.09334665,0.0,0.0,61.0222104500026,3000,2022-05-18
