entry_i,entry,sell_ref,exit_i,exit,buy_ref,buy_clock,kind,trigger,missing_windows,delayed,sale_net,buy_cost,dividend_tax,missed_dividend,cash_increment,net_pct
418,2020-02-28,17.08,419,2020-03-02,17.17,09:40,fixed_or_trigger_next_interval,stop_close,0,False,17049.0471108,17183.9285717,0.0,0.0,-134.8814609000001,-0.7897041036299771
420,2020-03-03,17.44,421,2020-03-04,17.23,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,17408.500094400002,17243.959772299997,0.0,0.0,164.54032210000514,0.9434651496559928
429,2020-03-16,14.3,430,2020-03-17,14.15,09:45,fixed_or_trigger_next_interval,target_close,0,False,14273.271293,14162.358141499999,0.0,0.0,110.91315150000082,0.7756164440559498
431,2020-03-18,13.56,432,2020-03-19,13.52,09:55,fixed_or_trigger_next_interval,target_close,0,False,13534.395715600001,13532.030535199998,0.0,0.0,2.3651804000037373,0.017442333333360895
434,2020-03-23,12.52,435,2020-03-24,12.81,09:40,fixed_or_trigger_next_interval,stop_close,0,False,12495.9759852,12821.661328099999,0.0,0.0,-325.68534289999843,-2.601320630191681
468,2020-05-14,13.69,469,2020-05-15,13.62,10:25,fixed_or_trigger_next_interval,target_close,0,False,13664.198181900001,13632.0825362,0.0,0.0,32.11564570000155,0.23459200657415305
511,2020-07-16,14.87,512,2020-07-17,15.02,09:45,fixed_or_trigger_next_interval,stop_close,0,False,14822.4051837,15032.810550199998,20.0,0.0,-210.4053664999974,-1.4149654774714016
517,2020-07-24,14.16,518,2020-07-27,14.1,09:50,fixed_or_trigger_next_interval,target_close,0,False,14113.4840216,14112.332140999999,20.0,0.0,1.1518806000003678,0.008134750000002598
644,2021-01-28,14.21,645,2021-01-29,14.14,10:30,fixed_or_trigger_next_interval,deadline,0,False,14163.4080471,14152.3529414,20.0,0.0,11.05510569999933,0.0777980696692423
647,2021-02-02,13.7,648,2021-02-03,13.57,09:40,fixed_or_trigger_next_interval,target_close,0,False,13674.182987000002,13582.0565357,0.0,0.0,92.12645130000237,0.6724558489051268
648,2021-02-03,13.27,649,2021-02-04,13.2,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,13244.836367700002,13211.864131999999,0.0,0.0,32.972235700002784,0.2484720097965545
704,2021-04-30,13.76,705,2021-05-06,13.61,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,13734.091817600001,13622.0773361,0.0,0.0,112.01448150000215,0.814058731831411
706,2021-05-07,13.45,707,2021-05-10,13.54,10:30,fixed_or_trigger_next_interval,deadline,0,False,13424.562859500002,13552.040935399998,0.0,0.0,-127.47807589999684,-0.9477923858735824
717,2021-05-24,12.55,718,2021-05-25,12.46,09:40,fixed_or_trigger_next_interval,target_close,0,False,12525.930400500001,12471.479324599999,0.0,0.0,54.45107590000225,0.4338731147410538
755,2021-07-16,11.49,756,2021-07-19,11.42,10:05,fixed_or_trigger_next_interval,target_close,0,False,11467.5410599,11430.9385142,0.0,0.0,36.60254570000143,0.31856001479548673
763,2021-07-28,11.0,764,2021-07-29,11.1,10:20,fixed_or_trigger_next_interval,stop_close,0,False,10953.28561,11110.772110999998,25.0,0.0,-157.4865009999976,-1.4316954636363417
786,2021-08-30,11.51,787,2021-08-31,11.42,10:15,fixed_or_trigger_next_interval,target_close,0,False,11462.5106701,11430.9385142,25.0,0.0,31.572155900001235,0.27430196264119233
843,2021-11-26,11.17,844,2021-11-29,11.09,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,11123.0272967,11100.7669109,25.0,0.0,22.260385800000222,0.1992872497761882
844,2021-11-29,10.98,845,2021-11-30,11.05,09:55,fixed_or_trigger_next_interval,stop_close,0,False,10958.315999800001,11060.7461105,0.0,0.0,-102.4301106999992,-0.9328789681238543
909,2022-03-08,10.6,910,2022-03-09,10.6,10:30,fixed_or_trigger_next_interval,deadline,0,False,10578.893406000001,10610.512106,0.0,0.0,-31.61869999999908,-0.2982896226415008
911,2022-03-10,10.35,912,2022-03-11,10.23,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,10329.2732785,10240.3197023,0.0,0.0,88.95357620000141,0.8594548425120909
914,2022-03-15,9.75,915,2022-03-16,9.71,09:50,fixed_or_trigger_next_interval,target_close,0,False,9730.1849725,9720.0492971,0.0,0.0,10.135675399998945,0.1039556451281943
941,2022-04-25,9.11,942,2022-04-26,9.24,10:25,fixed_or_trigger_next_interval,stop_close,0,False,9091.1574461,9249.8048924,0.0,0.0,-158.6474462999995,-1.7414648331503788
1041,2022-09-19,8.89,1042,2022-09-20,8.81,10:10,fixed_or_trigger_next_interval,target_close,0,False,8821.58058945,8819.493144049999,50.0,0.0,2.0874454000022524,0.023480825646819487
1042,2022-09-20,8.74,1043,2022-09-21,8.61,09:40,fixed_or_trigger_next_interval,target_close,0,False,8671.807013700001,8619.391143050001,50.0,0.0,52.415870650000215,0.5997239204805517
1051,2022-10-10,8.16,1052,2022-10-11,8.2,10:30,fixed_or_trigger_next_interval,deadline,0,False,8092.6825208,8209.182041,50.0,0.0,-116.4995202,-1.427690198529412
1187,2023-04-27,16.1,1188,2023-04-28,16.65,09:40,fixed_or_trigger_next_interval,stop_close,0,False,16070.697130500002,16663.49158325,0.0,0.0,-592.7944527499985,-3.681953122670798
1202,2023-05-23,15.23,1203,2023-05-24,15.14,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,15202.010391150001,15152.7214757,0.0,0.0,49.288915450000786,0.3236304363099198
1224,2023-06-26,23.09,1225,2023-06-27,23.25,09:55,fixed_or_trigger_next_interval,target_close,0,False,23050.145760450003,23266.85761625,0.0,0.0,-216.71185579999656,-0.9385528618449396
1236,2023-07-12,22.53,1237,2023-07-13,23.05,09:40,fixed_or_trigger_next_interval,stop_close,0,False,22490.99107765,23066.755615249996,0.0,0.0,-575.7645375999964,-2.5555461056369126
1241,2023-07-19,25.09,1242,2023-07-20,24.9,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,25047.126770450002,24917.699124499995,0.0,0.0,129.427645950007,0.5158535111598525
1242,2023-07-20,23.25,1243,2023-07-21,23.04,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,23209.90424125,23056.7505152,0.0,0.0,153.1537260499972,0.6587257034408482
1256,2023-08-09,22.25,1257,2023-08-10,21.99,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,22101.41373625,22006.21500995,110.0,0.0,95.198726300001,0.4278594440449483
