entry_i,entry,sell_ref,exit_i,exit,buy_ref,buy_clock,kind,trigger,missing_windows,delayed,sale_net,buy_cost,dividend_tax,missed_dividend,cash_increment,net_pct
418,2020-02-28,17.08,419,2020-03-02,17.3,09:25,daily_open,planned_open,0,False,17049.0471108,17313.996173,0.0,0.0,-264.9490622000012,-1.5512240175644099
440,2020-03-31,13.21,441,2020-04-01,13.13,09:25,daily_open,planned_open,0,False,13184.9275371,13141.827731299998,0.0,0.0,43.09980580000229,0.3262665087055434
514,2020-07-21,15.43,515,2020-07-22,15.44,09:25,daily_open,planned_open,0,False,15401.554269300002,15453.028954399999,0.0,0.0,-51.47468509999635,-0.33360132922875146
553,2020-09-14,13.85,554,2020-09-15,13.83,09:25,daily_open,planned_open,0,False,13803.955063500001,13842.191738299998,20.0,0.0,-38.23667479999676,-0.27607707436820766
584,2020-11-04,13.47,585,2020-11-05,13.68,09:25,daily_open,planned_open,0,False,13424.532469700001,13692.1137368,20.0,0.0,-267.5812670999985,-1.9864978997772718
592,2020-11-16,14.28,593,2020-11-17,14.26,09:25,daily_open,planned_open,0,False,14253.3016828,14272.4153426,0.0,0.0,-19.11365979999937,-0.1338491582633009
612,2020-12-14,13.54,613,2020-12-15,13.36,09:25,daily_open,planned_open,0,False,13514.426105400002,13371.9473336,0.0,0.0,142.4787718000025,1.052280441654376
706,2021-05-07,13.45,707,2021-05-10,13.5,09:25,daily_open,planned_open,0,False,13424.562859500002,13512.020135,0.0,0.0,-87.45727549999901,-0.6502399665427436
719,2021-05-26,12.56,720,2021-05-27,12.53,09:25,daily_open,planned_open,0,False,12535.9152056,12541.5157253,0.0,0.0,-5.600519699999495,-0.04459012499999598
1044,2022-09-22,8.68,1045,2022-09-23,8.7,09:25,daily_open,planned_open,0,False,8661.8975834,8709.4370435,0.0,0.0,-47.539460100000724,-0.5476896324884876
