entry_i,entry,sell_ref,exit_i,exit,buy_ref,buy_clock,kind,trigger,missing_windows,delayed,sale_net,buy_cost,dividend_tax,missed_dividend,cash_increment,net_pct
418,2020-02-28,17.08,419,2020-03-02,17.17,09:40,fixed_or_trigger_next_interval,stop_close,0,False,17038.809563759998,17194.230777740002,0.0,0.0,-155.4212139800038,-0.9099602692037694
420,2020-03-03,17.44,421,2020-03-04,17.23,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,17398.04676768,17254.29797906,0.0,0.0,143.7487886199997,0.8242476411697229
429,2020-03-16,14.3,430,2020-03-17,14.15,09:45,fixed_or_trigger_next_interval,target_close,0,False,14264.7000446,14170.848311300002,0.0,0.0,93.85173329999816,0.6563058272727144
431,2020-03-18,13.56,432,2020-03-19,13.52,09:55,fixed_or_trigger_next_interval,target_close,0,False,13526.268014320001,13540.142697440002,0.0,0.0,-13.874683120000554,-0.10232067197640526
434,2020-03-23,12.52,435,2020-03-24,12.81,09:40,fixed_or_trigger_next_interval,stop_close,0,False,12488.471647440001,12829.347481820003,0.0,0.0,-340.87583438000183,-2.7226504343450624
468,2020-05-14,13.69,469,2020-05-15,13.62,10:25,fixed_or_trigger_next_interval,target_close,0,False,13655.99256018,13640.254699640001,0.0,0.0,15.73786053999902,0.11495880598976639
511,2020-07-16,14.87,512,2020-07-17,15.02,09:45,fixed_or_trigger_next_interval,stop_close,0,False,14813.49228414,15041.82273044,20.0,0.0,-228.3304463000004,-1.5355107350369899
517,2020-07-24,14.16,518,2020-07-27,14.1,09:50,fixed_or_trigger_next_interval,target_close,0,False,14104.99668752,14120.792310200002,20.0,0.0,-15.795622680001543,-0.11155100762712954
644,2021-01-28,14.21,645,2021-01-29,14.14,10:30,fixed_or_trigger_next_interval,deadline,0,False,14154.89074362,14160.837111080002,20.0,0.0,-5.946367460001056,-0.04184635791696732
647,2021-02-02,13.7,648,2021-02-03,13.57,09:40,fixed_or_trigger_next_interval,target_close,0,False,13665.9713714,13590.198698540002,0.0,0.0,75.77267285999915,0.553085203357658
648,2021-02-03,13.27,649,2021-02-04,13.2,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,13236.88248894,13219.7842904,0.0,0.0,17.09819853999943,0.12884851951770482
704,2021-04-30,13.76,705,2021-05-06,13.61,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,13725.84423872,13630.243499420001,0.0,0.0,95.60073929999817,0.6947728146802192
706,2021-05-07,13.45,707,2021-05-10,13.54,10:30,fixed_or_trigger_next_interval,deadline,0,False,13416.5010909,13560.165097880003,0.0,0.0,-143.66400698000325,-1.0681338808922174
717,2021-05-24,12.55,718,2021-05-25,12.46,09:40,fixed_or_trigger_next_interval,target_close,0,False,12518.4080811,12478.955474120003,0.0,0.0,39.452606979997654,0.314363402231057
755,2021-07-16,11.49,756,2021-07-19,11.42,10:05,fixed_or_trigger_next_interval,target_close,0,False,11460.654091780001,11437.790651240002,0.0,0.0,22.86344053999892,0.19898555735421167
763,2021-07-28,11.0,764,2021-07-29,11.1,10:20,fixed_or_trigger_next_interval,stop_close,0,False,10946.692342,11117.432244200001,25.0,0.0,-170.73990220000087,-1.552180929090917
