stock,initialcash,slip_bp,sales,completed,pending,increment,completed_increment,mean_pct,fees,tax_paid,terminal_tax_reserve,terminal_receivable,terminal_missing,deposits,withdrawals,unreturned,peak_requirement,peak_date,peak_pct_1000_value,single_median,single_p95,single_max,single_max_date,single_positive,first_deposit,deposit_yuan_days,longest_relative_deficit_calendar_days,relative_mdd,flow_adjusted_absolute_profit,hold_flow_adjusted_absolute_profit
1000,0.0,5.0,286,286,0,11271.40725744568,11271.407257445726,-0.05361084867615924,7969.927742555007,700.0,0.0,0,0,2952.366592249764,0.0,2952.366592249764,2952.366592249764,2024-01-22,20.50254577951225,24.529984899998453,551.7294256249988,1932.5882208599942,2026-06-01,172,2020-01-03,4472494.657578206,40,-8100.520309444881,60661.40725744568,49390.0
