date,clock,entry,buy_cost,sale_net,single_gap,cash_before,tax_reserve,receivable,deposit,cumulative_deposit,zero_capital_pool_before
2020-03-02,09:40,2020-02-28,17183.9285717,17049.0471108,134.8814609000001,17049.0471108,0.0,0,134.8814609000001,134.8814609000001,17049.0471108
2020-04-01,09:30,2020-03-31,13141.827731299998,13184.9275371,0.0,13184.9275371,0.0,0,0.0,134.8814609000001,13050.0460762
2020-07-22,09:45,2020-07-21,15362.9821535,15401.554269300002,0.0,16044.654075100005,40.0,0,0.0,134.8814609000001,15909.772614200005
2020-09-15,09:40,2020-09-14,13752.144937399999,13803.955063500001,0.0,14485.626985100007,20.0,0,0.0,134.8814609000001,14350.745524200007
2020-11-05,09:40,2020-11-04,13712.124136999999,13424.532469700001,287.5916672999974,14158.01451740001,0.0,0,0.0,134.8814609000001,14023.13305650001
2020-11-17,09:40,2020-11-16,14152.3529414,14253.3016828,0.0,14699.192063200011,0.0,0,0.0,134.8814609000001,14564.310602300011
2020-12-15,09:30,2020-12-14,13371.9473336,13514.426105400002,0.0,14061.265227200012,0.0,0,0.0,134.8814609000001,13926.383766300012
2021-05-10,10:30,2021-05-07,13552.040935399998,13424.562859500002,127.47807589999684,14113.880753100015,0.0,0,0.0,134.8814609000001,13978.999292200015
2021-05-27,10:00,2021-05-26,12511.500125,12535.9152056,0.0,13097.755023300017,0.0,0,0.0,134.8814609000001,12962.873562400016
2022-09-23,10:30,2022-09-22,8659.411543249998,8661.8975834,0.0,11498.152481700015,0.0,0,0.0,134.8814609000001,11363.271020800015
2023-04-03,09:30,2023-03-31,17103.71598545,17189.0064961,0.0,20027.747434550016,0.0,0,0.0,134.8814609000001,19892.865973650016
2023-05-10,09:40,2023-05-09,14902.59397445,14672.810423500001,229.78355094999824,17596.841872600016,0.0,0,0.0,134.8814609000001,17461.960411700016
2023-06-30,09:30,2023-06-29,23567.01061775,23759.074019000003,0.0,26453.32191715002,0.0,0,0.0,134.8814609000001,26318.44045625002
2023-09-08,09:30,2023-09-07,19024.695195049997,19120.612896000002,0.0,23656.924195400024,110.0,0,0.0,134.8814609000001,23522.042734500024
2023-09-12,09:30,2023-09-11,19204.78699595,19380.3503623,0.0,24012.579362650027,55.0,0,0.0,134.8814609000001,23877.697901750027
2023-10-20,09:45,2023-10-19,16413.364082,16453.30891515,0.0,21261.101281850028,0.0,0,0.0,134.8814609000001,21126.219820950027
2023-10-30,09:50,2023-10-27,14222.24717105,14050.79288785,171.45428319999883,18898.530087700026,0.0,0,0.0,134.8814609000001,18763.648626800026
2024-03-19,09:30,2024-03-18,24417.444121999997,24979.746277550003,0.0,29656.02919420003,0.0,0,0.0,134.8814609000001,29521.14773330003
2024-04-24,09:40,2024-04-23,21395.9039069,20564.20935045,831.6945564499983,25802.794422650033,0.0,0,0.0,134.8814609000001,25667.912961750033
2024-06-28,09:40,2024-06-27,27298.9129364,26777.928736550002,520.9841998499978,31184.819252300036,0.0,0,0.0,134.8814609000001,31049.937791400036
2024-07-18,09:30,2024-07-17,24837.6583241,25918.79711725,0.0,29804.703433150036,0.0,0,0.0,134.8814609000001,29669.821972250036
2024-07-22,09:30,2024-07-19,24507.490022449998,24630.0996883,0.0,29597.144797350036,0.0,0,0.0,134.8814609000001,29462.263336450036
2024-07-24,09:30,2024-07-23,24417.444121999997,24510.2208577,0.0,29599.875632600037,0.0,0,0.0,134.8814609000001,29464.994171700037
2024-07-30,09:30,2024-07-29,23506.980017449998,23770.968069000002,0.0,28953.39957960004,0.0,0,0.0,134.8814609000001,28818.51811870004
2024-09-02,09:40,2024-08-30,19885.13379935,20386.33051985,0.0,27572.750082000042,116.0,0,0.0,134.8814609000001,27437.868621100042
2024-09-06,09:45,2024-09-05,18784.57279385,18797.936014400002,0.0,26485.552297050046,58.0,0,0.0,134.8814609000001,26350.670836150046
2024-11-21,09:30,2024-11-20,23617.036118,23912.76612,0.0,31613.745623200048,0.0,0,0.0,134.8814609000001,31478.864162300048
2025-02-10,10:30,2025-02-07,21606.011007949997,21523.23999525,82.77101269999548,29519.94950045005,0.0,0,0.0,134.8814609000001,29385.06803955005
2025-03-06,09:55,2025-03-05,21485.94980735,21013.754965199998,472.19484215000193,28927.69345770005,0.0,0,0.0,134.8814609000001,28792.81199680005
2025-04-11,09:30,2025-04-10,17664.00158825,17936.8649798,0.0,25378.60863015005,0.0,0,0.0,134.8814609000001,25243.72716925005
2025-10-17,09:30,2025-10-16,63040.6647801,63453.184534493004,0.0,73087.79157639305,128.0,0,0.0,134.8814609000001,72952.91011549305
2025-11-05,09:30,2025-11-04,70355.383185537,73341.848269223,0.0,83388.97506551605,64.0,0,0.0,134.8814609000001,83254.09360461605
