entry_i,entry,sell_ref,exit_i,exit,buy_ref,buy_clock,kind,trigger,missing_windows,delayed,sale_net,buy_cost,dividend_tax,missed_dividend,cash_increment,net_pct
418,2020-02-28,17.08,419,2020-03-02,17.17,09:40,fixed_or_trigger_next_interval,fixed,0,False,17023.4532432,17209.6840868,0.0,0.0,-186.23084359999848,-1.090344517564394
420,2020-03-03,17.44,421,2020-03-04,17.08,09:40,fixed_or_trigger_next_interval,fixed,0,False,17382.3667776,17119.5022832,0.0,0.0,262.8644944000007,1.5072505412844077
424,2020-03-09,16.18,425,2020-03-10,15.8,09:40,fixed_or_trigger_next_interval,fixed,0,False,16126.1694072,15836.916632,0.0,0.0,289.2527751999987,1.7877180173053073
426,2020-03-11,16.54,427,2020-03-12,16.31,09:40,fixed_or_trigger_next_interval,fixed,0,False,16485.082941599998,16347.946852399999,0.0,0.0,137.13608919999933,0.8291178307134179
429,2020-03-16,14.3,430,2020-03-17,13.85,09:40,fixed_or_trigger_next_interval,fixed,0,False,14251.843171999999,13882.977554000001,0.0,0.0,368.865617999998,2.579479846153832
431,2020-03-18,13.56,432,2020-03-19,13.55,09:40,fixed_or_trigger_next_interval,fixed,0,False,13514.076462399998,13582.371542,0.0,0.0,-68.29507960000228,-0.5036510294985419
434,2020-03-23,12.52,435,2020-03-24,12.81,09:40,fixed_or_trigger_next_interval,fixed,0,False,12477.215140799999,12840.8767124,0.0,0.0,-363.6615716000015,-2.9046451405750915
490,2020-06-15,13.67,491,2020-06-16,13.83,09:40,fixed_or_trigger_next_interval,fixed,0,False,13623.7444868,13862.9371532,0.0,0.0,-239.19266640000023,-1.7497634703730816
517,2020-07-24,14.16,518,2020-07-27,14.13,09:40,fixed_or_trigger_next_interval,fixed,0,False,14092.2656864,14163.5431652,20.0,0.0,-71.27747880000061,-0.5033720254237332
543,2020-08-31,14.74,544,2020-09-01,14.73,09:40,fixed_or_trigger_next_interval,fixed,0,False,14670.5152696,14764.7551892,20.0,0.0,-94.23991959999876,-0.6393481655359482
647,2021-02-02,13.7,648,2021-02-03,13.57,09:40,fixed_or_trigger_next_interval,fixed,0,False,13633.653948000001,13602.4119428,20.0,0.0,31.242005200001586,0.22804383357665392
648,2021-02-03,13.27,649,2021-02-04,13.26,09:40,fixed_or_trigger_next_interval,fixed,0,False,13224.9516708,13291.7857304,0.0,0.0,-66.83405960000164,-0.5036477739261616
650,2021-02-05,13.21,651,2021-02-08,13.23,09:40,fixed_or_trigger_next_interval,fixed,0,False,13165.1327484,13261.725129199998,0.0,0.0,-96.59238079999886,-0.7312065162755402
706,2021-05-07,13.45,707,2021-05-10,13.46,09:40,fixed_or_trigger_next_interval,fixed,0,False,13404.408438,13492.1897384,0.0,0.0,-87.78130039999996,-0.6526490736059477
745,2021-07-02,11.97,746,2021-07-05,12.08,09:40,fixed_or_trigger_next_interval,fixed,0,False,11928.8750188,12109.4020832,0.0,0.0,-180.5270644000011,-1.5081626098579874
755,2021-07-16,11.49,756,2021-07-19,11.48,09:40,fixed_or_trigger_next_interval,fixed,0,False,11450.323639600001,11508.190059199998,0.0,0.0,-57.86641959999724,-0.5036241914708203
764,2021-07-29,10.99,765,2021-07-30,10.83,09:40,fixed_or_trigger_next_interval,fixed,0,False,10926.8326196,10856.8770332,25.0,0.0,69.95558639999945,0.6365385477706956
785,2021-08-27,11.71,786,2021-08-30,11.66,09:40,fixed_or_trigger_next_interval,fixed,0,False,11644.6596884,11688.5536664,25.0,0.0,-43.89397800000006,-0.3748418274978656
786,2021-08-30,11.51,787,2021-08-31,11.6,09:40,fixed_or_trigger_next_interval,fixed,0,False,11445.2632804,11628.432464000001,25.0,0.0,-183.1691836000009,-1.5913916907037438
799,2021-09-16,11.75,800,2021-09-17,11.72,09:40,fixed_or_trigger_next_interval,fixed,0,False,11709.53897,11748.6748688,0.0,0.0,-39.13589880000109,-0.3330714791489454
813,2021-10-15,11.73,814,2021-10-18,11.67,09:40,fixed_or_trigger_next_interval,fixed,0,False,11689.5993292,11698.5738668,0.0,0.0,-8.974537599999167,-0.07650927195225206
822,2021-10-28,11.16,823,2021-10-29,11.19,09:40,fixed_or_trigger_next_interval,fixed,0,False,11121.3195664,11217.604247599998,0.0,0.0,-96.28468119999889,-0.8627659605734668
844,2021-11-29,10.98,845,2021-11-30,11.06,09:40,fixed_or_trigger_next_interval,fixed,0,False,10941.8627992,11087.3416424,0.0,0.0,-145.47884320000048,-1.3249439271402594
886,2022-01-27,11.13,887,2022-01-28,11.1,09:40,fixed_or_trigger_next_interval,fixed,0,False,11091.4101052,11127.422444000002,0.0,0.0,-36.01233880000109,-0.3235609955076468
887,2022-01-28,11.11,888,2022-02-07,11.2,09:40,fixed_or_trigger_next_interval,fixed,0,False,11071.470464400001,11227.624448,0.0,0.0,-156.15398359999926,-1.4055264050404974
909,2022-03-08,10.6,910,2022-03-09,10.67,09:40,fixed_or_trigger_next_interval,fixed,0,False,10563.009623999998,10696.5538268,0.0,0.0,-133.54420280000159,-1.2598509698113358
911,2022-03-10,10.35,912,2022-03-11,10.11,09:40,fixed_or_trigger_next_interval,fixed,0,False,10313.764114,10135.422604399999,0.0,0.0,178.3415096000008,1.7231063729468676
914,2022-03-15,9.75,915,2022-03-16,9.74,09:40,fixed_or_trigger_next_interval,fixed,0,False,9715.57489,9764.675189599999,0.0,0.0,-49.100299599998834,-0.5035928164102444
938,2022-04-20,9.85,939,2022-04-21,9.9,09:40,fixed_or_trigger_next_interval,fixed,0,False,9815.273094,9924.998395999999,0.0,0.0,-109.72530199999892,-1.1139624568527808
1041,2022-09-19,8.89,1042,2022-09-20,8.91,09:40,fixed_or_trigger_next_interval,fixed,0,False,8808.2590578,8932.909278199999,50.0,0.0,-124.65022039999894,-1.4021397120359835
1042,2022-09-20,8.74,1043,2022-09-21,8.61,09:40,fixed_or_trigger_next_interval,fixed,0,False,8658.7102548,8632.3062722,50.0,0.0,26.403982600000745,0.30210506407323506
1044,2022-09-22,8.68,1045,2022-09-23,8.7,09:40,fixed_or_trigger_next_interval,fixed,0,False,8598.8907336,8722.487174,50.0,0.0,-123.59644040000057,-1.4239221244239697
1107,2022-12-27,9.21,1108,2022-12-28,9.3,09:40,fixed_or_trigger_next_interval,fixed,0,False,9177.2965042,9323.693186,0.0,0.0,-146.3966818000008,-1.5895405190010945
1131,2023-02-07,9.27,1132,2023-02-08,9.34,09:40,fixed_or_trigger_next_interval,fixed,0,False,9237.116025399999,9363.7735868,0.0,0.0,-126.65756140000121,-1.3663167357065935
1132,2023-02-08,9.26,1133,2023-02-09,9.24,09:40,fixed_or_trigger_next_interval,fixed,0,False,9227.1461052,9263.5725848,0.0,0.0,-36.426479600000675,-0.39337450971922977
1145,2023-02-27,9.52,1146,2023-02-28,9.71,09:40,fixed_or_trigger_next_interval,fixed,0,False,9486.364030399998,9734.5172942,0.0,0.0,-248.1532638000026,-2.6066519306722964
1184,2023-04-24,18.33,1185,2023-04-25,18.22,09:40,fixed_or_trigger_next_interval,fixed,0,False,18269.8637266,18261.622564399997,0.0,0.0,8.2411622000036,0.04495996835790289
1187,2023-04-27,16.1,1188,2023-04-28,16.65,09:40,fixed_or_trigger_next_interval,fixed,0,False,16046.571522,16688.466833,0.0,0.0,-641.8953109999984,-3.9869273975155175
1242,2023-07-20,23.25,1243,2023-07-21,23.29,09:40,fixed_or_trigger_next_interval,fixed,0,False,23175.064465,23341.8133658,0.0,0.0,-166.74890080000114,-0.7171995733333383
1258,2023-08-11,21.5,1259,2023-08-14,21.08,09:40,fixed_or_trigger_next_interval,fixed,0,False,21375.32843,21127.3712216,55.0,0.0,247.95720840000286,1.1532893413953622
1260,2023-08-15,21.39,1261,2023-08-16,20.98,09:40,fixed_or_trigger_next_interval,fixed,0,False,21265.6593078,21027.1702196,55.0,0.0,238.48908819999997,1.1149559990649835
1263,2023-08-18,20.1,1264,2023-08-21,20.35,09:40,fixed_or_trigger_next_interval,fixed,0,False,19924.539602,20395.903907,110.0,0.0,-471.36430499999915,-2.345096044776115
1275,2023-09-05,20.31,1276,2023-09-06,19.75,09:40,fixed_or_trigger_next_interval,fixed,0,False,20254.0426162,19794.697895,0.0,0.0,459.3447211999992,2.2616677557853233
1277,2023-09-07,19.2,1278,2023-09-08,18.84,09:40,fixed_or_trigger_next_interval,fixed,0,False,19146.827584,18882.8687768,0.0,0.0,263.95880719999695,1.3747854541666509
1283,2023-09-15,18.13,1284,2023-09-18,18.46,09:40,fixed_or_trigger_next_interval,fixed,0,False,18079.512192600003,18502.104969199998,0.0,0.0,-422.592776599995,-2.330903345835604
1296,2023-10-12,18.75,1297,2023-10-13,18.1,09:40,fixed_or_trigger_next_interval,fixed,0,False,18697.956625,18141.381362,0.0,0.0,556.5752629999988,2.9684014026666605
1297,2023-10-13,17.88,1298,2023-10-16,17.69,09:40,fixed_or_trigger_next_interval,fixed,0,False,17830.139437600003,17730.5572538,0.0,0.0,99.58218380000108,0.5569473366890441
1298,2023-10-16,17.42,1299,2023-10-17,17.37,09:40,fixed_or_trigger_next_interval,fixed,0,False,17371.2935684,17409.9140474,0.0,0.0,-38.62047900000107,-0.22170194603904173
