entry_i,entry,sell_ref,exit_i,exit,buy_ref,buy_clock,kind,trigger,missing_windows,delayed,sale_net,buy_cost,dividend_tax,missed_dividend,cash_increment,net_pct
418,2020-02-28,17.08,419,2020-03-02,17.17,09:40,fixed_or_trigger_next_interval,stop_close,0,False,17023.4532432,17209.6840868,0.0,0.0,-186.23084359999848,-1.090344517564394
440,2020-03-31,13.21,441,2020-04-01,13.13,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,13165.1327484,13161.5231252,0.0,0.0,3.6096231999999873,0.0273249295987887
514,2020-07-21,15.43,515,2020-07-22,15.35,09:45,fixed_or_trigger_next_interval,target_close,0,False,15378.432877199999,15386.007614,0.0,0.0,-7.574736800001119,-0.049090970836040956
553,2020-09-14,13.85,554,2020-09-15,13.74,09:40,fixed_or_trigger_next_interval,target_close,0,False,13783.201254,13772.7553496,20.0,0.0,10.445904399999563,0.0754216924187694
584,2020-11-04,13.47,585,2020-11-05,13.7,09:40,fixed_or_trigger_next_interval,stop_close,0,False,13404.3480788,13732.674547999999,20.0,0.0,-328.32646919999934,-2.437464507795095
592,2020-11-16,14.28,593,2020-11-17,14.14,09:40,fixed_or_trigger_next_interval,target_close,0,False,14231.9035312,14173.5633656,0.0,0.0,58.34016559999873,0.40854457703080344
612,2020-12-14,13.54,613,2020-12-15,13.36,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,13494.1368216,13391.9877344,0.0,0.0,102.14908719999949,0.7544245731166875
706,2021-05-07,13.45,707,2021-05-10,13.54,10:30,fixed_or_trigger_next_interval,deadline,0,False,13404.408438,13572.3513416,0.0,0.0,-167.94290360000014,-1.2486461234200754
719,2021-05-26,12.56,720,2021-05-27,12.5,10:00,fixed_or_trigger_next_interval,target_close,0,False,12517.0944224,12530.2505,0.0,0.0,-13.156077600000572,-0.10474584076433577
1044,2022-09-22,8.68,1045,2022-09-23,8.65,10:30,fixed_or_trigger_next_interval,deadline,0,False,8648.8907336,8672.386672999999,0.0,0.0,-23.49593939999977,-0.2706905460829467
1169,2023-03-31,17.22,1170,2023-04-03,17.09,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,17163.2025844,17129.3512418,0.0,0.0,33.85134260000268,0.19658154819978327
1192,2023-05-09,14.7,1193,2023-05-10,14.89,09:40,fixed_or_trigger_next_interval,stop_close,0,False,14650.782694,14924.9291978,0.0,0.0,-274.1465038000006,-1.8649422027210922
1227,2023-06-29,23.8,1228,2023-06-30,23.55,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,23723.410076,23602.335970999997,0.0,0.0,121.07410500000333,0.5087147268907702
1277,2023-09-07,19.2,1278,2023-09-08,19.01,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,19091.827584,19053.2104802,55.0,0.0,38.61710379999931,0.20113074895832975
1279,2023-09-11,19.46,1280,2023-09-12,19.19,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,19351.1752492,19233.5722838,55.0,0.0,117.60296540000127,0.6043317852004176
1301,2023-10-19,16.53,1302,2023-10-20,16.4,09:45,fixed_or_trigger_next_interval,target_close,0,False,16428.5265606,16437.964328,55.0,0.0,-9.437767399998847,-0.057094781609188426
1307,2023-10-27,14.07,1308,2023-10-30,14.21,09:50,fixed_or_trigger_next_interval,stop_close,0,False,14029.6986514,14243.5623842,0.0,0.0,-213.86373280000043,-1.5199981009239547
1401,2024-03-18,25.01,1402,2024-03-19,24.4,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,24942.2504102,24454.044488,0.0,0.0,488.2059221999989,1.952042871651335
1425,2024-04-23,20.59,1426,2024-04-24,21.38,09:40,fixed_or_trigger_next_interval,stop_close,0,False,20533.3401018,21427.9742276,0.0,0.0,-894.6341257999993,-4.34499332588635
1468,2024-06-27,26.81,1469,2024-06-28,27.28,09:40,fixed_or_trigger_next_interval,stop_close,0,False,26737.7342462,27339.8333456,0.0,0.0,-602.0990993999985,-2.245800445356205
1482,2024-07-17,25.95,1483,2024-07-18,24.82,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,25879.891969,24874.8886964,0.0,0.0,1005.003272599999,3.87284498111753
1484,2024-07-19,24.66,1485,2024-07-22,24.49,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,24593.1285532,24544.225389799998,0.0,0.0,48.903163400002086,0.1983096650446151
1486,2024-07-23,24.54,1487,2024-07-24,24.4,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,24473.429630799998,24454.044488,0.0,0.0,19.385142799997993,0.07899406193968213
1490,2024-07-29,23.8,1491,2024-07-30,23.49,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,23735.286276000003,23542.2153698,0.0,0.0,193.07090620000236,0.8112222949579931
1514,2024-08-30,20.47,1515,2024-09-02,19.87,09:40,fixed_or_trigger_next_interval,target_close,0,False,20355.6411794,19914.9390974,58.0,0.0,440.7020819999998,2.1529168637029787
1518,2024-09-05,18.88,1519,2024-09-06,18.77,09:45,fixed_or_trigger_next_interval,target_close,0,False,18769.6304576,18812.728075400002,58.0,0.0,-43.0976178000019,-0.22827128072034905
1565,2024-11-20,24.0,1566,2024-11-21,23.6,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,23876.78448,23652.436472,58.0,0.0,224.3480079999972,0.9347833666666551
1615,2025-02-07,21.55,1616,2025-02-10,21.59,10:30,fixed_or_trigger_next_interval,deadline,0,False,21490.931481000003,21638.3963318,0.0,0.0,-147.46485079999547,-0.6842916510440625
1633,2025-03-05,21.04,1634,2025-03-06,21.47,09:55,fixed_or_trigger_next_interval,stop_close,0,False,20982.211060799997,21518.1551294,0.0,0.0,-535.9440686000016,-2.547262683460084
1658,2025-04-10,17.96,1659,2025-04-11,17.65,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,17909.938719200003,17690.476853,0.0,0.0,219.461866200003,1.2219480300668317
1783,2025-10-16,63.59,1784,2025-10-17,63.0,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,63357.861095972,63135.1785204,64.0,0.0,222.6825755720056,0.35018489632333005
1796,2025-11-04,73.49,1797,2025-11-05,70.31,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,73231.684414892,70460.86352014799,64.0,0.0,2770.8208947440144,3.770337317654122
1801,2025-11-11,68.03,1802,2025-11-12,66.45,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,67786.121251124,66592.58115366,64.0,0.0,1193.540097464007,1.7544320115596164
1803,2025-11-13,67.99,1804,2025-11-14,65.8,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,67810.227015492,65941.18645464,0.0,0.0,1869.040560851994,2.7489933238005504
1825,2025-12-15,59.14,1826,2025-12-16,59.9,09:40,fixed_or_trigger_next_interval,stop_close,0,False,58983.627381912,60028.526878920005,0.0,0.0,-1044.899497008002,-1.7668236337639533
1843,2026-01-12,60.93,1844,2026-01-13,60.43,10:15,fixed_or_trigger_next_interval,target_close,0,False,60768.894426444,60559.664095044,0.0,0.0,209.2303314000019,0.34339460265879185
1858,2026-02-02,55.68,1859,2026-02-03,54.7,10:10,fixed_or_trigger_next_interval,target_close,0,False,55499.775999744,54817.369286760004,33.0,0.0,682.4067129839968,1.225586769008615
1940,2026-06-10,71.13,1941,2026-06-11,69.82,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,70908.924512604,69969.812131656,33.0,0.0,939.112380948005,1.3202760873724237
1954,2026-07-01,70.0,1955,2026-07-02,67.46,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,69781.912356,67604.748301368,33.0,0.0,2177.1640546319977,3.110234363759997
1964,2026-07-15,63.62,1965,2026-07-16,62.35,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,63451.781772696006,62483.78382138,0.0,0.0,967.997951316007,1.5215308885822179
1992,2026-08-24,60.4,1993,2026-08-25,58.75,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,60175.29580432,58876.0593345,65.0,0.0,1299.2364698199963,2.1510537579801263
