candidate,quality,n,wins,win,cash,mean,worst,mdd,top3,bottom3,mean_pct
H00,both_days_strict,103,44,42.71844660194174,2577.5403217641597,25.02466331809864,-727.9008017999986,-3377.2966825498806,5133.364257196012,-1942.9500474999986,
H00,other_or_unknown,51,29,56.86274509803921,20474.78061269226,401.4662865233776,-2082.0077701500013,-3551.054005829952,13030.46454890701,-5848.752365366996,
H01,both_days_strict,14,10,71.42857142857143,292.6543633500278,20.903883096430555,-287.5916672999974,-290.63356274998114,725.7666979000114,-652.2566791499958,
H01,other_or_unknown,27,21,77.77777777777779,14452.319972331085,535.2711100863364,-866.3836862519966,-1352.6787562999962,7439.440175057025,-2219.0624425519927,
H02,both_days_strict,103,30,29.126213592233007,-2105.4185535188426,-20.440956830280026,-447.23025704999964,-2800.3835412998615,1296.3244254530127,-989.7484054499982,
H02,other_or_unknown,51,26,50.98039215686274,10437.915019858256,204.66500038937755,-1633.135730957998,-5948.325926189929,5748.781941467023,-3820.780093949972,
H03,both_days_strict,14,5,35.714285714285715,-317.7081553949756,-22.693439671069687,-267.5812670999985,-598.2555431999899,419.8326837000077,-619.9876047999987,
H03,other_or_unknown,27,20,74.07407407407408,14322.165617676086,530.4505784324476,-753.0980170739931,-753.0980170739931,7439.440175057025,-1426.6661125239916,
