date,clock,side,quantity,reference,value,fee,tax,deposit,cash,shares,entry
2020-01-02,15:00,SELL,1000,18.38,18343.24,23.710104800000003,0.0,0.0,18319.5298952,2000,2020-01-02
2020-01-03,09:25,BUY,1000,18.49,18526.98,5.3705396,0.0,212.82064439999886,0.0,3000,2020-01-02
2020-01-10,15:00,SELL,1000,18.03,17993.94,23.3538188,0.0,0.0,17970.5861812,2000,2020-01-10
2020-01-13,09:25,BUY,1000,18.02,18056.04,5.3611208,0.0,90.8149396000008,0.0,3000,2020-01-10
2020-01-14,15:00,SELL,1000,18.39,18353.22,23.720284400000004,0.0,0.0,18329.499715600003,2000,2020-01-14
2020-01-15,09:25,BUY,1000,18.35,18386.7,5.3677340000000004,0.0,62.56801839999753,0.0,3000,2020-01-14
2020-01-16,15:00,SELL,1000,18.41,18373.18,23.740643600000002,0.0,0.0,18349.439356400002,2000,2020-01-16
2020-01-17,09:25,BUY,1000,18.41,18446.82,5.3689364,0.0,102.74957999999606,0.0,3000,2020-01-16
2020-01-20,15:00,SELL,1000,19.34,19301.32,24.687346400000003,0.0,0.0,19276.6326536,2000,2020-01-20
2020-01-21,09:25,BUY,1000,19.2,19238.4,5.384768,0.0,0.0,32.847885600000154,3000,2020-01-20
2020-01-21,15:00,SELL,1000,19.09,19051.82,24.432856400000002,0.0,0.0,19060.2350292,2000,2020-01-21
2020-01-22,09:25,BUY,1000,18.9,18937.8,5.378756,0.0,0.0,117.05627320000349,3000,2020-01-21
2020-01-23,15:00,SELL,1000,20.0,19960.0,25.3592,0.0,0.0,20051.697073200005,2000,2020-01-23
2020-02-03,09:25,BUY,1000,18.0,18036.0,5.36072,0.0,0.0,2010.336353200004,3000,2020-01-23
2020-02-11,15:00,SELL,1000,19.23,19191.54,24.5753708,0.0,0.0,21177.300982400004,2000,2020-02-11
2020-02-12,09:25,BUY,1000,19.08,19118.16,5.3823632,0.0,0.0,2053.7586192000053,3000,2020-02-11
2020-02-18,15:00,SELL,1000,18.85,18812.3,24.188546000000002,0.0,0.0,20841.870073200003,2000,2020-02-18
2020-02-19,09:25,BUY,1000,18.65,18687.3,5.373746,0.0,0.0,2149.196327200003,3000,2020-02-18
2020-02-24,15:00,SELL,1000,20.14,20099.72,25.5017144,0.0,0.0,22223.414612800003,2000,2020-02-24
2020-02-25,09:25,BUY,1000,19.65,19689.3,5.393786,0.0,0.0,2528.720826800003,3000,2020-02-24
2020-02-28,15:00,SELL,1000,17.08,17045.84,22.3867568,0.0,0.0,19552.174070000005,2000,2020-02-28
2020-03-02,09:25,BUY,1000,17.3,17334.6,5.346692,0.0,0.0,2212.227378000007,3000,2020-02-28
2020-03-11,15:00,SELL,1000,16.54,16506.92,21.8370584,0.0,0.0,18697.310319600005,2000,2020-03-11
2020-03-12,09:25,BUY,1000,16.25,16282.5,5.32565,0.0,0.0,2409.484669600004,3000,2020-03-11
2020-03-25,15:00,SELL,1000,13.55,13522.9,18.793358,0.0,0.0,15913.591311600003,2000,2020-03-25
2020-03-26,09:25,BUY,1000,13.41,13436.82,5.2687364,0.0,0.0,2471.502575200004,3000,2020-03-25
2020-03-26,15:00,SELL,1000,13.29,13263.42,18.5286884,0.0,0.0,15716.393886800004,2000,2020-03-26
2020-03-27,09:25,BUY,1000,13.5,13527.0,5.2705400000000004,0.0,0.0,2184.1233468000046,3000,2020-03-26
2020-04-03,15:00,SELL,1000,13.96,13932.08,19.2107216,0.0,0.0,16096.992625200004,2000,2020-04-03
2020-04-07,09:25,BUY,1000,14.35,14378.7,5.287574,0.0,0.0,1713.0050512000034,3000,2020-04-03
2020-04-15,15:00,SELL,1000,13.87,13842.26,19.1191052,0.0,0.0,15536.145946000004,2000,2020-04-15
2020-04-16,09:25,BUY,1000,13.75,13777.5,5.27555,0.0,0.0,1753.370396000004,3000,2020-04-15
