entry_i,entry,sell_ref,exit_i,exit,buy_ref,buy_clock,kind,trigger,missing_windows,delayed,sale_net,buy_cost,dividend_tax,missed_dividend,cash_increment,net_pct
390,2020-01-13,18.61,391,2020-01-14,18.4,14:50,fixed_or_trigger_next_interval,fixed,0,False,18565.567680419997,18425.6084048,0.0,0.0,139.95927561999633,0.7520648878022371
397,2020-01-22,20.85,398,2020-01-23,19.94,14:50,fixed_or_trigger_next_interval,fixed,0,False,20800.8213937,19967.33323868,0.0,0.0,833.4881550200007,3.9975451080095956
414,2020-02-24,20.14,415,2020-02-25,19.99,14:50,fixed_or_trigger_next_interval,fixed,0,False,20092.32579708,20017.38923978,0.0,0.0,74.93655729999955,0.37207823882820035
415,2020-02-25,19.96,416,2020-02-26,18.76,14:50,fixed_or_trigger_next_interval,fixed,0,False,19912.70719512,18786.01161272,0.0,0.0,1126.6955823999997,5.644767446893786
437,2020-03-26,13.29,438,2020-03-27,13.06,14:50,fixed_or_trigger_next_interval,fixed,0,False,13256.84011138,13079.627487320002,0.0,0.0,177.21262405999732,1.3334283224980987
442,2020-04-02,13.98,443,2020-04-03,13.97,14:50,fixed_or_trigger_next_interval,fixed,0,False,13945.37808556,13990.646707340002,0.0,0.0,-45.26862178000192,-0.3238098839771239
451,2020-04-16,14.05,452,2020-04-17,13.99,14:50,fixed_or_trigger_next_interval,fixed,0,False,14015.2297641,14010.66910778,0.0,0.0,4.560656319999907,0.03246018733096019
497,2020-06-24,15.52,498,2020-06-29,15.16,14:50,fixed_or_trigger_next_interval,fixed,0,False,15482.11501344,15181.979533520001,0.0,0.0,300.13547991999803,1.9338626283505027
499,2020-06-30,15.15,500,2020-07-01,15.24,14:50,fixed_or_trigger_next_interval,fixed,0,False,15092.898998300001,15262.06913528,20.0,0.0,-169.17013697999937,-1.1166345675247482
503,2020-07-06,16.49,504,2020-07-07,16.47,14:50,fixed_or_trigger_next_interval,fixed,0,False,16430.05970178,16493.44676234,20.0,0.0,-63.38706056000228,-0.3843969712553201
532,2020-08-14,15.03,533,2020-08-17,15.26,14:50,fixed_or_trigger_next_interval,fixed,0,False,14973.15326366,15282.091535720001,20.0,0.0,-308.9382720600006,-2.055477525349305
