entry_i,entry,sell_ref,exit_i,exit,buy_ref,buy_clock,kind,trigger,missing_windows,delayed,sale_net,buy_cost,dividend_tax,missed_dividend,cash_increment,net_pct
418,2020-02-28,17.08,419,2020-03-02,17.17,09:40,fixed_or_trigger_next_interval,stop_close,0,False,17038.809563759998,17194.230777740002,0.0,0.0,-155.4212139800038,-0.9099602692037694
440,2020-03-31,13.21,441,2020-04-01,13.13,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,13177.009621620002,13149.70588886,0.0,0.0,27.303732760001367,0.20668987706284153
514,2020-07-21,15.43,515,2020-07-22,15.35,09:45,fixed_or_trigger_next_interval,target_close,0,False,15392.30571246,15372.192337700002,0.0,0.0,20.113374759997896,0.1303523963706928
553,2020-09-14,13.85,554,2020-09-15,13.74,09:40,fixed_or_trigger_next_interval,target_close,0,False,13795.653539699999,13760.389102280002,20.0,0.0,35.26443741999719,0.2546168766786801
584,2020-11-04,13.47,585,2020-11-05,13.7,09:40,fixed_or_trigger_next_interval,stop_close,0,False,13416.45871334,13720.344301400002,20.0,0.0,-303.8855880600022,-2.2560177287305283
592,2020-11-16,14.28,593,2020-11-17,14.14,09:40,fixed_or_trigger_next_interval,target_close,0,False,14244.74242216,14160.837111080002,0.0,0.0,83.90531107999777,0.5875722064425615
612,2020-12-14,13.54,613,2020-12-15,13.36,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,13506.310391879999,13379.963493920002,0.0,0.0,126.34689795999657,0.9331380942392656
706,2021-05-07,13.45,707,2021-05-10,13.54,10:30,fixed_or_trigger_next_interval,deadline,0,False,13416.5010909,13560.165097880003,0.0,0.0,-143.66400698000325,-1.0681338808922174
719,2021-05-26,12.56,720,2021-05-27,12.5,10:00,fixed_or_trigger_next_interval,target_close,0,False,12528.386892319999,12519.000275000002,0.0,0.0,9.38661731999673,0.07473421433118416
1044,2022-09-22,8.68,1045,2022-09-23,8.65,10:30,fixed_or_trigger_next_interval,deadline,0,False,8656.69484348,8664.601595150001,0.0,0.0,-7.90675167000154,-0.09109160910140024
1169,2023-03-31,17.22,1170,2023-04-03,17.09,09:30,fixed_or_trigger_next_interval,observed_gap_then_continuous_open,0,False,17178.68493142,17113.97008799,0.0,0.0,64.71484342999975,0.37581209889663036
