candidate,date,clock,five_ref,one_ref,difference,covered
C04,2024-08-06,09:40,20.76,,,False
C04,2024-08-08,09:40,19.95,,,False
C04,2024-08-28,09:40,19.95,,,False
C04,2024-09-09,10:00,18.22,,,False
C04,2024-10-16,09:40,23.73,,,False
C04,2024-10-18,09:40,24.95,,,False
C04,2024-11-04,09:40,24.25,,,False
C04,2024-11-18,09:45,23.32,,,False
C04,2024-11-19,09:40,23.47,,,False
C04,2024-11-29,10:30,21.83,,,False
C04,2025-01-03,10:20,20.94,,,False
C04,2025-01-06,09:40,20.82,,,False
C04,2025-02-06,09:40,20.23,,,False
C04,2025-03-03,09:40,21.0,,,False
C04,2025-03-24,10:30,20.67,,,False
C04,2025-03-31,09:50,19.78,,,False
C04,2025-06-25,09:40,20.96,,,False
C04,2025-09-29,09:40,66.86,,,False
C04,2025-10-09,09:40,68.62,,,False
C04,2025-10-15,09:45,60.2,,,False
C04,2025-11-12,09:40,66.86,,,False
C04,2025-11-17,09:40,65.56,,,False
C04,2025-11-25,09:40,56.76,,,False
C04,2025-11-26,09:40,55.7,,,False
C04,2025-11-28,09:50,59.59,,,False
C04,2025-12-16,09:40,59.9,,,False
C04,2026-01-05,09:40,63.67,,,False
C04,2026-01-14,09:55,60.42,,,False
C04,2026-01-29,09:40,59.61,,,False
C04,2026-02-03,10:10,54.7,,,False
C04,2026-02-10,09:40,56.82,,,False
C04,2026-03-04,09:40,53.93,,,False
C04,2026-03-05,09:40,54.81,,,False
C04,2026-03-18,09:50,51.12,,,False
C04,2026-03-23,09:40,48.76,,,False
C04,2026-06-29,09:40,69.48,69.4800033569336,-3.3569335897709607e-06,True
C04,2026-07-02,09:40,65.85,65.8499984741211,1.5258789005656581e-06,True
C04,2026-07-16,09:40,63.04,63.040000915527344,-9.155273446026513e-07,True
C04,2026-07-31,09:40,56.85,56.84999847412109,1.5258789147765128e-06,True
C04,2026-08-14,10:30,65.35,65.3499984741211,1.5258789005656581e-06,True
C04,2026-09-07,09:40,65.78,65.77999877929688,1.2207031261368684e-06,True
C05,2020-01-13,09:40,17.85,,,False
C05,2020-01-15,10:30,18.36,,,False
C05,2020-02-03,09:40,18.0,,,False
C05,2020-02-12,09:40,18.92,,,False
C05,2020-02-19,09:40,18.62,,,False
C05,2020-02-25,09:40,19.96,,,False
C05,2020-03-12,09:40,16.31,,,False
C05,2020-04-16,09:40,13.62,,,False
C05,2020-04-22,09:40,14.0,,,False
C05,2020-05-21,10:30,13.82,,,False
C05,2020-06-18,09:45,14.2,,,False
C05,2020-06-30,09:45,15.07,,,False
C05,2020-07-03,09:55,15.92,,,False
C05,2020-07-22,09:45,15.35,,,False
C05,2020-07-31,09:50,14.74,,,False
C05,2020-09-10,10:30,13.82,,,False
C05,2020-09-22,09:40,13.65,,,False
C05,2020-10-22,09:40,13.57,,,False
C05,2020-12-03,09:40,13.93,,,False
C05,2020-12-16,10:30,13.69,,,False
C05,2021-01-04,09:45,13.66,,,False
C05,2021-01-07,09:45,13.7,,,False
C05,2021-01-14,09:40,15.87,,,False
C05,2021-01-20,10:30,15.31,,,False
C05,2021-01-27,09:55,15.08,,,False
C05,2021-02-08,10:30,13.3,,,False
C05,2021-02-18,10:15,13.95,,,False
C05,2021-02-23,09:40,13.9,,,False
C05,2021-02-26,09:40,13.72,,,False
C05,2021-03-18,10:25,13.46,,,False
C05,2021-04-21,09:40,14.27,,,False
C05,2021-04-29,10:30,14.73,,,False
C05,2021-05-14,10:30,13.43,,,False
C05,2021-05-27,10:00,12.5,,,False
C05,2021-06-02,09:45,12.28,,,False
C05,2021-07-08,10:30,12.13,,,False
C05,2021-07-19,10:05,11.42,,,False
C05,2021-08-12,10:30,11.72,,,False
C05,2021-08-18,10:05,11.95,,,False
C05,2021-11-02,10:30,11.55,,,False
C05,2021-11-08,09:45,11.59,,,False
C05,2021-12-02,09:40,11.21,,,False
C05,2021-12-27,10:30,12.09,,,False
C05,2022-02-10,10:30,11.39,,,False
C05,2022-02-22,09:40,11.23,,,False
C05,2022-02-23,10:30,11.32,,,False
C05,2022-02-25,10:30,11.24,,,False
C05,2022-03-18,10:30,10.13,,,False
C05,2022-03-30,10:30,10.08,,,False
C05,2022-04-12,09:40,9.84,,,False
C05,2022-04-29,10:30,9.41,,,False
C05,2022-05-05,10:30,9.6,,,False
C05,2022-05-19,09:40,9.33,,,False
C05,2022-06-02,09:40,9.31,,,False
C05,2022-06-07,10:30,9.42,,,False
C05,2022-06-08,10:30,9.48,,,False
C05,2022-06-16,10:30,9.65,,,False
C05,2022-06-27,10:30,9.79,,,False
C05,2022-06-30,10:30,9.87,,,False
C05,2022-07-20,09:40,10.08,,,False
C05,2022-08-09,09:50,9.54,,,False
C05,2022-08-11,10:30,9.72,,,False
C05,2022-08-15,09:40,9.52,,,False
C05,2022-08-19,10:30,9.55,,,False
C05,2022-09-29,10:30,8.55,,,False
C05,2022-10-14,10:30,8.45,,,False
C05,2022-11-03,10:00,8.57,,,False
C05,2022-11-10,10:00,8.59,,,False
C05,2022-11-17,10:30,8.96,,,False
C05,2022-12-01,10:30,9.24,,,False
C05,2022-12-02,10:30,9.21,,,False
C05,2022-12-20,10:30,9.48,,,False
C05,2023-01-09,10:30,9.49,,,False
C05,2023-01-17,10:30,9.51,,,False
C05,2023-02-03,09:40,9.44,,,False
C05,2023-02-13,09:40,9.61,,,False
C05,2023-02-22,09:40,9.73,,,False
C05,2023-03-07,09:40,10.84,,,False
C05,2023-03-15,09:40,12.01,,,False
C05,2023-03-21,09:50,14.81,,,False
C05,2023-03-24,09:40,17.13,,,False
C05,2023-04-06,09:40,17.73,,,False
C05,2023-04-10,09:40,17.68,,,False
C05,2023-04-24,09:50,18.0,,,False
C05,2023-05-29,09:40,17.25,,,False
C05,2023-06-13,09:40,21.15,,,False
C05,2023-06-14,09:40,22.31,,,False
C05,2023-06-21,09:40,24.54,,,False
C05,2023-07-17,09:40,26.08,,,False
C05,2023-07-18,09:55,25.74,,,False
C05,2023-08-24,09:40,22.2,,,False
C05,2023-09-08,09:45,18.8,,,False
C05,2023-09-26,09:40,19.69,,,False
C05,2023-11-21,10:30,16.09,,,False
C05,2023-11-30,09:50,14.82,,,False
C05,2023-12-12,10:05,15.41,,,False
C05,2023-12-21,10:30,14.63,,,False
C05,2024-01-22,09:40,14.75,,,False
C05,2024-02-05,09:40,14.42,,,False
C05,2024-02-21,09:40,17.77,,,False
C05,2024-02-29,09:50,18.49,,,False
C05,2024-03-06,09:40,22.29,,,False
C05,2024-03-12,09:40,25.36,,,False
C05,2024-04-30,10:30,24.7,,,False
C05,2024-05-22,09:40,25.46,,,False
C05,2024-06-11,10:30,24.57,,,False
C05,2024-07-11,09:45,28.83,,,False
C05,2024-07-22,09:40,24.52,,,False
C05,2024-08-02,09:40,22.97,,,False
C05,2024-09-11,10:05,18.72,,,False
C05,2024-09-26,10:30,21.19,,,False
C05,2024-09-30,09:40,24.1,,,False
C05,2024-10-08,09:45,27.7,,,False
C05,2024-10-09,09:40,27.11,,,False
C05,2024-10-10,09:40,26.18,,,False
C05,2024-10-16,09:40,23.73,,,False
C05,2024-10-22,09:45,25.95,,,False
C05,2024-11-13,09:40,25.2,,,False
C05,2024-12-26,10:30,22.75,,,False
C05,2024-12-30,10:30,22.58,,,False
C05,2025-01-09,10:30,20.65,,,False
C05,2025-01-16,09:50,20.5,,,False
C05,2025-01-24,09:50,22.99,,,False
C05,2025-02-14,09:40,22.44,,,False
C05,2025-03-06,10:00,21.49,,,False
C05,2025-03-18,09:40,21.44,,,False
C05,2025-03-26,10:30,20.48,,,False
C05,2025-04-11,09:40,17.72,,,False
C05,2025-04-14,09:40,18.18,,,False
C05,2025-04-23,09:40,18.21,,,False
C05,2025-05-06,09:50,18.44,,,False
C05,2025-05-08,10:30,18.95,,,False
C05,2025-06-20,10:00,20.77,,,False
C05,2025-07-07,09:50,23.47,,,False
C05,2025-07-10,09:40,26.03,,,False
C05,2025-07-30,09:40,30.62,,,False
C05,2025-07-31,09:45,34.53,,,False
C05,2025-08-14,09:55,45.38,,,False
C05,2025-08-15,09:50,45.35,,,False
C05,2025-08-21,09:45,46.2,,,False
C05,2025-08-27,10:00,45.89,,,False
C05,2025-09-02,09:40,57.17,,,False
C05,2025-09-12,09:40,60.05,,,False
C05,2025-09-15,09:40,60.92,,,False
C05,2025-10-17,09:40,62.3,,,False
C05,2025-10-23,09:40,64.0,,,False
C05,2025-11-07,09:40,73.3,,,False
C05,2025-12-02,10:00,61.08,,,False
C05,2025-12-11,09:40,64.43,,,False
C05,2025-12-19,10:30,58.75,,,False
C05,2026-01-19,09:40,61.34,,,False
C05,2026-01-23,09:40,60.7,,,False
C05,2026-03-11,09:55,53.93,,,False
C05,2026-03-12,10:30,53.36,,,False
C05,2026-03-18,10:30,51.23,,,False
C05,2026-03-20,09:50,52.28,,,False
C05,2026-03-26,10:15,51.19,,,False
C05,2026-04-01,09:40,51.73,,,False
C05,2026-04-03,10:30,52.53,,,False
C05,2026-04-10,10:05,56.43,,,False
C05,2026-04-23,10:30,68.23,,,False
C05,2026-05-13,09:40,67.96,67.95999908447266,9.155273374972239e-07,True
C05,2026-05-15,09:40,70.6,70.44000244140625,0.15999755859374432,True
C05,2026-05-27,09:50,72.13,72.12999725341797,2.7465820267025265e-06,True
C05,2026-06-11,09:40,69.93,69.93000030517578,-3.0517577442878974e-07,True
C05,2026-06-17,09:40,71.32,71.31999969482422,3.0517577442878974e-07,True
C05,2026-06-26,09:40,74.29,74.29000091552734,-9.155273374972239e-07,True
C05,2026-07-13,09:40,65.08,65.08000183105469,-1.8310546892053026e-06,True
C05,2026-07-16,09:40,63.04,63.040000915527344,-9.155273446026513e-07,True
C05,2026-07-29,09:50,57.2,57.20000076293945,-7.629394502828291e-07,True
C05,2026-08-06,09:40,66.96,66.95999908447266,9.155273374972239e-07,True
C05,2026-08-07,09:50,68.7,68.69999694824219,3.051757815342171e-06,True
C05,2026-09-02,09:40,62.09,62.09000015258789,-1.5258788721439487e-07,True
