entry_i,entry,sell_ref,exit_i,exit,buy_ref,buy_clock,kind,trigger,missing_windows,delayed,sale_net,buy_cost,dividend_tax,missed_dividend,cash_increment,net_pct
389,2020-01-10,18.03,390,2020-01-13,17.85,09:40,fixed_or_trigger_next_interval,target_close,0,False,17970.5861812,17891.057714000002,0.0,0.0,79.52846719999798,0.44108966833054897
391,2020-01-14,18.39,392,2020-01-15,18.36,10:30,fixed_or_trigger_next_interval,deadline,0,False,18329.499715600003,18402.087934400002,0.0,0.0,-72.5882187999996,-0.3947157085372463
398,2020-01-23,20.0,399,2020-02-03,18.0,09:40,fixed_or_trigger_next_interval,target_close,0,False,19934.6408,18041.36072,0.0,0.0,1893.2800800000005,9.466400400000001
405,2020-02-11,19.23,406,2020-02-12,18.92,09:40,fixed_or_trigger_next_interval,target_close,0,False,19166.9646292,18963.2191568,0.0,0.0,203.7454723999981,1.0595188372334794
410,2020-02-18,18.85,411,2020-02-19,18.62,09:40,fixed_or_trigger_next_interval,target_close,0,False,18788.111453999998,18662.6131448,0.0,0.0,125.49830919999658,0.6657735236074089
414,2020-02-24,20.14,415,2020-02-25,19.96,09:40,fixed_or_trigger_next_interval,target_close,0,False,20074.2182856,20005.3199984,0.0,0.0,68.8982872000015,0.34209675868918327
426,2020-03-11,16.54,427,2020-03-12,16.31,09:40,fixed_or_trigger_next_interval,target_close,0,False,16485.082941599998,16347.946852399999,0.0,0.0,137.13608919999933,0.8291178307134179
450,2020-04-15,13.87,451,2020-04-16,13.62,09:40,fixed_or_trigger_next_interval,target_close,0,False,13823.1408948,13652.512944799999,0.0,0.0,170.62795000000187,1.2301943042537986
454,2020-04-21,14.16,455,2020-04-22,14.0,09:40,fixed_or_trigger_next_interval,target_close,0,False,14112.2656864,14033.28056,0.0,0.0,78.98512640000081,0.5578045649717571
472,2020-05-20,13.85,473,2020-05-21,13.82,10:30,fixed_or_trigger_next_interval,deadline,0,False,13803.201254,13852.9169528,0.0,0.0,-49.71569880000061,-0.3589581140794268
492,2020-06-17,14.25,493,2020-06-18,14.2,09:45,fixed_or_trigger_next_interval,target_close,0,False,14201.99407,14233.684567999999,0.0,0.0,-31.690497999998115,-0.22238945964910958
498,2020-06-29,15.22,499,2020-06-30,15.07,09:45,fixed_or_trigger_next_interval,target_close,0,False,15169.066648799999,15105.442002799999,0.0,200.0,-136.3753539999998,-0.8960272930354782
501,2020-07-02,15.61,502,2020-07-03,15.92,09:55,fixed_or_trigger_next_interval,stop_close,0,False,15537.8896444,15957.1590368,20.0,0.0,-419.26939239999956,-2.6859025778347183
514,2020-07-21,15.43,515,2020-07-22,15.35,09:45,fixed_or_trigger_next_interval,target_close,0,False,15358.432877199999,15386.007614,20.0,0.0,-27.57473680000112,-0.1787085988334486
521,2020-07-30,14.29,522,2020-07-31,14.74,09:50,fixed_or_trigger_next_interval,stop_close,0,False,14241.8733516,14774.7753896,0.0,0.0,-532.9020380000002,-3.729195507347797
550,2020-09-09,13.91,551,2020-09-10,13.82,10:30,fixed_or_trigger_next_interval,deadline,0,False,13863.0201764,13852.9169528,0.0,0.0,10.103223599999183,0.07263280805175544
558,2020-09-21,13.74,559,2020-09-22,13.65,09:40,fixed_or_trigger_next_interval,target_close,0,False,13693.5332296,13682.573546,0.0,0.0,10.959683600000062,0.07976480058224208
574,2020-10-21,13.64,575,2020-10-22,13.57,09:40,fixed_or_trigger_next_interval,target_close,0,False,13593.8350256,13602.4119428,0.0,0.0,-8.576917200000025,-0.06288062463343128
604,2020-12-02,14.05,605,2020-12-03,13.93,09:40,fixed_or_trigger_next_interval,target_close,0,False,14002.597662,13963.139157200001,0.0,0.0,39.45850479999899,0.28084345053380066
613,2020-12-15,13.56,614,2020-12-16,13.69,10:30,fixed_or_trigger_next_interval,deadline,0,False,13514.076462399998,13722.654347599999,0.0,0.0,-208.5778852000003,-1.5381849941002972
625,2020-12-31,13.69,626,2021-01-04,13.66,09:45,fixed_or_trigger_next_interval,target_close,0,False,13643.684127600001,13692.5937464,0.0,0.0,-48.9096187999985,-0.3572652943754456
