entry_i,entry,sell_ref,exit_i,exit,buy_ref,buy_clock,kind,trigger,missing_windows,delayed,sale_net,buy_cost,dividend_tax,missed_dividend,cash_increment,net_pct
418,2020-02-28,17.08,419,2020-03-02,17.17,09:40,fixed_or_trigger_next_interval,fixed,0,False,17038.809563759998,17194.230777740002,0.0,0.0,-155.4212139800038,-0.9099602692037694
420,2020-03-03,17.44,421,2020-03-04,17.08,09:40,fixed_or_trigger_next_interval,fixed,0,False,17398.04676768,17104.12997576,0.0,0.0,293.91679192000083,1.6853027059633074
424,2020-03-09,16.18,425,2020-03-10,15.8,09:40,fixed_or_trigger_next_interval,fixed,0,False,16140.71655396,15822.696347600002,0.0,0.0,318.02020635999725,1.9655142543881166
426,2020-03-11,16.54,427,2020-03-12,16.31,09:40,fixed_or_trigger_next_interval,fixed,0,False,16499.95375788,16333.26755882,0.0,0.0,166.68619906000094,1.0077762941958945
429,2020-03-16,14.3,430,2020-03-17,13.85,09:40,fixed_or_trigger_next_interval,fixed,0,False,14264.7000446,13870.5123047,0.0,0.0,394.18773990000045,2.7565576216783247
431,2020-03-18,13.56,432,2020-03-19,13.55,09:40,fixed_or_trigger_next_interval,fixed,0,False,13526.268014320001,13570.176298100001,0.0,0.0,-43.90828377999969,-0.3238074025073724
434,2020-03-23,12.52,435,2020-03-24,12.81,09:40,fixed_or_trigger_next_interval,fixed,0,False,12488.471647440001,12829.347481820003,0.0,0.0,-340.87583438000183,-2.7226504343450624
490,2020-06-15,13.67,491,2020-06-16,13.83,09:40,fixed_or_trigger_next_interval,fixed,0,False,13636.03493774,13850.489904260001,0.0,0.0,-214.4549665200011,-1.568800047695692
517,2020-07-24,14.16,518,2020-07-27,14.13,09:40,fixed_or_trigger_next_interval,fixed,0,False,14104.99668752,14150.825910860001,20.0,0.0,-45.82922334000068,-0.3236527072033946
543,2020-08-31,14.74,544,2020-09-01,14.73,09:40,fixed_or_trigger_next_interval,fixed,0,False,14683.76773828,14751.49792406,20.0,0.0,-67.7301857800012,-0.459499225101772
647,2021-02-02,13.7,648,2021-02-03,13.57,09:40,fixed_or_trigger_next_interval,fixed,0,False,13645.9713714,13590.198698540002,20.0,0.0,55.77267285999915,0.407099801897804
648,2021-02-03,13.27,649,2021-02-04,13.26,09:40,fixed_or_trigger_next_interval,fixed,0,False,13236.88248894,13279.851491720001,0.0,0.0,-42.969002780000665,-0.3238055974378347
650,2021-02-05,13.21,651,2021-02-08,13.23,09:40,fixed_or_trigger_next_interval,fixed,0,False,13177.009621620002,13249.817891060002,0.0,0.0,-72.80826944,-0.5511602531415595
706,2021-05-07,13.45,707,2021-05-10,13.46,09:40,fixed_or_trigger_next_interval,fixed,0,False,13416.5010909,13480.07549612,0.0,0.0,-63.5744052200007,-0.47267215776952193
745,2021-07-02,11.97,746,2021-07-05,12.08,09:40,fixed_or_trigger_next_interval,fixed,0,False,11939.63703034,12098.52986576,0.0,0.0,-158.89283541999976,-1.3274255256474499
755,2021-07-16,11.49,756,2021-07-19,11.48,09:40,fixed_or_trigger_next_interval,fixed,0,False,11460.654091780001,11497.85785256,0.0,0.0,-37.20376077999936,-0.3237925220191415
764,2021-07-29,10.99,765,2021-07-30,10.83,09:40,fixed_or_trigger_next_interval,fixed,0,False,10936.71353078,10847.12983826,25.0,0.0,89.58369252000011,0.8151382394904468
785,2021-08-27,11.71,786,2021-08-30,11.66,09:40,fixed_or_trigger_next_interval,fixed,0,False,11655.18793862,11678.05945652,25.0,0.0,-22.87151790000098,-0.19531612211785637
786,2021-08-30,11.51,787,2021-08-31,11.6,09:40,fixed_or_trigger_next_interval,fixed,0,False,11455.61171422,11617.992255200003,25.0,0.0,-162.38054098000248,-1.4107779407471979
799,2021-09-16,11.75,800,2021-09-17,11.72,09:40,fixed_or_trigger_next_interval,fixed,0,False,11720.103183500001,11738.126657840001,0.0,0.0,-18.023474339999666,-0.15339127097872057
813,2021-10-15,11.73,814,2021-10-18,11.67,09:40,fixed_or_trigger_next_interval,fixed,0,False,11700.14556106,11688.070656740001,0.0,0.0,12.074904319999405,0.10294036078430865
822,2021-10-28,11.16,823,2021-10-29,11.19,09:40,fixed_or_trigger_next_interval,fixed,0,False,11131.35332152,11207.53304618,0.0,0.0,-76.17972465999992,-0.6826140202508953
844,2021-11-29,10.98,845,2021-11-30,11.06,09:40,fixed_or_trigger_next_interval,fixed,0,False,10951.73471956,11077.387443320002,0.0,0.0,-125.65272376000212,-1.1443781763206022
886,2022-01-27,11.13,887,2022-01-28,11.1,09:40,fixed_or_trigger_next_interval,fixed,0,False,11101.41688786,11117.432244200001,0.0,0.0,-16.015356340001745,-0.14389358796048288
887,2022-01-28,11.11,888,2022-02-07,11.2,09:40,fixed_or_trigger_next_interval,fixed,0,False,11081.45926542,11217.5442464,0.0,0.0,-136.08498098000018,-1.2248873175517567
