event,cash,n,start,end
0,115.83061209999869,2,2020-01-10,2020-01-14
1,1950.2500199999995,1,2020-01-23,2020-01-23
2,571.634717200006,3,2020-02-11,2020-02-24
3,186.3862723000002,1,2020-03-11,2020-03-11
4,333.0460191000002,2,2020-04-15,2020-04-21
5,-8.231474699998216,1,2020-05-20,2020-05-20
6,10.963125500000388,1,2020-06-17,2020-06-17
7,-462.96098659999734,2,2020-06-29,2020-07-02
8,18.572115800003303,1,2020-07-21,2020-07-21
9,-489.3784594999979,1,2020-07-30,2020-07-30
10,51.6773559000012,1,2020-09-09,2020-09-09
11,52.0240709000027,1,2020-09-21,2020-09-21
12,32.217620700001135,1,2020-10-21,2020-10-21
13,81.40742620000128,1,2020-12-02,2020-12-02
14,-167.72322129999702,1,2020-12-15,2020-12-15
15,-1158.6892795999902,5,2020-12-31,2021-01-26
16,117.68237270000827,4,2021-02-05,2021-02-25
17,52.41157590000148,1,2021-03-17,2021-03-17
18,70.72919110000294,1,2021-04-20,2021-04-20
19,-219.76832680000007,1,2021-04-28,2021-04-28
20,-87.3145104999985,1,2021-05-13,2021-05-13
21,139.14209710000068,2,2021-05-26,2021-06-01
22,-14.769524799996361,1,2021-07-07,2021-07-07
23,36.60254570000143,1,2021-07-16,2021-07-16
24,11.527501300002768,2,2021-08-11,2021-08-17
25,-102.17883509999956,2,2021-11-01,2021-11-05
26,17.06123050000133,1,2021-12-01,2021-12-01
27,-144.49041109999962,1,2021-12-24,2021-12-24
28,-73.16912539999976,1,2022-02-09,2022-02-09
29,-19.036264199998186,3,2022-02-21,2022-02-24
30,-50.62974519999989,1,2022-03-17,2022-03-17
31,-30.55815999999868,1,2022-03-29,2022-03-29
32,59.794565899999725,1,2022-04-11,2022-04-11
33,-128.37918324999737,2,2022-04-28,2022-04-29
34,61.0222104500026,1,2022-05-18,2022-05-18
35,-67.00028489999568,3,2022-06-01,2022-06-07
36,-39.473080049998316,1,2022-06-15,2022-06-15
37,-129.59770534999734,2,2022-06-24,2022-06-29
38,-309.9339013999979,1,2022-07-19,2022-07-19
39,-177.61876429999393,4,2022-08-08,2022-08-18
40,-17.281819949997953,1,2022-09-28,2022-09-28
41,-126.9138254999998,1,2022-10-13,2022-10-13
42,86.9940458500023,3,2022-11-02,2022-11-16
43,-167.09373054999742,2,2022-11-30,2022-12-01
44,-138.97881554999913,1,2022-12-19,2022-12-19
45,-138.99901054999646,1,2023-01-06,2023-01-06
46,-39.190350049999324,1,2023-01-16,2023-01-16
47,80.76987555000233,1,2023-02-02,2023-02-02
48,140.3359908500006,1,2023-02-10,2023-02-10
49,120.12384075000045,1,2023-02-21,2023-02-21
50,187.77653110000028,1,2023-03-06,2023-03-06
51,-438.2739865999956,3,2023-03-14,2023-03-23
52,277.9309918500039,2,2023-04-04,2023-04-07
53,742.4564989499995,1,2023-04-21,2023-04-21
54,-504.14200730000084,1,2023-05-26,2023-05-26
55,1230.5607070000078,3,2023-06-12,2023-06-20
56,1423.0097927500065,2,2023-07-14,2023-07-17
57,-968.5347342999958,1,2023-08-23,2023-08-23
58,306.02480200000355,1,2023-09-07,2023-09-07
59,-494.51997949999713,1,2023-09-25,2023-09-25
60,-4.483069849995445,1,2023-11-20,2023-11-20
61,97.34603815000082,1,2023-11-29,2023-11-29
62,146.3988984000007,1,2023-12-11,2023-12-11
63,-112.15316289999828,1,2023-12-20,2023-12-20
64,-581.8609527499993,1,2024-01-19,2024-01-19
65,-531.4099224999991,1,2024-02-02,2024-02-02
66,682.2670261000021,1,2024-02-20,2024-02-20
67,498.8475956500006,3,2024-02-28,2024-03-11
68,-227.35607089999758,1,2024-04-29,2024-04-29
69,211.04463130000659,1,2024-05-21,2024-05-21
70,-87.2998676999996,1,2024-06-07,2024-06-07
71,66.06443810000565,1,2024-07-10,2024-07-10
72,92.59436570000253,1,2024-07-19,2024-07-19
73,954.0815975000041,1,2024-08-01,2024-08-01
74,3.449305499998445,1,2024-09-10,2024-09-10
75,-2641.2038684499857,7,2024-09-25,2024-10-21
76,471.1772326000064,1,2024-11-12,2024-11-12
77,-88.89026749999903,2,2024-12-25,2024-12-27
78,-462.15400939999745,2,2025-01-08,2025-01-15
79,-34.94914994999999,1,2025-01-23,2025-01-23
80,-693.4468557499968,1,2025-02-13,2025-02-13
81,-492.2050422499997,1,2025-03-05,2025-03-05
82,37.335780400004296,1,2025-03-17,2025-03-17
83,-11.154772349997074,1,2025-03-25,2025-03-25
84,-214.4176606999972,2,2025-04-10,2025-04-11
85,-467.240457150001,1,2025-04-22,2025-04-22
86,-776.1166309999935,2,2025-04-30,2025-05-07
