id,window,losing_direction,n,losing_mean,opposite_mean,opposite_cash,large
U__overnight_minus_intraday5__low,primary,rt,72,-0.991041089946558,0.6204102447301043,2750.91366466235,True
U__overnight_minus_intraday5__low,2023,rt,51,-1.1684567957316023,0.6362733147489239,4815.3240257000925,True
U__overnight_minus_intraday5__low,2021_2022,rt,16,-0.02998110538785878,-0.553421290446763,-1211.753048399978,False
U__overnight_minus_intraday5__low,2021_2022,pt,16,-0.553421290446763,-0.02998110538785878,147.5672984000235,True
U__overnight_minus_intraday5__low,2024,rt,17,-1.4097768357921097,1.018826913116105,3472.3577813000375,True
U__overnight_minus_intraday5__low,2025,rt,47,-1.4606491853440542,1.09437256711047,17603.296479799224,True
U__overnight_minus_intraday5__low,2026,pt,8,-3.010753819574795,2.6577199304355315,16286.611247937077,True
U__overnight_minus_intraday5__low,original_PT_window,rt,123,-1.064603699662308,0.6269876152257123,7566.237690362442,True
U__overnight_minus_intraday5__high,primary,rt,42,-1.06998707858753,0.6944065745667826,16942.516656650165,True
U__overnight_minus_intraday5__high,2023,pt,6,-0.8571829617930247,0.28233604978860694,847.3009453000132,True
U__overnight_minus_intraday5__high,2021_2022,rt,3,-0.23125221545019556,-0.3065187247868411,-150.42831514999438,False
U__overnight_minus_intraday5__high,2021_2022,pt,3,-0.3065187247868411,-0.23125221545019556,-90.45829984999264,False
U__overnight_minus_intraday5__high,2024,rt,13,-0.9125253321533541,0.5193279224186788,1341.4726996500326,True
U__overnight_minus_intraday5__high,2025,rt,15,-1.3387406773485055,0.9633735887171656,10273.131618557054,True
U__overnight_minus_intraday5__high,2026,rt,14,-0.9282512730325052,0.5688006649717543,5327.912338443074,True
U__overnight_minus_intraday5__high,original_PT_window,rt,48,-0.9009466875405128,0.5004578825218068,15670.877061350175,True
U__volume_ratio__low,primary,rt,27,-0.8664317576556705,0.49088686991540104,5555.973145218079,True
U__volume_ratio__low,2023,rt,14,-1.517630541372219,1.0040092570260268,2587.14688645004,True
U__volume_ratio__low,2021_2022,pt,16,-0.9308467067821073,0.3469771836534136,704.5525411500231,True
U__volume_ratio__low,2024,rt,14,-0.13766051704567156,-0.24337127559535224,-872.7336908999522,False
U__volume_ratio__low,2024,pt,14,-0.24337127559535224,-0.13766051704567156,-512.8236440999558,False
U__volume_ratio__low,2025,rt,7,-2.329782538054744,1.9513111531651808,4610.815804779028,True
U__volume_ratio__low,2026,rt,6,-0.8596554086134157,0.5003275456490823,1817.8910313390024,True
U__volume_ratio__low,original_PT_window,rt,41,-1.0887923179491261,0.6660993923434196,8143.12003166812,True
U__volume_ratio__high,primary,rt,52,-0.06633151362043052,-0.3094185556932242,-11652.565912313814,False
U__volume_ratio__high,primary,pt,52,-0.3094185556932242,-0.06633151362043052,3903.547169314239,False
U__volume_ratio__high,2023,rt,27,-1.5470258178366947,0.9776873004415515,3338.601276650044,True
U__volume_ratio__high,2021_2022,pt,15,-0.8582039500405935,0.2794494873778338,829.7583667000151,True
U__volume_ratio__high,2024,rt,18,-0.01780164782851755,-0.37237374951319197,-1194.3803318499513,False
U__volume_ratio__high,2024,pt,18,-0.37237374951319197,-0.01780164782851755,-454.56523564996905,False
U__volume_ratio__high,2025,rt,21,-0.8668222411343892,0.4910338690655073,4322.170109587079,True
U__volume_ratio__high,2026,pt,13,-1.5152883580912193,1.1595736935748544,11473.084501551097,True
U__volume_ratio__high,original_PT_window,rt,79,-0.5723915922766221,0.13047838247942065,-8313.96463566377,True
U__volume_trend__low,primary,rt,26,-0.5348104132023435,0.16030544024359555,2352.287985370092,True
U__volume_trend__low,2023,rt,12,-0.7011454769600176,0.19571524262252668,-60.84170224995364,True
U__volume_trend__low,2021_2022,pt,11,-0.7106437987228432,0.12342561828832738,126.45076240001137,True
U__volume_trend__low,2024,rt,19,-0.4328953479631773,0.05276702015296166,144.77417800005793,False
U__volume_trend__low,2025,pt,2,-0.570963601904054,0.21355613830971687,317.88518371202986,True
U__volume_trend__low,2026,rt,5,-1.2214342817159989,0.8614590534470643,3009.3488450820196,True
U__volume_trend__low,original_PT_window,rt,38,-0.5873372754416089,0.1714874831001002,2291.446283120139,True
U__volume_trend__high,primary,rt,51,-0.7504527383934018,0.36944445739821974,3609.887745596202,True
U__volume_trend__high,2023,rt,29,-1.6515709234680755,1.080891982762056,4532.786807900044,True
U__volume_trend__high,2021_2022,pt,10,-0.8237277770777901,0.254206874669855,425.9206089000173,True
U__volume_trend__high,2024,rt,22,-1.0357119975079874,0.6432201284878938,3228.7465387000575,True
U__volume_trend__high,2025,rt,15,-1.165421914566042,0.7793476016287061,5659.755606481056,True
U__volume_trend__high,2026,pt,14,-0.4999563945610748,0.14242164325734802,1819.6120040850901,False
U__volume_trend__high,original_PT_window,rt,80,-1.077108080482971,0.6273441853426104,8142.6745534962465,True
U__signed_volume5__low,primary,rt,15,-0.30594725545875906,-0.07243697790805642,-944.7926568569783,False
U__signed_volume5__low,primary,pt,15,-0.07243697790805642,-0.30594725545875906,-1044.7675466429273,False
U__signed_volume5__low,2023,rt,10,-3.7456748685593575,3.210545508350838,6593.951355300035,True
U__signed_volume5__low,2021_2022,rt,5,-0.11637677782083578,-0.48044197521804877,-265.67595054999407,False
U__signed_volume5__low,2021_2022,pt,5,-0.48044197521804877,-0.11637677782083578,-45.78589444999412,False
U__signed_volume5__low,2024,rt,8,-0.005013621716735639,-0.3799624847720211,-639.6601287999829,False
U__signed_volume5__low,2024,pt,8,-0.3799624847720211,-0.005013621716735639,-119.79006119999042,False
U__signed_volume5__low,2025,rt,4,-1.7766785355552661,1.3948879277673014,2294.4564220180127,True
U__signed_volume5__low,2026,pt,3,-1.2088021671712943,0.8525380946911877,1899.2869395750358,True
U__signed_volume5__low,original_PT_window,rt,25,-1.6818383006989983,1.2407560165955014,5649.158698443058,True
U__signed_volume5__high,primary,rt,63,-0.42377810452887804,0.04531422401888566,-16065.237107721754,False
U__signed_volume5__high,2023,rt,24,-2.238857490555979,1.686203556995985,7012.196950100044,True
U__signed_volume5__high,2021_2022,pt,25,-0.7543648216943801,0.17443538936615327,699.9806827000338,True
U__signed_volume5__high,2024,rt,21,-0.9068722090504442,0.5195500059205262,2578.9874404000575,True
U__signed_volume5__high,2025,rt,35,-0.6623682164717448,0.28429053503586754,-5126.494911874865,True
U__signed_volume5__high,2026,pt,7,-2.572274676770946,2.2184547687501532,11695.970349747076,True
U__signed_volume5__high,original_PT_window,rt,87,-0.9244896592949747,0.4979733503573959,-9053.040157621705,True
U__volume_price_corr20__low,primary,rt,11,-0.22489731910452768,-0.13329471091178702,-1290.617560907934,False
U__volume_price_corr20__low,primary,pt,11,-0.13329471091178702,-0.22489731910452768,-1210.6375450919115,False
U__volume_price_corr20__low,2021_2022,rt,7,-0.28057244361164185,-0.3359836322904635,-222.89330009999583,False
U__volume_price_corr20__low,2021_2022,pt,7,-0.3359836322904635,-0.28057244361164185,-182.91328989999585,False
U__volume_price_corr20__low,2025,rt,11,-0.22489731910452768,-0.13329471091178702,-1290.617560907934,False
U__volume_price_corr20__low,2025,pt,11,-0.13329471091178702,-0.22489731910452768,-1210.6375450919115,False
U__volume_price_corr20__low,original_PT_window,rt,11,-0.22489731910452768,-0.13329471091178702,-1290.617560907934,False
U__volume_price_corr20__low,original_PT_window,pt,11,-0.13329471091178702,-0.22489731910452768,-1210.6375450919115,False
U__volume_price_corr20__high,primary,rt,77,-0.889827922909702,0.5028668838329259,1745.8669902301954,True
U__volume_price_corr20__high,2023,rt,38,-1.862897704174759,1.2979833966201826,8140.277093200085,True
U__volume_price_corr20__high,2021_2022,pt,20,-0.5836797075427156,0.01568007827800231,-102.65047199997638,True
U__volume_price_corr20__high,2024,rt,29,-1.1720445090101905,0.7794533424442198,4028.4170717500565,True
U__volume_price_corr20__high,2025,rt,39,-1.1694941359494018,0.7794792306186225,7876.919151050096,True
U__volume_price_corr20__high,2026,pt,9,-1.5870096522081505,1.2314235554750144,8035.984365570042,True
U__volume_price_corr20__high,original_PT_window,rt,115,-1.2113640245451123,0.7656010358843671,9886.144083430278,True
U__amihud20__low,primary,rt,145,-0.6385720022815163,0.27118868263831897,11437.264121685677,True
U__amihud20__low,2023,rt,58,-1.0506954745137576,0.542402215341177,4305.8019713001495,True
U__amihud20__low,2021_2022,rt,8,-0.19495377273244174,-0.3754715995489317,-363.69575544999043,False
U__amihud20__low,2021_2022,pt,8,-0.3754715995489317,-0.19495377273244174,-183.7857095499868,False
U__amihud20__low,2024,pt,38,-0.7090807302589728,0.32833121171817686,3238.9198380501075,True
U__amihud20__low,2025,rt,75,-1.4294174221972886,1.0646620089768928,30489.477914835395,True
U__amihud20__low,2026,pt,32,-0.42444449815217966,0.06677438402143873,3922.315860600252,False
U__amihud20__low,original_PT_window,rt,203,-0.7563215657764424,0.3486782634105642,15743.066092985831,True
U__amihud20__high,primary,rt,15,-0.2564109303611821,-0.14422144756130184,-492.2568018499694,False
U__amihud20__high,primary,pt,15,-0.14422144756130184,-0.2564109303611821,-752.1918356499623,False
U__amihud20__high,2023,rt,5,-0.1811759216076982,-0.43194858093702504,-206.32036029999367,False
U__amihud20__high,2023,pt,5,-0.43194858093702504,-0.1811759216076982,-86.38032969999006,False
U__amihud20__high,2021_2022,rt,32,-0.2753906060503828,-0.3342459733409331,-1132.6799808999656,False
U__amihud20__high,2021_2022,pt,32,-0.3342459733409331,-0.2753906060503828,-772.8598890999672,False
U__amihud20__high,2025,rt,15,-0.2564109303611821,-0.14422144756130184,-492.2568018499694,False
U__amihud20__high,2025,pt,15,-0.14422144756130184,-0.2564109303611821,-752.1918356499623,False
U__amihud20__high,original_PT_window,rt,20,-0.23760217817281112,-0.2161532309052327,-698.577162149963,False
U__amihud20__high,original_PT_window,pt,20,-0.2161532309052327,-0.23760217817281112,-838.5721653499523,False
U__atr20__low,primary,rt,21,-0.5378132176727795,0.14203825116701088,340.3114563000431,True
U__atr20__low,2023,pt,8,-0.8781785607707284,0.2663805508923132,205.651872200013,True
U__atr20__low,2021_2022,pt,26,-0.7984095653937219,0.20648344894721632,765.8759779500368,True
U__atr20__low,2024,pt,3,-1.4941406887487727,1.1224428078771638,969.7258306500075,True
U__atr20__low,2025,rt,18,-0.8145225552644368,0.4147347411529749,1630.0209194500321,True
U__atr20__low,original_PT_window,rt,29,-0.3159666608272367,-0.13940086936753787,-333.5968958999438,False
U__atr20__low,original_PT_window,pt,29,-0.13940086936753787,-0.3159666608272367,-1973.4069990999255,False
U__atr20__high,primary,rt,65,-1.1422651339266234,0.7765404178328487,21575.578133774336,True
U__atr20__high,2023,rt,67,-1.1327230368137395,0.6065225521624897,4699.2945641501565,True
U__atr20__high,2024,rt,14,-0.3924733222451956,0.0066539008076158136,-72.96421954997082,False
U__atr20__high,2025,rt,51,-1.34809033713329,0.9878818146633048,21648.542353324305,True
U__atr20__high,original_PT_window,rt,132,-1.1374217967556899,0.6902434708638029,26274.87269792449,True
U__rv5_20__low,primary,pt,26,-0.7186422964151794,0.33862703964224494,8193.515302253109,True
U__rv5_20__low,2023,pt,7,-0.9841774822319368,0.44467046648111735,560.1721694000146,True
U__rv5_20__low,2021_2022,pt,14,-0.8580977945506723,0.2645242941418471,596.0503902000163,True
U__rv5_20__low,2024,pt,13,-1.0417460264529987,0.6610337528810262,2143.6237464000274,True
U__rv5_20__low,2025,rt,11,-0.12697833047327098,-0.25651572385417426,-6362.536191572956,False
U__rv5_20__low,2025,pt,11,-0.25651572385417426,-0.12697833047327098,4894.651354073045,False
U__rv5_20__low,2026,pt,2,-1.1601642002548822,0.8038129392255027,1155.2402017800364,True
U__rv5_20__low,original_PT_window,pt,33,-0.7749679418914612,0.36112109988079355,8753.687471653122,True
U__rv5_20__high,primary,rt,32,-1.5293739388349605,1.1591786461378817,16129.574669620177,True
U__rv5_20__high,2023,pt,26,-0.9230000170909347,0.3732080914917703,2604.714913450047,True
U__rv5_20__high,2021_2022,rt,17,-0.14610486113878246,-0.4303295020492887,-1026.685692199975,False
U__rv5_20__high,2021_2022,pt,17,-0.4303295020492887,-0.14610486113878246,-147.1254677999788,False
U__rv5_20__high,2024,rt,3,-2.5395946927646302,2.1561982799806643,1637.873948950009,True
U__rv5_20__high,2025,rt,21,-1.7054831993446147,1.3329169680184474,12866.767516650094,True
U__rv5_20__high,2026,rt,8,-0.6882543472734921,0.3292331885103531,1624.9332040200752,True
U__rv5_20__high,original_PT_window,rt,58,-0.6764923390333224,0.22578821089737786,11357.977701170237,True
U__downside_share20__low,primary,rt,94,-1.1174971648353675,0.7389656941291947,18771.30886147431,True
U__downside_share20__low,2023,rt,62,-1.7023039524702888,1.159467299287484,11924.76916300014,True
U__downside_share20__low,2021_2022,rt,44,-0.22253397915169232,-0.3672962029133109,-1879.5507372999452,False
U__downside_share20__low,2021_2022,pt,44,-0.3672962029133109,-0.22253397915169232,-960.0105026999528,False
U__downside_share20__low,2024,rt,27,-0.6569750644626519,0.27104384175961627,1107.702782000085,True
U__downside_share20__low,2025,rt,60,-1.4394473345746255,1.0618538882691229,18838.754698557183,True
U__downside_share20__low,2026,rt,7,-0.13422381136505757,-0.22380596793038654,-1175.1486190829585,False
U__downside_share20__low,2026,pt,7,-0.22380596793038654,-0.13422381136505757,-595.293504416936,False
U__downside_share20__low,original_PT_window,rt,156,-1.3499203753056568,0.9060881269485146,30696.078024474453,True
U__range_expansion__low,primary,rt,32,-1.48307107272602,1.1006350355449162,5200.396924850103,True
U__range_expansion__low,2023,rt,6,-1.0507005644147658,0.5504091855871452,169.47186745002364,True
U__range_expansion__low,2021_2022,pt,15,-0.6704231255809749,0.08580820899522652,217.410613550018,True
U__range_expansion__low,2024,rt,17,-1.7243938668913987,1.3347178540677775,4865.174233350051,True
U__range_expansion__low,2025,rt,11,-1.677207505851775,1.2969484515392227,1644.318732341042,True
U__range_expansion__low,2026,pt,4,-0.43407883716158663,0.07642599357266872,350.48928734105334,False
U__range_expansion__low,original_PT_window,rt,38,-1.4148020450979268,1.0137572697621102,5369.868792300127,True
U__range_expansion__high,primary,rt,65,-0.8274589405612286,0.45372053465414186,4021.247246147247,True
U__range_expansion__high,2023,rt,28,-1.0038715474857058,0.45967631084242105,2524.9230486000497,True
U__range_expansion__high,2021_2022,pt,14,-0.5949475916967476,0.013735961360601765,157.81062815001349,True
U__range_expansion__high,2024,rt,14,-0.010546005748975493,-0.3759527110873345,-1182.861635099968,False
U__range_expansion__high,2024,pt,14,-0.3759527110873345,-0.010546005748975493,-143.1214998999685,False
U__range_expansion__high,2025,rt,39,-1.6884259154204737,1.3138005254192815,17856.569274944155,True
U__range_expansion__high,2026,pt,12,-1.373587315300839,1.0176186371170222,9561.988999197107,True
U__range_expansion__high,original_PT_window,rt,93,-0.8805724136137594,0.45551367157104317,6546.170294747301,True
U__body__low,primary,rt,24,-1.4326843708512114,1.0540169658855587,13335.85480353612,True
U__body__low,2023,pt,10,-0.7346792831181438,0.18660317860178494,411.91633920001266,True
U__body__low,2021_2022,rt,8,-0.3523220429542324,-0.240340426439608,-257.3322949999886,False
U__body__low,2021_2022,pt,8,-0.240340426439608,-0.3523220429542324,-257.3322949999886,False
U__body__low,2024,rt,9,-1.1719266943779287,0.7812292815717387,1598.5848976000239,True
U__body__low,2025,rt,9,-1.2568498144277143,0.8787842086956256,5009.03867264005,True
U__body__low,2026,rt,6,-2.087572720196381,1.7260476281411876,6728.2312332960455,True
U__body__low,original_PT_window,rt,34,-0.9564233268944478,0.5279298338256461,12068.610714336148,True
U__body__high,primary,rt,56,-1.3961413243475165,1.023176638797265,10489.562887220181,True
U__body__high,2023,rt,24,-1.1400186484009047,0.6007919929320644,2007.226010350054,True
U__body__high,2021_2022,pt,17,-1.09809752002535,0.5055756652028031,1237.8859639000111,True
U__body__high,2024,rt,18,-2.091862821793709,1.703248513690224,6932.400604000033,True
U__body__high,2025,rt,29,-1.8250249463282122,1.45629947717245,15407.327989702128,True
U__body__high,2026,pt,9,-1.7325851457531387,1.3772600080382205,9464.508508482093,True
U__body__high,original_PT_window,rt,80,-1.319304521563533,0.896461245037705,12496.788897570235,True
U__clv__low,primary,rt,31,-1.380283334264434,1.0002006869730702,15903.080461337138,True
U__clv__low,2023,rt,10,-0.7143477288632988,0.1517642978241212,321.27067855002196,True
U__clv__low,2021_2022,rt,5,-0.16592049994953922,-0.4313320074232664,-297.993480699993,False
U__clv__low,2021_2022,pt,5,-0.4313320074232664,-0.16592049994953922,-18.133409299996572,False
U__clv__low,2024,rt,11,-0.5626900427666043,0.1718747817159598,314.5081316000233,True
U__clv__low,2025,rt,14,-1.38723139997483,1.008222939148758,5181.710726178069,True
U__clv__low,2026,rt,6,-2.862992215352864,2.5000795915345013,10406.861603559046,True
U__clv__low,original_PT_window,rt,41,-1.2178600158739132,0.7932649823025949,16224.351139887161,True
U__clv__high,primary,rt,48,-0.770434804977683,0.39902989285185547,747.9012869271628,True
U__clv__high,2023,rt,19,-2.0095089042548158,1.4752133217996442,5259.040900650043,True
U__clv__high,2021_2022,pt,16,-1.09916199351183,0.5134038784428093,1223.5252637500128,True
U__clv__high,2024,rt,15,-0.8772289974654411,0.4941563094741689,1576.5050366000385,True
U__clv__high,2025,rt,23,-1.5294894912030776,1.1588908166147036,10522.376559189102,True
U__clv__high,2026,pt,10,-1.4913398567361644,1.135582262072362,8763.993668862107,True
U__clv__high,original_PT_window,rt,67,-1.1218140271607504,0.704216238374363,6006.942187577208,True
U__upper_shadow__low,primary,rt,40,-0.7273981825411704,0.3562556412135125,-1932.357051577872,True
U__upper_shadow__low,2023,rt,19,-0.8347280502091172,0.3084050296122908,1330.039546200041,True
U__upper_shadow__low,2021_2022,pt,14,-0.6790093713932814,0.08685080544909284,40.599967450022646,True
U__upper_shadow__low,2024,rt,11,-1.116804562756383,0.7308015578356,1917.0872872500263,True
U__upper_shadow__low,2025,rt,18,-1.4475858691183237,1.0764454915950432,6319.136298478054,True
U__upper_shadow__low,2026,pt,11,-1.1967827578510795,0.8404971393457475,7387.032834306047,True
U__upper_shadow__low,original_PT_window,rt,59,-0.7619620382308483,0.3408461222232886,-602.3175053778314,True
U__upper_shadow__high,primary,rt,44,-1.269487978054347,0.8907849839575662,15598.39965063121,True
U__upper_shadow__high,2023,rt,11,-2.3164351939584624,1.756253630099392,2687.5997857000216,True
U__upper_shadow__high,2021_2022,rt,15,-0.12242241157812762,-0.4589079339510866,-832.2883216499705,False
U__upper_shadow__high,2021_2022,pt,15,-0.4589079339510866,-0.12242241157812762,-172.61815334998147,False
U__upper_shadow__high,2024,rt,16,-1.178395025186078,0.7889318116109457,2452.394546000048,True
U__upper_shadow__high,2025,rt,22,-1.1067160994962106,0.7311644076446376,6223.875890795114,True
U__upper_shadow__high,2026,rt,6,-2.109232740416234,1.747668890029292,6922.129213836049,True
U__upper_shadow__high,original_PT_window,rt,55,-1.4788774212351703,1.0638787131859313,18285.999436331233,True
U__lower_shadow__low,primary,rt,40,-0.3266857846303771,-0.0499910471600602,-10671.57972654689,False
U__lower_shadow__low,primary,pt,40,-0.0499910471600602,-0.3266857846303771,4624.598699047143,False
U__lower_shadow__low,2023,rt,16,-1.7516501501454549,1.1958074877104583,2475.122435650017,True
U__lower_shadow__low,2021_2022,pt,10,-0.960123746317878,0.36040325442368176,400.39468855000024,True
U__lower_shadow__low,2024,rt,14,-1.4970219772667162,1.1082839799345918,3274.671367200026,True
U__lower_shadow__low,2025,pt,21,-0.4313438855297793,0.057641638516936385,4180.088724630061,False
U__lower_shadow__low,2026,pt,5,-1.691479201872265,1.3360803775326549,5047.869631617063,True
U__lower_shadow__low,original_PT_window,rt,56,-0.733818460491828,0.3059513913743736,-8196.457290896875,True
U__lower_shadow__high,primary,pt,51,-0.4241741005353221,0.05032585665104919,10310.931529731211,False
U__lower_shadow__high,2023,rt,15,-1.8272915465768043,1.2943062724422523,2593.8597714000325,True
U__lower_shadow__high,2021_2022,pt,14,-0.7636590289833244,0.1747944133436825,438.94602945002146,True
U__lower_shadow__high,2024,pt,21,-0.8244290855326255,0.4397672179850113,2450.349704750034,True
U__lower_shadow__high,2025,rt,19,-0.77017974421951,0.39823616459140654,-4006.719657113914,True
U__lower_shadow__high,2026,pt,11,-1.0805777689411835,0.7240838410626332,6868.555053867083,True
U__lower_shadow__high,original_PT_window,rt,66,-0.376405371355281,-0.03361037940405526,-15408.129270330755,False
U__lower_shadow__high,original_PT_window,pt,66,-0.03361037940405526,-0.376405371355281,6348.069628331247,False
U__clv3__low,primary,rt,17,-1.2152522844556044,0.8375754284305843,6836.873047649056,True
U__clv3__low,2023,rt,7,-3.169232773198776,2.6028442302881136,3006.5203864500236,True
U__clv3__low,2021_2022,rt,5,-0.612589113862045,0.02774093417167487,32.082421000001716,True
U__clv3__low,2024,rt,5,-1.0476724293921928,0.6605092401441341,873.0897455499928,True
U__clv3__low,2025,rt,9,-1.7479696277510242,1.3688720777019494,7045.246267489047,True
U__clv3__low,2026,pt,3,-0.46120420557276015,0.1035999869916348,318.18731139001534,False
U__clv3__low,original_PT_window,rt,24,-1.7851632603390295,1.3524454956390304,9843.393434099078,True
U__clv3__high,primary,rt,62,-0.387799103826115,0.016494384977328296,-11124.407696797723,False
U__clv3__high,2023,rt,26,-0.13666093811945104,-0.379338594236273,-3549.3461764499293,False
U__clv3__high,2023,pt,26,-0.379338594236273,-0.13666093811945104,1028.3649914500445,False
U__clv3__high,2021_2022,pt,20,-0.9401862768584589,0.3573511673257177,1048.6287535500273,True
U__clv3__high,2024,rt,21,-0.34111755379925157,-0.04343362814174694,-679.0934732999542,False
U__clv3__high,2024,pt,21,-0.04343362814174694,-0.34111755379925157,-1358.9235616999508,False
U__clv3__high,2025,rt,34,-1.0958456521879532,0.7288675330646536,6206.481275935182,True
U__clv3__high,2026,pt,7,-3.2638197235181687,2.91123948099365,14920.315743933075,True
U__clv3__high,original_PT_window,rt,88,-0.31359919123096436,-0.10045626797214488,-14673.75387324765,False
U__clv3__high,original_PT_window,pt,88,-0.10045626797214488,-0.31359919123096436,2620.780673248404,False
U__market_ret1__low,primary,rt,36,-1.3376128342755922,0.9615360377802953,13907.929511496137,True
U__market_ret1__low,2023,rt,14,-1.2477938388939425,0.7072611737810907,274.94243445004565,True
U__market_ret1__low,2021_2022,pt,12,-0.6781433406141654,0.09631213462193668,170.12546785001666,True
U__market_ret1__low,2024,rt,14,-1.34518357097483,0.95559392399628,2401.3349928000234,True
U__market_ret1__low,2025,rt,15,-1.293859553753527,0.9230433488851756,6810.197840076053,True
U__market_ret1__low,2026,rt,7,-1.4162283905672552,1.0559045986950093,4696.396678620063,True
U__market_ret1__low,original_PT_window,rt,50,-1.3124635155687303,0.8903390758605176,14182.871945946183,True
U__market_ret1__high,primary,rt,53,-0.38653939183304975,0.01316582922661915,-3963.4691730578134,False
U__market_ret1__high,2023,rt,9,-3.7296951450586073,3.1814743650958333,5920.916131650019,True
U__market_ret1__high,2021_2022,pt,11,-0.6079658343097987,0.02286597124493288,384.1483437500135,True
U__market_ret1__high,2024,rt,18,-0.5995874358571032,0.21115384310753585,982.273704150056,True
U__market_ret1__high,2025,rt,26,-0.7866403550926496,0.4175580782500917,5246.713725908101,True
U__market_ret1__high,2026,pt,9,-1.5510544734919125,1.195403923409457,7963.006987116046,True
U__market_ret1__high,original_PT_window,rt,62,-0.8718361947206306,0.4730815844334408,1957.446958592206,True
U__market_ret5__low,primary,rt,22,-1.2843209921383478,0.9161716342990455,10310.673136180114,True
U__market_ret5__low,2023,rt,7,-1.8329981986852648,1.3188725485329107,1714.7915853500183,True
U__market_ret5__low,2021_2022,pt,5,-0.6232490368339425,0.008902277217292597,14.357300800007579,True
U__market_ret5__low,2024,rt,7,-1.4284341218025163,1.0427520306385214,1780.4745256000183,True
U__market_ret5__low,2025,rt,4,-2.378012914613942,2.01596811032871,5403.739178295065,True
U__market_ret5__low,2026,rt,11,-0.7949064832700249,0.4356944817085917,3126.459432285032,True
U__market_ret5__low,original_PT_window,rt,29,-1.4167603178565693,1.0133753032520474,12025.46472153013,True
U__market_ret5__high,primary,rt,57,-1.09646866919502,0.7193401661475742,18471.807349264196,True
U__market_ret5__high,2023,pt,15,-0.7427507173838557,0.1911152243447143,81.29935845002728,True
U__market_ret5__high,2021_2022,rt,14,-0.3241457690403193,-0.28125326579043386,-423.96189499998775,False
U__market_ret5__high,2021_2022,pt,14,-0.28125326579043386,-0.3241457690403193,-423.9618949999806,False
U__market_ret5__high,2024,rt,22,-0.017893964952730344,-0.3744598445313748,-2449.464552299941,False
U__market_ret5__high,2024,pt,22,-0.3744598445313748,-0.017893964952730344,469.8058273000445,False
U__market_ret5__high,2025,rt,24,-2.45816295465139,2.086359129902195,22998.976261681073,True
U__market_ret5__high,2026,rt,11,-0.28264872759297427,-0.0756466425046106,-2077.7043601169344,False
U__market_ret5__high,2026,pt,11,-0.0756466425046106,-0.28264872759297427,-658.0590793829206,False
U__market_ret5__high,original_PT_window,rt,72,-0.8282220247075753,0.41473789874519307,17173.796355814222,True
U__relative_ret5__low,primary,rt,20,-0.38267101846912716,0.014686231942580296,-2877.635255820909,False
U__relative_ret5__low,2023,rt,10,-2.652101293139707,2.122103370366718,4584.368665300026,True
U__relative_ret5__low,2021_2022,rt,7,-0.2576471955401845,-0.3147035663371926,-256.3882300499884,False
U__relative_ret5__low,2021_2022,pt,7,-0.3147035663371926,-0.2576471955401845,-236.3982249499885,False
U__relative_ret5__low,2024,rt,5,-0.8852916068011698,0.49666633012177624,577.3136240500138,True
U__relative_ret5__low,2025,rt,10,-0.1920495832395141,-0.17047877307217432,-2918.540217505926,False
U__relative_ret5__low,2025,pt,10,-0.17047877307217432,-0.1920495832395141,880.5105175060489,False
U__relative_ret5__low,2026,rt,5,-0.2612933005963104,-0.0969638562071065,-536.4086623649953,False
U__relative_ret5__low,2026,pt,5,-0.0969638562071065,-0.2612933005963104,-636.3836821349519,False
U__relative_ret5__low,original_PT_window,rt,30,-1.1391477766926534,0.7171586114172929,1706.7334094791172,True
U__relative_ret5__high,primary,rt,91,-1.0831290155216693,0.7094485317548614,14228.00713198039,True
U__relative_ret5__high,2023,rt,50,-0.6833011092421287,0.14584482133371082,-900.030148449898,True
U__relative_ret5__high,2021_2022,pt,22,-0.700628901511746,0.11201397443679445,582.3715765000252,True
U__relative_ret5__high,2024,rt,24,-1.0404186844618513,0.65156162282869,3434.295250350052,True
U__relative_ret5__high,2025,rt,56,-1.6944035403959081,1.3234255301204736,29939.91964914726,True
U__relative_ret5__high,2026,pt,11,-2.289953840449335,1.935627843343944,16264.94423501712,True
U__relative_ret5__high,original_PT_window,rt,141,-0.9413460700324705,0.5095890599743116,13327.97698353049,True
U__beta_residual1__low,primary,rt,45,-0.2767486565101268,-0.09586375294019923,-6470.105291339778,False
U__beta_residual1__low,primary,pt,45,-0.09586375294019923,-0.2767486565101268,-671.5539686598186,False
U__beta_residual1__low,2023,rt,31,-1.217186470191615,0.6820132494494382,2743.225790750076,True
U__beta_residual1__low,2021_2022,rt,7,-0.8858446043696219,0.3155401077714955,509.72313380001094,True
U__beta_residual1__low,2024,rt,14,-0.4756547632983925,0.08696945433915834,56.35225855004933,False
U__beta_residual1__low,2025,rt,24,-0.3257697774867286,-0.04194099542600127,-3120.4837532318807,False
U__beta_residual1__low,2025,pt,24,-0.04194099542600127,-0.3257697774867286,-981.018250267869,False
U__beta_residual1__low,2026,pt,7,-0.6464081932618787,0.28913597184332485,1672.757207658024,True
U__beta_residual1__low,original_PT_window,rt,76,-0.6603482910381021,0.22142818224504754,-3726.879500589703,True
U__beta_residual1__high,primary,rt,63,-1.0392374239610485,0.6670166042971013,9205.338592432241,True
U__beta_residual1__high,2023,rt,38,-1.061764241970067,0.5267266401292748,3372.9434503500784,True
