factor,stage,bucket,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters
ret3,R,1,52,-1.0352625614312765,-1.2522013031306383,32.69230769230769,-24382.15094732477,0.414803618957811,0.42196843661579986,-6.728208157067416,-24782.692210308818,18
ret3,R,2,31,-0.3429332763491604,-0.4967202294285576,38.70967741935484,-8453.316858634864,0.6980383583246799,0.45399508107166214,-8.223646820562418,-10895.000025939928,13
ret3,R,3,34,-0.7112824903613282,-0.5702249165415313,41.17647058823529,-1225.767858433849,0.5401295310827613,0.9179404091004372,-7.203521160516589,-7506.0775124999345,14
ret3,R,4,25,-0.9427744634293717,-0.0456237770988132,48.0,-11825.947945644913,0.44996077216835095,0.3317062264674545,-8.628950102799992,-14263.582856488945,12
ret3,R,5,10,1.5937779689292173,1.177669769292131,80.0,6836.573289619046,3.5302362605553386,4.747981470711293,-5.322547377045629,-1235.895500949995,7
ret3,D,1,46,-0.7473183058995382,-0.0958066245673755,47.82608695652174,-7806.757609565794,0.49075212507270166,0.6424854876397426,-12.229427049039757,-12109.57666898483,15
ret3,D,2,38,-0.6391216607492677,-0.5294106779467485,39.473684210526315,-7845.607282043811,0.46750938072147996,0.5177107008567582,-7.49321665068133,-8579.21297868897,12
ret3,D,3,49,-0.21405084583217024,-0.1428979820162407,44.89795918367347,120.70855499317815,0.7990174404051797,1.0079732173147806,-9.098307319576708,-5801.9830120728675,13
ret3,D,4,26,-0.12151239089312951,-0.15085432957114364,50.0,-3125.5115459549343,0.8407081610012104,0.5635068259610265,-3.230558995695023,-4630.576052753982,15
ret3,D,5,7,-1.2997984518355312,-0.1035697770792952,42.857142857142854,-6019.845690374,0.3633204301765222,0.19259053229361403,-11.91543918827798,-7030.109121084007,5
ret3,C,1,5,1.0897591288168857,2.524511394941658,60.0,3409.1935212300314,2.434072298314997,3.4785990888631315,-2.7205006850040694,-707.8409088930041,5
ret3,C,2,14,-1.1194342023598882,-1.092812218860196,35.714285714285715,-9426.091924324912,0.3734625394811909,0.3528390279178763,-5.036557294660186,-12133.527274322954,8
ret3,C,3,20,0.1230163531436234,-0.3920244651092407,45.0,887.9281118591106,1.1664148376384258,1.1625711158906067,-2.9949263800546064,-3618.2270198109395,8
ret3,C,4,37,-0.84572400261796,-0.1519482421301169,48.64864864864865,-10804.29042243783,0.4956884436005872,0.49889266208722177,-9.500315327488163,-13975.28547434689,15
ret3,C,5,44,0.12409428453695912,0.6221786639911043,52.27272727272727,4112.862107120228,1.1060015525491365,1.2582600794470684,-8.827690427622347,-6456.738288248983,15
ret5,ALL,1,133,-0.7347720854438291,-0.7353125203397195,38.34586466165413,-33063.206810049356,0.5166357701781834,0.5919777876280211,-12.229427049039757,-33443.18842489935,34
ret5,ALL,2,112,-0.43497414078812796,-0.28102851851213284,47.32142857142857,-13844.955131651488,0.6795239718113273,0.7725347941809443,-8.223646820562418,-21230.8763559718,34
ret5,ALL,3,144,-0.6552686396712205,-0.17418564698390585,47.22222222222222,-37522.92102490351,0.5357267438824976,0.5123933238086619,-10.70066262246178,-41613.46845319459,45
ret5,ALL,4,131,-0.40739526215994865,-0.0989267747747778,47.32824427480916,-26357.30290763845,0.6855288027198104,0.6403791544281527,-11.91543918827798,-36701.81712834156,41
ret5,ALL,5,134,-0.7449164175192128,-0.20175258147600625,47.01492537313433,-22473.54388127134,0.604876646819216,0.7554304111706809,-12.332728137168736,-48174.12898554758,24
ret5,U,1,19,-1.2531277790069837,-0.6237863211999876,42.10526315789473,-6305.902248668894,0.3998984038560023,0.5804934940433129,-9.916277761251097,-9717.975935195936,11
ret5,U,2,23,0.012893128732242194,0.3872763503184962,56.52173913043478,-168.3622281958826,1.0088637373437108,0.9909123034397708,-7.195385792790471,-6001.148251484987,13
ret5,U,3,37,-1.4719415166165033,-0.3509379898711684,48.64864864864865,-21991.4895802439,0.24205356359950017,0.21330155166770445,-10.70066262246178,-21991.4895802439,16
ret5,U,4,50,-0.09442961020049472,0.11207810027056421,50.0,-2690.2807724378417,0.9213371507687459,0.9026813690891877,-6.863366757636006,-13724.584311351871,21
ret5,U,5,87,-1.149515138912205,-0.8198495024477119,42.5287356321839,-26557.87242604954,0.47153729378845577,0.650598369865908,-12.332728137168736,-49986.03518974767,14
ret5,R,1,66,-0.4807560071384641,-0.7829941631496524,37.878787878787875,-15426.82570315568,0.6410676941439877,0.6245558288746302,-6.728208157067416,-15426.825703155682,18
ret5,R,2,32,-1.0523312241477507,-0.8752325826621834,43.75,-14968.96637072587,0.44255765915791423,0.39244799941258,-8.223646820562418,-16566.490674525878,18
ret5,R,3,34,-0.9433433651943268,-0.5872501481590938,35.294117647058826,-11194.827821471876,0.39466205142830163,0.4091581734689951,-8.628950102799992,-13193.474875310912,13
ret5,R,4,12,-0.07890839450729636,-0.14519090068930354,50.0,1598.8690408840512,0.9318379136086111,1.3579703945366455,-4.9576950603842525,-3007.0549949869537,6
ret5,R,5,8,0.26816243307296095,1.0940420056874434,75.0,941.1405340500264,1.1619182872973692,1.315885079709111,-6.953841041699601,-1759.3217835499988,5
ret5,D,1,45,-0.9693629842210667,-0.7353125203397195,37.77777777777778,-12388.596270130802,0.4070302928739845,0.5003701405849574,-12.229427049039757,-12768.57788498081,14
ret5,D,2,49,-0.29000004423103487,-0.2359529609192322,46.93877551020408,330.1979152542035,0.6946284838805822,1.0235544081359655,-7.49321665068133,-5843.525022395928,11
ret5,D,3,46,-0.12367326273197846,0.4742477181436375,54.347826086956516,-1526.2926455798545,0.8824507409421728,0.897261934171429,-9.098307319576708,-4932.125298026971,16
ret5,D,4,24,-0.8002145428635319,-0.12323387954776796,37.5,-11338.960179088914,0.3528063470814073,0.18848919695838992,-11.91543918827798,-12437.33418313893,13
ret5,D,5,2,0.6578938099835635,0.6578938099835635,50.0,246.63760660000594,2.047704808169794,2.140457987633931,-1.255876282810651,-216.26189589999404,1
ret5,C,1,3,0.47865706606335046,-0.0601616965596156,33.33333333333333,1058.1174119060177,3.681780885190416,10.116700597379984,-0.4752926375807713,-116.06363514999126,2
ret5,C,2,8,-0.14113054863289715,-0.9276467013876066,37.5,962.1755520160598,0.9028074500215084,1.2612350844644145,-6.639395060878929,-2058.601690313995,4
ret5,C,3,27,-0.07904457390988986,-0.1519518495233673,48.148148148148145,-2810.310977607872,0.9288690313997642,0.8150587532658012,-5.036557294660186,-7679.762624668912,16
ret5,C,4,45,-0.6332277571136935,-0.1519482421301169,48.888888888888886,-13926.930996995745,0.5690469022981692,0.4881448845276809,-9.500315327488163,-17250.417807046797,14
ret5,C,5,37,-0.08843432288549978,0.3570050746607168,51.35135135135135,2896.5504041281647,0.9330575893412778,1.228345261835602,-8.827690427622347,-5858.856406649971,10
ret10,ALL,1,122,-0.46463601414631944,-0.6503491943523676,39.34426229508197,-23004.86503812741,0.6446524106097712,0.6650838322863186,-12.229427049039757,-24971.11824925447,19
ret10,ALL,2,135,-0.6176853384182803,-0.4626697661934326,42.96296296296296,-31341.320260916516,0.5718181400078227,0.6124710540937848,-10.70066262246178,-44217.33848046959,33
ret10,ALL,3,133,-0.7181936486545205,-0.1035697770792952,47.368421052631575,-30947.485619168445,0.5250238610253037,0.5847527852990112,-11.91543918827798,-31715.09737316845,33
ret10,ALL,4,127,-0.2591718474338698,0.0549359239652775,51.181102362204726,-7369.3631321134035,0.7941258289339231,0.8787089420363619,-11.124780081111952,-27265.900586250715,28
ret10,ALL,5,137,-0.9159150381606685,-0.4819667550851924,45.98540145985402,-40598.89570518836,0.5256207158516144,0.5906780277888805,-12.332728137168736,-45375.74131637442,16
ret10,U,1,1,-1.4909193575146216,-1.4909193575146216,0.0,-1068.9891793379836,0.0,0.0,-1.4909193575146216,-1068.9891793379836,1
ret10,U,2,17,0.07213489476481201,0.507551176424968,58.82352941176471,-2693.9165200239886,1.046867225033576,0.8387002832254187,-10.70066262246178,-15779.079159678,9
ret10,U,3,37,-0.8914970438844857,-0.5599742136193162,43.24324324324324,-10294.07573209182,0.4874785567525249,0.6588709994270517,-9.70526855644401,-18350.6361026969,11
ret10,U,4,57,-0.30966735770868165,0.1362587465020792,54.385964912280706,-3841.3434255647494,0.7714813624569925,0.8796153032202206,-9.916277761251097,-17697.78325779183,15
ret10,U,5,104,-1.2673361864505255,-0.7413911578706471,42.30769230769231,-39815.58239857751,0.41419352236366314,0.5332846275268134,-12.332728137168736,-48827.421199263634,9
ret10,R,1,63,-0.7271196518950871,-1.0478324646697543,30.158730158730158,-20405.414754664693,0.5398033414690065,0.5773616354089868,-8.628950102799992,-21561.990321314697,12
ret10,R,2,45,-0.8388813459660642,-0.6266741869220804,42.22222222222222,-13677.779225069822,0.49324095044711685,0.5215971433876441,-8.223646820562418,-20261.06022132886,18
ret10,R,3,32,-0.1687835990884717,0.11438689969908455,56.25,-2564.8757233958895,0.849831266844139,0.7423202438063883,-7.203521160516589,-4666.001381599978,14
ret10,R,4,11,-0.7315494535756332,0.1434161457564871,54.54545454545454,-2551.4826432389464,0.5750298384624792,0.5181828621527148,-6.295431170794602,-3383.783069388989,7
ret10,R,5,1,0.7265464680488039,0.7265464680488039,100.0,148.9420259500048,,,0.7265464680488039,0.0,1
ret10,D,1,57,-0.13526881970859042,0.1359660088729254,50.877192982456144,-454.92395133274806,0.8642873323622667,0.9750902314452812,-12.229427049039757,-6726.355450631886,9
ret10,D,2,59,-0.48178134305133163,-0.4528547005012275,42.3728813559322,-8326.57210668677,0.5776884728220718,0.6495313768183962,-8.358010529574145,-13243.799290942787,15
ret10,D,3,41,-0.9764233310203732,-0.2509611457199233,41.46341463414634,-15735.093725825871,0.3463248252793905,0.339736232273465,-11.91543918827798,-16050.871003225884,13
ret10,D,4,7,-0.9164466004256695,-0.3023892860902004,42.857142857142854,-375.17680304997975,0.5275044506110814,0.8044603018722711,-11.124780081111952,-1500.9013996999959,4
ret10,D,5,2,0.5871183932679283,0.5871183932679283,50.0,214.75301395000696,3.4363439472672725,3.4495679206762166,-0.4819667550851924,-87.6697527499965,1
ret10,C,1,1,-1.6758135755562196,-1.6758135755562196,0.0,-1075.5371527919815,0.0,0.0,-1.6758135755562196,-1075.5371527919815,1
ret10,C,2,14,-1.3170752920691584,-1.7133009065636502,28.57142857142857,-6643.052409135932,0.3115119163530145,0.4381994904560341,-6.639395060878929,-8018.56244817395,5
ret10,C,3,23,-0.7434753436808201,0.2197914564755877,52.17391304347826,-2353.4404378548697,0.567474301611226,0.7772651550500771,-9.120108097805772,-6890.12642027494,16
ret10,C,4,52,-0.015415673892210702,-0.05365105185164845,48.07692307692308,-601.3602602597257,0.9840075385575965,0.9722037244194761,-6.417454118864033,-12008.743615880963,12
ret10,C,5,30,0.1473939969419464,0.9667342379040516,56.666666666666664,-1147.0083465108632,1.1132672028422341,0.916810220704279,-9.500315327488163,-8421.298480691998,9
ret20,ALL,1,129,-0.6548291097946123,-0.7353125203397195,37.98449612403101,-31232.973665193407,0.5335482594354775,0.5609085756923444,-12.229427049039757,-33876.161817816515,15
ret20,ALL,2,121,-0.157070585756509,0.2287664227380597,53.71900826446281,18.354446016596512,0.8513248323338641,1.0003734255630055,-11.91543918827798,-11079.063494485796,27
ret20,ALL,3,131,-0.685686023520034,-0.440092949399995,41.221374045801525,-46819.81395960535,0.5561727461149598,0.48455262601420207,-11.124780081111952,-50190.24754475948,18
ret20,ALL,4,155,-0.3490799406646694,-0.1056938949633474,49.03225806451613,-6832.784616372371,0.7541571263973487,0.919793476736959,-10.70066262246178,-26514.887964867747,20
ret20,ALL,5,118,-1.2421804967058672,-0.3774377472711241,44.91525423728814,-48394.71196035962,0.4098218529308548,0.448359834075238,-12.332728137168736,-49934.00822713663,8
ret20,U,1,0,,,,0.0,,,,0.0,0
ret20,U,2,1,-0.4367319457596225,-0.4367319457596225,0.0,-305.27563008597616,0.0,0.0,-0.4367319457596225,-305.27563008597616,1
ret20,U,3,20,-1.3387082696078982,-1.0076137222072499,40.0,-16510.525987095833,0.45578807018950146,0.502136996916827,-7.326522662142857,-21620.77860572185,5
ret20,U,4,89,-0.13469937989466949,0.137204631068279,51.68539325842697,3641.5042528553777,0.8975963537908624,1.069672477168694,-10.70066262246178,-20236.788197382855,13
ret20,U,5,106,-1.353819598131558,-0.519581353585724,44.339622641509436,-44539.609891269625,0.3693398490845751,0.4392722324742711,-12.332728137168736,-50462.90994674574,6
ret20,R,1,39,-0.36784347536799333,-0.9763820698804592,38.46153846153847,-5410.715540421825,0.7342588464343532,0.7649406357751577,-6.728208157067416,-10299.937197176892,7
ret20,R,2,43,-0.41525441218327735,-0.4626697661934326,44.18604651162791,-4185.5973428177895,0.6825404576483296,0.8112203301630501,-8.223646820562418,-12003.446459017845,17
ret20,R,3,45,-0.9650296273977476,-0.7861349701198199,37.77777777777778,-21139.126433583828,0.3980838106257106,0.3055669203790781,-8.628950102799992,-21875.025912483827,14
ret20,R,4,24,-0.8907562209122969,-0.3421529031439839,45.83333333333333,-8464.113029545913,0.5408293635522275,0.4866998111051091,-7.203521160516589,-10564.117678663953,11
ret20,R,5,1,0.7265464680488039,0.7265464680488039,100.0,148.9420259500048,,,0.7265464680488039,0.0,1
ret20,D,1,89,-0.7158382641043733,-0.7303748196694055,38.20224719101123,-21715.087488698602,0.47214359425321406,0.506533997469606,-12.229427049039757,-23270.041221828735,14
ret20,D,2,57,-0.12372877221601469,0.4700785662362499,57.89473684210527,-1412.321115346795,0.8736071878839007,0.9296021566244452,-11.91543918827798,-9532.155933566995,15
ret20,D,3,20,-0.5323761215047643,-0.3067425886972714,40.0,-1549.604968899962,0.5356710775417877,0.5913391530592582,-11.124780081111952,-2587.9374595999607,7
ret20,D,4,0,,,,0.0,,,,0.0,0
ret20,D,5,0,,,,0.0,,,,0.0,0
ret20,C,1,1,-6.417454118864033,-6.417454118864033,0.0,-4107.17063607298,0.0,0.0,-6.417454118864033,-4107.17063607298,1
ret20,C,2,20,0.3169835404707889,0.8611047936470605,65.0,5921.548534267161,1.4129813050991418,1.895519460757333,-5.036557294660186,-4128.106018256996,9
ret20,C,3,46,-0.19514887012983853,-0.1836969788107698,45.65217391304348,-7620.556570025736,0.8455228082166553,0.6748606229788091,-9.120108097805772,-12918.220916018825,12
ret20,C,4,42,-0.49383325453578675,-0.2180218242782032,45.23809523809524,-2010.1758396818327,0.632659583745727,0.8776837734487077,-8.827690427622347,-6470.965334305893,9
ret20,C,5,11,-0.34536069794509067,-0.1880630548538402,45.45454545454545,-4004.0440950399857,0.8174803978331993,0.5174093608070603,-9.500315327488163,-5813.242948890008,4
bias5,ALL,1,128,-0.900111492760169,-0.7625351203574917,39.0625,-39759.00029482746,0.45843964432952117,0.5414120696560821,-12.229427049039757,-44172.369707754515,34
bias5,ALL,2,112,-0.3019414275349734,-0.24345705331957773,45.535714285714285,-6594.938971938428,0.7595916909162947,0.8776562207956974,-10.105854526435447,-14065.160639246576,35
bias5,ALL,3,143,-0.6934931935728322,-0.3210299224756824,43.35664335664335,-41790.643631799416,0.5114899685038133,0.48838716955217243,-10.70066262246178,-45661.57514615955,43
bias5,ALL,4,142,-0.7928939973769695,-0.45017221710432265,43.66197183098591,-44369.724163056475,0.5007688121154218,0.4906918182239189,-11.294812295554268,-45767.93633528154,40
bias5,ALL,5,129,-0.2573323199210837,0.2672568459031813,55.81395348837209,-747.622693892378,0.8321936694376719,0.9899821409102887,-12.332728137168736,-26733.93770971165,34
bias5,U,1,19,-0.9920731758555298,-0.373307965523587,42.10526315789473,-7678.300275876945,0.5011828215440043,0.6075786600197316,-7.195385792790471,-11159.718111219958,10
bias5,U,2,33,-0.895784790287676,-0.1056938949633474,48.484848484848484,-8374.344781762835,0.5341618026434081,0.6536808468947388,-10.105854526435447,-10946.556844717954,16
bias5,U,3,36,-0.865732842857601,-0.5358595943941589,38.88888888888889,-11666.918816511848,0.44466060745685265,0.5048858683356539,-10.70066262246178,-21668.581989525912,19
bias5,U,4,57,-0.9978916170439845,-0.3509379898711684,45.614035087719294,-23052.7880781688,0.47956202797652736,0.5081231641373362,-11.294812295554268,-23686.8130492188,19
bias5,U,5,71,-0.6513736143008334,0.0681975150567122,52.112676056338024,-6941.555303275621,0.6375336882863005,0.8638572372764054,-12.332728137168736,-30228.573958961748,15
bias5,R,1,54,-1.000276982355505,-1.1977007778100681,29.629629629629626,-23283.019634615768,0.3985001464190672,0.42491167134229796,-6.728208157067416,-23302.452522365766,17
bias5,R,2,31,0.0748504519795414,-0.1995035171102703,48.38709677419355,-102.41723952285429,1.0783271098629765,0.9920243987203253,-4.9434987495606135,-4381.726341636933,14
bias5,R,3,37,-1.0901748515038712,-0.3210299224756824,43.24324324324324,-17001.36812775585,0.4036380099842636,0.3567899408100458,-8.628950102799992,-20497.44184850487,15
bias5,R,4,22,-0.816076104729526,-0.47033588472612686,40.909090909090914,-5227.453732539906,0.48586178770018923,0.5069424574770349,-6.295431170794602,-5227.453732539906,9
bias5,R,5,8,1.7131206894433366,1.874802133956357,87.5,6563.6484140150305,2.9708482597406394,4.7307833480983525,-6.953841041699601,-1759.3217835499988,6
bias5,D,1,51,-0.8750502614160357,-0.179054999999995,47.05882352941176,-10429.443414661766,0.44922291745283766,0.5847981734021326,-12.229427049039757,-14732.262474080797,16
bias5,D,2,37,-0.39177840565865213,-0.505664900505041,35.13513513513514,-810.8800314728152,0.6211498910267657,0.9276032159551468,-8.358010529574145,-5712.270443880868,11
bias5,D,3,47,-0.3339909697540933,-0.0625011504246577,48.93617021276596,-6631.871157229813,0.7091188377899816,0.6698664852304744,-9.098307319576708,-8837.02067432395,15
bias5,D,4,24,-0.006890522861473958,-0.27062222254725393,45.83333333333333,-1269.2910116069647,0.9861989932469841,0.6840108285882222,-2.2739203974019104,-2511.275165906989,10
bias5,D,5,7,-0.9176222118559492,1.1321921386732166,57.14285714285714,-5535.527957974002,0.5472402972144251,0.25541046913798854,-11.91543918827798,-7030.109121084007,4
bias5,C,1,4,0.5694099118421387,0.5575772921224743,50.0,1631.7630303270203,1.55150562694708,2.068384234300073,-2.7205006850040694,-1008.2789798249864,4
bias5,C,2,11,0.7198995630527851,1.1157916845049671,63.63636363636363,2692.703080820078,1.8494301238274116,1.473887293697738,-5.036557294660186,-2956.962787694995,8
bias5,C,3,23,-0.5203956197372082,-0.3087562926377102,39.130434782608695,-6490.485530301889,0.5265311756523123,0.44045156457445306,-4.705608560035071,-9113.702353820947,10
bias5,C,4,39,-0.9638994513666044,-0.5628358847535718,41.02564102564102,-14820.1913407408,0.45781075948054506,0.4218009782179479,-9.500315327488163,-16429.915322615863,15
bias5,C,5,43,0.13418714681358865,0.6008375896032866,55.81395348837209,5165.812153342217,1.117539440065482,1.357544964915437,-8.827690427622347,-4956.853365449975,15
bias20,ALL,1,119,-0.5543796101471546,-0.7895331279705751,38.655462184873954,-21848.592459647465,0.5910098877390824,0.661484585664294,-12.229427049039757,-23355.084491500562,14
bias20,ALL,2,138,-0.5552277461030243,-0.4723182606393125,41.30434782608695,-37115.35985235837,0.5721974072820523,0.5265914582808257,-8.628950102799992,-42415.71777794144,25
bias20,ALL,3,126,-0.4738769441717372,0.046445713726570456,50.79365079365079,-16373.436247435426,0.6675011432521384,0.774370088294519,-11.91543918827798,-16873.735875547536,28
bias20,ALL,4,138,-0.5075913440830948,-0.0297899053597426,48.55072463768116,-21703.870580755472,0.6567732549390288,0.7221422025707809,-9.70526855644401,-40645.49321858056,22
bias20,ALL,5,133,-0.9145815903507402,-0.1880630548538402,47.368421052631575,-36220.67061531742,0.5242872561566201,0.5993852040434295,-12.332728137168736,-53620.963650941594,14
bias20,U,1,0,,,,0.0,,,,0.0,0
bias20,U,2,3,-3.4716633392167693,-3.5635911576617345,0.0,-7405.381203353947,0.0,0.0,-5.360479502473951,-7405.381203353947,2
bias20,U,3,33,0.2878722812808402,0.048951105622494,51.515151515151516,5335.576042844141,1.2344980153685716,1.2127434250230857,-10.70066262246178,-14260.607073062918,11
bias20,U,4,76,-0.5339926794676224,0.032334483276995396,51.31578947368421,-12479.460913295716,0.637160709506759,0.7381183677564243,-9.70526855644401,-27346.496690627744,14
bias20,U,5,104,-1.3577439536112157,-0.7236030414708194,43.269230769230774,-43164.641181790525,0.38997470196493095,0.4923454554724377,-12.332728137168736,-58032.32374354167,10
bias20,R,1,52,-0.4539432097605645,-1.0408043550907293,36.53846153846153,-9687.54595399176,0.6771910509219179,0.7096642445519897,-6.728208157067416,-11634.591187916893,7
bias20,R,2,61,-0.7715150813949399,-0.7654712292452927,37.704918032786885,-22149.54916093071,0.49822085538476685,0.4796895884119625,-8.628950102799992,-25615.752081859766,18
bias20,R,3,31,-0.8484300997761041,0.0560590678336589,51.61290322580645,-7829.943340396911,0.4602188115722059,0.40665485575099086,-7.203521160516589,-8210.186023901924,14
bias20,R,4,5,-0.7574244200478473,-0.0456237770988132,40.0,-476.9656112499822,0.7151446612892857,0.8403709641433734,-6.953841041699601,-1759.3217835499988,3
bias20,R,5,3,1.492050245320506,0.777436959612295,100.0,1093.393746150015,,,0.7265464680488039,0.0,2
bias20,D,1,67,-0.6323302492531645,-0.7303748196694055,40.298507462686565,-12161.046505655704,0.5195425074213471,0.6099188814528882,-12.229427049039757,-12660.663983755712,9
bias20,D,2,69,-0.12735181451668018,-0.179054999999995,47.82608695652174,-1354.2752735917247,0.8619989130593556,0.93758072685683,-7.49321665068133,-10313.621902942836,14
bias20,D,3,28,-1.112455724717662,-0.0092804142970054,50.0,-11326.723257397935,0.334523419677524,0.23723885485694915,-11.91543918827798,-11326.723257397935,13
bias20,D,4,2,0.44624712100507447,0.44624712100507447,50.0,165.0314637000026,2.168630842212951,2.2011783868153687,-0.7637092996108998,-137.39130300000087,1
bias20,D,5,0,,,,0.0,,,,0.0,0
bias20,C,1,0,,,,0.0,,,,0.0,0
