factor,stage,bucket,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters
bias20,C,2,5,-2.0713487555649572,-1.898432858748584,20.0,-6206.154214481983,0.0771972505100324,0.07764426553869003,-5.036557294660186,-6206.154214481983,3
bias20,C,3,34,-0.34582902537508364,0.0396438886762608,50.0,-2552.345692484718,0.7298910290807407,0.8687193220192092,-9.120108097805772,-7585.74836692787,10
bias20,C,4,55,-0.4830824361036124,-0.2154421080981723,45.45454545454545,-8912.475519909773,0.6601373358649326,0.6739300758995839,-9.500315327488163,-16380.51955753383,11
bias20,C,5,26,0.5803795739598641,0.9667342379040516,57.692307692307686,5850.5768203231,1.6229163770270565,2.0864327395248226,-4.650157583560376,-3928.1517602999784,7
ma20slope5,ALL,1,129,-0.6595798429787874,-0.7303748196694055,41.08527131782946,-30770.84848338138,0.5312851297442656,0.574846005948764,-12.229427049039757,-32844.340081135495,10
ma20slope5,ALL,2,123,-0.22446156690560318,-0.0471404071436813,48.78048780487805,-8080.541128082449,0.8011332584296751,0.8494915447253751,-9.098307319576708,-14236.933286222975,23
ma20slope5,ALL,3,127,-0.4364705105605122,-0.3023892860902004,45.66929133858268,-20114.128567067375,0.6987705825240287,0.7324289729865039,-11.124780081111952,-26018.033576152542,21
ma20slope5,ALL,4,152,-0.3945730166134504,-0.2664401536023895,46.71052631578947,-18452.660549277338,0.7087680684098263,0.7851096590061541,-10.70066262246178,-27676.330549871578,17
ma20slope5,ALL,5,123,-1.348671778011389,-0.4917516052830084,44.71544715447154,-55843.751027705606,0.3843560325256766,0.42385909064662153,-12.332728137168736,-62305.12081740964,6
ma20slope5,U,1,0,,,,0.0,,,,0.0,0
ma20slope5,U,2,2,-0.4941678760665811,-0.4941678760665811,50.0,-700.0928129879924,0.33709643841453074,0.3450889620589478,-1.4909193575146216,-1068.9891793379836,1
ma20slope5,U,3,18,-0.43959034116107615,-0.39383496781539545,44.44444444444444,-5592.495753565841,0.7952152195803845,0.7858624221165115,-7.326522662142857,-13178.085871301912,4
ma20slope5,U,4,85,-0.03246934543362318,0.1362587465020792,51.76470588235295,5022.394614024415,0.9714412142717083,1.1120489152179647,-10.70066262246178,-11634.927539732898,11
ma20slope5,U,5,111,-1.54092939905944,-0.6067232974431727,43.24324324324324,-56443.71330306664,0.33570742489913513,0.39410317321941485,-12.332728137168736,-63532.58752072066,5
ma20slope5,R,1,28,-0.6963346682569325,-1.2744281213375477,35.714285714285715,-5481.2871273958735,0.5729070161905887,0.7086856125168152,-6.728208157067416,-13553.145272753894,5
ma20slope5,R,2,39,-0.5077458854757074,-0.4626697661934326,43.58974358974359,-8305.564270226843,0.6555879045879844,0.6636152031453237,-8.628950102799992,-14124.30293063696,12
ma20slope5,R,3,45,-0.31240458546460503,-0.3210299224756824,44.44444444444444,-5169.463288336791,0.7375037256048096,0.7225902125680305,-6.953841041699601,-7981.931985224885,15
ma20slope5,R,4,37,-1.0831410202813807,-0.7861349701198199,37.83783783783784,-18257.30141557086,0.41099049805970667,0.3436391256378516,-8.223646820562418,-18653.450799820886,12
ma20slope5,R,5,3,-0.9486289963042038,0.5192480643606047,66.66666666666666,-1836.9942188889836,0.3213207292330795,0.15100521545014958,-4.193272303273246,-2163.728508488995,2
ma20slope5,D,1,91,-0.7258277557779653,-0.5432074039106163,40.65934065934066,-24553.804785922614,0.46771059116700653,0.4836086848762435,-12.229427049039757,-24826.994441522646,10
ma20slope5,D,2,56,-0.005447461568631772,0.20823276374537691,51.78571428571429,3877.437565446209,0.9937437895630615,1.269747155563525,-9.098307319576708,-6840.7258433039015,10
ma20slope5,D,3,19,-0.7923307541083748,-0.3023892860902004,47.368421052631575,-4000.6463524689593,0.43354868225514687,0.3260325963122667,-11.124780081111952,-4728.131901718963,7
ma20slope5,D,4,0,,,,0.0,,,,0.0,0
ma20slope5,D,5,0,,,,0.0,,,,0.0,0
ma20slope5,C,1,10,0.04618967427253755,0.9812147223519848,60.0,-735.7565700628979,1.0391723923353797,0.8776029468476875,-6.417454118864033,-4107.17063607298,6
ma20slope5,C,2,26,-0.2505111383023102,0.2646469067339431,50.0,-2952.321610313823,0.7904580111384382,0.78218548002902,-4.705608560035071,-5795.885489048928,10
ma20slope5,C,3,45,-0.40903640058487417,-0.1790550000000127,46.666666666666664,-5351.523172695777,0.7178944344608953,0.781445214358331,-9.120108097805772,-8832.369053353816,10
ma20slope5,C,4,30,-0.57129954709918,-0.28287247059705195,43.333333333333336,-5217.753747730899,0.5845776635406162,0.6056400540381094,-9.500315327488163,-10845.70329775093,8
ma20slope5,C,5,9,0.889157954345507,2.149837895194284,55.55555555555556,2436.956494250017,2.0289503593521765,2.517204399434048,-3.505611329329607,-679.6167004499988,3
range_pos20,ALL,1,119,-0.6163482645656831,-0.7353125203397195,38.655462184873954,-21714.40250287047,0.5646689886949039,0.6681114467997408,-12.229427049039757,-26838.166225600547,18
range_pos20,ALL,2,132,-0.4488648418583336,-0.165502810587945,46.96969696969697,-26735.037113716386,0.651622217551376,0.6358913990754802,-11.124780081111952,-34631.88246268847,25
range_pos20,ALL,3,138,-0.8385069107035331,-0.3621229776973777,42.7536231884058,-46843.1295644794,0.47732036996371363,0.5291981756301056,-11.91543918827798,-46843.1295644794,30
range_pos20,ALL,4,127,-0.3577164621489785,0.0061660519557492,50.39370078740157,-10713.45449380351,0.7385085391359274,0.8209085668127613,-10.105854526435447,-17966.54947978068,25
range_pos20,ALL,5,138,-0.7264384605569492,-0.02737218310662475,47.82608695652174,-27255.906080644378,0.5926354052190713,0.6825690632284438,-12.332728137168736,-45016.76715929656,19
range_pos20,U,1,0,,,,0.0,,,,0.0,0
range_pos20,U,2,8,-0.8593782595020577,-0.18851165217639454,50.0,-4855.556619440925,0.39129956383414877,0.39464584528681723,-5.360479502473951,-6011.510321447942,3
range_pos20,U,3,42,-0.9409866200738426,-0.40501995564160476,40.476190476190474,-16590.021876520834,0.5588235506400014,0.6727985129278702,-10.70066262246178,-28243.793040460852,11
range_pos20,U,4,67,-0.1690508178771373,0.1362587465020792,56.71641791044776,1656.5116459402764,0.8586606392649468,1.0582873898337153,-10.105854526435447,-13994.984592430872,13
range_pos20,U,5,99,-1.2624358649858816,-0.6790961826483921,42.42424242424242,-37924.84040557457,0.41388792663238444,0.5139235438895243,-12.332728137168736,-51211.92359404665,10
range_pos20,R,1,50,-0.6418960592650385,-1.1998270756561702,32.0,-10007.451823720772,0.57484239439907,0.6907879643023374,-6.728208157067416,-12487.123497527915,12
range_pos20,R,2,55,-0.39144049941423004,-0.3210299224756824,45.45454545454545,-14645.663100356747,0.7099709861991087,0.5948879268199624,-8.628950102799992,-25197.626698531774,18
range_pos20,R,3,38,-0.9321460054684888,-0.3387527601845457,44.73684210526316,-13213.42633749187,0.38925431172453917,0.2977503958018084,-7.203521160516589,-13268.647334146883,14
range_pos20,R,4,4,-5.304529329113946,-5.808989273920115,0.0,-4788.459933049983,0.0,0.0,-6.953841041699601,-4788.459933049983,3
range_pos20,R,5,5,2.7967849250630596,2.9721673083004188,100.0,3604.390874200022,,,0.7265464680488039,0.0,4
range_pos20,D,1,68,-0.5325600474324144,-0.23062259181040318,44.11764705882353,-8749.987891454693,0.5882716919201869,0.7093554458990711,-12.229427049039757,-12512.327539091779,12
range_pos20,D,2,62,-0.4872514341598577,-0.08071396259971775,48.38709677419355,-6979.6175459957385,0.6088062987114989,0.7188822388938804,-11.124780081111952,-11309.954049864824,16
range_pos20,D,3,26,-0.5658259494631724,-0.2029795315847478,46.15384615384615,-8924.411574744941,0.46186833396214394,0.23690283697466535,-11.91543918827798,-10080.464021644977,11
range_pos20,D,4,10,-0.02745211223395212,-0.712194693308269,30.0,-22.99656074998623,0.9602494249028654,0.9813127284186585,-1.6911921014244824,-523.9516564999894,1
range_pos20,D,5,0,,,,0.0,,,,0.0,0
range_pos20,C,1,1,-5.036557294660186,-5.036557294660186,0.0,-2956.962787694995,0.0,0.0,-5.036557294660186,-2956.962787694995,1
range_pos20,C,2,7,-0.09090238051282054,-0.3087562926377102,42.857142857142854,-254.1998479229771,0.9131242320825114,0.9425505971403417,-3.979392825643976,-2409.920295209992,5
range_pos20,C,3,32,-0.8143591481294107,-0.327173818790392,40.625,-8115.269775721761,0.439204524099402,0.5561273618975676,-9.120108097805772,-12117.63862025885,11
range_pos20,C,4,46,-0.27415103165992954,0.047708003103464,50.0,-7558.50964594382,0.8073890505144953,0.7022140515839621,-9.500315327488163,-16208.461437938988,14
range_pos20,C,5,34,0.31613877798317574,0.6972378790485096,55.88235294117647,7064.543450730176,1.3271786811254922,1.9008973642326512,-8.827690427622347,-4584.840963599974,11
drawdown60,ALL,1,104,-1.0501925257222333,-0.8860463110027248,34.61538461538461,-46290.45465285445,0.3771380988717632,0.39127930266562777,-12.229427049039757,-46627.401662454475,11
drawdown60,ALL,2,141,-0.022665645936506766,-0.0625011504246577,48.93617021276596,4821.731151992644,0.9766460730203608,1.095844230224628,-9.120108097805772,-11836.031141525862,17
drawdown60,ALL,3,151,-0.5397321914362563,-0.2154421080981723,45.6953642384106,-27340.524491614342,0.621845163826021,0.6869050569731222,-11.124780081111952,-41624.396674615535,23
drawdown60,ALL,4,117,-0.8564595398289923,-0.414026736411263,45.2991452991453,-32761.628996776602,0.5159487742758724,0.5974090965266803,-10.70066262246178,-40742.50139891062,16
drawdown60,ALL,5,141,-0.7082755228117492,-0.0103693386792466,49.645390070921984,-31691.05276626138,0.5924413503269162,0.6438431160234096,-12.332728137168736,-40533.030782888694,11
drawdown60,U,1,0,,,,0.0,,,,0.0,0
drawdown60,U,2,0,,,,0.0,,,,0.0,0
drawdown60,U,3,20,-0.5142612734635081,0.0978537728332603,55.00000000000001,-2847.3287212418927,0.7176111809935122,0.8662053846642834,-8.955440431609654,-9828.268021412907,6
drawdown60,U,4,64,-0.8388241606269392,-0.5358595943941589,43.75,-17989.370397592756,0.5383825357470505,0.676050810939011,-10.70066262246178,-25016.64261482676,13
drawdown60,U,5,132,-0.8995003621295001,-0.15195611092590872,46.96969696969697,-36877.20813676141,0.5084110217661681,0.5826155445727402,-12.332728137168736,-45792.97648733854,10
drawdown60,R,1,16,-1.4137419861257277,-1.1641524436050297,12.5,-13416.88812213587,0.2686497537063556,0.2741187690880435,-6.728208157067416,-17705.282139512896,5
drawdown60,R,2,36,-0.24897634156442658,-0.6414275997741887,41.66666666666667,-3482.9594641808435,0.7978459189070327,0.8346751253271274,-6.311610978034164,-8104.038587325923,10
drawdown60,R,3,61,-0.8003761405393054,-0.67778006688963,39.34426229508197,-18822.430423902762,0.5049372907095653,0.5243093683792737,-8.628950102799992,-29676.2316476168,14
drawdown60,R,4,34,-0.8781685678842444,0.005431028742265202,50.0,-6932.723184399895,0.4576151017542905,0.4667636223059496,-7.203521160516589,-7833.487384799904,8
drawdown60,R,5,5,2.7967849250630596,2.9721673083004188,100.0,3604.390874200022,,,0.7265464680488039,0.0,4
drawdown60,D,1,81,-0.8727997285763364,-0.7210080946225221,39.50617283950617,-23065.27945651062,0.4374938909490365,0.4992012684396899,-12.229427049039757,-23402.22646611064,10
drawdown60,D,2,68,-0.06429307705067423,0.0616163134087003,50.0,378.9309937342059,0.9224789948599511,1.021443359297334,-8.358010529574145,-6617.519928134901,9
drawdown60,D,3,17,-0.3729976880922505,0.0439403218306469,52.94117647058824,-1990.665110168944,0.6344431307456018,0.5181040986530324,-11.124780081111952,-2261.517479318946,5
drawdown60,D,4,0,,,,0.0,,,,0.0,0
drawdown60,D,5,0,,,,0.0,,,,0.0,0
drawdown60,C,1,7,-2.2719104117739115,-1.898432858748584,28.57142857142857,-9808.287074207954,0.1514215711140922,0.14746906543297647,-6.417454118864033,-9808.287074207954,2
drawdown60,C,2,37,0.2740330123977771,0.2473642483370449,54.054054054054056,7925.759622439282,1.280790363469185,1.6850634910824107,-9.120108097805772,-3190.4211821999256,12
drawdown60,C,3,53,-0.3028383050403522,-0.1519482421301169,47.16981132075472,-3680.1002363007565,0.7457601777288614,0.8352873634766068,-6.639395060878929,-10160.920979897857,10
drawdown60,C,4,19,-0.8770151879896663,-0.414026736411263,42.10526315789473,-7839.535414783961,0.5328326873597264,0.38964851728655825,-9.500315327488163,-9005.562201041988,5
drawdown60,C,5,4,1.2208186148305245,1.2183238807879366,75.0,1581.764496300013,2.392987984282886,3.520722445684558,-3.505611329329607,-627.5044279499997,3
overnight5,ALL,1,130,-0.9056163070561739,-0.5346387454916233,41.53846153846154,-27189.60587260838,0.4901441984921754,0.6578908311411307,-12.332728137168736,-36542.04384714647,30
overnight5,ALL,2,118,-0.1789989695351638,-0.20335174117266375,46.61016949152542,-8266.855972525485,0.8539258446841379,0.8677393316300772,-8.552868772215849,-18790.435212965724,39
overnight5,ALL,3,140,-0.44111107182370546,-0.1277601991275951,47.14285714285714,-21526.47738158646,0.649181840970371,0.6616871224028481,-11.294812295554268,-23005.76471773647,38
overnight5,ALL,4,129,-0.8035875826092236,-0.6237863211999876,43.41085271317829,-42760.226480994395,0.49246900721681536,0.5086859418639652,-10.70066262246178,-50154.58165556155,47
overnight5,ALL,5,137,-0.6548737810300919,-0.0471404071436813,48.175182481751825,-33518.76404779942,0.5994373513063596,0.6332439526744547,-11.91543918827798,-37530.093343771456,29
overnight5,U,1,37,-1.0778183521638631,-0.7146724154480477,45.94594594594595,-10283.187812696797,0.5076268532429409,0.6790673290393039,-12.332728137168736,-22171.647489096857,12
overnight5,U,2,28,0.10356047638105367,0.32099818206105896,60.71428571428571,694.0187330891035,1.069500287719238,1.0349278516441802,-8.552868772215849,-8413.63515951692,18
overnight5,U,3,38,-0.32821446514599084,-0.02737218310662475,47.368421052631575,-3423.579785882901,0.7268927267308749,0.8114962442204393,-11.294812295554268,-10263.826574566952,17
overnight5,U,4,45,-0.9181617379414634,-0.8796069097342485,40.0,-11106.606374460796,0.4929560028987196,0.6628659882790657,-10.70066262246178,-25268.116778849875,18
overnight5,U,5,68,-1.3519853820026668,-0.39383496781539545,45.588235294117645,-33594.55201564466,0.3632436221828591,0.4594444688260523,-10.155278745951652,-38411.44220078769,11
overnight5,R,1,43,-0.7845537400972693,-0.7940696593006437,39.53488372093023,-12032.89438955077,0.4915302765470318,0.5802652044279193,-6.311610978034164,-15174.678865793825,12
overnight5,R,2,44,-0.08832669534903594,-0.6093850016064775,43.18181818181818,-3835.935173273821,0.921200636014146,0.820352560030614,-7.203521160516589,-11792.453331266923,17
overnight5,R,3,33,-0.8413688122307832,-1.1117831361352122,36.36363636363637,-7737.751892525901,0.44743282564984327,0.4003601656368611,-6.295431170794602,-7737.7518925259,9
overnight5,R,4,20,-2.1982541613609854,-0.940226893971775,30.0,-22682.175076195912,0.15569254454464038,0.08651335615257981,-8.628950102799992,-22940.50452609491,13
overnight5,R,5,12,1.0893890100331731,1.284694200608441,75.0,7238.146211127051,2.1940414407432507,2.657822991847029,-4.630043570564496,-2814.368371289993,6
overnight5,D,1,39,-0.7948825663833313,-0.3023892860902004,43.58974358974359,-3141.770484804844,0.48433766867941175,0.7817201266605813,-12.229427049039757,-10465.128651189912,13
overnight5,D,2,34,-0.7836813433128283,-0.606918271197047,32.35294117647059,-10202.339112234846,0.3962184457729765,0.40128043540927494,-8.358010529574145,-10332.29922303485,14
overnight5,D,3,44,-0.45542923403128505,0.11581971329167051,52.27272727272727,-7711.420785319808,0.6078654631603854,0.5917843399786373,-9.098307319576708,-9672.028938980931,14
overnight5,D,4,34,0.09974611567598589,0.018519617049073796,50.0,1904.9593156381115,1.1337528934640144,1.2079164400753402,-3.1072446667460785,-3496.7470965999555,17
overnight5,D,5,15,-0.47443758838121575,-0.0625011504246577,46.666666666666664,-5526.4425062239725,0.6198181426999161,0.33995821271438015,-11.91543918827798,-7030.109121084007,8
overnight5,C,1,11,-1.192237270373378,-0.4752926375807713,27.27272727272727,-1731.753185555967,0.44072347282973745,0.6040498942852744,-8.827690427622347,-3086.4583020999894,5
overnight5,C,2,12,0.5424973770145767,1.0954344379437224,66.66666666666666,5077.399579894081,1.6907437712702023,2.1971152495863646,-5.036557294660186,-2956.962787694995,9
overnight5,C,3,25,-0.05917373115114982,0.2197914564755877,52.0,-2653.724917857851,0.9490157408485282,0.8059076102322494,-6.417454118864033,-5786.602918353891,13
overnight5,C,4,30,-0.7257268218329268,-0.030696022150332652,50.0,-10876.4043459758,0.5197550206397932,0.45876988241599886,-9.500315327488163,-13354.520031053862,14
overnight5,C,5,42,-0.0890191980862159,-0.17000564849197855,45.23809523809524,-1635.915737057839,0.9251219387669248,0.9008861039393221,-4.705608560035071,-9561.590305811947,11
intraday5,ALL,1,130,-0.5026898960019288,-0.6233523215075463,43.07692307692308,-25390.166696814376,0.6335443168892765,0.6863731428104023,-12.229427049039757,-28753.9984157124,30
intraday5,ALL,2,127,-0.878184095096547,-0.4367319457596225,41.732283464566926,-44991.21747169052,0.4507013975590327,0.44297001314205614,-11.91543918827798,-48321.82964349056,39
intraday5,ALL,3,139,-0.8635191533647504,-0.4780020032588211,40.28776978417266,-44291.4329882104,0.4477639657347514,0.4674848582143403,-9.916277761251097,-44929.86028186041,40
intraday5,ALL,4,128,-0.058631131680589976,0.207250099990059,52.34375,155.4837350725429,0.9463989474483318,1.0031236604053102,-6.850463732622584,-14120.220918788766,42
intraday5,ALL,5,130,-0.6890387754242702,0.007073795686350002,50.0,-18744.59633387138,0.6283736515797499,0.7902300376353402,-12.332728137168736,-46100.915167488594,29
intraday5,U,1,19,0.4365174235475445,0.137204631068279,63.1578947368421,3009.4298206610847,1.4539573829595702,1.2683906929033566,-5.989254518903222,-9386.15606949598,11
intraday5,U,2,27,-1.9068733821623491,-0.4864325860844135,40.74074074074074,-26112.625161204895,0.2512605292198733,0.23156303746112314,-10.70066262246178,-27753.23655288391,12
intraday5,U,3,38,-1.494487335026968,-0.882084358880023,31.57894736842105,-19237.841828849818,0.2643921563950259,0.34245905120115233,-9.916277761251097,-19237.841828849818,15
intraday5,U,4,50,-0.1017453032558806,0.1197889847313045,52.0,6371.559623861168,0.9084786316253585,1.3592464192731644,-6.850463732622584,-11794.862886814883,18
intraday5,U,5,82,-0.9467620168986512,-0.29409971724050854,48.78048780487805,-21744.429710063592,0.5549237002229237,0.7020428801494184,-12.332728137168736,-43948.607113588696,15
intraday5,R,1,55,-0.7586044897373773,-1.033776245511704,36.36363636363637,-21803.711808771724,0.5251274427338681,0.49003519139658397,-8.223646820562418,-21803.711808771717,16
intraday5,R,2,37,-0.991961558543001,-0.6386820291891546,37.83783783783784,-14859.445921031873,0.40540784774176297,0.3825336843021832,-8.628950102799992,-16723.46494357189,18
intraday5,R,3,32,-0.18643251909839775,-0.09878719913735409,46.875,-1606.958125997859,0.8223528774829936,0.8779267956645778,-4.977565457998386,-4791.4202552849965,15
intraday5,R,4,18,-0.17251627624309623,0.02434778439867913,50.0,2150.4612201690607,0.8828408554161247,1.327998445615936,-6.006505000475725,-3665.178234749983,10
intraday5,R,5,10,-0.8782813144806383,-0.2839910868247756,50.0,-2930.9556847869567,0.5439645349055874,0.47474711579383577,-6.953841041699601,-3618.345321636968,4
intraday5,D,1,45,-0.6788416997777105,-0.1519504805288377,46.666666666666664,-7007.334340742804,0.5171842514724331,0.6995320669669323,-12.229427049039757,-8511.789579655935,13
intraday5,D,2,52,-0.6490276244381706,-0.40402709329762065,40.38461538461539,-11059.080089563799,0.4918579301393249,0.4876403436787808,-11.91543918827798,-11339.618603913807,15
intraday5,D,3,40,-0.45614756785686106,-0.1012482759270365,45.0,-6414.285556965876,0.6345518356536031,0.5952069096933981,-9.098307319576708,-8330.187573327928,17
intraday5,D,4,23,-0.11805512051869588,0.1857337772420583,52.17391304347826,-1105.4791774689047,0.8448632055759573,0.8277046924401587,-5.202703699677528,-3271.9726623329584,13
intraday5,D,5,6,0.6414692492148241,0.4347108809103448,50.0,909.1655917960214,2.6682704059599427,2.3155262459592447,-1.2127551389508635,-415.1057012640035,4
intraday5,C,1,11,-0.12476310019103294,-0.5628358847535718,27.27272727272727,411.4496320390631,0.8462599737820531,1.1122030997813441,-2.7205006850040694,-3124.9893100399586,4
intraday5,C,2,11,0.9462013979998041,0.8348573339726291,63.63636363636363,7039.933700110052,2.69736922264848,7.183223451392539,-2.9949263800546064,-916.6591541999946,6
intraday5,C,3,29,-1.3457551814224937,-0.7032760488720768,37.93103448275862,-17032.34747639685,0.3109538719482342,0.3161637433006941,-9.500315327488163,-17631.057934546854,14
intraday5,C,4,37,0.09197408248606105,0.3570050746607168,54.054054054054056,-7261.0579314887855,1.0841940413513687,0.619196440885658,-6.417454118864033,-11045.08342188886,15
intraday5,C,5,32,-0.218954930310884,0.6103885367541223,53.125,5021.623469183149,0.8444352301696476,1.496782604918951,-8.827690427622347,-5972.270769399966,12
overnight_minus_intraday5,ALL,1,128,-0.6659537309653707,-0.22747332932419012,48.4375,-8444.805935656346,0.6445319292096434,0.898482739229008,-12.332728137168736,-44838.035427261704,30
overnight_minus_intraday5,ALL,2,136,-0.48237401282635234,-0.16550342476169,46.32352941176471,-17600.437926509472,0.6542974221200654,0.7331265748906,-9.916277761251097,-26108.102996412505,39
overnight_minus_intraday5,ALL,3,121,-0.5952721342253595,-0.151950621175895,46.28099173553719,-27649.21572358648,0.5547423386354934,0.5464183900007474,-11.124780081111952,-31346.418445917632,39
overnight_minus_intraday5,ALL,4,135,-0.5720140284868718,-0.3023892860902004,43.7037037037037,-31999.520965474454,0.5651578130431234,0.5640078763045261,-10.70066262246178,-36213.697883726534,41
overnight_minus_intraday5,ALL,5,134,-0.7006961876159372,-0.6148208096291389,42.53731343283582,-47567.94920428738,0.5546809110932989,0.5269026638852401,-11.91543918827798,-50628.53768413544,33
overnight_minus_intraday5,U,1,72,-0.991041089946558,-0.7939797013704792,48.61111111111111,-14524.768183661612,0.5681083437234976,0.7808885925687489,-12.332728137168736,-39865.291571311776,16
overnight_minus_intraday5,U,2,49,-0.27399714089355,-0.2631238892592399,44.89795918367347,-285.4734318168157,0.781475999832683,0.9868361742029874,-9.916277761251097,-8876.227548783869,16
overnight_minus_intraday5,U,3,25,-0.9822401706088246,0.1221652756164519,52.0,-9853.013670286924,0.3637711166071568,0.3691938631887437,-9.068980315511393,-11285.664876336938,14
overnight_minus_intraday5,U,4,28,-1.0152764144519755,-0.18160937221057571,42.857142857142854,-8983.415856680933,0.3972075822821906,0.5320912807176732,-10.70066262246178,-11182.104518372926,13
overnight_minus_intraday5,U,5,42,-1.06998707858753,-0.5217276216013975,45.23809523809524,-24067.236113149764,0.45088876200597183,0.4319943107631008,-10.105854526435447,-29217.84485803188,13
overnight_minus_intraday5,R,1,19,-0.21113102944930273,0.7265464680488039,52.63157894736842,1089.5489681361028,0.8536876587833949,1.1421026425531349,-6.295431170794602,-3154.614182199981,9
overnight_minus_intraday5,R,2,27,-0.7993329200977451,-0.4967202294285576,44.44444444444444,-6212.235661884935,0.5076796488786791,0.589123421937133,-6.953841041699601,-10472.31721178196,14
overnight_minus_intraday5,R,3,38,-0.09188536018800833,-0.09878719913735409,47.368421052631575,-894.3048266698099,0.9110980447617766,0.9400121364573945,-7.203521160516589,-7567.809162760859,14
overnight_minus_intraday5,R,4,36,-0.8281073327754683,-1.0440826030078356,33.33333333333333,-14099.495891808852,0.4916602140929831,0.4407964161847853,-8.628950102799992,-14646.833417258853,16
overnight_minus_intraday5,R,5,32,-1.168212039398143,-1.1998270756561702,34.375,-18934.122908191857,0.374456162631411,0.35184585388706097,-8.223646820562418,-19047.777958903873,12
overnight_minus_intraday5,D,1,16,-0.4610073835618734,-0.41858298918848624,37.5,-138.2325454289554,0.6351815657145066,0.9616143157492036,-12.229427049039757,-2067.184677299999,5
overnight_minus_intraday5,D,2,31,-0.6028689045112819,-0.1428979820162407,48.38709677419355,-5375.2371981148535,0.5481817167554508,0.6384840841664176,-8.358010529574145,-8861.996941195872,15
overnight_minus_intraday5,D,3,30,-0.9465024105585194,-0.34440383071022984,43.333333333333336,-8578.42343876588,0.3840674836392912,0.33621219905842686,-11.124780081111952,-8982.996715115918,13
overnight_minus_intraday5,D,4,48,-0.1556143537892137,-0.08071396259971775,45.83333333333333,-2988.718312404819,0.7959442400436655,0.7551465587821502,-4.871337759198112,-3927.358611611914,13
overnight_minus_intraday5,D,5,41,-0.4751232311273122,-0.7353125203397195,46.34146341463415,-7596.402078230857,0.6466909564931971,0.6868727371613951,-11.91543918827798,-14175.700782857984,14
overnight_minus_intraday5,C,1,21,-0.11902435194707214,0.619939483904958,52.38095238095239,5128.64582529813,0.9072588954974707,1.9112723405639096,-8.827690427622347,-2850.286627949986,9
overnight_minus_intraday5,C,2,29,-0.41055451579693536,-0.1519518495233673,48.275862068965516,-5727.491634692873,0.7239286573866177,0.59880920236764,-6.639395060878929,-7061.618001889883,14
overnight_minus_intraday5,C,3,28,-0.5566145704338574,-0.5811137601597522,42.857142857142854,-8323.473787863866,0.5876329403622772,0.5245434534781377,-5.036557294660186,-10850.25753300596,11
overnight_minus_intraday5,C,4,23,-0.5005565773597066,0.2679929981637157,56.52173913043478,-5927.890904579857,0.6727017208201435,0.6466437931256567,-9.500315327488163,-10684.795253294933,10
overnight_minus_intraday5,C,5,19,0.41626346826847593,-0.2154421080981723,42.10526315789473,3029.8118952850905,1.5605985731283738,1.6443447011007848,-2.9949263800546064,-3614.0408637439477,5
volume_ratio,ALL,1,127,-0.7299771724145887,-0.67778006688963,33.85826771653544,-36067.656681954446,0.47557472822391866,0.49648675083027993,-9.70526855644401,-37799.07886620961,31
volume_ratio,ALL,2,126,-0.49493013311040107,-0.08115879040468175,49.2063492063492,-19670.921152756422,0.6409453838024606,0.7095362660321373,-11.124780081111952,-32133.76462855056,41
volume_ratio,ALL,3,132,-0.5669014229529372,-0.06133142349213665,49.24242424242424,-28062.873981528435,0.6027743671547252,0.6522434926527586,-10.70066262246178,-33268.679943640476,36
volume_ratio,ALL,4,145,-1.1283771602709018,-0.8802995421115324,40.0,-52339.317183108404,0.43342012022441884,0.5240163126088172,-11.91543918827798,-53366.77317120839,34
volume_ratio,ALL,5,124,-0.003823232240737089,0.30218466149888085,55.64516129032258,2878.839243833555,0.9968840552264581,1.0532893472124654,-12.332728137168736,-15392.722720389693,30
volume_ratio,U,1,27,-0.8664317576556705,-0.4854594459259023,40.74074074074074,-9520.259538217877,0.3430248368936766,0.3367599623467897,-9.70526855644401,-10972.863595658913,12
volume_ratio,U,2,38,-0.3084671178956197,0.0192908834716237,50.0,130.54885380618543,0.7841292105127989,1.0062189515974074,-8.955440431609654,-10276.711575168902,16
volume_ratio,U,3,41,-1.1239907669989884,-0.3509379898711684,46.34146341463415,-19630.3310311068,0.3904517079378598,0.45755280040255764,-10.70066262246178,-19630.3310311068,20
volume_ratio,U,4,58,-1.6906164044574263,-0.9029687316005822,39.6551724137931,-32597.412709391796,0.3658690747699291,0.4785277258968685,-11.294812295554268,-37239.2594848978,12
volume_ratio,U,5,52,-0.06633151362043052,0.1651263107448758,55.769230769230774,3903.547169314239,0.9534574619099481,1.125432050110182,-12.332728137168736,-10741.886739270893,14
volume_ratio,R,1,55,-0.8319232368593368,-0.7940696593006437,32.72727272727273,-17025.01925071079,0.4769054666212385,0.5335511866828302,-8.628950102799992,-18021.437852010804,11
volume_ratio,R,2,28,-1.1822209608267584,-1.2291875997307091,35.714285714285715,-16093.506894449854,0.31906942188414494,0.21851946872295477,-8.223646820562418,-16129.29500335486,14
volume_ratio,R,3,35,0.01155701262538119,0.1722879648148255,54.285714285714285,-1612.4588707548542,1.0100454251153328,0.9130005316807475,-6.311610978034164,-10923.22192426892,19
volume_ratio,R,4,21,-0.9893830577675715,-1.294528641698355,38.095238095238095,-4735.819753657914,0.4405788626561951,0.6123770631212074,-6.728208157067416,-5774.887350798922,8
