window,label,stage,n,previous20_mean_pct,day_mean_log_bp,day_linked_pct,night_mean_log_bp,night_linked_pct,intraday_mean_log_bp,intraday_linked_pct,raw_night_mean_log_bp,raw_night_linked_pct,action_mean_log_bp,action_linked_pct,daily_down_pct,intraday_down_pct,night_down_pct,rt_net_mean_pct,pt_net_mean_pct,gross_rt_arith_mean_pct,remove5_worst_daily_mean_log_bp
2026,stage,R,31,-3.7913059061412375,79.66524142164228,28.013078488978692,26.58759548071192,8.591347583058601,53.07764594093062,17.88515506823878,24.8316882518993,8.001856799995448,-1.7559072288126292,-0.5428524428359949,35.483870967741936,35.483870967741936,45.16129032258064,-0.7615423872965933,0.40239008728149356,-0.582111650118099,190.19860028091858
2026,stage,D,58,-10.327592836843879,0.5325159747056988,0.3093367269931877,-14.280987441478057,-7.9492128634213985,14.813503416183764,8.971731635668824,-16.26892903036385,-9.00446880061323,-1.987941588885785,-1.1463844797178213,53.44827586206896,50.0,51.724137931034484,-0.3699069873340182,0.0114554777432373,-0.19072887705079192,62.16959242003095
2026,stage,C,43,6.033957194850947,-14.48333682809083,-6.037869166312862,-24.161896833611497,-9.868111122620936,9.678560005520437,4.249596900736071,-24.161896833611497,-9.868111122620936,0.0,0.0,51.162790697674424,51.162790697674424,51.162790697674424,-0.3107538873791032,-0.0475917739507179,-0.1316139341776622,46.080126600008924
2026,stage_contemporaneous_hindsight,ALL,169,1.2766405886033474,2.8999466050396525,5.022990529458704,-8.126422379159354,-12.832317579179401,11.026368984199012,20.483862381975236,-9.13076401376626,-14.299361656741308,-1.0043416346069054,-1.683013746401375,49.70414201183432,47.337278106508876,50.29585798816568,-0.33909132986123836,-0.01930503834631404,-0.15993309741304237,28.024148420712265
2026,stage_contemporaneous_hindsight,U,37,17.962049133234395,103.39138663178957,46.601543277048584,30.505435662768658,11.94865155868031,72.88595096902095,30.954273442234566,30.505435662768658,11.94865155868031,0.0,0.0,40.54054054054054,40.54054054054054,45.94594594594595,-0.9976084339774702,0.6380337185600939,-0.818025420900382,197.56220702075947
2026,stage_contemporaneous_hindsight,R,30,-1.524245294267324,-154.55677429402215,-37.102912240343514,-53.01104105709831,-14.70318945074556,-101.54573323692352,-26.26091485174961,-53.01104105709831,-14.70318945074556,0.0,0.0,60.0,53.333333333333336,60.0,0.7838871331158923,-1.1402740492829946,0.9623209811938825,-45.993453713124296
2026,stage_contemporaneous_hindsight,D,58,-10.380410774322627,-52.05939811435383,-26.062090741035192,-28.721737708991153,-15.345005612986306,-23.337660405362644,-12.659719849550779,-30.709679297876946,-16.315477329945026,-1.987941588885785,-1.1463844797178213,60.3448275862069,55.172413793103445,55.172413793103445,0.023132743614392215,-0.38088094987802085,0.20205732112975608,4.61617700181485
2026,stage_contemporaneous_hindsight,C,43,4.673749629116193,99.90125745212268,53.66049533805728,22.131420898035167,9.984043463729787,77.76983655408726,39.711625885741164,20.865534291216772,9.386992397057131,-1.2658866068184071,-0.5428524428359949,37.2093023255814,39.53488372093023,39.53488372093023,-0.9958718362147134,0.6363002282566848,-0.8162899433410122,157.5831847883885
original_PT_window,stage,ALL,891,6.519033588972887,22.732256598418108,657.9475961662339,-11.98875634311548,-65.63728893370423,34.72101294153359,2105.727000712866,-12.981390497640485,-68.54593295321781,-0.992634154525007,-8.464535914823374,50.617283950617285,48.9337822671156,51.85185185185185,-0.6062144410583052,0.1916287108323203,-0.399048906841911,28.802429270716637
original_PT_window,stage,U,302,27.757592036280965,45.11957089590777,290.6379715254625,-14.46129200462465,-35.38547908799764,59.580862900532516,504.5668466032088,-15.104274980025362,-36.62806602861306,-0.6429829754007161,-1.9230769230769273,50.66225165562914,49.00662251655629,54.3046357615894,-0.8805314771931085,0.4585299438154704,-0.6697477206370576,61.65957476634616
original_PT_window,stage,R,229,-3.394541349420824,35.58435115844822,125.89082955936557,-5.514496404815168,-11.863370505756604,41.09884756326345,156.29619700186043,-6.824218553544951,-14.467571809953562,-1.30972214872979,-2.9547321234550528,46.724890829694324,44.54148471615721,48.90829694323144,-0.6700880254206127,0.23824062786435748,-0.4543247009548336,53.825870398475715
original_PT_window,stage,D,222,-11.566678768610656,-1.448277983606657,-3.1640398207932297,-24.505155925300468,-41.95864785942765,23.056877941693756,66.83960074650969,-26.263398272379945,-44.18052938135918,-1.7582423470794726,-3.8281008970126478,52.702702702702695,49.549549549549546,54.054054054054056,-0.4679050867239081,0.06721718272010412,-0.2676276518718674,21.338244868093128
original_PT_window,stage,C,138,5.585643394687871,-8.688177422446218,-11.298807132842697,2.8137143173922325,3.9592965876886517,-11.50189173983864,-14.676997845653487,2.8137143173922325,3.9592965876886517,0.0,0.0,53.62318840579711,55.072463768115945,47.82608695652174,-0.12240198403335648,-0.26966797119909885,0.07365891935116071,19.981217156307018
original_PT_window,stage_contemporaneous_hindsight,ALL,891,6.519033588972887,22.732256598418108,657.9475961662339,-11.98875634311548,-65.63728893370423,34.72101294153359,2105.727000712866,-12.981390497640485,-68.54593295321781,-0.992634154525007,-8.464535914823374,50.617283950617285,48.9337822671156,51.85185185185185,-0.6062144410583052,0.1916287108323203,-0.399048906841911,28.802429270716637
original_PT_window,stage_contemporaneous_hindsight,U,302,27.566786362169236,114.75119070011195,3099.2002802462966,1.3172546094455664,4.058295441564575,113.43393609066646,2974.430795421651,0.6742716340448529,2.0571743753806446,-0.6429829754007161,-1.9230769230769273,44.370860927152314,43.70860927152318,50.331125827814574,-1.419435301288841,0.9956986160169313,-1.2079732448549045,128.72682133633353
original_PT_window,stage_contemporaneous_hindsight,R,228,-2.103432071994677,-67.93449927445263,-78.75198238037451,-31.160633621832144,-50.85831091529989,-36.77386565262043,-56.76172712947933,-32.23735839361253,-52.05001854301526,-1.0767247717803965,-2.4250440917107596,57.01754385964912,53.07017543859649,54.385964912280706,0.10693829579433477,-0.5362985054328733,0.3217201964354318,-48.13855041219641
original_PT_window,stage_contemporaneous_hindsight,D,223,-11.229274606180317,-86.82393365680701,-85.57451454662667,-41.349083570760136,-60.231083195149196,-45.4748500860469,-63.7267328045159,-43.09944142300966,-61.753477456087914,-1.7503578522495198,-3.8281008970126478,63.22869955156951,58.744394618834086,57.847533632286996,0.229386311371661,-0.6285595808423045,0.4290890044525648,-65.66993408104672
original_PT_window,stage_contemporaneous_hindsight,C,138,3.3840593912516668,148.1911889695644,672.945540343144,38.01215440788973,68.97282730478597,110.17903456167447,357.4377742694307,37.617711479678206,68.0555541840329,-0.3944429282115326,-0.5428524428359949,33.33333333333333,37.68115942028986,41.30434782608695,-1.3550919193529611,0.960036558558066,-1.1578529625374052,175.50369672885645
