name,n,excluded,open_mean,open_cash,delayed_mean,delayed_cash
PT_U1,24,1,1.9559281216233932,25003.74591612014,1.199245783466256,17809.335262497112
PT_R1,14,0,2.312144320219154,10655.04539198002,2.2110699510828593,11135.433790142024
PT_D1,20,0,0.761685450165654,3860.810478828079,-0.05936837932299084,-701.8727786999158
PT_C1,13,0,1.6670121288012776,5879.423193126036,0.9881954310545262,2157.0870591780276
PT_PT_matrix,71,1,1.6368614377430883,45399.02498005428,1.0055781850084393,30399.983333117245
RT_UR_volume,23,0,0.8112552102329732,8706.203697820081,1.0162815380999362,10703.93790303408
RT_R_deceleration,15,0,1.211148507524483,5177.304172437052,0.9097118299249972,3808.730829423046
