id,window,direction,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters
ALL__ret1__low,original_PT_window,rt,211,-0.47043707943407603,-0.2563857518267079,44.07582938388626,-30214.085170930288,0.6637324312287336,0.6956045127702288,-12.229427049039757,-31962.29117840652,47
ALL__ret1__low,original_PT_window,pt,211,0.04902391407257168,-0.1520277006784634,46.91943127962085,3157.7459154317485,1.043254458245791,1.038630817781329,-8.464638457150821,-10369.160638999838,47
ALL__ret1__high,primary,rt,139,-0.349014209129948,0.1857337772420583,51.798561151079134,-14993.870461645365,0.7763941157940353,0.8269341813594938,-12.332728137168736,-28440.914207890553,39
ALL__ret1__high,primary,pt,139,-0.03055966400356108,-0.5855295824493416,41.726618705035975,-5236.308789353492,0.9784796921368063,0.9364669783739825,-7.467996327810795,-27343.594793051874,39
ALL__ret1__high,2023,rt,65,-0.9952754286334737,-0.6733189314747104,44.61538461538462,-10037.787388849885,0.4823360741781367,0.5320876805730222,-10.90774674562256,-11750.273345399932,16
ALL__ret1__high,2023,pt,65,0.47534251753855383,0.264435229025569,50.76923076923077,4494.951316350139,1.406960081186433,1.3213535418892433,-9.726414434224296,-4163.627519449985,16
ALL__ret1__high,2021_2022,rt,91,-0.28055822104741024,-0.2018969849272137,45.05494505494506,-2381.417707349903,0.5923314884949828,0.6504953571869001,-5.552225427361832,-2952.5820465499137,28
ALL__ret1__high,2021_2022,pt,91,-0.3121140926737387,-0.4096932957380246,40.65934065934066,-3440.8879776498884,0.5647445473572253,0.5429863798465421,-5.426785141860456,-4296.583168599901,28
ALL__ret1__high,2024,rt,50,-0.32861506221342973,0.16359241836548982,52.0,-2818.753263049863,0.7958955516932115,0.8392041922730277,-9.235975889780406,-7914.8848994999,14
ALL__ret1__high,2024,pt,50,-0.06788577227786004,-0.5571042401144868,40.0,-1599.0581044498977,0.9547940329279401,0.9069972062568403,-6.616509748118867,-6811.741282249937,14
ALL__ret1__high,2025,rt,61,-0.7761540869246064,0.1722879648148255,50.81967213114754,-24759.67995989068,0.5689385355859727,0.5270120905589745,-12.332728137168736,-28221.970515240715,14
ALL__ret1__high,2025,pt,61,0.40000769844080986,-0.5682676870370431,45.90163934426229,15470.267820891271,1.3262327499833613,1.4809485746779856,-6.717014494036358,-6612.65303873399,14
ALL__ret1__high,2026,rt,28,0.5451134765717753,0.4219321255927271,53.57142857142857,12584.562761295176,1.5733431523987038,1.750895402575273,-11.91543918827798,-11011.75925344201,11
ALL__ret1__high,2026,pt,28,-0.9019276531246925,-0.7789667222385036,35.714285714285715,-19107.518505794855,0.46840124192050236,0.4220155745773002,-7.467996327810795,-27343.594793051878,11
ALL__ret1__high,original_PT_window,rt,203,-0.5683063555374747,-0.013956033620672,49.26108374384236,-26463.94486818026,0.6626012828009631,0.7551654457554063,-12.332728137168736,-37631.93303274043,54
ALL__ret1__high,original_PT_window,pt,203,0.14366357899184035,-0.3586974577586157,44.827586206896555,925.5811221816439,1.107697335660666,1.0097697679028543,-9.726414434224296,-27343.594793051874,54
ALL__ret3__low,primary,rt,128,-0.7903297091600595,-0.626400186944445,41.40625,-32864.15658302245,0.5209044342438683,0.6228283128242005,-12.229427049039757,-37739.79886977258,37
ALL__ret3__low,primary,pt,128,0.4119527340242856,0.2663218702948264,53.90625,12184.585830523636,1.4033600745632864,1.1931000556538278,-8.464638457150821,-7779.418027199863,37
ALL__ret3__low,2023,rt,73,-0.6996178784560523,-0.2207035223367772,41.0958904109589,-8482.424786949869,0.5436377232679693,0.5777678232691015,-10.291097949299694,-8507.049722799879,14
ALL__ret3__low,2023,pt,73,0.21215297419257698,-0.24535277777775,43.83561643835616,2292.127991950182,1.1970994337628729,1.1562284434415588,-11.579930701011715,-4117.323353699986,14
ALL__ret3__low,2021_2022,rt,82,-0.46285829507861864,-0.5288588857406344,30.48780487804878,-3532.8188894999053,0.4497751019981811,0.5065333399476308,-3.657754566133091,-4738.886741699915,28
ALL__ret3__low,2021_2022,pt,82,-0.12899039095424836,-0.0904881255988141,45.1219512195122,-1733.7184304999137,0.7877014375163478,0.6995320661501895,-4.61152627281648,-2801.2577753999485,28
ALL__ret3__low,2024,rt,41,-1.3256147817678845,-1.1117831361352122,39.02439024390244,-11682.155597149896,0.29795645087954803,0.2971646187241203,-11.124780081111952,-12340.213538699903,17
ALL__ret3__low,2024,pt,41,0.9221034680951846,0.715078682046606,53.65853658536586,8172.881984650083,2.267175596565598,2.3018152593523413,-4.298447592212251,-1652.4670177999942,17
ALL__ret3__low,2025,rt,42,-0.8125012395540532,-0.7061305785433147,40.476190476190474,-13641.331512671832,0.5910141914508708,0.6562609150501236,-12.229427049039757,-16732.00568948485,11
ALL__ret3__low,2025,pt,42,0.4371427870072589,0.34547636963451794,57.14285714285714,6293.687279172212,1.3289789508295453,1.2171133422457876,-8.464638457150821,-6754.036903613971,11
ALL__ret3__low,2026,rt,45,-0.28193210352742404,-0.6237863211999876,44.44444444444444,-7540.669473200725,0.7477598021775157,0.7553839079338477,-6.235135426079971,-13438.017516104901,10
ALL__ret3__low,2026,pt,45,-0.07636198424664181,0.264880521200024,51.11111111111111,-2281.9834332986616,0.9237780390196129,0.9180138411073181,-5.786661583578937,-7779.418027199865,10
ALL__ret3__low,original_PT_window,rt,201,-0.7573846164168131,-0.4864325860844135,41.29353233830846,-41346.58136997232,0.5287793884336047,0.6143856751999508,-12.229427049039757,-45588.79065102247,50
ALL__ret3__low,original_PT_window,pt,201,0.3393886421451079,0.0984609291684072,50.24875621890548,14476.71382247382,1.325926503758627,1.1861442023919417,-11.579930701011715,-7779.418027199867,50
ALL__ret3__high,primary,rt,136,-0.2153602755623873,0.2124221126764957,55.14705882352941,-598.0131103503641,0.8472432461745839,0.9915921213151971,-11.91543918827798,-23332.724873449875,36
