id,stage,factor,tail,timing,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters,months,delete5_pct,delete5_cash,stress10bp_pct,delayed_n,delayed_pct,delayed_cash,max_cash_loss,2024_n,2024_pct,2025_n,2025_pct,2026_n,2026_pct,basic_pass,cluster_t,maxT_p,statistical_pass,literal_open_pass
C__signed_volume5__high,C,signed_volume5,high,previous_close,44,0.016871107071471877,0.15493233375851775,50.0,-520.0349807947505,1.0156256085019315,0.9693852852806908,-4.705608560035071,-7851.588075224936,16,14,-0.5530995250854257,-9454.716318946805,-0.08299878907065261,44.0,-0.06140649622333743,-1459.0168010218285,-2839.1262382439963,17,0.0943199537474851,14,0.09176507431685132,13,-0.16506319561526187,False,0.04053416553249452,1.0,False,False
ALL__volume_ratio__high,ALL,volume_ratio,high,previous_close,124,-0.003823232240737089,0.30218466149888085,55.64516129032258,2878.839243833555,0.9968840552264581,1.0532893472124654,-12.332728137168736,-15392.722720389693,30,30,-0.28465810681108156,-18079.582611486476,-0.10370365906072875,124.0,0.029046500415186555,1420.4163240814837,-5919.709505840993,54,0.4042026010194642,43,-0.7833178740243737,27,0.4215424937090966,False,-0.015076727897776844,1.0,False,False
C__body__high,C,body,high,previous_close,38,-0.006653853458274598,0.7799897324007992,55.26315789473685,-2446.0124143197936,0.994342926868961,0.8557794946071845,-8.827690427622347,-6999.932227211875,15,13,-0.5795180565903829,-9294.24744152685,-0.10653492882198363,38.0,-0.11210282407073012,-5282.806407769829,-4107.17063607298,14,-0.596356346785248,14,0.5044075570133622,10,0.1034436625391967,False,-0.014525390204198876,1.0,False,False
U__prev_pm_minus_am__high,U,prev_pm_minus_am,high,previous_close,51,-0.016226258953461494,0.1930479904214726,54.90196078431373,1507.0607594902267,0.9896205833725806,1.0368272534147642,-10.70066262246178,-10747.507610753923,16,15,-0.661066080640866,-18709.548692850807,-0.11611676385058843,51.0,-0.15666579006959336,-960.2123988037206,-6859.1247409980015,14,0.4459916756072719,25,-0.40959079481707383,12,0.26402893377487535,False,-0.04675270152466492,1.0,False,False
R__prev_am_return__high,R,prev_am_return,high,previous_close,27,-0.0344510662041487,0.1414510594889213,51.85185185185185,805.63937911313,0.9709733281246369,1.0683291689177743,-6.953841041699601,-3935.7031509929775,12,12,-1.0035838687766268,-9519.351987395918,-0.13434811860002385,27.0,0.01151445382124191,2733.2940476241147,-3041.1533157839926,14,0.30360436328180584,10,-0.7685881386912747,3,0.8350805044851501,False,,,False,False
C__relative_ret5__high,C,relative_ret5,high,previous_close,32,-0.04728798787530003,0.15493233375851775,50.0,1119.9014260411507,0.9643961705887307,1.086069995804771,-8.827690427622347,-6371.945770625947,11,10,-0.8215609903111594,-7817.199874383899,-0.14718888076676687,32.0,-0.13774234025404253,-1027.7462769268857,-2839.1262382439963,14,-0.694976574461239,9,1.4926658453474966,9,-0.5797262419644134,False,,,False,False
C__combo_exhaustion,C,combo_exhaustion,fixed,previous_close,22,-0.06084023296686713,0.15493233375851775,50.0,546.7023003761112,0.9535639015945472,1.0710030750437518,-8.827690427622347,-3420.7628356889827,7,8,-1.1956118607981931,-5868.6648711329435,-0.16074742841346093,22.0,-0.14162630077660465,-1560.9600792549122,-2839.1262382439963,12,-0.4797451379827316,4,1.7848748923178275,6,-0.4535071731249342,False,,,False,False
ALL__clv3__high,ALL,clv3,high,previous_close,139,-0.061707294212860385,0.515837689375,56.11510791366906,4030.7870095016706,0.9532204974646049,1.05690657279838,-10.155278745951652,-20442.87531922679,44,32,-0.3014555225654355,-17910.09377006437,-0.16161819496322724,139.0,-0.0034794020950498945,9564.135548453587,-6212.844074015994,52,0.01925795761591497,63,-0.39172662187637736,24,0.6291687286081913,False,-0.18471622584093073,1.0,False,False
U__volume_ratio__high,U,volume_ratio,high,previous_close,52,-0.06633151362043052,0.1651263107448758,55.769230769230774,3903.547169314239,0.9534574619099481,1.125432050110182,-12.332728137168736,-10741.886739270893,14,15,-0.7511455034999416,-17054.874686005787,-0.16624571948103847,52.0,-0.04332934111746578,2844.8732770612196,-5919.709505840993,18,-0.01780164782851755,21,-0.8668222411343892,13,1.1595736935748544,False,-0.14149735959339502,1.0,False,False
C__upper_shadow__low,C,upper_shadow,low,previous_close,32,-0.07674905802175748,0.541110791154837,53.125,-4324.765564289881,0.9395276536604398,0.7366577696381096,-9.500315327488163,-11742.507869291989,15,13,-0.8158242159854819,-11665.12602224192,-0.1766655662851221,32.0,0.06413389235709471,-1607.9288941738832,-5813.242948890008,13,0.35958015737058546,12,0.4719144806357772,7,-1.8276408100204535,False,-0.1313828370534249,1.0,False,False
C__ret5__high,C,ret5,high,previous_close,37,-0.08843432288549978,0.3570050746607168,51.35135135135135,2896.5504041281647,0.9330575893412778,1.228345261835602,-8.827690427622347,-5858.856406649971,10,10,-0.760217210037706,-6040.550896296887,-0.18835533038097466,37.0,-0.15090467773715188,229.54686098413492,-2839.1262382439963,18,-1.102130423272685,10,1.596241360528452,9,0.06709600742892421,False,,,False,False
C__overnight5__high,C,overnight5,high,previous_close,42,-0.0890191980862159,-0.17000564849197855,45.23809523809524,-1635.915737057839,0.9251219387669248,0.9008861039393221,-4.705608560035071,-9561.590305811947,11,12,-0.6742855887414918,-10420.060638018867,-0.18894148129376453,42.0,-0.2121924528290544,-2615.0073863378893,-2839.1262382439963,13,-0.7303740111760519,18,0.6975491222485903,11,-0.6181662158915473,False,-0.1917658859026994,1.0,False,False
U__gap_over_atr__high,U,gap_over_atr,high,after_open,50,-0.11050508936139135,0.31269429224014833,54.0,5454.76235677617,0.9338193505660218,1.1576908919625357,-7.861510536147189,-9777.707653931957,17,14,-0.8480649024699835,-17482.88112176288,-0.21044166173928136,49.0,-0.13014059630334895,7775.23428491411,-5147.525068227004,18,0.1464919302067897,23,-0.8417760720549243,9,1.244304493941275,False,-0.17280310424786957,1.0,False,False
C__overnight_minus_intraday5__low,C,overnight_minus_intraday5,low,previous_close,21,-0.11902435194707214,0.619939483904958,52.38095238095239,5128.64582529813,0.9072588954974707,1.9112723405639096,-8.827690427622347,-2850.286627949986,9,8,-1.1417019120249985,-2248.6931031669455,-0.21896116201797544,21.0,0.12420099805306191,4099.991713646101,-1262.3597311499957,10,-1.4314094462985572,3,2.2422436811611886,8,0.6359815035766864,False,,,False,False
C__intraday5__low,C,intraday5,low,previous_close,11,-0.12476310019103294,-0.5628358847535718,27.27272727272727,411.4496320390631,0.8462599737820531,1.1122030997813441,-2.7205006850040694,-3124.9893100399586,4,4,-1.4196304480366833,-3589.0900379899654,-0.22470520279410502,11.0,-0.16541156651885333,-97.94878533895849,-1350.7607814209907,2,-0.2843900796000902,4,-0.5837161558337008,5,0.30625013608672436,False,,,False,False
C__prev_am_return__low,C,prev_am_return,low,previous_close,17,-0.12732773176170034,-0.5628358847535718,47.05882352941176,-182.31732968391543,0.9140308524790712,0.9784511551968544,-6.639395060878929,-5051.037085379963,9,9,-1.7285723745510133,-6853.042775779948,-0.22726959814813102,17.0,0.004083149233178318,3083.7298558030843,-2956.962787694995,5,0.29331076213239904,7,-0.4030839083531856,5,-0.16190757842772027,False,,,False,False
ALL__combo_weak_rebound,ALL,combo_weak_rebound,fixed,previous_close,5,-0.1313385935332326,-0.9763820698804592,40.0,-437.46167815198373,0.7978200154285028,0.5591874269066587,-1.2127551389508635,-805.4982797959835,2,3,,,-0.23128119466729963,5.0,-0.561535638735381,-2165.456334608982,-588.1725588959887,0,,5,-0.1313385935332326,0,,False,,,False,False
D__ret10__low,D,ret10,low,previous_close,57,-0.13526881970859042,0.1359660088729254,50.877192982456144,-454.92395133274806,0.8642873323622667,0.9750902314452812,-12.229427049039757,-6726.355450631886,9,9,-0.5472967030930334,-9519.203505344794,-0.2352133359882736,57.0,-0.047275799085421524,603.927226233239,-3585.2028699959837,17,0.01138078593812023,16,-0.5529107858740061,24,0.039282353735266534,False,,,False,False
C__ret1__low,C,ret1,low,previous_close,14,-0.13542311783630367,0.4336518661210015,57.14285714285714,-312.93575888492467,0.8851026950584313,0.9414318013976282,-6.639395060878929,-2646.4292841239667,10,10,-1.6408143118298049,-4442.191939774948,-0.23536999872643014,14.0,-0.3425384363586343,565.8765811320744,-1615.0978660499834,5,-0.47511127158503125,5,-0.05753892934267428,4,0.19183183873256898,False,,,False,False
D__current_gap__high,D,current_gap,high,after_open,34,-0.1392860044095789,-0.0687182251981342,47.05882352941176,-5451.13735701083,0.8341682951948384,0.6363296221255215,-6.235135426079971,-9779.48618799592,18,15,-0.6216284002323186,-11360.047809471884,-0.23923613506717925,34.0,-0.11687506525858135,-5720.784879803843,-3585.2028699959837,8,0.8164374788148797,9,0.18046249634614261,17,-0.758316849856471,False,-0.48374708279839473,1.0,False,False
D__combo_distribution,D,combo_distribution,fixed,previous_close,3,-0.14013063893072467,0.1857337772420583,66.66666666666666,-9.227072755989525,0.4964715699826982,0.9461149953934908,-0.834892116772292,-171.2363731499971,2,2,,,-0.2400790545904038,3.0,0.42035096615939804,560.1486529660069,-171.2363731499971,2,-0.32457916976511686,0,,1,0.2287664227380597,False,,,False,False
D__gap_over_atr__high,D,gap_over_atr,high,after_open,34,-0.15137186770653882,-0.0687182251981342,47.05882352941176,-1516.2139733898598,0.818500224305195,0.8546440914821409,-9.098307319576708,-2970.5482976759413,19,14,-0.6357980330632371,-7245.369070537912,-0.2513270711952892,34.0,-0.06464913182059151,-1346.3044306598756,-2086.9411112189846,10,-0.19536371858637866,9,-0.2457051190578442,15,-0.06544401630919573,False,-0.5087287396117646,1.0,False,False
ALL__signed_volume5__high,ALL,signed_volume5,high,previous_close,135,-0.15411060433807014,0.0681975150567122,51.11111111111111,7640.405632103682,0.8822976956045233,1.1269383765362126,-12.332728137168736,-17455.770055593744,38,29,-0.413966031274488,-16359.722343678353,-0.25406725194811247,134.0,-0.0828507355520636,12837.164279127586,-5919.709505840993,50,-0.1671051076929925,57,-0.48293092514926195,28,0.5384780904470746,False,-0.46500559613402587,1.0,False,False
C__prev_pm_minus_am__high,C,prev_pm_minus_am,high,previous_close,22,-0.15452583868941752,0.3572218221711517,50.0,3829.7834524761242,0.8952521885498795,1.3630794316026213,-6.639395060878929,-3159.1788914249773,12,11,-1.3061836731799044,-5631.879191752909,-0.25448235290661797,22.0,-0.01894928947197397,4319.212891338107,-2956.962787694995,6,-1.4868617567291895,8,0.3029641417615695,8,0.38723611938942487,False,,,False,False
C__amihud20__low,C,amihud20,low,previous_close,28,-0.15600355231398916,0.2393019376064669,53.57142857142857,-2434.4105859347537,0.8765626750638696,0.8718340368328799,-6.417454118864033,-5608.246274189871,4,4,-0.9271974285571901,-12298.059433195784,-0.25596520492407293,28.0,-0.406417071135693,-5690.764246608795,-4107.17063607298,6,0.03158785285505439,12,-0.4404654144583124,10,0.07279583915777248,False,,,False,False
U__combo_late_distribution,U,combo_late_distribution,fixed,previous_close,16,-0.1561498423189498,-0.2051032354100803,50.0,524.7857358570873,0.9172343536890957,1.0299717578376892,-12.332728137168736,-7410.143630992953,10,10,-2.5245844530609514,-16478.937842297935,-0.25611120569340956,16.0,-0.10021649463761628,834.4578283540923,-5919.709505840993,3,1.4135768444900367,4,-3.1114915175919107,9,0.634093117754926,False,,,False,False
C__volume_trend__high,C,volume_trend,high,previous_close,48,-0.16703501056594106,-0.10605496934486625,45.83333333333333,-2890.835388390827,0.8622591811623616,0.8317278125948988,-4.705608560035071,-7113.280843610944,8,10,-0.7012584763744102,-9746.56621073286,-0.2669956116826289,48.0,-0.3855499047329322,-6087.448572245866,-2552.6937666149925,24,-0.3294743350635119,9,0.8335750957534969,15,-0.5074981551614904,False,,,False,False
C__clv3__high,C,clv3,high,previous_close,37,-0.1681002318563584,0.2679929981637157,51.35135135135135,510.88720861818746,0.8810623648919456,1.0293413395922584,-9.500315327488163,-8988.216078176993,17,14,-0.8863107519732608,-9213.915571512833,-0.268062458306966,37.0,-0.25444497294923213,-967.6156621358795,-5813.242948890008,14,-1.0831417718473761,13,1.03641975651014,10,-0.45291806074538155,False,-0.2407993757276615,1.0,False,False
ALL__combo_distribution,ALL,combo_distribution,fixed,previous_close,19,-0.20150856595947333,-0.5474111018884396,47.368421052631575,2064.882481132087,0.8379265741181727,1.2372144259830744,-6.953841041699601,-3219.962399369993,16,15,-1.5356559291009284,-8105.7014043099525,-0.30148991359506977,19.0,-0.14026143347888295,886.3568247390622,-3219.962399369993,7,-1.865509479396526,7,1.5699244898290943,5,-0.3519135652515945,False,,,False,False
R__overnight_minus_intraday5__low,R,overnight_minus_intraday5,low,previous_close,19,-0.21113102944930273,0.7265464680488039,52.63157894736842,1089.5489681361028,0.8536876587833949,1.1421026425531349,-6.295431170794602,-3154.614182199981,9,9,-1.534568553251678,-6373.512268010946,-0.31111597880414693,19.0,-0.27266100644769925,360.3266816761009,-1262.5673510999973,10,-0.22950922385171485,9,-0.1907108134466228,0,,False,,,False,False
ALL__ret3__high,ALL,ret3,high,previous_close,136,-0.2153602755623873,0.2124221126764957,55.14705882352941,-598.0131103503641,0.8472432461745839,0.9915921213151971,-11.91543918827798,-23332.724873449875,36,31,-0.4747715209411574,-24649.731138267394,-0.31534807839768725,136.0,-0.1652991116348331,2278.4909533825976,-7030.109121084007,45,-0.23104455958960304,69,-0.4303549165745419,22,0.4910225885768568,False,-0.6302129896653672,1.0,False,False
C__intraday5__high,C,intraday5,high,previous_close,32,-0.218954930310884,0.6103885367541223,53.125,5021.623469183149,0.8444352301696476,1.496782604918951,-8.827690427622347,-5972.270769399966,12,11,-1.0120533175457298,-3915.4778312419053,-0.3189406312933851,32.0,-0.19474189886237903,1365.9145980031358,-2839.1262382439963,18,-1.502199525699119,5,2.992205438835737,9,0.5635562776063523,False,,,False,False
D__amihud20__low,D,amihud20,low,previous_close,39,-0.2214304522211777,-0.012558249134756,48.717948717948715,-5403.199223833761,0.7444161304440398,0.7149589970237155,-4.560482090340732,-6866.813440115826,5,6,-0.645387415348552,-13319.987125921785,-0.32142532858678535,39.0,-0.1568622600933658,-4004.815865283755,-2770.4928698819945,1,0.6131703031938848,12,-0.6146586254818568,26,-0.07204055515528972,False,,,False,False
U__volume_price_corr20__low,U,volume_price_corr20,low,previous_close,11,-0.22489731910452768,-0.012280754549983,45.45454545454545,-1210.6375450919115,0.8483418570289879,0.876111516364322,-5.311441765546849,-3866.3255635109335,2,2,-2.718691813142161,-9771.994212569949,-0.32489522880923033,10.0,0.291904874208585,2387.958638904089,-3127.376911553985,0,,11,-0.22489731910452768,0,,False,,,False,False
C__prev_pm_minus_am__low,C,prev_pm_minus_am,low,previous_close,33,-0.23318829029381882,-0.1790550000000127,45.45454545454545,-6115.37435886582,0.8385194587080551,0.6622224397137217,-9.120108097805772,-7660.397125815845,17,13,-1.0074660816905963,-13583.180338273876,-0.3331819515666415,33.0,-0.2634843707925281,-8882.083402320859,-4107.17063607298,12,0.6869974796023088,13,-0.6996200148548216,8,-0.8555153927263808,False,-0.5266970139575242,1.0,False,False
R__market_ret1__high,R,market_ret1,high,previous_close,27,-0.24118585558493513,0.526358478177984,55.55555555555556,-2369.5379426168956,0.82698939806623,0.8430688512635706,-6.728208157067416,-9443.980999639909,13,10,-1.1220179741817669,-12056.511479120933,-0.341185888400361,27.0,-0.6489216617726938,-7044.388745917872,-3721.371931673988,18,-0.18583951293181641,5,-1.224333669020429,4,0.7386903692703987,False,,,False,False
D__upper_shadow__high,D,upper_shadow,high,previous_close,38,-0.2512330162584565,0.005543903805706497,50.0,-2878.589152968839,0.7691114741524311,0.7962080527670925,-9.098307319576708,-4667.860968308957,17,12,-0.876299517965716,-10699.151091223883,-0.351237293338992,38.0,-0.07253022611146025,-471.26217658985325,-2507.3706394799883,13,-0.924130566436336,11,0.28708228551521947,14,-0.04936159962974242,False,-0.6263342722354464,1.0,False,False
ALL__clv__high,ALL,clv,high,previous_close,142,-0.2540288853304064,0.5175974624275805,53.52112676056338,-14831.24852092134,0.817704751074089,0.8192717824170648,-11.91543918827798,-23517.136044257604,43,33,-0.48801165212454944,-35337.14444579937,-0.35403582472487927,142.0,-0.36844666130474507,-20904.73304752739,-7030.109121084007,54,0.10726771404367774,50,-0.6397091670958007,38,-0.259976313697007,False,-0.8198150813888835,1.0,False,False
U__amihud20__high,U,amihud20,high,previous_close,15,-0.2564109303611821,0.2381122341618004,53.333333333333336,-752.1918356499623,0.7200956681762114,0.7342394771675507,-2.671394382808711,-1395.1708186499804,1,1,-1.2190159236087288,-2513.364437999968,-0.35641398502237714,15.0,0.12530548990995885,406.6368601500362,-551.6429400499989,0,,15,-0.2564109303611821,0,,False,,,False,False
ALL__bias5__high,ALL,bias5,high,previous_close,129,-0.2573323199210837,0.2672568459031813,55.81395348837209,-747.622693892378,0.8321936694376719,0.9899821409102887,-12.332728137168736,-26733.93770971165,34,28,-0.539001836761157,-26293.093014359423,-0.3573411787902776,129.0,-0.22823758355649842,1279.7929611725917,-7030.109121084007,42,-0.52563062208719,62,-0.49540024006475314,25,0.7838172696742748,False,-0.6609216897170365,1.0,False,False
ALL__rv5_20__low,ALL,rv5_20,low,previous_close,109,-0.2611058904156221,-0.012558249134756,49.54128440366973,-6545.90434793348,0.7794059870918763,0.8643506353062496,-9.70526855644401,-18035.59532315383,33,27,-0.5231859959707355,-24932.69068346051,-0.3611144845548747,108.0,-0.14606176640934856,-5073.807627242494,-6212.844074015994,45,-0.11368007432448034,45,-0.4087956861622004,19,-0.26048067544221953,False,-1.0754706092498363,1.0,False,False
D__market_ret5__high,D,market_ret5,high,previous_close,23,-0.2645318750434075,0.4700785662362499,52.17391304347826,-2015.9853388569,0.772180721164887,0.738048602757927,-9.098307319576708,-3546.903817556913,14,11,-1.0361970450907887,-5913.745424393922,-0.36453906466225683,23.0,-0.15734672472564346,-1017.0911697898923,-2549.3248128419887,9,0.30747729428501575,8,-0.6720453948572107,6,-0.5791942692843044,False,,,False,False
U__beta_residual1__low,U,beta_residual1,low,previous_close,45,-0.2767486565101268,-0.1056938949633474,48.888888888888886,-671.5539686598186,0.7897061059478794,0.9745748512629423,-11.294812295554268,-9402.235906470858,18,17,-1.0122276147360776,-19264.496525818835,-0.3767688860528643,44.0,-0.141186538919558,1069.279796469179,-4971.976372502989,14,-0.4756547632983925,24,-0.3257697774867286,7,0.28913597184332485,False,-0.7505245762059659,1.0,False,False
ALL__prev_pm_minus_am__high,ALL,prev_pm_minus_am,high,previous_close,130,-0.29471099499301623,-0.40501995564160476,45.38461538461539,-3212.216153889425,0.8026806575672283,0.9618336279404633,-12.229427049039757,-24739.377983982533,39,33,-0.5536447609583551,-24530.90619038145,-0.39473860326765453,130.0,-0.28251285779788393,-8336.18086190338,-6859.1247409980015,39,-0.3268499902709784,50,-0.6887758019517686,41,0.21642708217230447,False,-1.1233216937873793,1.0,False,False
U__signed_volume5__low,U,signed_volume5,low,previous_close,15,-0.30594725545875906,0.048951105622494,53.333333333333336,-1044.7675466429273,0.7016921301379822,0.8255233301064366,-4.82517325781536,-5761.886484282943,10,8,-1.5139477322073416,-5927.752677922954,-0.4059806432580979,13.0,0.3735328496708933,1316.5998653560496,-1766.018339954987,8,-0.005013621716735639,4,-1.7766785355552661,3,0.8525380946911877,False,,,False,False
U__current_gap__high,U,current_gap,high,after_open,52,-0.30652517996834394,0.18013875488912615,51.92307692307693,1425.086624266196,0.8302550389806129,1.0368991128893787,-7.861510536147189,-9777.707653931959,15,14,-1.0335526702432676,-21512.556854272854,-0.4065597242094445,51.0,-0.25944337597328426,4894.3323861501285,-5147.525068227004,19,-0.22176889415265116,23,-0.8417760720549243,10,0.7635149287809742,False,-0.48558585966851214,1.0,False,False
ALL__upper_shadow__low,ALL,upper_shadow,low,previous_close,137,-0.31510015518432627,0.0681975150567122,50.36496350364964,-16337.516269356503,0.776230881490004,0.7987288539550358,-11.91543918827798,-25384.49327017078,40,32,-0.5626357109272087,-37610.81427648652,-0.415137557939384,137.0,-0.3912488240344891,-21372.0888238065,-7030.109121084007,48,0.047113264369873654,50,-0.5883820350322444,39,-0.41053990252293376,False,-1.072896659468964,1.0,False,False
ALL__market_ret1__high,ALL,market_ret1,high,previous_close,144,-0.31648478222946874,0.1560748165740812,51.388888888888886,-16354.83181182739,0.7772428445424046,0.7948703313745563,-12.332728137168736,-22585.375848090545,44,33,-0.5423452802810873,-34153.89549178042,-0.4165229601279036,143.0,-0.407308607247456,-19349.241100019426,-5919.709505840993,56,-0.18571615037373365,50,-0.7109835822412133,38,0.009880918209111914,False,-1.1220168206996757,1.0,False,False
U__lower_shadow__low,U,lower_shadow,low,previous_close,40,-0.3266857846303771,0.14047054838868606,55.00000000000001,4624.598699047143,0.7823885432011495,1.214527570099943,-10.155278745951652,-9230.461051759969,17,15,-1.185152275928506,-14712.887643271897,-0.42672995921171564,40.0,-0.23900090088947593,3176.5216057941443,-4033.676717891997,14,-1.4970219772667162,21,0.057641638516936385,5,1.3360803775326549,False,-0.567919753996524,1.0,False,False
C__ret20__high,C,ret20,high,previous_close,11,-0.34536069794509067,-0.1880630548538402,45.45454545454545,-4004.0440950399857,0.8174803978331993,0.5174093608070603,-9.500315327488163,-5813.242948890008,4,5,-3.469004271592525,-8296.97837019,-0.44541159618330545,11.0,-0.6421078944044903,-4323.833302448976,-5813.242948890008,8,0.4197661148198737,2,1.1716093657665883,1,-9.500315327488163,False,,,False,False
ALL__ret1__high,ALL,ret1,high,previous_close,139,-0.349014209129948,0.1857337772420583,51.798561151079134,-14993.870461645365,0.7763941157940353,0.8269341813594938,-12.332728137168736,-28440.914207890553,39,33,-0.6071630019996945,-37305.76544215642,-0.4490688517062543,139.0,-0.3795973480994481,-14345.076245033415,-7030.109121084007,50,-0.32861506221342973,61,-0.7761540869246064,28,0.5451134765717753,False,-0.9825675922333545,1.0,False,False
R__lower_shadow__low,R,lower_shadow,low,previous_close,38,-0.35155127658424634,-0.3692807124209089,44.73684210526316,-5534.663200032836,0.7286361845514104,0.654561130009471,-6.953841041699601,-6749.264290072956,17,17,-0.9840816437490936,-11705.870959717862,-0.4516067893651331,38.0,-0.2794838920236935,-5514.581895707825,-2270.369813805009,23,-0.15930840520815018,10,-1.1445714881709708,5,0.3501719382591599,False,-1.0985013658854865,1.0,False,False
C__body__low,C,body,low,previous_close,20,-0.35758845661627275,-0.8726323292502683,35.0,-3165.9957238729125,0.6750285919240748,0.6244491787024715,-3.015587519594887,-4510.858947239961,11,11,-1.3929079896278567,-7855.452219974924,-0.45764624608606147,20.0,-0.482422029839794,-3146.099824798892,-1615.0978660499834,3,2.328113129319281,9,-1.3874476610138702,8,-0.20613494639480834,False,,,False,False
R__ret20__low,R,ret20,low,previous_close,39,-0.36784347536799333,-0.9763820698804592,38.46153846153847,-5410.715540421825,0.7342588464343532,0.7649406357751577,-6.728208157067416,-10299.937197176892,7,10,-1.0818869174526338,-18616.269589500866,-0.4679083735053354,39.0,-0.7198547416109818,-13002.130692042818,-3721.371931673988,20,-0.3492149794692143,8,-0.4972251720536286,11,-0.3076176885034933,False,,,False,False
R__ret1__high,R,ret1,high,previous_close,21,-0.3728153005908366,0.1414510594889213,52.38095238095239,615.1441156931032,0.7861065565336893,1.0479200950530139,-8.223646820562418,-9350.730131129952,12,11,-1.9381836102049246,-11516.500650629929,-0.4728813036969716,21.0,-0.4916327488978237,15.69582977311461,-5175.963308861987,12,-0.37848684832095986,6,-2.8268869490122497,3,4.558014187172482,False,,,False,False
C__downside_share20__low,C,downside_share20,low,previous_close,17,-0.3771594904315293,-0.1880630548538402,47.05882352941176,-4632.676844489967,0.7609977890114583,0.516355350246446,-9.500315327488163,-5813.242948890008,4,5,-1.9522307741245954,-8925.61111963998,-0.4772245624645605,17.0,-0.6124969322893536,-5072.344882498959,-5813.242948890008,9,-0.14355874055570947,7,0.625804665021936,1,-9.500315327488163,False,,,False,False
U__relative_ret5__low,U,relative_ret5,low,previous_close,20,-0.38267101846912716,-0.130535125664676,50.0,-798.1547511788931,0.7615849820126082,0.9461712400565784,-9.916277761251097,-8047.094247045957,12,10,-2.007336002069738,-13875.211404452912,-0.48274538734797734,20.0,0.054759222619171974,2907.7093378471154,-4422.65988151799,5,-0.8852916068011698,10,-0.1920495832395141,5,-0.2612933005963104,False,,,False,False
ALL__lower_shadow__high,ALL,lower_shadow,high,previous_close,133,-0.38321457576032236,-0.0601616965596156,48.87218045112782,-7954.367396843434,0.7471488882739316,0.8964627280753772,-11.294812295554268,-14918.853312310684,39,33,-0.6340850324407383,-28170.976849184473,-0.48328623491587164,132.0,-0.35957987055281254,-5634.414836713478,-6859.1247409980015,50,-0.36927605539762787,46,-0.4621350219089345,37,-0.30393310266028356,False,-1.216076569680401,1.0,False,False
U__market_ret1__high,U,market_ret1,high,previous_close,53,-0.38653939183304975,0.3872763503184962,54.71698113207547,-4383.363951441764,0.7540918795225606,0.8743428223418449,-12.332728137168736,-16918.202745037834,22,16,-0.9525808303308344,-19367.539546653803,-0.48661434881756443,52.0,-0.5448830079974019,-6218.7631985517855,-5919.709505840993,18,-0.5995874358571032,26,-0.7866403550926496,9,1.195403923409457,False,-0.6421833360350192,1.0,False,False
U__clv3__high,U,clv3,high,previous_close,62,-0.387799103826115,0.14467627905623984,54.83870967741935,1592.4156817983599,0.7560573776822853,1.0418851588934346,-10.155278745951652,-19719.35894473776,15,15,-0.9461653609849708,-19246.38451361669,-0.4878751909304134,62.0,-0.16110571402219623,8105.049395219345,-4033.676717891997,21,-0.34111755379925157,34,-1.0958456521879532,7,2.91123948099365,False,-0.7202055326640562,1.0,False,False
D__rv5_20__high,D,rv5_20,high,previous_close,33,-0.3925358881630451,-0.2102840379008831,42.42424242424242,-3418.8981463379423,0.6490544870946351,0.640247297847226,-12.229427049039757,-5682.85397344796,10,10,-1.0105582226803154,-7535.128668244953,-0.49260772160167315,33.0,-0.1024220969895725,556.6039922200704,-1783.0504637499962,15,0.017901880092386985,10,-0.863501270477028,8,-0.5733999757495013,False,,,False,False
R__combo_weak_rebound,R,combo_weak_rebound,fixed,previous_close,2,-0.39435854494022815,-0.39435854494022815,50.0,-475.51727140198693,0.19220445129945818,0.19153441586166126,-0.9763820698804592,-588.1725588959887,1,2,,,-0.49444114291370667,2.0,-1.9819579705359471,-2383.3301737589854,-588.1725588959887,0,,2,-0.39435854494022815,0,,False,,,False,False
D__body__low,D,body,low,previous_close,39,-0.3981238458977885,-0.505664900505041,46.15384615384615,-1258.9543322778618,0.6401762613035018,0.8958199133504106,-12.229427049039757,-6391.851198384926,14,13,-0.9436979168965794,-9195.639547694898,-0.49819926250846946,39.0,-0.2013891787286716,-2607.1039802478813,-1783.0504637499962,15,-0.009961048449362308,13,-1.2823395776953166,11,0.11754547697870885,False,-0.9721838361777092,1.0,False,False
ALL__atr20__low,ALL,atr20,low,previous_close,127,-0.4005079872646301,-0.0625011504246577,47.24409448818898,-10776.802897315622,0.6662946284765818,0.6856585433254752,-12.229427049039757,-11122.680775415667,7,13,-0.620854114298345,-17244.97983115065,-0.500583585483569,127.0,-0.2353440697432742,-5742.170796653649,-2086.9411112189846,43,-0.37488838331069024,79,-0.3959026374538116,5,-0.6936011082794435,False,-2.4123329813358962,1.0,False,False
ALL__volume_trend__high,ALL,volume_trend,high,previous_close,128,-0.40366043374366767,-0.17000676769133893,46.09375,-16016.210647600514,0.688442700338626,0.6939678626871014,-10.105854526435447,-22952.306755916572,22,24,-0.6304726183252852,-27332.469864376526,-0.5037401685890268,128.0,-0.400426929429609,-17654.24204818762,-4658.907089330985,60,-0.3526651438396391,39,-0.6382066042818365,29,-0.19374376971791327,False,-1.5836968828368996,1.0,False,False
