date,time,code,open,high,low,close,volume,amount,adjustflag,dt
2026-08-04,20260804093500000,sh.601138,56.81,57.68,56.81,57.5,15502933,888129051.0,3,2026-08-04 09:35:00
2026-08-04,20260804094000000,sh.601138,57.51,57.87,57.51,57.73,7536070,435111155.0,3,2026-08-04 09:40:00
2026-08-04,20260804094500000,sh.601138,57.73,58.0,57.51,57.93,7416500,428946768.0,3,2026-08-04 09:45:00
2026-08-04,20260804095000000,sh.601138,57.92,58.18,57.85,58.18,6287965,364902542.0,3,2026-08-04 09:50:00
2026-08-04,20260804095500000,sh.601138,58.18,58.48,58.16,58.36,6949695,405147869.0,3,2026-08-04 09:55:00
2026-08-04,20260804100000000,sh.601138,58.36,58.7,58.36,58.44,6851400,400944134.0,3,2026-08-04 10:00:00
2026-08-04,20260804100500000,sh.601138,58.4,58.43,58.05,58.12,6078542,353973865.0,3,2026-08-04 10:05:00
2026-08-04,20260804101000000,sh.601138,58.05,58.47,58.05,58.37,5105585,297312917.0,3,2026-08-04 10:10:00
2026-08-04,20260804101500000,sh.601138,58.41,58.41,58.02,58.18,4167600,242302285.0,3,2026-08-04 10:15:00
2026-08-04,20260804102000000,sh.601138,58.2,58.38,58.12,58.38,2054327,119686158.0,3,2026-08-04 10:20:00
2026-08-04,20260804102500000,sh.601138,58.4,58.44,58.13,58.16,1518273,88478517.0,3,2026-08-04 10:25:00
2026-08-04,20260804103000000,sh.601138,58.15,58.31,58.12,58.17,1161600,67624503.0,3,2026-08-04 10:30:00
2026-08-04,20260804103500000,sh.601138,58.17,58.29,58.14,58.16,1341800,78100795.0,3,2026-08-04 10:35:00
2026-08-04,20260804104000000,sh.601138,58.16,58.35,58.16,58.34,1677429,97765751.0,3,2026-08-04 10:40:00
2026-08-04,20260804104500000,sh.601138,58.34,58.41,58.25,58.36,1525200,88973282.0,3,2026-08-04 10:45:00
2026-08-04,20260804105000000,sh.601138,58.35,58.45,58.32,58.38,1223492,71452373.0,3,2026-08-04 10:50:00
2026-08-04,20260804105500000,sh.601138,58.37,58.38,58.3,58.34,852100,49713152.0,3,2026-08-04 10:55:00
2026-08-04,20260804110000000,sh.601138,58.34,58.49,58.3,58.34,1482478,86566355.0,3,2026-08-04 11:00:00
2026-08-04,20260804110500000,sh.601138,58.34,58.35,58.17,58.23,1608400,93710215.0,3,2026-08-04 11:05:00
2026-08-04,20260804111000000,sh.601138,58.23,58.49,58.2,58.48,1483876,86635960.0,3,2026-08-04 11:10:00
2026-08-04,20260804111500000,sh.601138,58.49,58.5,58.44,58.48,1786400,104471205.0,3,2026-08-04 11:15:00
2026-08-04,20260804112000000,sh.601138,58.48,58.57,58.44,58.56,1590600,93069757.0,3,2026-08-04 11:20:00
2026-08-04,20260804112500000,sh.601138,58.55,58.65,58.55,58.63,1865200,109294066.0,3,2026-08-04 11:25:00
2026-08-04,20260804113000000,sh.601138,58.64,58.94,58.64,58.91,5316277,312573949.0,3,2026-08-04 11:30:00
2026-08-04,20260804130500000,sh.601138,58.92,59.19,58.83,58.9,5843700,344663369.0,3,2026-08-04 13:05:00
2026-08-04,20260804131000000,sh.601138,58.9,58.9,58.52,58.52,2567200,150669439.0,3,2026-08-04 13:10:00
2026-08-04,20260804131500000,sh.601138,58.53,58.59,58.33,58.52,2227800,130242004.0,3,2026-08-04 13:15:00
2026-08-04,20260804132000000,sh.601138,58.52,58.65,58.46,58.49,1510900,88493408.0,3,2026-08-04 13:20:00
2026-08-04,20260804132500000,sh.601138,58.49,58.72,58.42,58.71,1346300,78821188.0,3,2026-08-04 13:25:00
2026-08-04,20260804133000000,sh.601138,58.71,58.88,58.68,58.88,1604802,94369690.0,3,2026-08-04 13:30:00
2026-08-04,20260804133500000,sh.601138,58.88,59.1,58.87,59.0,3032056,178871288.0,3,2026-08-04 13:35:00
2026-08-04,20260804134000000,sh.601138,59.01,59.4,59.01,59.4,4468317,264454561.0,3,2026-08-04 13:40:00
2026-08-04,20260804134500000,sh.601138,59.43,59.6,59.33,59.56,5225181,310822207.0,3,2026-08-04 13:45:00
2026-08-04,20260804135000000,sh.601138,59.57,59.84,59.57,59.81,4483332,267854144.0,3,2026-08-04 13:50:00
2026-08-04,20260804135500000,sh.601138,59.82,59.84,59.71,59.71,3219134,192440827.0,3,2026-08-04 13:55:00
2026-08-04,20260804140000000,sh.601138,59.7,59.85,59.68,59.85,2641316,157890099.0,3,2026-08-04 14:00:00
2026-08-04,20260804140500000,sh.601138,59.85,59.87,59.76,59.83,2394400,143284315.0,3,2026-08-04 14:05:00
2026-08-04,20260804141000000,sh.601138,59.84,60.0,59.73,59.99,3656317,218942484.0,3,2026-08-04 14:10:00
2026-08-04,20260804141500000,sh.601138,60.0,60.0,59.7,59.7,3054861,183121768.0,3,2026-08-04 14:15:00
2026-08-04,20260804142000000,sh.601138,59.72,59.72,59.47,59.52,2945800,175500501.0,3,2026-08-04 14:20:00
2026-08-04,20260804142500000,sh.601138,59.52,59.75,59.51,59.69,1760770,105011335.0,3,2026-08-04 14:25:00
2026-08-04,20260804143000000,sh.601138,59.69,59.8,59.68,59.71,1490800,89050566.0,3,2026-08-04 14:30:00
2026-08-04,20260804143500000,sh.601138,59.72,59.84,59.67,59.74,2732800,163356862.0,3,2026-08-04 14:35:00
2026-08-04,20260804144000000,sh.601138,59.75,60.0,59.7,59.94,5129792,307245815.0,3,2026-08-04 14:40:00
2026-08-04,20260804144500000,sh.601138,59.93,59.97,59.88,59.88,3512300,210516962.0,3,2026-08-04 14:45:00
2026-08-04,20260804145000000,sh.601138,59.89,59.97,59.75,59.84,3758186,225029435.0,3,2026-08-04 14:50:00
2026-08-04,20260804145500000,sh.601138,59.85,59.95,59.81,59.92,3509575,210280366.0,3,2026-08-04 14:55:00
2026-08-04,20260804150000000,sh.601138,59.92,59.94,59.91,59.93,3435300,205865147.0,3,2026-08-04 15:00:00
