date,time,code,open,high,low,close,volume,amount,adjustflag,dt
2024-08-19,20240819093500000,sh.601138,21.0,21.1,20.91,21.1,8105100,170054080.0,3,2024-08-19 09:35:00
2024-08-19,20240819094000000,sh.601138,21.11,21.14,20.99,21.02,6222500,130962656.0,3,2024-08-19 09:40:00
2024-08-19,20240819094500000,sh.601138,21.02,21.03,20.92,20.99,4374700,91704864.0,3,2024-08-19 09:45:00
2024-08-19,20240819095000000,sh.601138,20.99,21.1,20.92,21.0,2999400,63031136.0,3,2024-08-19 09:50:00
2024-08-19,20240819095500000,sh.601138,21.0,21.01,20.92,21.0,2390800,50111936.0,3,2024-08-19 09:55:00
2024-08-19,20240819100000000,sh.601138,20.98,21.13,20.98,21.13,3826800,80660640.0,3,2024-08-19 10:00:00
2024-08-19,20240819100500000,sh.601138,21.13,21.14,21.05,21.1,3780500,79760700.0,3,2024-08-19 10:05:00
2024-08-19,20240819101000000,sh.601138,21.1,21.12,21.04,21.08,2088100,44025984.0,3,2024-08-19 10:10:00
2024-08-19,20240819101500000,sh.601138,21.07,21.08,21.0,21.01,2704000,56869892.0,3,2024-08-19 10:15:00
2024-08-19,20240819102000000,sh.601138,21.02,21.05,20.98,20.99,1943900,40852153.0,3,2024-08-19 10:20:00
2024-08-19,20240819102500000,sh.601138,20.99,20.99,20.93,20.95,2421800,50756103.0,3,2024-08-19 10:25:00
2024-08-19,20240819103000000,sh.601138,20.96,21.0,20.93,20.93,1398600,29316288.0,3,2024-08-19 10:30:00
2024-08-19,20240819103500000,sh.601138,20.93,20.98,20.92,20.94,1596500,33435576.0,3,2024-08-19 10:35:00
2024-08-19,20240819104000000,sh.601138,20.93,20.97,20.86,20.86,3191000,66727809.0,3,2024-08-19 10:40:00
2024-08-19,20240819104500000,sh.601138,20.86,20.88,20.81,20.81,2508100,52293063.0,3,2024-08-19 10:45:00
2024-08-19,20240819105000000,sh.601138,20.81,20.87,20.81,20.83,2215000,46135621.0,3,2024-08-19 10:50:00
2024-08-19,20240819105500000,sh.601138,20.83,20.86,20.82,20.86,1100200,22927360.0,3,2024-08-19 10:55:00
2024-08-19,20240819110000000,sh.601138,20.86,20.89,20.84,20.84,1069000,22303867.0,3,2024-08-19 11:00:00
2024-08-19,20240819110500000,sh.601138,20.84,20.9,20.83,20.88,993900,20751616.0,3,2024-08-19 11:05:00
2024-08-19,20240819111000000,sh.601138,20.87,20.88,20.78,20.79,2893700,60219648.0,3,2024-08-19 11:10:00
2024-08-19,20240819111500000,sh.601138,20.79,20.82,20.79,20.79,1185800,24660352.0,3,2024-08-19 11:15:00
2024-08-19,20240819112000000,sh.601138,20.79,20.81,20.76,20.8,1803900,37476736.0,3,2024-08-19 11:20:00
2024-08-19,20240819112500000,sh.601138,20.8,20.81,20.76,20.78,1781000,36996992.0,3,2024-08-19 11:25:00
2024-08-19,20240819113000000,sh.601138,20.78,20.82,20.78,20.79,861700,17924352.0,3,2024-08-19 11:30:00
2024-08-19,20240819130500000,sh.601138,20.78,20.83,20.77,20.79,1547700,32191872.0,3,2024-08-19 13:05:00
2024-08-19,20240819131000000,sh.601138,20.78,20.8,20.76,20.78,918200,19072768.0,3,2024-08-19 13:10:00
2024-08-19,20240819131500000,sh.601138,20.77,20.78,20.73,20.77,1712700,35543936.0,3,2024-08-19 13:15:00
2024-08-19,20240819132000000,sh.601138,20.77,20.8,20.74,20.78,820400,17037312.0,3,2024-08-19 13:20:00
2024-08-19,20240819132500000,sh.601138,20.78,20.8,20.75,20.75,868300,18030976.0,3,2024-08-19 13:25:00
