date,time,code,open,high,low,close,volume,amount,adjustflag,dt
2025-04-22,20250422093500000,sh.601138,17.7,17.78,17.68,17.75,5397400,95591600.0,3,2025-04-22 09:35:00
2025-04-22,20250422094000000,sh.601138,17.72,17.72,17.58,17.6,3919600,69213536.0,3,2025-04-22 09:40:00
2025-04-22,20250422094500000,sh.601138,17.6,17.76,17.59,17.72,2783900,49268992.0,3,2025-04-22 09:45:00
2025-04-22,20250422095000000,sh.601138,17.72,17.76,17.69,17.7,1129300,20007312.0,3,2025-04-22 09:50:00
2025-04-22,20250422095500000,sh.601138,17.69,17.73,17.65,17.66,1251000,22132368.0,3,2025-04-22 09:55:00
2025-04-22,20250422100000000,sh.601138,17.66,17.73,17.64,17.72,1283800,22683856.0,3,2025-04-22 10:00:00
2025-04-22,20250422100500000,sh.601138,17.71,17.71,17.68,17.68,778400,13777152.0,3,2025-04-22 10:05:00
2025-04-22,20250422101000000,sh.601138,17.68,17.69,17.66,17.69,616200,10890624.0,3,2025-04-22 10:10:00
2025-04-22,20250422101500000,sh.601138,17.68,17.7,17.68,17.68,620200,10972800.0,3,2025-04-22 10:15:00
2025-04-22,20250422102000000,sh.601138,17.69,17.76,17.69,17.76,1492600,26458528.0,3,2025-04-22 10:20:00
2025-04-22,20250422102500000,sh.601138,17.76,17.78,17.73,17.78,868800,15430944.0,3,2025-04-22 10:25:00
2025-04-22,20250422103000000,sh.601138,17.78,17.78,17.75,17.76,640300,11373568.0,3,2025-04-22 10:30:00
2025-04-22,20250422103500000,sh.601138,17.76,17.8,17.76,17.78,833800,14825440.0,3,2025-04-22 10:35:00
2025-04-22,20250422104000000,sh.601138,17.77,17.77,17.74,17.75,548200,9735648.0,3,2025-04-22 10:40:00
2025-04-22,20250422104500000,sh.601138,17.75,17.75,17.74,17.75,445400,7903648.0,3,2025-04-22 10:45:00
2025-04-22,20250422105000000,sh.601138,17.74,17.76,17.69,17.69,836300,14817888.0,3,2025-04-22 10:50:00
2025-04-22,20250422105500000,sh.601138,17.7,17.73,17.68,17.72,604600,10701728.0,3,2025-04-22 10:55:00
2025-04-22,20250422110000000,sh.601138,17.72,17.77,17.71,17.74,484300,8591552.0,3,2025-04-22 11:00:00
2025-04-22,20250422110500000,sh.601138,17.74,17.75,17.72,17.74,327700,5811520.0,3,2025-04-22 11:05:00
2025-04-22,20250422111000000,sh.601138,17.73,17.75,17.72,17.73,394600,6996032.0,3,2025-04-22 11:10:00
2025-04-22,20250422111500000,sh.601138,17.72,17.74,17.72,17.72,254700,4516128.0,3,2025-04-22 11:15:00
2025-04-22,20250422112000000,sh.601138,17.72,17.73,17.7,17.73,421000,7458656.0,3,2025-04-22 11:20:00
2025-04-22,20250422112500000,sh.601138,17.73,17.73,17.7,17.71,332600,5892192.0,3,2025-04-22 11:25:00
2025-04-22,20250422113000000,sh.601138,17.71,17.72,17.7,17.7,267100,4729504.0,3,2025-04-22 11:30:00
2025-04-22,20250422130500000,sh.601138,17.7,17.75,17.68,17.74,936600,16582432.0,3,2025-04-22 13:05:00
2025-04-22,20250422131000000,sh.601138,17.74,17.75,17.72,17.73,417100,7394944.0,3,2025-04-22 13:10:00
2025-04-22,20250422131500000,sh.601138,17.74,17.77,17.73,17.76,591200,10497760.0,3,2025-04-22 13:15:00
2025-04-22,20250422132000000,sh.601138,17.77,17.77,17.74,17.75,407800,7241888.0,3,2025-04-22 13:20:00
2025-04-22,20250422132500000,sh.601138,17.75,17.77,17.74,17.76,597000,10601888.0,3,2025-04-22 13:25:00
