date,time,code,open,high,low,close,volume,amount,adjustflag,dt
2021-08-02,20210802093500000,sh.601138,11.22,11.29,11.19,11.2,2064774,23222063.85,3,2021-08-02 09:35:00
2021-08-02,20210802094000000,sh.601138,11.2,11.27,11.19,11.21,1040400,11677718.0,3,2021-08-02 09:40:00
2021-08-02,20210802094500000,sh.601138,11.21,11.24,11.18,11.24,693400,7773138.0,3,2021-08-02 09:45:00
2021-08-02,20210802095000000,sh.601138,11.24,11.33,11.24,11.32,1713600,19352399.0,3,2021-08-02 09:50:00
2021-08-02,20210802095500000,sh.601138,11.31,11.39,11.3,11.38,1819100,20653718.0,3,2021-08-02 09:55:00
2021-08-02,20210802100000000,sh.601138,11.38,11.44,11.37,11.38,2012500,22956365.39,3,2021-08-02 10:00:00
2021-08-02,20210802100500000,sh.601138,11.37,11.4,11.36,11.39,859600,9778374.0,3,2021-08-02 10:05:00
2021-08-02,20210802101000000,sh.601138,11.38,11.4,11.37,11.38,571800,6511740.0,3,2021-08-02 10:10:00
2021-08-02,20210802101500000,sh.601138,11.37,11.39,11.33,11.39,535839,6082497.85,3,2021-08-02 10:15:00
2021-08-02,20210802102000000,sh.601138,11.38,11.4,11.37,11.39,461275,5252556.25,3,2021-08-02 10:20:00
2021-08-02,20210802102500000,sh.601138,11.38,11.44,11.37,11.44,848729,9682756.35,3,2021-08-02 10:25:00
2021-08-02,20210802103000000,sh.601138,11.43,11.46,11.42,11.45,1221968,13983190.99,3,2021-08-02 10:30:00
2021-08-02,20210802103500000,sh.601138,11.45,11.64,11.45,11.57,4171506,48229907.68,3,2021-08-02 10:35:00
2021-08-02,20210802104000000,sh.601138,11.58,11.6,11.54,11.58,1472600,17037704.0,3,2021-08-02 10:40:00
2021-08-02,20210802104500000,sh.601138,11.59,11.68,11.59,11.67,3707300,43174700.0,3,2021-08-02 10:45:00
2021-08-02,20210802105000000,sh.601138,11.68,11.8,11.66,11.77,4437400,52082291.0,3,2021-08-02 10:50:00
2021-08-02,20210802105500000,sh.601138,11.78,11.85,11.78,11.8,3421200,40410441.0,3,2021-08-02 10:55:00
2021-08-02,20210802110000000,sh.601138,11.8,11.82,11.7,11.7,1364700,16049150.0,3,2021-08-02 11:00:00
2021-08-02,20210802110500000,sh.601138,11.7,11.78,11.7,11.78,977600,11471172.0,3,2021-08-02 11:05:00
2021-08-02,20210802111000000,sh.601138,11.78,11.79,11.71,11.72,566900,6664541.0,3,2021-08-02 11:10:00
2021-08-02,20210802111500000,sh.601138,11.72,11.75,11.7,11.72,713200,8355478.0,3,2021-08-02 11:15:00
2021-08-02,20210802112000000,sh.601138,11.74,11.81,11.72,11.77,1231800,14512674.0,3,2021-08-02 11:20:00
2021-08-02,20210802112500000,sh.601138,11.78,11.8,11.77,11.78,656800,7744609.0,3,2021-08-02 11:25:00
2021-08-02,20210802113000000,sh.601138,11.78,11.84,11.77,11.83,1238399,14628355.19,3,2021-08-02 11:30:00
2021-08-02,20210802130500000,sh.601138,11.83,11.86,11.81,11.83,1800500,21312987.0,3,2021-08-02 13:05:00
2021-08-02,20210802131000000,sh.601138,11.82,11.82,11.76,11.76,808700,9540451.0,3,2021-08-02 13:10:00
2021-08-02,20210802131500000,sh.601138,11.76,11.8,11.75,11.76,555003,6529861.87,3,2021-08-02 13:15:00
2021-08-02,20210802132000000,sh.601138,11.73,11.77,11.73,11.76,467000,5485247.56,3,2021-08-02 13:20:00
2021-08-02,20210802132500000,sh.601138,11.78,11.78,11.76,11.76,314000,3695486.0,3,2021-08-02 13:25:00
2021-08-02,20210802133000000,sh.601138,11.77,11.82,11.77,11.81,689900,8136080.0,3,2021-08-02 13:30:00
2021-08-02,20210802133500000,sh.601138,11.81,11.82,11.78,11.79,555600,6556481.0,3,2021-08-02 13:35:00
2021-08-02,20210802134000000,sh.601138,11.79,11.94,11.78,11.88,3336700,39604174.0,3,2021-08-02 13:40:00
2021-08-02,20210802134500000,sh.601138,11.87,11.89,11.85,11.85,593800,7048207.0,3,2021-08-02 13:45:00
2021-08-02,20210802135000000,sh.601138,11.85,11.86,11.83,11.84,722800,8561793.0,3,2021-08-02 13:50:00
2021-08-02,20210802135500000,sh.601138,11.83,11.84,11.8,11.82,725600,8577327.0,3,2021-08-02 13:55:00
2021-08-02,20210802140000000,sh.601138,11.82,11.82,11.78,11.82,545104,6433179.2,3,2021-08-02 14:00:00
2021-08-02,20210802140500000,sh.601138,11.81,11.83,11.78,11.81,587300,6929983.0,3,2021-08-02 14:05:00
2021-08-02,20210802141000000,sh.601138,11.8,11.82,11.78,11.82,499000,5887458.0,3,2021-08-02 14:10:00
2021-08-02,20210802141500000,sh.601138,11.81,11.84,11.8,11.81,551300,6516055.0,3,2021-08-02 14:15:00
2021-08-02,20210802142000000,sh.601138,11.81,11.82,11.79,11.81,718400,8479829.0,3,2021-08-02 14:20:00
2021-08-02,20210802142500000,sh.601138,11.82,11.82,11.77,11.77,414367,4888545.8,3,2021-08-02 14:25:00
2021-08-02,20210802143000000,sh.601138,11.78,11.82,11.77,11.81,731700,8626371.0,3,2021-08-02 14:30:00
2021-08-02,20210802143500000,sh.601138,11.81,11.88,11.8,11.87,1109300,13129649.0,3,2021-08-02 14:35:00
2021-08-02,20210802144000000,sh.601138,11.87,11.87,11.83,11.84,562100,6656143.0,3,2021-08-02 14:40:00
2021-08-02,20210802144500000,sh.601138,11.84,11.85,11.82,11.83,934700,11063766.0,3,2021-08-02 14:45:00
2021-08-02,20210802145000000,sh.601138,11.83,11.84,11.82,11.83,1221400,14445813.0,3,2021-08-02 14:50:00
2021-08-02,20210802145500000,sh.601138,11.83,11.84,11.82,11.82,1275500,15084850.0,3,2021-08-02 14:55:00
2021-08-02,20210802150000000,sh.601138,11.82,11.83,11.81,11.81,1235555,14599049.05,3,2021-08-02 15:00:00
