date,time,code,open,high,low,close,volume,amount,adjustflag,dt
2022-02-10,20220210093500000,sh.601138,11.37,11.37,11.32,11.32,868700,9854160.0,3,2022-02-10 09:35:00
2022-02-10,20220210094000000,sh.601138,11.32,11.37,11.31,11.37,530934,6023672.0,3,2022-02-10 09:40:00
2022-02-10,20220210094500000,sh.601138,11.37,11.37,11.33,11.34,650000,7378294.0,3,2022-02-10 09:45:00
2022-02-10,20220210095000000,sh.601138,11.33,11.35,11.31,11.35,1151000,13041874.0,3,2022-02-10 09:50:00
2022-02-10,20220210095500000,sh.601138,11.35,11.37,11.35,11.36,624600,7092497.0,3,2022-02-10 09:55:00
2022-02-10,20220210100000000,sh.601138,11.35,11.37,11.35,11.36,372700,4232852.0,3,2022-02-10 10:00:00
2022-02-10,20220210100500000,sh.601138,11.36,11.37,11.34,11.36,313700,3561911.0,3,2022-02-10 10:05:00
2022-02-10,20220210101000000,sh.601138,11.37,11.37,11.35,11.37,226600,2574406.0,3,2022-02-10 10:10:00
2022-02-10,20220210101500000,sh.601138,11.37,11.38,11.36,11.37,416600,4736192.0,3,2022-02-10 10:15:00
2022-02-10,20220210102000000,sh.601138,11.37,11.38,11.37,11.38,332700,3784909.0,3,2022-02-10 10:20:00
2022-02-10,20220210102500000,sh.601138,11.37,11.4,11.37,11.39,437900,4983114.0,3,2022-02-10 10:25:00
2022-02-10,20220210103000000,sh.601138,11.4,11.41,11.38,11.38,335700,3824650.0,3,2022-02-10 10:30:00
2022-02-10,20220210103500000,sh.601138,11.39,11.39,11.37,11.39,243800,2774336.0,3,2022-02-10 10:35:00
2022-02-10,20220210104000000,sh.601138,11.39,11.4,11.38,11.39,253600,2888351.0,3,2022-02-10 10:40:00
2022-02-10,20220210104500000,sh.601138,11.39,11.4,11.39,11.39,327500,3731669.0,3,2022-02-10 10:45:00
2022-02-10,20220210105000000,sh.601138,11.39,11.41,11.38,11.4,467600,5330975.0,3,2022-02-10 10:50:00
2022-02-10,20220210105500000,sh.601138,11.41,11.41,11.38,11.39,232900,2653087.0,3,2022-02-10 10:55:00
2022-02-10,20220210110000000,sh.601138,11.39,11.4,11.38,11.38,186700,2126479.0,3,2022-02-10 11:00:00
2022-02-10,20220210110500000,sh.601138,11.38,11.39,11.37,11.38,174800,1988918.0,3,2022-02-10 11:05:00
2022-02-10,20220210111000000,sh.601138,11.38,11.39,11.36,11.36,335100,3810184.0,3,2022-02-10 11:10:00
2022-02-10,20220210111500000,sh.601138,11.37,11.38,11.36,11.38,284300,3232104.0,3,2022-02-10 11:15:00
2022-02-10,20220210112000000,sh.601138,11.38,11.39,11.37,11.38,159800,1818008.0,3,2022-02-10 11:20:00
2022-02-10,20220210112500000,sh.601138,11.38,11.39,11.37,11.38,199166,2266624.0,3,2022-02-10 11:25:00
2022-02-10,20220210113000000,sh.601138,11.37,11.39,11.37,11.37,108539,1234834.0,3,2022-02-10 11:30:00
2022-02-10,20220210130500000,sh.601138,11.38,11.4,11.36,11.39,401700,4572866.0,3,2022-02-10 13:05:00
2022-02-10,20220210131000000,sh.601138,11.39,11.39,11.37,11.38,107700,1225826.0,3,2022-02-10 13:10:00
2022-02-10,20220210131500000,sh.601138,11.39,11.39,11.35,11.35,624900,7098951.0,3,2022-02-10 13:15:00
2022-02-10,20220210132000000,sh.601138,11.35,11.37,11.34,11.34,393300,4463347.0,3,2022-02-10 13:20:00
2022-02-10,20220210132500000,sh.601138,11.35,11.36,11.35,11.36,465500,5282143.0,3,2022-02-10 13:25:00
2022-02-10,20220210133000000,sh.601138,11.35,11.36,11.34,11.36,466600,5295557.0,3,2022-02-10 13:30:00
2022-02-10,20220210133500000,sh.601138,11.36,11.36,11.34,11.35,398500,4523735.0,3,2022-02-10 13:35:00
2022-02-10,20220210134000000,sh.601138,11.35,11.36,11.34,11.35,277900,3155123.0,3,2022-02-10 13:40:00
2022-02-10,20220210134500000,sh.601138,11.35,11.38,11.34,11.37,406000,4613341.0,3,2022-02-10 13:45:00
2022-02-10,20220210135000000,sh.601138,11.37,11.38,11.36,11.36,156100,1774145.0,3,2022-02-10 13:50:00
2022-02-10,20220210135500000,sh.601138,11.37,11.38,11.36,11.37,364924,4149817.0,3,2022-02-10 13:55:00
2022-02-10,20220210140000000,sh.601138,11.36,11.42,11.36,11.42,935600,10667666.0,3,2022-02-10 14:00:00
2022-02-10,20220210140500000,sh.601138,11.41,11.43,11.4,11.4,824900,9417116.0,3,2022-02-10 14:05:00
2022-02-10,20220210141000000,sh.601138,11.41,11.42,11.4,11.41,292700,3339922.0,3,2022-02-10 14:10:00
2022-02-10,20220210141500000,sh.601138,11.41,11.42,11.4,11.42,332100,3790379.0,3,2022-02-10 14:15:00
2022-02-10,20220210142000000,sh.601138,11.41,11.42,11.41,11.41,336800,3844278.0,3,2022-02-10 14:20:00
2022-02-10,20220210142500000,sh.601138,11.41,11.42,11.4,11.42,437800,4996392.0,3,2022-02-10 14:25:00
2022-02-10,20220210143000000,sh.601138,11.41,11.42,11.4,11.41,592400,6759781.0,3,2022-02-10 14:30:00
2022-02-10,20220210143500000,sh.601138,11.41,11.43,11.4,11.41,491500,5611813.0,3,2022-02-10 14:35:00
2022-02-10,20220210144000000,sh.601138,11.42,11.43,11.41,11.41,532400,6080155.0,3,2022-02-10 14:40:00
2022-02-10,20220210144500000,sh.601138,11.41,11.42,11.4,11.41,420000,4790502.0,3,2022-02-10 14:45:00
2022-02-10,20220210145000000,sh.601138,11.4,11.41,11.38,11.39,333200,3798360.0,3,2022-02-10 14:50:00
2022-02-10,20220210145500000,sh.601138,11.4,11.4,11.38,11.39,684400,7796487.0,3,2022-02-10 14:55:00
2022-02-10,20220210150000000,sh.601138,11.4,11.41,11.39,11.41,679500,7749967.0,3,2022-02-10 15:00:00
