date,time,code,open,high,low,close,volume,amount,adjustflag,dt
2023-10-31,20231031093500000,sh.601138,14.82,15.08,14.81,14.87,19844800,295372512.0,3,2023-10-31 09:35:00
2023-10-31,20231031094000000,sh.601138,14.88,14.92,14.76,14.9,12138800,179866752.0,3,2023-10-31 09:40:00
2023-10-31,20231031094500000,sh.601138,14.9,14.96,14.86,14.92,5347700,79772512.0,3,2023-10-31 09:45:00
2023-10-31,20231031095000000,sh.601138,14.92,15.06,14.92,15.0,8252700,123751160.0,3,2023-10-31 09:50:00
2023-10-31,20231031095500000,sh.601138,15.0,15.0,14.86,14.89,4922500,73465358.0,3,2023-10-31 09:55:00
2023-10-31,20231031100000000,sh.601138,14.89,14.91,14.82,14.88,6230000,92509886.0,3,2023-10-31 10:00:00
2023-10-31,20231031100500000,sh.601138,14.89,14.94,14.88,14.89,3703500,55211130.0,3,2023-10-31 10:05:00
2023-10-31,20231031101000000,sh.601138,14.88,15.02,14.87,14.99,6199100,92699580.0,3,2023-10-31 10:10:00
2023-10-31,20231031101500000,sh.601138,14.98,15.01,14.96,14.96,3342600,50112966.0,3,2023-10-31 10:15:00
2023-10-31,20231031102000000,sh.601138,14.96,14.99,14.96,14.98,2236800,33472760.0,3,2023-10-31 10:20:00
2023-10-31,20231031102500000,sh.601138,14.99,15.0,14.9,14.9,1792500,26807936.0,3,2023-10-31 10:25:00
2023-10-31,20231031103000000,sh.601138,14.9,14.9,14.8,14.8,5961900,88404226.0,3,2023-10-31 10:30:00
2023-10-31,20231031103500000,sh.601138,14.8,14.84,14.79,14.81,4766500,70589190.0,3,2023-10-31 10:35:00
2023-10-31,20231031104000000,sh.601138,14.81,14.82,14.77,14.79,4192800,62018808.0,3,2023-10-31 10:40:00
2023-10-31,20231031104500000,sh.601138,14.8,14.8,14.67,14.67,6567600,96684552.0,3,2023-10-31 10:45:00
2023-10-31,20231031105000000,sh.601138,14.68,14.72,14.67,14.68,2583000,37946240.0,3,2023-10-31 10:50:00
2023-10-31,20231031105500000,sh.601138,14.68,14.69,14.66,14.68,2299100,33735424.0,3,2023-10-31 10:55:00
2023-10-31,20231031110000000,sh.601138,14.68,14.7,14.67,14.67,1566800,23004672.0,3,2023-10-31 11:00:00
2023-10-31,20231031110500000,sh.601138,14.67,14.7,14.66,14.69,1778900,26113792.0,3,2023-10-31 11:05:00
2023-10-31,20231031111000000,sh.601138,14.69,14.7,14.61,14.61,3814400,55874432.0,3,2023-10-31 11:10:00
2023-10-31,20231031111500000,sh.601138,14.61,14.71,14.61,14.68,3682200,53961344.0,3,2023-10-31 11:15:00
