date,time,code,open,high,low,close,volume,amount,adjustflag,dt
2026-07-23,20260723093500000,sh.601138,61.99,62.26,61.0,62.26,12498776,770471905.0,3,2026-07-23 09:35:00
2026-07-23,20260723094000000,sh.601138,62.26,63.16,62.26,62.9,17252436,1083824732.0,3,2026-07-23 09:40:00
2026-07-23,20260723094500000,sh.601138,62.83,63.36,62.31,63.36,12247918,770455393.0,3,2026-07-23 09:45:00
2026-07-23,20260723095000000,sh.601138,63.38,63.8,63.27,63.68,13088910,831710265.0,3,2026-07-23 09:50:00
2026-07-23,20260723095500000,sh.601138,63.66,64.11,63.43,64.06,11369239,726540582.0,3,2026-07-23 09:55:00
2026-07-23,20260723100000000,sh.601138,64.06,64.07,63.45,63.99,8709984,556577659.0,3,2026-07-23 10:00:00
2026-07-23,20260723100500000,sh.601138,63.98,63.98,63.4,63.61,8025385,510984522.0,3,2026-07-23 10:05:00
2026-07-23,20260723101000000,sh.601138,63.62,63.8,63.35,63.7,5341084,339656267.0,3,2026-07-23 10:10:00
2026-07-23,20260723101500000,sh.601138,63.7,63.88,63.4,63.42,4081669,260109967.0,3,2026-07-23 10:15:00
2026-07-23,20260723102000000,sh.601138,63.41,63.59,63.07,63.3,4140000,261952080.0,3,2026-07-23 10:20:00
2026-07-23,20260723102500000,sh.601138,63.2,63.55,63.01,63.01,2714100,171676303.0,3,2026-07-23 10:25:00
2026-07-23,20260723103000000,sh.601138,63.01,63.08,62.63,62.92,4601204,289131427.0,3,2026-07-23 10:30:00
2026-07-23,20260723103500000,sh.601138,62.91,63.29,62.85,62.85,2087400,131728255.0,3,2026-07-23 10:35:00
2026-07-23,20260723104000000,sh.601138,62.83,63.18,62.83,63.03,1506700,95012433.0,3,2026-07-23 10:40:00
2026-07-23,20260723104500000,sh.601138,63.0,63.02,62.71,62.71,1540200,96892657.0,3,2026-07-23 10:45:00
2026-07-23,20260723105000000,sh.601138,62.7,62.73,62.33,62.34,3222029,201618098.0,3,2026-07-23 10:50:00
2026-07-23,20260723105500000,sh.601138,62.33,62.6,62.32,62.48,2216600,138474325.0,3,2026-07-23 10:55:00
2026-07-23,20260723110000000,sh.601138,62.47,62.53,62.32,62.53,1935200,120741939.0,3,2026-07-23 11:00:00
