date,time,code,open,high,low,close,volume,amount,adjustflag,dt
2026-02-11,20260211093500000,sh.601138,55.6,56.1,55.23,55.69,7332461,407943547.0,3,2026-02-11 09:35:00
2026-02-11,20260211094000000,sh.601138,55.68,55.9,55.58,55.62,3272100,182269343.0,3,2026-02-11 09:40:00
2026-02-11,20260211094500000,sh.601138,55.62,55.99,55.53,55.53,3001510,167343678.0,3,2026-02-11 09:45:00
2026-02-11,20260211095000000,sh.601138,55.53,55.83,55.52,55.73,3031308,168743560.0,3,2026-02-11 09:50:00
2026-02-11,20260211095500000,sh.601138,55.79,55.8,55.23,55.38,6863600,380319724.0,3,2026-02-11 09:55:00
2026-02-11,20260211100000000,sh.601138,55.39,55.46,55.1,55.2,6662885,368041542.0,3,2026-02-11 10:00:00
2026-02-11,20260211100500000,sh.601138,55.23,55.32,55.03,55.03,3978277,219448648.0,3,2026-02-11 10:05:00
2026-02-11,20260211101000000,sh.601138,55.03,55.38,55.03,55.36,2657126,146665845.0,3,2026-02-11 10:10:00
2026-02-11,20260211101500000,sh.601138,55.3,55.35,55.2,55.29,1278213,70648658.0,3,2026-02-11 10:15:00
2026-02-11,20260211102000000,sh.601138,55.29,55.4,55.18,55.24,1097758,60667955.0,3,2026-02-11 10:20:00
2026-02-11,20260211102500000,sh.601138,55.24,55.39,55.21,55.39,956814,52880736.0,3,2026-02-11 10:25:00
2026-02-11,20260211103000000,sh.601138,55.4,55.41,55.25,55.33,937713,51891104.0,3,2026-02-11 10:30:00
2026-02-11,20260211103500000,sh.601138,55.35,55.44,55.27,55.38,1255768,69478241.0,3,2026-02-11 10:35:00
2026-02-11,20260211104000000,sh.601138,55.38,55.38,55.25,55.25,848600,46922805.0,3,2026-02-11 10:40:00
2026-02-11,20260211104500000,sh.601138,55.26,55.29,55.23,55.25,851400,47048859.0,3,2026-02-11 10:45:00
2026-02-11,20260211105000000,sh.601138,55.25,55.28,55.2,55.24,1080000,59643556.0,3,2026-02-11 10:50:00
2026-02-11,20260211105500000,sh.601138,55.23,55.28,55.21,55.25,643300,35544160.0,3,2026-02-11 10:55:00
2026-02-11,20260211110000000,sh.601138,55.25,55.33,55.22,55.22,807015,44600153.0,3,2026-02-11 11:00:00
