id,window,losing,losing_mean,large,opposite,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters
VOL_high,recent2024,pt,-2.016648596601533,True,rt,14,1.6308550472159695,1.7772017904339892,64.28571428571429,8010.29422558708,3.1196472776827497,2.907513832881517,-4.650157583560376,-2839.1262382439963,9
VOL_high,all_available,pt,-0.5346863169675307,True,rt,37,0.040494480882171516,-0.1174757375527438,48.64864864864865,5200.254235887119,1.0331785041548112,1.585613271386104,-10.90774674562256,-3301.0276179999737,24
VOL_high,2019,pt,-0.6281641939344664,True,rt,3,0.0868973737352245,0.6383045264858126,66.66666666666666,42.132375800007935,1.2495977624365007,1.283083050387606,-1.0444489512280597,-148.83397554999848,2
VOL_high,2020,rt,-0.020311292670669657,False,pt,5,-0.5004463792116635,-0.9213281958087592,40.0,-444.67778109998653,0.5543139955272008,0.5563011558085345,-2.686073182926812,-550.6450024999964,4
VOL_high,2020,pt,-0.5004463792116635,True,rt,5,-0.020311292670669657,0.3877749541584968,60.0,-4.897668899988304,0.9755657176607456,0.9933977824882861,-2.2282735541771954,-512.9661568999945,4
VOL_high,2021,pt,-1.3863618071208852,True,rt,2,0.8188018062440087,0.8188018062440087,50.0,201.4273613500012,14.939930462260536,15.469446984973562,-0.1174757375527438,-13.920874900000143,2
VOL_high,2022,rt,-0.6772385775199996,True,pt,5,0.05619120382461588,0.0061283644421317,60.0,6.230335750003199,1.1976306652031306,1.0449869460550265,-1.3263005680655,-137.9043702499995,4
VOL_high,2023,rt,-2.4680276563904466,True,pt,8,1.9160223372004055,2.0411832179801883,75.0,2122.478927200009,3.4241928096240506,3.6458468107701276,-4.109218019130425,-675.8603928499963,3
VOL_high,2024,pt,-2.280191658787098,True,rt,5,1.8838579556933894,4.045522958046783,60.0,1972.3942659500171,2.9468499852363554,2.8329490515450306,-4.650157583560376,-1076.0769723999938,3
VOL_high,2025,pt,-1.9042604889836754,True,rt,7,1.5172808522882124,1.2932250074074236,71.42857142857143,3606.0413453010483,7.629272639924367,13.69133097435466,-1.0589240127478876,-284.1342135500024,4
VOL_high,2026,pt,-1.7511493178001254,True,rt,2,1.3958574582695693,1.3958574582695693,50.0,2431.8586143360153,1.6445536317269371,1.8565517734217143,-4.331237586947363,-2839.1262382439963,2
VOL_low,main2020,pt,-0.9809400711834645,True,rt,28,0.5337858310830833,0.5489955852063668,64.28571428571429,5624.961027783107,1.8063219229300562,2.4892433232012214,-5.107730410911589,-1300.459991099994,20
VOL_low,old2020_2023,rt,-0.23824650904472186,False,pt,12,-0.2939310241922241,-0.7337473009914722,33.33333333333333,-674.5267861499874,0.714672776746844,0.65407507014545,-5.049697691046656,-1684.7910517999924,8
VOL_low,old2020_2023,pt,-0.2939310241922241,False,rt,12,-0.23824650904472186,0.1672470831111515,58.333333333333336,-214.43183134997477,0.7496004085895362,0.8682573194028173,-5.107730410911589,-1300.459991099994,8
VOL_low,recent2024,pt,-1.4961968564268946,True,rt,16,1.112810086178937,1.0247018959961347,68.75,5839.392859133082,3.5012441545584925,3.7167507323651594,-2.8267120072254235,-1060.5377833379825,12
VOL_low,all_available,pt,-0.9250179378985471,True,rt,30,0.47297499517130304,0.5489955852063668,63.33333333333333,5444.959647333111,1.6906270911604662,2.31038547293836,-5.107730410911589,-1626.7816022999866,22
VOL_low,2019,rt,-0.3783767075936195,False,pt,2,-0.1421080719097062,-0.1421080719097062,50.0,-0.09133454999948754,0.840322458402284,0.9996756426757892,-1.7799381238937984,-281.5862111999989,2
VOL_low,2019,pt,-0.1421080719097062,False,rt,2,-0.3783767075936195,-0.3783767075936195,50.0,-180.00138044999585,0.6233995295756929,0.5240265971247323,-2.009433005579155,-378.17529164999695,2
VOL_low,2021,rt,-0.596273471874168,True,pt,10,0.04071925322111244,-0.44056531927341286,40.0,48.81359710001439,1.04831720627986,1.0397964379970164,-5.049697691046656,-1067.5102142499927,6
VOL_low,2023,pt,-1.9671824112589067,True,rt,2,1.5518883051025087,1.5518883051025087,100.0,576.3347857500055,,,0.9266033189600488,0.0,2
VOL_low,2024,pt,-2.113067222373119,True,rt,8,1.7187395220376351,1.0628434111385987,75.0,3631.19517240003,5.616135568687198,9.55018633403693,-2.8267120072254235,-391.2169417999986,7
VOL_low,2025,pt,-0.46633925586126596,False,rt,3,0.06716784584352069,0.7265464680488039,66.66666666666666,-45.90101709999283,1.0860768991341758,0.9158829615230472,-2.34097114972114,-545.6803749999976,2
VOL_low,2026,pt,-1.127118831252313,True,rt,5,0.7707083330062698,1.0750771913824777,60.0,2254.098703833045,3.14227637151852,2.911823194813936,-1.583364860164202,-1060.5377833379823,3
ACT_high,main2020,pt,-1.156406568500057,True,rt,23,0.6879730496704584,1.6794999761585148,60.86956521739131,9410.543240493114,1.5153771045528224,2.8046807679260346,-10.90774674562256,-2755.0823171999873,18
ACT_high,old2020_2023,rt,-0.9463835477546525,True,pt,14,0.41485193452204133,1.2410288442216753,57.14285714285714,534.5228280500196,1.3064002376834185,1.1813369556632323,-5.049697691046656,-1085.2839450499982,9
ACT_high,recent2024,pt,-3.600586462089988,True,rt,9,3.2303055345539646,4.259749431758549,88.88888888888889,11094.676096043084,19.361371116933025,11.461368062836216,-1.583364860164202,-1060.5377833379825,9
ACT_high,all_available,pt,-1.027359278611576,True,rt,28,0.5474042445871065,0.7761111230073321,60.71428571428571,9272.674235843126,1.4540565400076482,2.6150183072105357,-10.90774674562256,-2755.0823171999873,22
ACT_high,2019,rt,-0.09921225879631308,False,pt,5,-0.43374174512456243,-1.1695770717054137,40.0,-277.7990403499952,0.47906021405536064,0.5592939772670316,-1.7799381238937984,-559.2939169999946,4
ACT_high,2019,pt,-0.43374174512456243,False,rt,5,-0.09921225879631308,0.6383045264858126,60.0,-137.86900464998791,0.8375636972883557,0.7383935857855269,-2.009433005579155,-378.17529164999695,4
ACT_high,2020,rt,-0.6555908821230584,True,pt,3,0.1420109924281107,1.3929863022364408,66.66666666666666,6.883525750010506,1.158608104943781,1.0125008412293919,-2.686073182926812,-550.6450024999964,3
ACT_high,2021,pt,-3.6837807577075115,True,rt,2,3.142225468841321,3.142225468841321,100.0,933.7065700500036,,,1.755079350040761,0.0,2
ACT_high,2023,rt,-1.9518942177642893,True,pt,9,1.4166061801599188,1.5329041132414394,66.66666666666666,1612.9232473500074,2.4322453130047657,2.229598072714492,-4.109218019130425,-675.8603928499963,4
ACT_high,2024,pt,-4.478745798822713,True,rt,5,4.099439661560091,4.58944634931509,100.0,5163.74271950002,,,0.777436959612295,0.0,5
ACT_high,2025,pt,-1.883147416007715,True,rt,2,1.5179819299314619,1.5179819299314619,100.0,1720.4863073010345,,,0.7747852864023691,0.0,2
ACT_high,2026,pt,-3.1226271663404503,True,rt,2,2.7697938216611497,2.7697938216611497,50.0,4210.447069242029,4.498617269267817,4.970105672227808,-1.583364860164202,-1060.5377833379823,2
ACT_low,main2020,pt,-0.48122748881104926,False,rt,39,0.009236584598473185,0.1167243650477863,51.28205128205128,1372.539647377104,1.0112755237842725,1.1881810040763503,-5.107730410911589,-2839.1262382439963,26
ACT_low,old2020_2023,rt,-0.6224419683089126,True,pt,18,0.05550443515616488,-0.3284671678327339,38.88888888888889,136.67909130002147,1.1047453835725178,1.1064944206031222,-2.0069366775338904,-579.6176722999961,14
ACT_low,recent2024,pt,-0.9412834236400901,True,rt,21,0.5506753442333755,0.9743266006097916,57.14285714285714,2755.010988677079,1.7091689798731395,1.5209730119048646,-4.650157583560376,-2839.1262382439963,12
ACT_low,all_available,pt,-0.48122748881104926,False,rt,39,0.009236584598473185,0.1167243650477863,51.28205128205128,1372.539647377104,1.0112755237842725,1.1881810040763503,-5.107730410911589,-2839.1262382439963,26
ACT_low,2020,pt,-1.4641324366713249,True,rt,2,0.9326080915079134,0.9326080915079134,100.0,288.06888185000287,,,0.3877749541584968,0.0,2
ACT_low,2021,rt,-1.0609582043936305,True,pt,10,0.5002030433384376,-0.3284671678327339,40.0,795.7947658000155,2.3051111349828908,2.6592854013752367,-0.9173092080945492,-351.5445308999904,7
ACT_low,2022,rt,-0.6772385775199996,True,pt,5,0.05619120382461588,0.0061283644421317,60.0,6.230335750003199,1.1976306652031306,1.0449869460550265,-1.3263005680655,-137.9043702499995,4
ACT_low,2023,pt,-1.3556417463538382,True,rt,1,0.9266033189600488,0.9266033189600488,100.0,146.1253433999997,,,0.9266033189600488,0.0,1
ACT_low,2024,pt,-0.7389708848508596,True,rt,8,0.3340009558709464,0.41118737554321216,50.0,439.84671885002683,1.3418251412849937,1.293080911325549,-4.650157583560376,-1109.5519648499917,5
ACT_low,2025,pt,-1.370318294806762,True,rt,8,0.9733132054606404,1.0098857377281139,62.5,1839.6540209000211,2.97471547153649,3.216945865117402,-2.34097114972114,-545.6803749999976,4
ACT_low,2026,pt,-0.578527691836183,True,rt,5,0.22113378764963754,1.0750771913824777,60.0,475.51024892703094,1.2431816209646398,1.160774658597768,-4.331237586947363,-2839.1262382439963,3
BASE_HV,main2020,pt,-0.7316971474053587,True,rt,62,0.26102591841550005,0.295491244610784,54.83870967741935,10783.08288787022,1.2583168992130311,1.862078341835847,-10.90774674562256,-4091.7942350999538,40
