year,id,training_last,eligible,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters,episodes,delete5_pct,delete5_cash,double_slip_pct,double_slip_cash,matched_n,excluded_n,matched_open_pct,matched_open_cash,delayed_pct,delayed_cash,month_ci_low,month_ci_high
2022,BASE,2021-12-10 00:00:00,False,17,-0.26039338644747123,0.1167243650477863,52.94117647058824,-594.2369246499675,0.7178902921935498,0.7506767106817203,-5.107730410911589,-1702.3592320499818,12,16,-1.2304910422815556,-2264.8676290499775,-0.36033689673634167,-838.8295492999711,17,0,-0.26039338644747123,-594.2369246499675,-0.12305050476652779,-214.810532749968,-0.8679705656511484,0.45574719619187987
2022,MKT20_high,2021-12-10 00:00:00,False,10,-0.3899459957870741,-0.12514210811142784,50.0,-357.8962397999817,0.6901250587188574,0.8034055346605204,-5.107730410911589,-1550.3440869499887,6,9,-2.5167959317709716,-1820.4797331499947,-0.4899552531156456,-505.32247959998176,10,0,-0.3899459957870741,-357.8962397999817,0.010334642452794408,231.21315815001992,-1.0903032875483925,0.8343403830456043
2022,MKT20_low,2021-11-22 00:00:00,False,7,-0.07531823024803859,0.2177698011745167,57.14285714285714,-236.3406848499856,0.8303310186691829,0.5801518602238341,-2.2282735541771954,-503.70621669999105,6,7,-1.4949568832074696,-548.9985772999934,-0.175167816194479,-333.5070696999894,7,0,-0.07531823024803859,-236.3406848499856,-0.31360071507984505,-446.02369089998797,-1.1184105157342763,0.5673681974231006
2022,REL20_high,2021-11-22 00:00:00,False,13,-0.29411370622803545,-0.1174757375527438,46.15384615384615,-546.1638951499766,0.7309724079961031,0.7528221277811185,-5.107730410911589,-1813.4261479999886,9,12,-1.7493057439294075,-2183.640499349986,-0.39407468825424363,-737.293290299977,13,0,-0.29411370622803545,-546.1638951499766,0.0010549691121518265,72.90021795002545,-1.1407943342944267,0.6306708861635221
2022,REL20_low,2021-12-10 00:00:00,False,4,-0.15080234716063773,0.24408453370585798,75.0,-48.07302949999067,0.5921928148373844,0.7234011272038934,-1.4791534102127637,-173.8005256999997,4,4,,,-0.25068907430316034,-101.53625899999409,4,0,-0.15080234716063773,-48.07302949999067,-0.5263932948722363,-287.7107506999935,-1.0180958841768162,0.37960982826121326
2022,VOL_high,2021-08-17 00:00:00,False,7,0.21943530701923844,0.3877749541584968,57.14285714285714,196.5296924500129,1.3594113221613697,1.2600484240629413,-2.2282735541771954,-512.9661568999945,6,7,-2.0781552317211816,-741.8218032499949,0.11972868117173822,86.05008490001481,7,0,0.21943530701923844,196.5296924500129,-0.2165355632724766,-192.88160449998924,-1.1246068981301545,1.28418546986139
2022,VOL_low,2021-12-10 00:00:00,False,10,-0.596273471874168,-0.12514210811142784,50.0,-790.7666170999803,0.47775858177015434,0.514168613830991,-5.107730410911589,-1300.459991099994,6,9,-2.2835165923654865,-1627.6565071999933,-0.6963828012719976,-924.8796341999858,10,0,-0.596273471874168,-790.7666170999803,-0.05761096381236356,-21.92892824997876,-0.9920737125112381,-0.013630876218851186
2022,ACT_high,2021-08-17 00:00:00,False,5,0.8635356582626935,1.755079350040761,60.0,640.7400193000124,2.0388247772370343,1.8637384564498736,-2.2282735541771954,-741.8218032499949,5,5,,,0.764148905713865,557.1820386000102,5,0,0.8635356582626935,640.7400193000124,0.6644207927055603,550.8758738500123,-1.3715556443511985,3.03857963189418
2022,ACT_low,2021-12-10 00:00:00,False,12,-0.7286971550767065,-0.00037568625247875326,50.0,-1234.9769439499798,0.24193139464558186,0.2476888647368353,-5.107730410911589,-1574.8995062499876,9,11,-1.6311906191903414,-1626.9168018499915,-0.8288726477572611,-1396.0115878999811,12,0,-0.7286971550767065,-1234.9769439499798,-0.45116354537989767,-765.6864065999804,-1.7606162661295501,0.30169031398758633
2023,BASE,2022-11-30 00:00:00,False,22,-0.3551309298730458,-0.24224215941169291,45.45454545454545,-887.8566653999624,0.605356688852964,0.6768303684462138,-5.107730410911589,-1702.3592320499818,16,21,-1.0872982211861828,-2569.5946197999706,-0.45511760849571914,-1178.821130799963,22,0,-0.3551309298730458,-887.8566653999624,-0.22561031342409146,-458.50574824995715,-0.8590155574270619,0.23902985826242562
