year,id,training_last,eligible,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters,episodes,delete5_pct,delete5_cash,double_slip_pct,double_slip_cash,matched_n,excluded_n,matched_open_pct,matched_open_cash,delayed_pct,delayed_cash,month_ci_low,month_ci_high
2023,MKT20_high,2022-11-30 00:00:00,False,12,-0.4219240767377754,-0.4449616441112503,41.66666666666667,-465.22190504998065,0.6317112990247025,0.7586779737020669,-5.107730410911589,-1550.3440869499887,8,11,-1.9639440888339172,-1927.8053983999937,-0.5219460768674259,-631.1339100999779,12,0,-0.4219240767377754,-465.22190504998065,-0.03518609567193915,183.7969232000221,-0.9984865802768067,0.47617930197321656
2023,MKT20_low,2022-11-02 00:00:00,False,10,-0.27497915363537045,0.05014703181088644,50.0,-422.63476034998166,0.5454674211937482,0.4842986946938999,-2.323112554181377,-503.70621669999105,8,10,-1.2099425495860117,-819.5340131999901,-0.3749234464496709,-547.687220699985,10,0,-0.27497915363537045,-422.63476034998166,-0.4541193747266742,-642.3026714499792,-1.1752036513915816,0.351185474801465
2023,REL20_high,2022-11-30 00:00:00,False,17,-0.39333860950662347,-0.367008581270642,41.17647058823529,-790.8911107999729,0.6242393256957695,0.6867319229021194,-5.107730410911589,-1813.4261479999886,12,16,-1.4464954720475587,-2472.6290651999807,-0.49334467234118573,-1019.0370215999715,17,0,-0.39333860950662347,-790.8911107999729,-0.1813218827814665,-191.796807799965,-1.1053725476418146,0.393028756194164
2023,REL20_low,2022-06-01 00:00:00,False,5,-0.22522481911888187,0.1167243650477863,60.0,-96.96555459998945,0.43751958989824286,0.5645775463057686,-1.4791534102127637,-222.69305079999847,5,5,,,-0.32514559142113264,-159.78410919999163,5,0,-0.22522481911888187,-96.96555459998945,-0.37619097760901604,-266.70894044999216,-0.9145199966863305,0.3270327356185278
2023,VOL_high,2022-11-30 00:00:00,False,12,-0.1541788115387774,-0.3201952222523011,41.66666666666667,-97.09004829998207,0.7792119934540843,0.9132879068542981,-2.323112554181377,-545.9453007999857,10,12,-1.1971054868485778,-1119.6829043999905,-0.2540632811821537,-253.94149659997694,12,0,-0.1541788115387774,-97.09004829998207,-0.36560977143386464,-436.5768199999784,-1.0353218825763815,0.7167192397306196
2023,VOL_low,2021-12-10 00:00:00,False,10,-0.596273471874168,-0.12514210811142784,50.0,-790.7666170999803,0.47775858177015434,0.514168613830991,-5.107730410911589,-1300.459991099994,6,9,-2.2835165923654865,-1627.6565071999933,-0.6963828012719976,-924.8796341999858,10,0,-0.596273471874168,-790.7666170999803,-0.05761096381236356,-21.92892824997876,-0.9920737125112381,-0.013630876218851186
2023,ACT_high,2021-08-17 00:00:00,False,5,0.8635356582626935,1.755079350040761,60.0,640.7400193000124,2.0388247772370343,1.8637384564498736,-2.2282735541771954,-741.8218032499949,5,5,,,0.764148905713865,557.1820386000102,5,0,0.8635356582626935,640.7400193000124,0.6644207927055603,550.8758738500123,-1.3715556443511985,3.03857963189418
2023,ACT_low,2022-11-30 00:00:00,False,17,-0.7135622793247339,-0.367008581270642,41.17647058823529,-1528.596684699975,0.22443895594913474,0.23780440603680067,-5.107730410911589,-1868.5192469999827,13,16,-1.275543061675234,-1964.8988677999846,-0.8137254067926556,-1736.003169399973,17,0,-0.7135622793247339,-1528.596684699975,-0.48738416816810654,-1009.3816220999695,-1.480546377368275,0.09672824682256187
2024,BASE,2023-12-11 00:00:00,False,32,-0.7641664093164238,-0.4449616441112503,43.75,-3066.604196849944,0.4536811920344012,0.5021341859074554,-10.90774674562256,-4091.7942350999538,21,30,-1.4312451445328607,-5321.104924149959,-0.8643623314630782,-3509.716893699947,32,0,-0.7641664093164238,-3066.604196849944,-0.6258811387003977,-2417.815253599938,-1.418425047275103,0.06439365215952496
2024,MKT20_high,2023-09-25 00:00:00,False,15,-0.6836353744646677,-0.367008581270642,46.666666666666664,-749.3286759499728,0.5840850612721692,0.7542477034423748,-10.90774674562256,-2264.2491693499837,10,13,-2.4167186300048265,-2982.6075031499863,-0.7837912588136778,-956.8548518999728,15,0,-0.6836353744646677,-749.3286759499728,-0.28506609930471843,59.44863310003029,-1.7160576294672367,0.4641288994214125
2024,MKT20_low,2023-12-11 00:00:00,False,17,-0.8352232047738557,-0.6192106897809984,41.17647058823529,-2317.2755208999715,0.2937616354697838,0.25498580187914116,-3.76286333553386,-2463.400864299971,11,17,-1.6389592833181925,-3058.3603679999787,-0.9354544543890198,-2552.862041799974,17,0,-0.8352232047738557,-2317.2755208999715,-0.9266002911083502,-2477.2638866999678,-1.757167519296911,0.06278603296967698
2024,REL20_high,2023-12-11 00:00:00,False,25,-0.8969139705752949,-0.6192106897809984,40.0,-2896.6350472999616,0.43485934066727944,0.46690249593715694,-10.90774674562256,-3491.6156431999643,16,23,-1.8057734876778802,-4949.781978599971,-0.997174829196924,-3240.857294599961,25,0,-0.8969139705752949,-2896.6350472999616,-0.8364625130031459,-2677.1970211999546,-1.5910573283161704,0.05961302416546881
2024,REL20_low,2023-09-25 00:00:00,False,7,-0.29006797624902736,0.1167243650477863,57.14285714285714,-169.96914954998317,0.6005825456118893,0.7658524259042048,-3.081525029393751,-725.906088099998,7,7,-2.2803392198032575,-677.0135629999992,-0.3900319824136299,-268.85959909998616,7,0,-0.29006797624902736,-169.96914954998317,0.12619519809513155,259.3817676000167,-1.4092963029446788,0.7829097936959071
2024,VOL_high,2023-05-30 00:00:00,False,20,-1.0797183494794451,-0.6299624729058513,35.0,-2852.1723654999696,0.3523488701058299,0.3706374171188969,-10.90774674562256,-3301.0276179999732,13,19,-2.149003807998639,-4402.309199249979,-1.1800676598513231,-3125.9759309999667,20,0,-1.0797183494794451,-2852.1723654999696,-0.9820938942723283,-2512.6855937999662,-1.9080826437508025,0.11865339296710636
2024,VOL_low,2023-12-11 00:00:00,False,12,-0.23824650904472186,0.1672470831111515,58.333333333333336,-214.43183134997477,0.7496004085895362,0.8682573194028173,-5.107730410911589,-1300.459991099994,8,11,-1.5832983993721612,-1587.037766649989,-0.33818678414933667,-383.7409626999803,12,0,-0.23824650904472186,-214.43183134997477,-0.03219321274718062,94.87034020002818,-0.8103019960098191,0.6640441446246528
2024,ACT_high,2023-09-25 00:00:00,False,14,-0.9463835477546525,-1.7981038029084395,42.857142857142854,-1684.1328555499695,0.544994838475457,0.5945738501294503,-10.90774674562256,-2755.0823171999873,9,13,-3.048851496980758,-3938.6335828499855,-1.0466758371341829,-1904.1630110999747,14,0,-0.9463835477546525,-1684.1328555499695,-0.6968059552476725,-1095.0234575999693,-2.0952502397035455,1.704520505202927
2024,ACT_low,2023-12-11 00:00:00,False,18,-0.6224419683089126,-0.24224215941169291,44.44444444444444,-1382.4713412999752,0.28368086329831615,0.3106660666832122,-5.107730410911589,-1868.5192469999827,14,17,-1.1605368425573208,-1938.839732499983,-0.7225629381633303,-1605.553882599972,18,0,-0.6224419683089126,-1382.4713412999752,-0.5707173924969617,-1322.7917959999684,-1.4333023082986633,0.1608362707703419
2025,BASE,2024-12-25 00:00:00,False,45,-0.028535980963500726,0.1167243650477863,51.11111111111111,2536.9852415001033,0.9755764363501291,1.3311875160047097,-10.90774674562256,-4091.7942350999538,30,42,-0.6397796252308906,-3313.7759838999173,-0.12838203625611194,1807.7998830001015,45,0,-0.028535980963500726,2536.9852415001033,0.006196278972506943,2076.895001700102,-0.8113813665771429,0.9215032975148064
2025,MKT20_high,2024-12-25 00:00:00,False,23,0.11355679715890143,0.3714447023639297,56.52173913043478,2539.8340923500637,1.088555091933733,1.6156876928210493,-10.90774674562256,-2264.2491693499837,15,20,-1.1254517121887502,-2327.241153149958,0.013777150048520396,2141.5860847000627,23,0,0.11355679715890143,2539.8340923500637,0.14754669909605403,1910.06543420006,-0.9178489839612454,1.409315746226095
2025,MKT20_low,2024-12-20 00:00:00,False,22,-0.17708752172783024,-0.13471379353805554,45.45454545454545,-2.8488508499603142,0.8312245381582968,0.9991941174647048,-3.76286333553386,-2708.49246269997,16,22,-1.212472803770801,-3207.393237849972,-0.27700300375640957,-333.78620169996134,22,0,-0.17708752172783024,-2.8488508499603142,-0.141579160247565,166.82956750004223,-1.2011353929746575,1.1142729604770318
2025,REL20_high,2024-12-25 00:00:00,False,35,-0.016933194704918535,0.2177698011745167,51.42857142857142,2252.134428200078,0.986686185491582,1.345967509926727,-10.90774674562256,-3491.6156431999643,23,32,-0.8280598250167398,-3437.4732338999393,-0.11677261744731857,1677.7804564000787,35,0,-0.016933194704918535,2252.134428200078,-0.07438474705558991,1372.683173800077,-0.9355579949486177,1.178489235890769
2025,REL20_low,2024-12-20 00:00:00,False,10,-0.0691457328685385,-0.017613742237790497,50.0,284.85081330002436,0.9142352658316714,1.2475676194178065,-3.081525029393751,-725.906088099998,10,10,-1.612451400661433,-1150.5980223499944,-0.1690150020868892,130.01942660002308,10,0,-0.0691457328685385,284.85081330002436,0.288229870070846,704.211827900025,-1.275290684568109,1.3358353467368689
2025,VOL_high,2024-10-09 00:00:00,False,25,-0.48700308844487805,-0.5229147069518585,40.0,-879.7780995499525,0.6811205272179495,0.8431186399964388,-10.90774674562256,-3301.0276179999732,16,23,-1.6080628601668594,-4784.104742599968,-0.5870692801425557,-1263.4788990999505,25,0,-0.48700308844487805,-879.7780995499525,-0.4707013810396272,-1079.7460655499522,-1.6495291973880681,1.1311655026447922
2025,VOL_low,2024-12-25 00:00:00,False,20,0.5445479033882209,0.295491244610784,65.0,3416.763341050055,1.7565137084001121,2.6648066537064743,-5.107730410911589,-1300.459991099994,15,19,-0.6427362041521874,-1122.3134602499638,0.44497701860194255,3071.2787821000516,20,0,0.5445479033882209,3416.763341050055,0.6023183539876747,3156.6410672500547,-0.3713215133655579,1.6875095204290473
2025,ACT_high,2024-11-12 00:00:00,False,19,0.38146466522291156,1.6794999761585148,57.89473684210527,3479.609863950051,1.2489023646552553,1.8376564981461456,-10.90774674562256,-2755.0823171999873,14,18,-1.2143788783281946,-2209.997798149968,0.28182037405053356,3137.940827900047,19,0,0.38146466522291156,3479.609863950051,0.2700315355664333,2590.213684500045,-1.1190281908622777,2.9728693755445885
2025,ACT_low,2024-12-25 00:00:00,False,26,-0.32815183779203294,-0.13471379353805554,46.15384615384615,-942.6246224499482,0.6362867326089447,0.7311615527090052,-5.107730410911589,-2113.6108453999814,19,25,-0.9761086263609885,-3112.0958942999655,-0.42814533609558375,-1330.1409448999452,26,0,-0.32815183779203294,-942.6246224499482,-0.1866064085384393,-513.318682799943,-1.0859798959512703,0.3919862110660647
2026,BASE,2025-12-10 00:00:00,False,55,0.17342455200346388,0.2195377868576383,54.54545454545454,6097.125569701158,1.1687601401178302,1.7181467631411655,-10.90774674562256,-4091.7942350999538,35,51,-0.3027049771126535,-630.3038933498963,0.07367122772965125,5104.171809402136,55,0,0.17342455200346388,6097.125569701158,0.12810111483486358,3269.7396898411553,-0.6069735113723883,1.0044589009157303
2026,MKT20_high,2025-07-16 00:00:00,False,28,0.1743328630712532,0.7506658772255865,60.71428571428571,3052.2183760500748,1.1533340537918453,1.6534569410496396,-10.90774674562256,-2264.2491693499837,17,25,-0.7821137820894413,-1814.8568694499459,0.07457628320104412,2537.249652100074,28,0,0.1743328630712532,3052.2183760500748,0.2652308856100961,2871.995332650072,-0.7195825908709623,1.1923482751570016
2026,MKT20_low,2025-12-10 00:00:00,False,27,0.17248259978501576,-0.1174757375527438,48.148148148148145,3044.907193651084,1.1886536079235541,1.7972622944505627,-3.76286333553386,-2708.49246269997,19,26,-0.7508368718682857,-2437.882630599968,0.07273265168524373,2566.9221573020623,27,0,0.17248259978501576,3044.907193651084,-0.014107536339451552,397.7443571910826,-0.8176810173689943,1.4038499898902963
2026,REL20_high,2025-12-10 00:00:00,False,43,0.2751613745473117,0.7265464680488039,58.139534883720934,6096.408969951135,1.252518277871979,1.864083054213062,-10.90774674562256,-3491.6156431999643,27,40,-0.33793842395496804,-631.0204930999175,0.1754591045471467,5293.932709902115,43,0,0.2751613745473117,6096.408969951135,0.14170085054946296,2909.60149079113,-0.6342786555470534,1.3459788321844701
2026,REL20_low,2025-04-11 00:00:00,False,12,-0.19113239544532404,-0.3374332782376129,41.66666666666667,0.716599750021885,0.7626762661354172,1.0004994658460238,-3.081525029393751,-725.906088099998,11,11,-1.3806269171379526,-1434.7322358999968,-0.2910686641997076,-189.76090049997825,12,0,-0.19113239544532404,0.716599750021885,0.07936872852421578,360.13819905002504,-1.2478778798431542,0.9847142171750928
2026,VOL_high,2025-12-10 00:00:00,False,32,-0.04856597640951457,-0.152769396203292,46.875,2726.263245751096,0.9609352373055522,1.4627016650920355,-10.90774674562256,-3301.0276179999732,20,29,-0.8901840419258595,-3065.8792125499594,-0.14842505058664798,2141.868261502077,32,0,-0.04856597640951457,2726.263245751096,-0.2303898933751532,-400.43490310890763,-1.1920589781397584,1.3030021587834903
2026,VOL_low,2025-07-04 00:00:00,False,23,0.4822809393606513,0.3714447023639297,65.21739130434783,3370.862323950062,1.6627422565868264,2.297469182253373,-5.107730410911589,-1300.459991099994,17,22,-0.524418862486236,-1168.2144773499572,0.3826747453871108,2962.303547900058,23,0,0.4822809393606513,3370.862323950062,0.6268712132140174,3670.174592950063,-0.3547851878916755,1.4642863214182693
2026,ACT_high,2025-12-10 00:00:00,False,21,0.489704404718964,1.6794999761585148,61.904761904761905,5200.096171251085,1.3531623604886422,2.251834119095339,-10.90774674562256,-2755.0823171999873,16,20,-0.8728337772957373,-1282.5249155499657,0.39010962564508994,4765.565712502068,21,0,0.489704404718964,5200.096171251085,0.251650012471602,2163.1822078410764,-1.0239031640121052,2.8363106995147196
2026,ACT_low,2025-07-09 00:00:00,False,34,-0.02192476879140394,-0.00037568625247875326,50.0,897.029398450073,0.9727950733844845,1.2068746500665477,-5.107730410911589,-2113.6108453999814,23,32,-0.6489132480472293,-2742.0573682499453,-0.1217760180416493,338.6060969000677,34,0,-0.02192476879140394,897.029398450073,0.05179150158864279,1106.5574820000788,-0.764941792237213,0.7868936684844374
