id,window,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters,episodes,delete5_pct,delete5_cash,double_slip_pct,double_slip_cash,matched_n,excluded_n,matched_open_pct,matched_open_cash,delayed_pct,delayed_cash,month_ci_low,month_ci_high,down_pct,gross_mean_pct,cost_drag_pct,gross_cash,cost_cash,largest_month,largest_month_cash,delete_largest_month_cash
REL20_high,2024,10,2.183018744971022,2.5984415898570945,80.0,5148.769475500039,5.512028094871118,5.784759461971058,-4.650157583560376,-1076.0769723999938,7,9.0,-0.3870193713049447,-410.69889089997855,2.0842329119266947,4918.637751000039,10.0,0.0,2.183018744971022,5148.769475500039,1.8308096678133001,4049.8801950000316,0.08004634296978944,3.959212952683537,80.0,2.37831012824693,0.1952913832759079,5600.000000000007,451.2305244999668,2024-10,1596.657661000006,3552.1118145000332
REL20_high,2025,8,1.5530751150258189,1.554576613305161,87.5,3844.2745417510578,6.307455805974623,8.044919916262472,-2.34097114972114,-545.6803749999976,4,8.0,-0.2798797984233224,-187.62380024999342,1.4539728882729317,3616.152253502036,8.0,0.0,1.5530751150258189,3844.2745417510578,1.0870753400715696,1536.918316991053,0.29620220226631006,3.278025029183578,87.5,1.7454877650482774,0.19241265002245828,4280.000000000008,435.7254582489502,2025-01,1820.518499550012,2023.7560422010458
REL20_high,2026,6,0.7474907229502833,0.4298175416421527,50.0,3253.6703004840547,1.7316332364811415,1.8097419174740155,-4.331237586947363,-2839.1262382439963,4,6.0,-4.331237586947363,-2839.1262382439963,0.6479787642910901,2882.1739729680658,6.0,0.0,0.7474907229502833,3253.6703004840547,1.0310003217215729,3852.983254104029,-4.331237586947363,7.122952503486502,50.0,0.9259480487631736,0.17845732581289012,3920.000000000001,666.3296995159467,2026-05,5270.984852580012,-2017.314552095957
REL20_low,main2020,13,-0.0102520385750078,-0.1519518495233673,46.15384615384615,1433.0036174350278,0.9862095255608969,1.9987951630125005,-3.081525029393751,-725.906088099998,12,12.0,-1.1934580068647351,-1420.0716556499947,-0.11010135595810065,1177.017804870026,13.0,0.0,-0.0102520385750078,1433.0036174350278,0.23712350891862874,1772.4481182810255,-1.0351841073634882,1.1669742435977442,53.84615384615385,0.22826167842867104,0.23851371700367882,2000.0,566.9963825649725,2026-09,1432.2870176850058,0.7165997500219419
REL20_low,old2020_2023,7,-0.29006797624902736,0.1167243650477863,57.14285714285714,-169.96914954998317,0.6005825456118893,0.7658524259042048,-3.081525029393751,-725.906088099998,7,7.0,-2.2803392198032575,-677.0135629999992,-0.3900319824136299,-268.85959909998616,7.0,0.0,-0.29006797624902736,-169.96914954998317,0.12619519809513155,259.3817676000167,-1.4092963029446788,0.7829097936959071,57.14285714285714,-0.020869263365421085,0.2691987128836063,90.00000000000341,259.96914954998647,2023-09,430.2094423500058,-600.178591899989
REL20_low,recent2024,6,0.31619988871134835,-0.3475796267169918,33.33333333333333,1602.9727669850108,1.4141637464747279,3.2614470021460082,-2.8267120072254235,-391.2169417999986,5,5.0,-2.8267120072254235,-391.2169417999986,0.21648437490668349,1445.8774039700124,6.0,0.0,0.31619988871134835,1602.9727669850108,0.3665398715460421,1513.0663506810088,-1.2943551254661698,2.5608074723654806,50.0,0.5189144438551119,0.20271455514376355,1909.9999999999968,307.027233014986,2026-09,1432.2870176850058,170.685749300005
REL20_low,all_available,13,-0.0102520385750078,-0.1519518495233673,46.15384615384615,1433.0036174350278,0.9862095255608969,1.9987951630125005,-3.081525029393751,-725.906088099998,12,12.0,-1.1934580068647351,-1420.0716556499947,-0.11010135595810065,1177.017804870026,13.0,0.0,-0.0102520385750078,1433.0036174350278,0.23712350891862874,1772.4481182810255,-1.0351841073634882,1.1669742435977442,53.84615384615385,0.22826167842867104,0.23851371700367882,2000.0,566.9963825649725,2026-09,1432.2870176850058,0.7165997500219419
REL20_low,2018,0,,,,0.0,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,
REL20_low,2019,0,,,,0.0,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,
REL20_low,2020,1,0.3877749541584968,0.3877749541584968,100.0,59.21323550000247,,,0.3877749541584968,0.0,1,1.0,,,0.2881523968565901,44.00087100000131,1.0,0.0,0.3877749541584968,59.21323550000247,-0.8546166368696672,-130.49996044999818,0.3877749541584968,0.3877749541584968,100.0,0.6548788474132317,0.2671038932547349,99.99999999999964,40.786764499997176,2020-08,59.21323550000247,0.0
