symbol,datetime,date,price,volume,source
601138,2025-01-02 09:30:00,2025-01-02,21.260000228881836,24945.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:31:00,2025-01-02,21.190000534057617,19642.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:32:00,2025-01-02,21.209999084472656,10751.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:33:00,2025-01-02,21.18000030517578,11991.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:34:00,2025-01-02,21.229999542236328,12153.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:35:00,2025-01-02,21.200000762939453,8695.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:36:00,2025-01-02,21.25,5982.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:37:00,2025-01-02,21.299999237060547,7513.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:38:00,2025-01-02,21.239999771118164,9018.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:39:00,2025-01-02,21.200000762939453,11573.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:40:00,2025-01-02,21.18000030517578,7460.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:41:00,2025-01-02,21.149999618530273,15692.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:42:00,2025-01-02,21.100000381469727,12840.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:43:00,2025-01-02,21.020000457763672,19566.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:44:00,2025-01-02,21.1299991607666,9196.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:45:00,2025-01-02,21.079999923706055,11490.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:46:00,2025-01-02,21.06999969482422,6381.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:47:00,2025-01-02,21.139999389648438,5407.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:48:00,2025-01-02,21.1299991607666,4727.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:49:00,2025-01-02,21.100000381469727,5661.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:50:00,2025-01-02,21.170000076293945,8790.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:51:00,2025-01-02,21.18000030517578,5840.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:52:00,2025-01-02,21.209999084472656,3338.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:53:00,2025-01-02,21.219999313354492,4151.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:54:00,2025-01-02,21.229999542236328,4657.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:55:00,2025-01-02,21.260000228881836,5128.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:56:00,2025-01-02,21.25,4877.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:57:00,2025-01-02,21.270000457763672,3477.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:58:00,2025-01-02,21.200000762939453,5065.0,pytdxdata_mac_snapshot
601138,2025-01-02 09:59:00,2025-01-02,21.18000030517578,3663.0,pytdxdata_mac_snapshot
601138,2025-01-02 10:00:00,2025-01-02,21.229999542236328,4002.0,pytdxdata_mac_snapshot
601138,2025-01-02 10:01:00,2025-01-02,21.170000076293945,2861.0,pytdxdata_mac_snapshot
601138,2025-01-02 10:02:00,2025-01-02,21.139999389648438,3787.0,pytdxdata_mac_snapshot
601138,2025-01-02 10:03:00,2025-01-02,21.1299991607666,4089.0,pytdxdata_mac_snapshot
601138,2025-01-02 10:04:00,2025-01-02,21.149999618530273,2018.0,pytdxdata_mac_snapshot
601138,2025-01-02 10:05:00,2025-01-02,21.149999618530273,2883.0,pytdxdata_mac_snapshot
601138,2025-01-02 10:06:00,2025-01-02,21.139999389648438,4091.0,pytdxdata_mac_snapshot
601138,2025-01-02 10:07:00,2025-01-02,21.139999389648438,2070.0,pytdxdata_mac_snapshot
601138,2025-01-02 10:08:00,2025-01-02,21.15999984741211,3077.0,pytdxdata_mac_snapshot
601138,2025-01-02 10:09:00,2025-01-02,21.110000610351562,7479.0,pytdxdata_mac_snapshot
601138,2025-01-02 10:10:00,2025-01-02,21.079999923706055,6606.0,pytdxdata_mac_snapshot
601138,2025-01-02 10:11:00,2025-01-02,21.06999969482422,4363.0,pytdxdata_mac_snapshot
601138,2025-01-02 10:12:00,2025-01-02,21.079999923706055,4087.0,pytdxdata_mac_snapshot
601138,2025-01-02 10:13:00,2025-01-02,21.100000381469727,4206.0,pytdxdata_mac_snapshot
